Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
j.rndn.10x10.train.1,j,rndn,train,1,10,10,100,972
j.rndn.10x10.train.2,j,rndn,train,2,10,10,100,811
j.rndn.10x10.train.3,j,rndn,train,3,10,10,100,809
j.rndn.10x10.train.4,j,rndn,train,4,10,10,100,917
j.rndn.10x10.train.5,j,rndn,train,5,10,10,100,866
j.rndn.10x10.train.6,j,rndn,train,6,10,10,100,833
j.rndn.10x10.train.7,j,rndn,train,7,10,10,100,1039
j.rndn.10x10.train.8,j,rndn,train,8,10,10,100,963
j.rndn.10x10.train.9,j,rndn,train,9,10,10,100,766
j.rndn.10x10.train.10,j,rndn,train,10,10,10,100,815
j.rndn.10x10.train.11,j,rndn,train,11,10,10,100,938
j.rndn.10x10.train.12,j,rndn,train,12,10,10,100,908
j.rndn.10x10.train.13,j,rndn,train,13,10,10,100,956
j.rndn.10x10.train.14,j,rndn,train,14,10,10,100,1007
j.rndn.10x10.train.15,j,rndn,train,15,10,10,100,875
j.rndn.10x10.train.16,j,rndn,train,16,10,10,100,859
j.rndn.10x10.train.17,j,rndn,train,17,10,10,100,1019
j.rndn.10x10.train.18,j,rndn,train,18,10,10,100,918
j.rndn.10x10.train.19,j,rndn,train,19,10,10,100,1024
j.rndn.10x10.train.20,j,rndn,train,20,10,10,100,1005
j.rndn.10x10.train.21,j,rndn,train,21,10,10,100,1062
j.rndn.10x10.train.22,j,rndn,train,22,10,10,100,954
j.rndn.10x10.train.23,j,rndn,train,23,10,10,100,1122
j.rndn.10x10.train.24,j,rndn,train,24,10,10,100,1013
j.rndn.10x10.train.25,j,rndn,train,25,10,10,100,896
j.rndn.10x10.train.26,j,rndn,train,26,10,10,100,861
j.rndn.10x10.train.27,j,rndn,train,27,10,10,100,899
j.rndn.10x10.train.28,j,rndn,train,28,10,10,100,953
j.rndn.10x10.train.29,j,rndn,train,29,10,10,100,840
j.rndn.10x10.train.30,j,rndn,train,30,10,10,100,926
j.rndn.10x10.train.31,j,rndn,train,31,10,10,100,957
j.rndn.10x10.train.32,j,rndn,train,32,10,10,100,930
j.rndn.10x10.train.33,j,rndn,train,33,10,10,100,914
j.rndn.10x10.train.34,j,rndn,train,34,10,10,100,915
j.rndn.10x10.train.35,j,rndn,train,35,10,10,100,1029
j.rndn.10x10.train.36,j,rndn,train,36,10,10,100,909
j.rndn.10x10.train.37,j,rndn,train,37,10,10,100,969
j.rndn.10x10.train.38,j,rndn,train,38,10,10,100,819
j.rndn.10x10.train.39,j,rndn,train,39,10,10,100,912
j.rndn.10x10.train.40,j,rndn,train,40,10,10,100,1009
j.rndn.10x10.train.41,j,rndn,train,41,10,10,100,915
j.rndn.10x10.train.42,j,rndn,train,42,10,10,100,864
j.rndn.10x10.train.43,j,rndn,train,43,10,10,100,913
j.rndn.10x10.train.44,j,rndn,train,44,10,10,100,867
j.rndn.10x10.train.45,j,rndn,train,45,10,10,100,968
j.rndn.10x10.train.46,j,rndn,train,46,10,10,100,915
j.rndn.10x10.train.47,j,rndn,train,47,10,10,100,973
j.rndn.10x10.train.48,j,rndn,train,48,10,10,100,932
j.rndn.10x10.train.49,j,rndn,train,49,10,10,100,967
j.rndn.10x10.train.50,j,rndn,train,50,10,10,100,901
j.rndn.10x10.train.51,j,rndn,train,51,10,10,100,907
j.rndn.10x10.train.52,j,rndn,train,52,10,10,100,936
j.rndn.10x10.train.53,j,rndn,train,53,10,10,100,807
j.rndn.10x10.train.54,j,rndn,train,54,10,10,100,878
j.rndn.10x10.train.55,j,rndn,train,55,10,10,100,824
j.rndn.10x10.train.56,j,rndn,train,56,10,10,100,969
j.rndn.10x10.train.57,j,rndn,train,57,10,10,100,1079
j.rndn.10x10.train.58,j,rndn,train,58,10,10,100,875
j.rndn.10x10.train.59,j,rndn,train,59,10,10,100,974
j.rndn.10x10.train.60,j,rndn,train,60,10,10,100,899
j.rndn.10x10.train.61,j,rndn,train,61,10,10,100,925
j.rndn.10x10.train.62,j,rndn,train,62,10,10,100,956
j.rndn.10x10.train.63,j,rndn,train,63,10,10,100,926
j.rndn.10x10.train.64,j,rndn,train,64,10,10,100,909
j.rndn.10x10.train.65,j,rndn,train,65,10,10,100,1021
j.rndn.10x10.train.66,j,rndn,train,66,10,10,100,969
j.rndn.10x10.train.67,j,rndn,train,67,10,10,100,870
j.rndn.10x10.train.68,j,rndn,train,68,10,10,100,964
j.rndn.10x10.train.69,j,rndn,train,69,10,10,100,924
j.rndn.10x10.train.70,j,rndn,train,70,10,10,100,909
j.rndn.10x10.train.71,j,rndn,train,71,10,10,100,827
j.rndn.10x10.train.72,j,rndn,train,72,10,10,100,912
j.rndn.10x10.train.73,j,rndn,train,73,10,10,100,964
j.rndn.10x10.train.74,j,rndn,train,74,10,10,100,811
j.rndn.10x10.train.75,j,rndn,train,75,10,10,100,868
j.rndn.10x10.train.76,j,rndn,train,76,10,10,100,1004
j.rndn.10x10.train.77,j,rndn,train,77,10,10,100,962
j.rndn.10x10.train.78,j,rndn,train,78,10,10,100,937
j.rndn.10x10.train.79,j,rndn,train,79,10,10,100,983
j.rndn.10x10.train.80,j,rndn,train,80,10,10,100,998
j.rndn.10x10.train.81,j,rndn,train,81,10,10,100,858
j.rndn.10x10.train.82,j,rndn,train,82,10,10,100,807
j.rndn.10x10.train.83,j,rndn,train,83,10,10,100,1007
j.rndn.10x10.train.84,j,rndn,train,84,10,10,100,960
j.rndn.10x10.train.85,j,rndn,train,85,10,10,100,895
j.rndn.10x10.train.86,j,rndn,train,86,10,10,100,907
j.rndn.10x10.train.87,j,rndn,train,87,10,10,100,934
j.rndn.10x10.train.88,j,rndn,train,88,10,10,100,923
j.rndn.10x10.train.89,j,rndn,train,89,10,10,100,862
j.rndn.10x10.train.90,j,rndn,train,90,10,10,100,871
j.rndn.10x10.train.91,j,rndn,train,91,10,10,100,905
j.rndn.10x10.train.92,j,rndn,train,92,10,10,100,980
j.rndn.10x10.train.93,j,rndn,train,93,10,10,100,823
