NrFeat,Model,Step,train.isOptimal,validation.isOptimal,test.isOptimal
3,211,77,0.8750,0.8667,0.8945
3,211,78,0.8875,0.8833,0.8693
3,211,79,0.9042,0.9000,0.8492
3,211,80,0.8708,0.9167,0.8291
3,211,81,0.8458,0.9167,0.8492
3,211,82,0.8417,0.9000,0.8643
3,211,83,0.8667,0.8833,0.8995
3,211,84,0.8833,0.8833,0.8693
3,211,85,0.9000,0.9000,0.8693
3,211,86,0.9125,0.9000,0.8894
3,211,87,0.9292,0.8833,0.8593
3,211,88,0.9042,0.8833,0.8693
3,211,89,0.9208,0.8667,0.8894
3,211,90,0.9042,0.9333,0.9146
3,211,91,0.9042,0.9500,0.9095
3,211,92,0.8958,0.9500,0.8995
3,211,93,0.9042,0.9667,0.9196
3,211,94,0.9125,0.9667,0.9447
3,211,95,0.9042,0.9333,0.9447
3,211,96,0.9292,0.9500,0.9497
3,211,97,0.9583,0.9500,0.9598
3,211,98,0.9750,0.9667,0.9648
3,211,99,0.9958,0.9833,0.9950
3,211,100,1.0000,1.0000,1.0000
3,212,1,0.9375,0.8833,0.9246
3,212,2,0.7667,0.7667,0.7789
3,212,3,0.7417,0.6500,0.7789
3,212,4,0.7792,0.7333,0.7889
3,212,5,0.7958,0.8000,0.8040
3,212,6,0.8208,0.8000,0.8141
3,212,7,0.8500,0.9000,0.8141
3,212,8,0.8583,0.8333,0.8342
3,212,9,0.8417,0.8333,0.8241
3,212,10,0.8292,0.8000,0.8342
3,212,11,0.8500,0.8167,0.8342
3,212,12,0.8542,0.8167,0.8191
3,212,13,0.8375,0.7667,0.8543
3,212,14,0.8542,0.7333,0.8693
3,212,15,0.8667,0.8000,0.8693
3,212,16,0.8417,0.8333,0.8492
3,212,17,0.8542,0.8833,0.8492
3,212,18,0.8583,0.8667,0.8241
3,212,19,0.8583,0.9000,0.8291
3,212,20,0.8583,0.9333,0.8442
3,212,21,0.8375,0.9333,0.8543
3,212,22,0.8292,0.9000,0.8643
3,212,23,0.8375,0.8667,0.8392
3,212,24,0.8542,0.9000,0.8543
3,212,25,0.8625,0.8333,0.8090
3,212,26,0.8542,0.8167,0.8090
3,212,27,0.8333,0.8333,0.7839
3,212,28,0.8375,0.8000,0.8040
3,212,29,0.8417,0.8167,0.8693
3,212,30,0.8417,0.8000,0.8291
3,212,31,0.8667,0.7833,0.8392
3,212,32,0.8208,0.8333,0.8643
3,212,33,0.7917,0.8667,0.8543
3,212,34,0.8250,0.9167,0.8141
3,212,35,0.7958,0.8500,0.8291
3,212,36,0.8333,0.8333,0.8090
3,212,37,0.8458,0.8500,0.8392
3,212,38,0.8708,0.8500,0.8241
3,212,39,0.8542,0.8667,0.8191
3,212,40,0.8708,0.7667,0.8392
3,212,41,0.8667,0.8500,0.8342
3,212,42,0.8542,0.8500,0.7839
3,212,43,0.8375,0.8000,0.8191
3,212,44,0.8333,0.7500,0.8241
3,212,45,0.7958,0.7833,0.8040
3,212,46,0.8167,0.8167,0.8040
3,212,47,0.8250,0.7833,0.7789
3,212,48,0.8375,0.7500,0.7487
3,212,49,0.8083,0.7667,0.7789
3,212,50,0.8375,0.8333,0.8392
3,212,51,0.8125,0.7833,0.8241
3,212,52,0.8375,0.7833,0.8392
3,212,53,0.8292,0.7667,0.8492
3,212,54,0.8542,0.8167,0.8090
3,212,55,0.8667,0.8000,0.8141
3,212,56,0.8750,0.7667,0.8040
3,212,57,0.8167,0.8500,0.8442
3,212,58,0.7875,0.8667,0.8643
3,212,59,0.8125,0.8833,0.8693
3,212,60,0.8500,0.8500,0.8342
3,212,61,0.8375,0.8000,0.8643
3,212,62,0.8375,0.8167,0.8744
3,212,63,0.8333,0.8333,0.8241
3,212,64,0.8542,0.8833,0.7688
3,212,65,0.8417,0.9000,0.7889
3,212,66,0.8125,0.9167,0.8442
3,212,67,0.8583,0.8667,0.8894
3,212,68,0.8167,0.8667,0.8543
3,212,69,0.8458,0.8333,0.8392
3,212,70,0.8125,0.8000,0.8492
3,212,71,0.8417,0.7500,0.8543
3,212,72,0.8333,0.7667,0.8392
3,212,73,0.8625,0.7833,0.8593
3,212,74,0.8292,0.7333,0.8744
3,212,75,0.8500,0.7833,0.8945
3,212,76,0.8542,0.7500,0.8693
3,212,77,0.8542,0.8500,0.8643
3,212,78,0.8417,0.8667,0.7688
3,212,79,0.8333,0.8667,0.7789
3,212,80,0.8167,0.8500,0.8141
3,212,81,0.8208,0.8333,0.8191
3,212,82,0.8167,0.8833,0.8291
3,212,83,0.8458,0.8667,0.8593
3,212,84,0.8375,0.8667,0.8291
3,212,85,0.8375,0.9167,0.8342
3,212,86,0.8708,0.8500,0.8090
3,212,87,0.8667,0.8500,0.8191
3,212,88,0.8750,0.8333,0.8392
3,212,89,0.9125,0.8333,0.8794
3,212,90,0.8958,0.9000,0.8945
3,212,91,0.8667,0.9333,0.8945
3,212,92,0.8500,0.9500,0.8945
3,212,93,0.8750,0.9667,0.9246
3,212,94,0.9208,0.9667,0.9146
3,212,95,0.9000,1.0000,0.9447
3,212,96,0.9500,0.9667,0.9397
3,212,97,0.9583,0.9667,0.9598
3,212,98,0.9833,0.9667,0.9598
3,212,99,0.9917,0.9833,0.9899
3,212,100,1.0000,1.0000,1.0000
3,213,1,0.9375,0.8833,0.9246
3,213,2,0.9125,0.8833,0.9246
3,213,3,0.8917,0.8500,0.9246
3,213,4,0.8875,0.8333,0.8995
3,213,5,0.9042,0.8333,0.8945
3,213,6,0.8917,0.8667,0.8693
3,213,7,0.9083,0.8667,0.8744
3,213,8,0.8500,0.8833,0.8693
3,213,9,0.8875,0.9000,0.8794
3,213,10,0.8875,0.8833,0.8945
3,213,11,0.8958,0.8833,0.8894
3,213,12,0.9250,0.9000,0.8794
3,213,13,0.9125,0.9000,0.8693
3,213,14,0.9167,0.9000,0.8794
3,213,15,0.9042,0.9000,0.8643
3,213,16,0.8792,0.9333,0.8643
3,213,17,0.8792,0.8500,0.8744
3,213,18,0.8667,0.8667,0.8593
3,213,19,0.8958,0.8667,0.8593
3,213,20,0.9000,0.9000,0.8643
3,213,21,0.9083,0.8833,0.8492
3,213,22,0.9125,0.9167,0.8945
3,213,23,0.9083,0.9333,0.8995
3,213,24,0.8583,0.9500,0.9246
3,213,25,0.8833,0.9000,0.8693
3,213,26,0.8958,0.9167,0.8794
3,213,27,0.8917,0.9333,0.9045
3,213,28,0.9167,0.9500,0.8894
3,213,29,0.9167,0.9333,0.8844
3,213,30,0.9083,0.9333,0.8995
3,213,31,0.9083,0.8833,0.9045
3,213,32,0.9000,0.9167,0.8894
3,213,33,0.8833,0.8833,0.8894
3,213,34,0.8875,0.8833,0.8995
3,213,35,0.8833,0.8667,0.8945
3,213,36,0.9083,0.8500,0.8894
3,213,37,0.9083,0.8667,0.8794
3,213,38,0.9042,0.8667,0.8844
3,213,39,0.8917,0.9000,0.8543
3,213,40,0.9000,0.9167,0.8744
3,213,41,0.9000,0.9333,0.8945
3,213,42,0.8792,0.9333,0.9045
3,213,43,0.8750,0.9333,0.9045
3,213,44,0.8833,0.9000,0.8945
3,213,45,0.8917,0.8167,0.9347
3,213,46,0.9083,0.8500,0.9196
3,213,47,0.8792,0.8500,0.9095
3,213,48,0.8792,0.8167,0.8693
3,213,49,0.8542,0.8333,0.8744
3,213,50,0.8542,0.9000,0.8844
3,213,51,0.8792,0.8833,0.8995
3,213,52,0.8917,0.8500,0.8995
3,213,53,0.8875,0.8667,0.9146
3,213,54,0.8667,0.8333,0.8894
3,213,55,0.8833,0.7833,0.9196
3,213,56,0.9000,0.8500,0.8844
3,213,57,0.9167,0.9000,0.9045
3,213,58,0.8500,0.9500,0.8995
3,213,59,0.8500,0.9500,0.8794
3,213,60,0.9000,0.9167,0.8693
3,213,61,0.9125,0.8833,0.8794
3,213,62,0.9042,0.8833,0.8945
3,213,63,0.9167,0.9167,0.9095
3,213,64,0.8875,0.9167,0.8844
3,213,65,0.8958,0.8833,0.8844
3,213,66,0.8792,0.8833,0.8693
3,213,67,0.8875,0.9000,0.8945
3,213,68,0.8792,0.9000,0.8894
3,213,69,0.8708,0.9500,0.9045
3,213,70,0.8833,0.9500,0.9045
3,213,71,0.8833,0.9167,0.9397
3,213,72,0.8458,0.9000,0.9397
3,213,73,0.8542,0.9000,0.9296
3,213,74,0.8958,0.8667,0.9397
3,213,75,0.9167,0.8333,0.9397
3,213,76,0.9042,0.8833,0.9146
3,213,77,0.9125,0.8333,0.9246
3,213,78,0.8875,0.8667,0.8894
3,213,79,0.9042,0.9167,0.8894
3,213,80,0.9167,0.9667,0.8744
3,213,81,0.8833,0.9333,0.9045
3,213,82,0.8875,0.9333,0.8894
3,213,83,0.8833,0.9333,0.9045
3,213,84,0.9167,0.9333,0.8744
3,213,85,0.9000,0.9333,0.8794
3,213,86,0.9208,0.9000,0.8945
3,213,87,0.9208,0.9000,0.9095
3,213,88,0.8958,0.9167,0.9196
3,213,89,0.9292,0.8667,0.9095
3,213,90,0.9333,0.9167,0.9296
3,213,91,0.9417,0.9167,0.9397
3,213,92,0.9167,0.9667,0.9196
3,213,93,0.9292,0.9667,0.9447
3,213,94,0.9583,0.9667,0.9397
3,213,95,0.9250,0.9500,0.9548
3,213,96,0.9500,1.0000,0.9799
3,213,97,0.9750,0.9833,0.9950
3,213,98,0.9792,0.9833,0.9849
3,213,99,1.0000,1.0000,0.9950
3,213,100,1.0000,1.0000,1.0000
3,214,1,0.9375,0.8833,0.9246
3,214,2,0.7750,0.7667,0.7940
3,214,3,0.7083,0.6500,0.6935
3,214,4,0.7000,0.7000,0.6985
3,214,5,0.7625,0.7333,0.7588
3,214,6,0.8125,0.7500,0.7789
3,214,7,0.8375,0.8333,0.7739
3,214,8,0.8292,0.8333,0.8241
3,214,9,0.8333,0.8167,0.8040
3,214,10,0.8167,0.8167,0.7739
3,214,11,0.8125,0.9000,0.7940
3,214,12,0.8333,0.8333,0.7789
3,214,13,0.8167,0.7667,0.7990
3,214,14,0.8083,0.6833,0.7688
3,214,15,0.7708,0.7333,0.7538
3,214,16,0.7375,0.8167,0.7889
3,214,17,0.7750,0.8500,0.7940
3,214,18,0.7875,0.8667,0.7940
3,214,19,0.8000,0.8833,0.8241
3,214,20,0.8458,0.8667,0.8241
3,214,21,0.8417,0.8667,0.8141
3,214,22,0.8708,0.8500,0.8693
3,214,23,0.8542,0.7833,0.8342
3,214,24,0.8083,0.7667,0.8392
3,214,25,0.8292,0.7833,0.7839
3,214,26,0.8542,0.8167,0.8543
3,214,27,0.8125,0.8000,0.8492
3,214,28,0.8125,0.8167,0.7839
3,214,29,0.8375,0.8167,0.7889
3,214,30,0.8333,0.7667,0.8191
3,214,31,0.8458,0.7333,0.8040
3,214,32,0.8375,0.7667,0.8241
3,214,33,0.7458,0.7833,0.8241
3,214,34,0.7417,0.7833,0.7688
3,214,35,0.7958,0.7667,0.8090
3,214,36,0.8333,0.8000,0.8141
3,214,37,0.8292,0.7833,0.7990
3,214,38,0.8250,0.8167,0.7789
3,214,39,0.8542,0.7833,0.7638
3,214,40,0.8208,0.7833,0.8040
3,214,41,0.8458,0.8000,0.8291
3,214,42,0.8083,0.8167,0.8191
3,214,43,0.7917,0.7500,0.8040
3,214,44,0.7917,0.7667,0.7839
3,214,45,0.7875,0.7667,0.8090
3,214,46,0.8000,0.7667,0.7889
3,214,47,0.8042,0.8000,0.7538
3,214,48,0.8292,0.8333,0.7538
3,214,49,0.8375,0.8333,0.7940
3,214,50,0.8083,0.8500,0.8141
3,214,51,0.8000,0.8000,0.8241
3,214,52,0.7917,0.7833,0.8141
3,214,53,0.7750,0.8500,0.8492
3,214,54,0.7667,0.8000,0.8241
3,214,55,0.7625,0.8000,0.7990
3,214,56,0.8125,0.8000,0.8191
3,214,57,0.7958,0.8000,0.8342
3,214,58,0.7958,0.7667,0.7990
3,214,59,0.7917,0.8167,0.8241
3,214,60,0.7875,0.8000,0.7940
3,214,61,0.7917,0.8333,0.8191
3,214,62,0.8167,0.7833,0.8543
3,214,63,0.8083,0.7167,0.8291
3,214,64,0.7958,0.7833,0.7940
3,214,65,0.8083,0.7000,0.7940
3,214,66,0.7792,0.7833,0.8492
3,214,67,0.7792,0.8500,0.8693
3,214,68,0.7833,0.8500,0.8693
3,214,69,0.7375,0.8500,0.8593
3,214,70,0.7833,0.8333,0.8593
3,214,71,0.7875,0.8500,0.8492
3,214,72,0.7917,0.8667,0.8543
3,214,73,0.8250,0.8500,0.8241
3,214,74,0.8333,0.8167,0.8241
3,214,75,0.8500,0.7833,0.8392
3,214,76,0.8875,0.7500,0.8543
3,214,77,0.8750,0.8833,0.8593
3,214,78,0.8542,0.8333,0.8543
3,214,79,0.8458,0.8167,0.8442
3,214,80,0.8375,0.8833,0.7889
3,214,81,0.8375,0.8667,0.8392
3,214,82,0.8333,0.8167,0.8291
3,214,83,0.8708,0.8667,0.8492
3,214,84,0.8583,0.8833,0.8141
3,214,85,0.8417,0.9000,0.8492
3,214,86,0.8417,0.8833,0.8191
3,214,87,0.8125,0.8833,0.8241
3,214,88,0.8417,0.8833,0.8492
3,214,89,0.8583,0.8333,0.8543
3,214,90,0.8667,0.9000,0.8593
3,214,91,0.8708,0.9833,0.8794
3,214,92,0.8792,0.9500,0.8744
3,214,93,0.9083,0.9500,0.8894
3,214,94,0.9167,0.9333,0.9146
3,214,95,0.9167,0.9833,0.9397
3,214,96,0.9583,1.0000,0.9598
3,214,97,0.9750,0.9833,0.9799
3,214,98,0.9833,0.9667,0.9899
3,214,99,1.0000,0.9833,0.9950
3,214,100,1.0000,1.0000,1.0000
3,215,1,0.9375,0.8833,0.9246
3,215,2,0.7833,0.7833,0.7839
3,215,3,0.7583,0.6667,0.7688
3,215,4,0.7708,0.7167,0.7739
3,215,5,0.8042,0.8000,0.7839
3,215,6,0.8333,0.8167,0.8090
3,215,7,0.8292,0.9333,0.8141
3,215,8,0.8542,0.8500,0.8241
3,215,9,0.8250,0.9000,0.8392
3,215,10,0.8375,0.8833,0.8291
3,215,11,0.8583,0.8500,0.8543
3,215,12,0.8625,0.7667,0.8342
3,215,13,0.8292,0.7167,0.8593
3,215,14,0.8542,0.7000,0.8643
3,215,15,0.8167,0.8000,0.8442
3,215,16,0.8125,0.8833,0.8894
3,215,17,0.8250,0.9167,0.8291
3,215,18,0.8583,0.8333,0.8040
3,215,19,0.8750,0.9333,0.8090
3,215,20,0.8583,0.9500,0.8392
3,215,21,0.8333,0.8833,0.8693
3,215,22,0.8375,0.9333,0.8693
3,215,23,0.8375,0.8833,0.8693
3,215,24,0.8458,0.8833,0.8392
3,215,25,0.8208,0.8167,0.8392
3,215,26,0.8333,0.8333,0.8141
3,215,27,0.8125,0.8500,0.8090
3,215,28,0.8583,0.8500,0.8191
3,215,29,0.8333,0.8833,0.8492
3,215,30,0.8292,0.8833,0.8392
3,215,31,0.8417,0.8000,0.8392
3,215,32,0.8083,0.7833,0.8191
3,215,33,0.7708,0.8167,0.8442
3,215,34,0.7917,0.8833,0.8291
3,215,35,0.7875,0.8333,0.8291
3,215,36,0.8500,0.8167,0.8090
3,215,37,0.8500,0.7833,0.8291
3,215,38,0.8708,0.8333,0.8040
3,215,39,0.8833,0.9000,0.7940
3,215,40,0.8542,0.8333,0.7889
3,215,41,0.8500,0.8500,0.8141
3,215,42,0.8292,0.8167,0.7940
3,215,43,0.8167,0.8167,0.8141
3,215,44,0.8125,0.8500,0.8191
3,215,45,0.8083,0.8333,0.8291
3,215,46,0.8083,0.8167,0.8090
3,215,47,0.8250,0.8000,0.7789
3,215,48,0.8458,0.8500,0.7538
3,215,49,0.8292,0.8500,0.7789
3,215,50,0.8333,0.8667,0.8191
3,215,51,0.8250,0.8333,0.8342
3,215,52,0.8167,0.8167,0.8392
3,215,53,0.8292,0.8333,0.8492
3,215,54,0.8500,0.8667,0.8040
3,215,55,0.8458,0.8500,0.8090
3,215,56,0.8542,0.7667,0.8090
3,215,57,0.8208,0.8167,0.8492
3,215,58,0.8042,0.8833,0.8693
3,215,59,0.8125,0.8333,0.8543
3,215,60,0.8667,0.8333,0.8693
3,215,61,0.8542,0.8333,0.8744
3,215,62,0.8583,0.7667,0.8894
3,215,63,0.8417,0.8000,0.8442
3,215,64,0.8375,0.8500,0.8241
3,215,65,0.8250,0.8333,0.7839
3,215,66,0.8083,0.8500,0.8342
3,215,67,0.8500,0.8167,0.8543
3,215,68,0.7958,0.7667,0.8643
3,215,69,0.7917,0.7333,0.8442
3,215,70,0.7458,0.7833,0.8392
3,215,71,0.7958,0.8000,0.8543
3,215,72,0.8208,0.8333,0.8593
3,215,73,0.8292,0.8333,0.8492
3,215,74,0.8208,0.8000,0.8392
3,215,75,0.8333,0.7500,0.8844
3,215,76,0.8417,0.8000,0.8744
3,215,77,0.8375,0.8333,0.8593
3,215,78,0.8292,0.8667,0.8040
3,215,79,0.8167,0.8167,0.8191
3,215,80,0.7833,0.8000,0.7940
3,215,81,0.8333,0.7833,0.7940
3,215,82,0.8333,0.8167,0.8392
3,215,83,0.8458,0.8500,0.8744
3,215,84,0.8458,0.8667,0.8492
3,215,85,0.8500,0.8833,0.8342
3,215,86,0.8625,0.8000,0.8191
3,215,87,0.8667,0.8000,0.8090
3,215,88,0.8583,0.8167,0.8291
3,215,89,0.8875,0.8500,0.8693
3,215,90,0.8667,0.9167,0.8794
3,215,91,0.8583,0.9167,0.8794
3,215,92,0.8583,0.9333,0.8693
3,215,93,0.8667,0.9500,0.9095
3,215,94,0.9083,0.9333,0.9196
3,215,95,0.8917,0.9667,0.9196
3,215,96,0.9333,0.9667,0.9196
3,215,97,0.9500,0.9667,0.9497
3,215,98,0.9792,0.9667,0.9598
3,215,99,0.9917,0.9833,0.9899
3,215,100,1.0000,1.0000,1.0000
3,216,1,0.9375,0.8833,0.9246
3,216,2,0.7667,0.7667,0.7839
3,216,3,0.6958,0.6667,0.6935
3,216,4,0.6750,0.6667,0.6583
3,216,5,0.7000,0.6833,0.7186
3,216,6,0.7625,0.7000,0.7588
3,216,7,0.7708,0.8167,0.7940
3,216,8,0.8167,0.8333,0.8191
3,216,9,0.8292,0.8333,0.8141
3,216,10,0.8125,0.8500,0.8191
3,216,11,0.8042,0.8333,0.8191
3,216,12,0.7792,0.8500,0.7990
3,216,13,0.8042,0.8833,0.8543
3,216,14,0.8125,0.8000,0.8392
3,216,15,0.8167,0.8167,0.8392
3,216,16,0.8042,0.8000,0.8543
3,216,17,0.8208,0.8333,0.8442
3,216,18,0.8125,0.8833,0.7789
3,216,19,0.8167,0.8667,0.7990
3,216,20,0.8375,0.9167,0.8040
3,216,21,0.8625,0.9000,0.8191
3,216,22,0.8292,0.9500,0.8543
3,216,23,0.8500,0.9000,0.8392
3,216,24,0.8333,0.8833,0.8442
3,216,25,0.8708,0.8833,0.7940
3,216,26,0.8875,0.8333,0.8040
3,216,27,0.8542,0.8167,0.8040
3,216,28,0.8417,0.8167,0.7688
3,216,29,0.8917,0.8000,0.7990
3,216,30,0.8583,0.8333,0.7789
3,216,31,0.8667,0.7333,0.8342
3,216,32,0.8667,0.8333,0.7940
3,216,33,0.8333,0.8833,0.8040
3,216,34,0.8042,0.8667,0.7839
3,216,35,0.7917,0.8500,0.7739
3,216,36,0.8000,0.8667,0.7638
3,216,37,0.8417,0.8333,0.8040
3,216,38,0.8708,0.8667,0.8040
3,216,39,0.8458,0.8667,0.7638
3,216,40,0.8708,0.8667,0.8090
3,216,41,0.8542,0.8667,0.8342
3,216,42,0.8375,0.8500,0.7940
3,216,43,0.8125,0.8833,0.8040
3,216,44,0.8250,0.7667,0.7940
3,216,45,0.7917,0.7667,0.8040
3,216,46,0.8167,0.7667,0.7889
3,216,47,0.8083,0.8000,0.8141
3,216,48,0.8292,0.8167,0.7688
3,216,49,0.7917,0.8833,0.7538
3,216,50,0.8292,0.9167,0.8191
3,216,51,0.8125,0.8333,0.7839
3,216,52,0.8167,0.8500,0.8291
3,216,53,0.7958,0.8500,0.8593
3,216,54,0.8167,0.8667,0.8141
3,216,55,0.8250,0.8500,0.8241
3,216,56,0.8667,0.7333,0.8141
3,216,57,0.8375,0.8000,0.7940
3,216,58,0.8208,0.7833,0.7990
3,216,59,0.8250,0.7833,0.8492
3,216,60,0.8625,0.7833,0.8040
3,216,61,0.8375,0.7500,0.8392
3,216,62,0.8333,0.7333,0.8643
3,216,63,0.8625,0.8667,0.8794
3,216,64,0.8417,0.8667,0.8191
3,216,65,0.8250,0.8833,0.7990
3,216,66,0.8167,0.9000,0.8040
3,216,67,0.8375,0.8833,0.8593
3,216,68,0.8333,0.8667,0.8593
3,216,69,0.8292,0.8500,0.8543
3,216,70,0.8042,0.8667,0.8593
3,216,71,0.8292,0.8000,0.8291
3,216,72,0.7917,0.7667,0.8191
3,216,73,0.8000,0.8000,0.8291
3,216,74,0.8000,0.8167,0.8342
3,216,75,0.8333,0.7833,0.8643
3,216,76,0.8833,0.8167,0.8593
3,216,77,0.8917,0.8167,0.8543
3,216,78,0.8542,0.8833,0.8191
3,216,79,0.8500,0.8500,0.8141
3,216,80,0.8167,0.8500,0.7940
3,216,81,0.8167,0.8833,0.8392
3,216,82,0.8583,0.8833,0.8392
3,216,83,0.8333,0.9167,0.8442
3,216,84,0.8417,0.8667,0.8040
3,216,85,0.8500,0.9000,0.7940
3,216,86,0.8833,0.9167,0.8191
3,216,87,0.8625,0.9333,0.8392
3,216,88,0.9000,0.9000,0.8442
3,216,89,0.8875,0.8667,0.8191
3,216,90,0.8708,0.9500,0.8442
3,216,91,0.8917,0.9667,0.8794
3,216,92,0.8542,0.9667,0.8794
3,216,93,0.8958,0.9500,0.8995
3,216,94,0.9458,0.9667,0.9196
3,216,95,0.9208,0.9833,0.9497
3,216,96,0.9625,1.0000,0.9497
3,216,97,0.9667,0.9833,0.9899
3,216,98,0.9875,0.9833,0.9950
3,216,99,1.0000,1.0000,1.0000
3,216,100,1.0000,1.0000,1.0000
3,217,1,0.9375,0.8833,0.9246
3,217,2,0.7667,0.7667,0.7839
3,217,3,0.6917,0.6500,0.6935
3,217,4,0.6500,0.6333,0.6633
3,217,5,0.6875,0.6833,0.6884
3,217,6,0.7542,0.7000,0.7286
3,217,7,0.8000,0.8167,0.7538
3,217,8,0.8500,0.8000,0.7789
3,217,9,0.8542,0.8333,0.8090
3,217,10,0.8500,0.8833,0.8291
3,217,11,0.8458,0.8667,0.8492
3,217,12,0.8667,0.8667,0.8593
3,217,13,0.8458,0.8333,0.8744
3,217,14,0.8333,0.7500,0.8643
3,217,15,0.8250,0.7500,0.8744
3,217,16,0.8583,0.8833,0.8794
3,217,17,0.8500,0.9000,0.8543
3,217,18,0.8625,0.9167,0.8291
3,217,19,0.8708,0.9333,0.8492
3,217,20,0.8958,0.9667,0.8543
3,217,21,0.8958,0.9000,0.8794
3,217,22,0.8625,0.9667,0.8794
3,217,23,0.8958,0.9667,0.8744
3,217,24,0.8542,0.8833,0.8643
3,217,25,0.8792,0.9000,0.8492
3,217,26,0.9125,0.8833,0.8593
3,217,27,0.8917,0.9000,0.8342
3,217,28,0.9042,0.8833,0.8090
3,217,29,0.8708,0.8667,0.8492
3,217,30,0.8625,0.9000,0.8643
3,217,31,0.8583,0.8000,0.8844
3,217,32,0.8583,0.7667,0.8643
3,217,33,0.8333,0.7833,0.8593
3,217,34,0.8167,0.8833,0.8492
3,217,35,0.8125,0.8833,0.8141
3,217,36,0.8417,0.9000,0.8090
3,217,37,0.8792,0.8500,0.8492
3,217,38,0.9042,0.9000,0.8492
3,217,39,0.9000,0.9333,0.8291
3,217,40,0.8792,0.8500,0.8643
3,217,41,0.8750,0.8500,0.8844
3,217,42,0.8583,0.8167,0.8643
3,217,43,0.8292,0.8333,0.8894
3,217,44,0.8208,0.8333,0.8593
3,217,45,0.8375,0.8333,0.8693
3,217,46,0.8333,0.8500,0.8744
3,217,47,0.8000,0.8333,0.8442
3,217,48,0.8458,0.8833,0.8191
3,217,49,0.8500,0.9500,0.8241
3,217,50,0.8500,0.9667,0.8693
3,217,51,0.8375,0.9000,0.8442
3,217,52,0.8542,0.8833,0.8693
3,217,53,0.8375,0.8500,0.8894
3,217,54,0.8458,0.8167,0.8342
3,217,55,0.8417,0.8333,0.8241
3,217,56,0.8708,0.7667,0.8191
3,217,57,0.8500,0.7833,0.7990
3,217,58,0.8375,0.8833,0.8191
3,217,59,0.8458,0.8500,0.8693
3,217,60,0.8750,0.8667,0.8894
3,217,61,0.8583,0.8500,0.8794
3,217,62,0.8667,0.8333,0.8794
3,217,63,0.8583,0.8167,0.8744
3,217,64,0.8375,0.8333,0.8492
3,217,65,0.8583,0.8500,0.8442
3,217,66,0.8417,0.8500,0.8492
3,217,67,0.8667,0.8833,0.8844
3,217,68,0.8417,0.8167,0.8794
3,217,69,0.8333,0.8000,0.8794
3,217,70,0.8208,0.8667,0.8945
3,217,71,0.8250,0.8500,0.8844
3,217,72,0.8167,0.8500,0.8894
3,217,73,0.7875,0.8667,0.8945
3,217,74,0.8167,0.8500,0.8844
3,217,75,0.8500,0.8500,0.9095
3,217,76,0.8792,0.8167,0.8995
3,217,77,0.8917,0.8500,0.8945
3,217,78,0.8500,0.8833,0.8643
3,217,79,0.8292,0.8500,0.8543
3,217,80,0.8458,0.8833,0.8392
3,217,81,0.8667,0.9000,0.8442
3,217,82,0.8917,0.8833,0.8643
3,217,83,0.8875,0.9000,0.8593
3,217,84,0.8792,0.9167,0.8442
3,217,85,0.8625,0.8667,0.8090
3,217,86,0.8833,0.8333,0.8392
3,217,87,0.8875,0.8667,0.8492
3,217,88,0.8875,0.8833,0.8392
3,217,89,0.8750,0.8667,0.8543
3,217,90,0.8833,0.9500,0.8794
3,217,91,0.9000,0.9667,0.9196
3,217,92,0.8875,0.9667,0.9095
3,217,93,0.8917,0.9500,0.9196
3,217,94,0.9208,0.9667,0.9397
3,217,95,0.9083,0.9833,0.9447
3,217,96,0.9583,1.0000,0.9548
3,217,97,0.9667,0.9833,0.9799
3,217,98,0.9833,0.9833,0.9849
3,217,99,0.9958,0.9833,1.0000
3,217,100,1.0000,1.0000,1.0000
3,218,1,0.9375,0.9000,0.9146
3,218,2,0.8250,0.8167,0.8995
3,218,3,0.7958,0.6833,0.8291
3,218,4,0.7750,0.7167,0.7839
3,218,5,0.7917,0.7167,0.7990
3,218,6,0.8250,0.7833,0.8191
3,218,7,0.8208,0.8333,0.8492
3,218,8,0.8167,0.8500,0.8442
3,218,9,0.8458,0.8333,0.8241
3,218,10,0.8625,0.8667,0.8392
3,218,11,0.8292,0.8667,0.8342
3,218,12,0.8375,0.8333,0.8291
3,218,13,0.8417,0.8333,0.8543
3,218,14,0.8667,0.7833,0.8492
3,218,15,0.8458,0.8000,0.8392
3,218,16,0.8083,0.8333,0.8291
3,218,17,0.8208,0.8500,0.8492
3,218,18,0.8292,0.9167,0.7940
3,218,19,0.8417,0.8667,0.8241
3,218,20,0.8625,0.9000,0.8543
3,218,21,0.8917,0.8500,0.8945
3,218,22,0.8917,0.9000,0.8894
3,218,23,0.8792,0.9000,0.8593
3,218,24,0.8458,0.8833,0.8543
3,218,25,0.8667,0.8667,0.7990
3,218,26,0.9042,0.8667,0.8241
3,218,27,0.9042,0.8167,0.8543
3,218,28,0.8917,0.7833,0.8291
3,218,29,0.8708,0.8333,0.8543
3,218,30,0.8583,0.8333,0.8492
3,218,31,0.8583,0.7500,0.8543
3,218,32,0.8667,0.8000,0.8492
3,218,33,0.8583,0.8500,0.8643
3,218,34,0.8250,0.8500,0.8191
3,218,35,0.8292,0.8333,0.7839
3,218,36,0.8333,0.8167,0.8090
3,218,37,0.8542,0.7833,0.8241
3,218,38,0.8583,0.8500,0.8492
3,218,39,0.8750,0.9167,0.8141
3,218,40,0.8542,0.7833,0.8342
