NrFeat,Model,Step,train.isOptimal,validation.isOptimal,test.isOptimal
2,87,3,0.5542,0.5167,0.5628
2,87,4,0.5875,0.6000,0.6131
2,87,5,0.6208,0.6000,0.6432
2,87,6,0.6583,0.6000,0.6583
2,87,7,0.6708,0.6500,0.6734
2,87,8,0.6750,0.6500,0.6734
2,87,9,0.6625,0.6333,0.6482
2,87,10,0.6542,0.6333,0.6533
2,87,11,0.6417,0.6833,0.6583
2,87,12,0.6208,0.6667,0.6633
2,87,13,0.6542,0.6833,0.6884
2,87,14,0.6625,0.6833,0.6884
2,87,15,0.6917,0.6833,0.6683
2,87,16,0.6833,0.7500,0.6734
2,87,17,0.6917,0.7333,0.6583
2,87,18,0.6958,0.8000,0.6432
2,87,19,0.7292,0.7667,0.6734
2,87,20,0.7333,0.7833,0.6834
2,87,21,0.7625,0.8167,0.7035
2,87,22,0.7750,0.7667,0.6935
2,87,23,0.7417,0.7333,0.6683
2,87,24,0.7125,0.6833,0.6884
2,87,25,0.7167,0.6500,0.7085
2,87,26,0.7208,0.6667,0.7236
2,87,27,0.7167,0.6833,0.7186
2,87,28,0.7208,0.7167,0.6884
2,87,29,0.7542,0.7000,0.7085
2,87,30,0.7625,0.7167,0.7186
2,87,31,0.7500,0.6833,0.6884
2,87,32,0.7542,0.7167,0.6683
2,87,33,0.7292,0.7167,0.6683
2,87,34,0.6917,0.7667,0.6834
2,87,35,0.7125,0.7333,0.6633
2,87,36,0.7208,0.7000,0.6884
2,87,37,0.7333,0.7000,0.6683
2,87,38,0.7208,0.7000,0.6784
2,87,39,0.7167,0.6500,0.6985
2,87,40,0.6917,0.6333,0.7136
2,87,41,0.7125,0.6333,0.6784
2,87,42,0.7167,0.6833,0.7035
2,87,43,0.7042,0.7000,0.6734
2,87,44,0.7125,0.7667,0.6834
2,87,45,0.7125,0.8167,0.6784
2,87,46,0.7125,0.7667,0.6482
2,87,47,0.7167,0.7500,0.6482
2,87,48,0.7292,0.7667,0.6482
2,87,49,0.7208,0.7833,0.6482
2,87,50,0.7208,0.8000,0.6482
2,87,51,0.7250,0.8000,0.6432
2,87,52,0.7167,0.8167,0.6482
2,87,53,0.7042,0.7500,0.6583
2,87,54,0.6958,0.7500,0.6533
2,87,55,0.7083,0.7000,0.7035
2,87,56,0.7042,0.6167,0.6784
2,87,57,0.6917,0.6333,0.6985
2,87,58,0.7125,0.5833,0.7085
2,87,59,0.7458,0.6667,0.7286
2,87,60,0.7250,0.6833,0.7437
2,87,61,0.6958,0.6333,0.7739
2,87,62,0.7292,0.6333,0.7437
2,87,63,0.7458,0.6667,0.7186
2,87,64,0.7375,0.6500,0.7236
2,87,65,0.7500,0.6500,0.7186
2,87,66,0.7000,0.7167,0.7236
2,87,67,0.7167,0.7167,0.7387
2,87,68,0.6750,0.7167,0.7739
2,87,69,0.6708,0.7333,0.7839
2,87,70,0.6667,0.7000,0.7638
2,87,71,0.6417,0.6667,0.7588
2,87,72,0.6625,0.6667,0.7588
2,87,73,0.6833,0.6500,0.7739
2,87,74,0.6917,0.7000,0.7688
2,87,75,0.7042,0.7000,0.7990
2,87,76,0.7375,0.7333,0.7688
2,87,77,0.7208,0.7667,0.7638
2,87,78,0.7042,0.7667,0.7437
2,87,79,0.7167,0.7333,0.7487
2,87,80,0.7417,0.8000,0.7588
2,87,81,0.7625,0.8167,0.7638
2,87,82,0.7792,0.8000,0.7739
2,87,83,0.7917,0.8500,0.7638
2,87,84,0.7917,0.8500,0.7789
2,87,85,0.8125,0.9000,0.7889
2,87,86,0.7958,0.8833,0.8241
2,87,87,0.8042,0.8333,0.7940
2,87,88,0.8292,0.8667,0.7789
2,87,89,0.8333,0.9000,0.7789
2,87,90,0.8583,0.9000,0.8241
2,87,91,0.8708,0.9333,0.8492
2,87,92,0.8875,0.9500,0.8392
2,87,93,0.9000,0.9500,0.8693
2,87,94,0.9292,0.9667,0.9045
2,87,95,0.9458,0.9833,0.9497
2,87,96,0.9625,0.9500,0.9548
2,87,97,0.9667,0.9500,0.9899
2,87,98,0.9875,0.9667,0.9849
2,87,99,1.0000,0.9833,1.0000
2,87,100,1.0000,1.0000,1.0000
2,88,1,0.9375,0.8833,0.9246
2,88,2,0.9125,0.8833,0.9246
2,88,3,0.8917,0.8500,0.9246
2,88,4,0.8875,0.8333,0.8995
2,88,5,0.9042,0.8333,0.8945
2,88,6,0.8917,0.8667,0.8744
2,88,7,0.9083,0.8667,0.8744
2,88,8,0.8500,0.8833,0.8693
2,88,9,0.8875,0.9000,0.8794
2,88,10,0.8875,0.8833,0.8995
2,88,11,0.8958,0.8833,0.8945
2,88,12,0.9250,0.9000,0.8794
2,88,13,0.9167,0.9000,0.8693
2,88,14,0.9167,0.9000,0.8794
2,88,15,0.9042,0.9000,0.8643
2,88,16,0.8792,0.9333,0.8643
2,88,17,0.8792,0.8500,0.8744
2,88,18,0.8667,0.8667,0.8593
2,88,19,0.8958,0.8667,0.8593
2,88,20,0.9000,0.9000,0.8643
2,88,21,0.9083,0.8833,0.8492
2,88,22,0.9125,0.9167,0.8945
2,88,23,0.9083,0.9333,0.8995
2,88,24,0.8542,0.9500,0.9246
2,88,25,0.8833,0.9000,0.8693
2,88,26,0.8958,0.9167,0.8794
2,88,27,0.8917,0.9333,0.9045
2,88,28,0.9167,0.9500,0.8894
2,88,29,0.9167,0.9333,0.8844
2,88,30,0.9083,0.9333,0.8945
2,88,31,0.9083,0.8833,0.9045
2,88,32,0.9000,0.9167,0.8894
2,88,33,0.8833,0.8833,0.8894
2,88,34,0.8875,0.8833,0.8995
2,88,35,0.8833,0.8667,0.8945
2,88,36,0.9083,0.8500,0.8894
2,88,37,0.9083,0.8667,0.8794
2,88,38,0.9042,0.8667,0.8844
2,88,39,0.8917,0.9000,0.8543
2,88,40,0.9000,0.9167,0.8744
2,88,41,0.9000,0.9333,0.8945
2,88,42,0.8792,0.9333,0.9045
2,88,43,0.8750,0.9333,0.9045
2,88,44,0.8833,0.9000,0.8945
2,88,45,0.8917,0.8167,0.9347
2,88,46,0.9083,0.8500,0.9196
2,88,47,0.8792,0.8500,0.9095
2,88,48,0.8792,0.8167,0.8693
2,88,49,0.8542,0.8333,0.8744
2,88,50,0.8542,0.9000,0.8844
2,88,51,0.8792,0.8833,0.8995
2,88,52,0.8917,0.8500,0.8995
2,88,53,0.8875,0.8667,0.9146
2,88,54,0.8667,0.8333,0.8894
2,88,55,0.8833,0.7833,0.9196
2,88,56,0.9000,0.8500,0.8844
2,88,57,0.9167,0.9000,0.9045
2,88,58,0.8500,0.9500,0.8995
2,88,59,0.8500,0.9500,0.8794
2,88,60,0.9000,0.9167,0.8693
2,88,61,0.9125,0.8833,0.8794
2,88,62,0.9042,0.8833,0.8945
2,88,63,0.9167,0.9167,0.9095
2,88,64,0.8875,0.9167,0.8844
2,88,65,0.8958,0.8833,0.8844
2,88,66,0.8792,0.8833,0.8693
2,88,67,0.8875,0.9000,0.8945
2,88,68,0.8792,0.9000,0.8894
2,88,69,0.8667,0.9500,0.9045
2,88,70,0.8833,0.9500,0.9045
2,88,71,0.8833,0.9000,0.9397
2,88,72,0.8417,0.9000,0.9397
2,88,73,0.8542,0.9000,0.9296
2,88,74,0.8958,0.8667,0.9397
2,88,75,0.9167,0.8333,0.9397
2,88,76,0.9042,0.8833,0.9146
2,88,77,0.9125,0.8333,0.9246
2,88,78,0.8875,0.8667,0.8894
2,88,79,0.9042,0.9167,0.8894
2,88,80,0.9167,0.9667,0.8744
2,88,81,0.8833,0.9333,0.9045
2,88,82,0.8875,0.9333,0.8894
2,88,83,0.8833,0.9333,0.9045
2,88,84,0.9167,0.9333,0.8744
2,88,85,0.9000,0.9333,0.8794
2,88,86,0.9208,0.9000,0.8945
2,88,87,0.9208,0.9000,0.9095
2,88,88,0.8958,0.9167,0.9196
2,88,89,0.9292,0.8667,0.9095
2,88,90,0.9333,0.9167,0.9296
2,88,91,0.9417,0.9167,0.9397
2,88,92,0.9167,0.9667,0.9196
2,88,93,0.9292,0.9667,0.9447
2,88,94,0.9583,0.9667,0.9397
2,88,95,0.9250,0.9500,0.9548
2,88,96,0.9500,1.0000,0.9799
2,88,97,0.9750,0.9833,0.9950
2,88,98,0.9792,0.9833,0.9849
2,88,99,1.0000,1.0000,0.9950
2,88,100,1.0000,1.0000,1.0000
2,89,1,0.9375,0.8833,0.9246
2,89,2,0.7667,0.7667,0.7839
2,89,3,0.6875,0.6667,0.6985
2,89,4,0.6583,0.6333,0.6633
2,89,5,0.6917,0.6833,0.7085
2,89,6,0.7667,0.6833,0.7487
2,89,7,0.7625,0.7833,0.7688
2,89,8,0.8000,0.8000,0.8090
2,89,9,0.8083,0.8167,0.8040
2,89,10,0.7875,0.8500,0.7889
2,89,11,0.8000,0.9000,0.8040
2,89,12,0.7792,0.8833,0.8040
2,89,13,0.8083,0.8667,0.8392
2,89,14,0.8083,0.7833,0.8392
2,89,15,0.8167,0.7833,0.8241
2,89,16,0.8042,0.8167,0.8543
2,89,17,0.7958,0.8500,0.8392
2,89,18,0.7792,0.9000,0.7839
2,89,19,0.8125,0.8833,0.8040
2,89,20,0.8417,0.9333,0.8040
2,89,21,0.8583,0.9000,0.8191
2,89,22,0.8333,0.9167,0.8593
2,89,23,0.8500,0.8833,0.8442
2,89,24,0.8292,0.8833,0.8442
2,89,25,0.8708,0.8833,0.7940
2,89,26,0.8875,0.8167,0.8040
2,89,27,0.8542,0.8167,0.7990
2,89,28,0.8458,0.8167,0.7638
2,89,29,0.8875,0.8000,0.7940
2,89,30,0.8500,0.8167,0.7789
2,89,31,0.8625,0.7333,0.8342
2,89,32,0.8708,0.8333,0.7940
2,89,33,0.8333,0.8833,0.8090
2,89,34,0.8042,0.8667,0.7889
2,89,35,0.7917,0.8500,0.7739
2,89,36,0.8042,0.8667,0.7638
2,89,37,0.8417,0.8333,0.8040
2,89,38,0.8708,0.8667,0.8090
2,89,39,0.8458,0.8667,0.7638
2,89,40,0.8708,0.8667,0.8090
2,89,41,0.8542,0.8667,0.8291
2,89,42,0.8375,0.8500,0.7889
2,89,43,0.8125,0.8833,0.8040
2,89,44,0.8250,0.7667,0.7940
2,89,45,0.7917,0.7667,0.8040
2,89,46,0.8167,0.7667,0.7889
2,89,47,0.8083,0.8000,0.8141
2,89,48,0.8292,0.8167,0.7688
2,89,49,0.7917,0.8833,0.7538
2,89,50,0.8292,0.9167,0.8191
2,89,51,0.8125,0.8333,0.7839
2,89,52,0.8167,0.8500,0.8291
2,89,53,0.7958,0.8500,0.8593
2,89,54,0.8167,0.8667,0.8141
2,89,55,0.8250,0.8500,0.8241
2,89,56,0.8667,0.7333,0.8141
2,89,57,0.8375,0.8000,0.7940
2,89,58,0.8208,0.7833,0.7990
2,89,59,0.8250,0.7833,0.8492
2,89,60,0.8625,0.7833,0.8040
2,89,61,0.8375,0.7500,0.8392
2,89,62,0.8333,0.7333,0.8643
2,89,63,0.8625,0.8667,0.8794
2,89,64,0.8417,0.8667,0.8191
2,89,65,0.8250,0.8833,0.7990
2,89,66,0.8167,0.9000,0.8040
2,89,67,0.8375,0.8833,0.8593
2,89,68,0.8333,0.8667,0.8593
2,89,69,0.8292,0.8500,0.8543
2,89,70,0.8042,0.8667,0.8593
2,89,71,0.8292,0.8000,0.8291
2,89,72,0.7917,0.7667,0.8191
2,89,73,0.8000,0.8000,0.8291
2,89,74,0.8000,0.8167,0.8342
2,89,75,0.8333,0.7833,0.8643
2,89,76,0.8833,0.8167,0.8593
2,89,77,0.8917,0.8167,0.8543
2,89,78,0.8542,0.8833,0.8191
2,89,79,0.8500,0.8500,0.8141
2,89,80,0.8167,0.8500,0.7940
2,89,81,0.8167,0.8833,0.8392
2,89,82,0.8583,0.8833,0.8392
2,89,83,0.8333,0.9167,0.8442
2,89,84,0.8417,0.8667,0.8040
2,89,85,0.8500,0.9000,0.7940
2,89,86,0.8833,0.9167,0.8191
2,89,87,0.8625,0.9333,0.8392
2,89,88,0.9000,0.9000,0.8442
2,89,89,0.8875,0.8667,0.8191
2,89,90,0.8708,0.9500,0.8442
2,89,91,0.8917,0.9667,0.8794
2,89,92,0.8542,0.9667,0.8794
2,89,93,0.8958,0.9500,0.8995
2,89,94,0.9458,0.9667,0.9196
2,89,95,0.9208,0.9833,0.9497
2,89,96,0.9625,1.0000,0.9497
2,89,97,0.9667,0.9833,0.9899
2,89,98,0.9875,0.9833,0.9950
2,89,99,1.0000,1.0000,1.0000
2,89,100,1.0000,1.0000,1.0000
2,90,1,0.7583,0.7167,0.6884
2,90,2,0.5375,0.5167,0.4975
2,90,3,0.5833,0.5667,0.5578
2,90,4,0.6167,0.6000,0.6533
2,90,5,0.6250,0.6167,0.6583
2,90,6,0.6917,0.6000,0.6834
2,90,7,0.7125,0.6333,0.7286
2,90,8,0.7125,0.6667,0.7337
2,90,9,0.6875,0.6333,0.7035
2,90,10,0.6708,0.6833,0.7186
2,90,11,0.6708,0.7000,0.7085
2,90,12,0.6458,0.7000,0.7035
2,90,13,0.6750,0.7167,0.7136
2,90,14,0.6667,0.7167,0.7136
2,90,15,0.7125,0.7333,0.6884
2,90,16,0.7000,0.8167,0.6784
2,90,17,0.7000,0.7833,0.6985
2,90,18,0.7167,0.8500,0.6583
2,90,19,0.7375,0.7833,0.6482
2,90,20,0.7500,0.8167,0.6533
2,90,21,0.7417,0.8500,0.6884
2,90,22,0.7542,0.8333,0.6834
2,90,23,0.7333,0.7500,0.6482
2,90,24,0.7042,0.6833,0.6884
2,90,25,0.7167,0.6333,0.7136
2,90,26,0.7167,0.6667,0.7286
2,90,27,0.7000,0.6500,0.7286
2,90,28,0.7125,0.6833,0.7085
2,90,29,0.7458,0.6667,0.7186
2,90,30,0.7583,0.6833,0.7136
2,90,31,0.7458,0.6500,0.6935
2,90,32,0.7500,0.6833,0.6784
2,90,33,0.7250,0.7000,0.6734
2,90,34,0.6875,0.7500,0.6784
2,90,35,0.7000,0.7167,0.6633
2,90,36,0.7125,0.6833,0.6884
2,90,37,0.7292,0.7000,0.6683
2,90,38,0.7167,0.7000,0.6784
2,90,39,0.7125,0.6500,0.6985
2,90,40,0.6875,0.6333,0.7085
2,90,41,0.7125,0.6333,0.6784
2,90,42,0.7167,0.6833,0.7035
2,90,43,0.7042,0.7000,0.6683
2,90,44,0.7125,0.7667,0.6834
2,90,45,0.7125,0.8167,0.6784
2,90,46,0.7125,0.7667,0.6482
2,90,47,0.7167,0.7500,0.6482
2,90,48,0.7292,0.7667,0.6482
2,90,49,0.7208,0.7833,0.6482
2,90,50,0.7208,0.8000,0.6482
2,90,51,0.7250,0.8000,0.6432
2,90,52,0.7167,0.8167,0.6482
2,90,53,0.7042,0.7500,0.6583
2,90,54,0.6958,0.7500,0.6533
2,90,55,0.7083,0.7000,0.7035
2,90,56,0.7042,0.6167,0.6784
2,90,57,0.6917,0.6333,0.6985
2,90,58,0.7125,0.5833,0.7085
2,90,59,0.7458,0.6667,0.7286
2,90,60,0.7250,0.6833,0.7437
2,90,61,0.6958,0.6333,0.7739
2,90,62,0.7292,0.6333,0.7437
2,90,63,0.7458,0.6667,0.7186
2,90,64,0.7375,0.6500,0.7236
2,90,65,0.7500,0.6500,0.7186
2,90,66,0.7000,0.7167,0.7236
2,90,67,0.7167,0.7167,0.7387
2,90,68,0.6750,0.7167,0.7739
2,90,69,0.6708,0.7333,0.7839
2,90,70,0.6667,0.7000,0.7638
2,90,71,0.6417,0.6667,0.7588
2,90,72,0.6625,0.6667,0.7588
2,90,73,0.6833,0.6500,0.7739
2,90,74,0.6917,0.7000,0.7688
2,90,75,0.7042,0.7000,0.7990
2,90,76,0.7375,0.7333,0.7688
2,90,77,0.7208,0.7667,0.7638
2,90,78,0.7042,0.7667,0.7437
2,90,79,0.7167,0.7333,0.7487
2,90,80,0.7417,0.8000,0.7588
2,90,81,0.7625,0.8167,0.7638
2,90,82,0.7792,0.8000,0.7739
2,90,83,0.7917,0.8500,0.7638
2,90,84,0.7917,0.8500,0.7789
2,90,85,0.8125,0.9000,0.7889
2,90,86,0.7958,0.8833,0.8241
2,90,87,0.8042,0.8333,0.7940
2,90,88,0.8292,0.8667,0.7789
2,90,89,0.8333,0.9000,0.7789
2,90,90,0.8583,0.9000,0.8241
2,90,91,0.8708,0.9333,0.8492
2,90,92,0.8875,0.9500,0.8392
2,90,93,0.9000,0.9500,0.8693
2,90,94,0.9292,0.9667,0.9045
2,90,95,0.9458,0.9833,0.9497
2,90,96,0.9625,0.9500,0.9548
2,90,97,0.9667,0.9500,0.9899
2,90,98,0.9875,0.9667,0.9849
2,90,99,1.0000,0.9833,1.0000
2,90,100,1.0000,1.0000,1.0000
2,91,1,0.7583,0.7167,0.6884
2,91,2,0.6250,0.6000,0.5477
2,91,3,0.5417,0.4667,0.5025
2,91,4,0.5500,0.5833,0.5025
2,91,5,0.5833,0.6333,0.5427
2,91,6,0.6167,0.6667,0.5779
2,91,7,0.6333,0.7000,0.6030
2,91,8,0.6333,0.7333,0.6181
2,91,9,0.6500,0.6833,0.6382
2,91,10,0.6292,0.7000,0.6533
2,91,11,0.6292,0.7500,0.6583
2,91,12,0.6125,0.7833,0.6633
2,91,13,0.6500,0.7500,0.6683
2,91,14,0.6583,0.7667,0.6884
2,91,15,0.6708,0.7667,0.6935
2,91,16,0.6792,0.8000,0.6834
2,91,17,0.7000,0.8167,0.6533
2,91,18,0.6750,0.7500,0.6131
2,91,19,0.7000,0.7833,0.6432
2,91,20,0.6917,0.7833,0.6633
2,91,21,0.7125,0.8000,0.6935
2,91,22,0.7292,0.7500,0.6734
2,91,23,0.6917,0.7333,0.6985
2,91,24,0.7167,0.7333,0.6884
2,91,25,0.7292,0.6833,0.6834
2,91,26,0.7542,0.6500,0.7085
2,91,27,0.7500,0.7167,0.7085
2,91,28,0.6917,0.7000,0.6633
2,91,29,0.7083,0.6833,0.6884
2,91,30,0.7250,0.7167,0.7035
2,91,31,0.7208,0.7167,0.6935
2,91,32,0.7500,0.7667,0.7186
2,91,33,0.7042,0.7667,0.7236
2,91,34,0.6917,0.7833,0.7236
2,91,35,0.7083,0.7333,0.6884
2,91,36,0.7167,0.6667,0.6884
2,91,37,0.7083,0.7000,0.6784
2,91,38,0.6917,0.6833,0.6884
2,91,39,0.7208,0.6333,0.6734
2,91,40,0.7292,0.6667,0.7085
2,91,41,0.7167,0.6333,0.7085
2,91,42,0.7083,0.6333,0.7085
2,91,43,0.6917,0.6833,0.7136
2,91,44,0.7000,0.7333,0.7035
2,91,45,0.6875,0.8000,0.7186
2,91,46,0.7125,0.7667,0.6834
2,91,47,0.7375,0.7500,0.6683
2,91,48,0.7667,0.7667,0.6935
2,91,49,0.7750,0.7333,0.6583
2,91,50,0.7917,0.7667,0.6734
2,91,51,0.8208,0.7333,0.6683
2,91,52,0.7958,0.7333,0.6533
2,91,53,0.7833,0.7000,0.6834
2,91,54,0.7625,0.7167,0.6935
2,91,55,0.7500,0.7167,0.7136
2,91,56,0.7708,0.6667,0.7085
2,91,57,0.7458,0.7000,0.6935
2,91,58,0.7417,0.6833,0.7085
2,91,59,0.7542,0.6833,0.7035
2,91,60,0.7667,0.6833,0.7286
2,91,61,0.7750,0.7167,0.7688
2,91,62,0.7875,0.7167,0.7387
2,91,63,0.7917,0.8000,0.7437
2,91,64,0.7750,0.7333,0.7487
2,91,65,0.7708,0.7167,0.7337
2,91,66,0.7833,0.7500,0.7437
2,91,67,0.8000,0.7167,0.7286
2,91,68,0.7792,0.7833,0.7538
2,91,69,0.7667,0.7500,0.7739
2,91,70,0.7542,0.6833,0.7789
2,91,71,0.7625,0.6500,0.8040
2,91,72,0.7542,0.7000,0.8090
2,91,73,0.7792,0.7000,0.7889
2,91,74,0.7958,0.7667,0.7839
2,91,75,0.7917,0.8000,0.8040
2,91,76,0.7958,0.8000,0.7889
2,91,77,0.7958,0.8667,0.7839
2,91,78,0.7625,0.9167,0.8090
2,91,79,0.7625,0.9000,0.7839
2,91,80,0.7625,0.9000,0.7789
2,91,81,0.7792,0.9000,0.8141
2,91,82,0.7958,0.9000,0.7990
2,91,83,0.8167,0.9000,0.7739
2,91,84,0.8083,0.9167,0.7940
2,91,85,0.8208,0.9167,0.8241
2,91,86,0.8208,0.8833,0.8693
2,91,87,0.8500,0.8833,0.8492
2,91,88,0.8542,0.8833,0.8492
2,91,89,0.8542,0.8333,0.8492
2,91,90,0.8792,0.8833,0.8442
2,91,91,0.9042,0.9333,0.8492
2,91,92,0.9292,0.9167,0.8593
2,91,93,0.9333,0.9167,0.8945
2,91,94,0.9708,0.9167,0.9196
2,91,95,0.9750,0.9667,0.9548
2,91,96,0.9792,1.0000,0.9749
2,91,97,0.9833,1.0000,0.9950
2,91,98,0.9917,1.0000,0.9899
2,91,99,1.0000,1.0000,1.0000
2,91,100,1.0000,1.0000,1.0000
2,92,1,0.9208,0.9000,0.9296
2,92,2,0.9042,0.8333,0.9095
2,92,3,0.8708,0.8500,0.8945
2,92,4,0.8417,0.8333,0.8945
2,92,5,0.8667,0.9333,0.8593
2,92,6,0.8708,0.9333,0.8392
2,92,7,0.8708,0.8833,0.8291
2,92,8,0.8792,0.8667,0.8794
2,92,9,0.8708,0.8167,0.8643
2,92,10,0.8833,0.8167,0.8794
2,92,11,0.8958,0.8000,0.8794
2,92,12,0.9042,0.8167,0.8844
2,92,13,0.9125,0.7833,0.8543
2,92,14,0.8708,0.8333,0.8492
2,92,15,0.8750,0.8667,0.8643
2,92,16,0.8667,0.9167,0.8844
2,92,17,0.8625,0.9333,0.8693
2,92,18,0.8375,0.9500,0.8643
2,92,19,0.8500,0.9500,0.8693
2,92,20,0.8542,0.9333,0.8844
2,92,21,0.8750,0.9333,0.9146
2,92,22,0.8792,0.9167,0.9045
2,92,23,0.8875,0.8833,0.9095
2,92,24,0.8542,0.9000,0.9146
2,92,25,0.8583,0.9000,0.8995
2,92,26,0.8542,0.8833,0.8894
2,92,27,0.8375,0.8833,0.8744
2,92,28,0.8542,0.8667,0.8794
2,92,29,0.8708,0.9167,0.8945
2,92,30,0.8500,0.8667,0.8794
2,92,31,0.8708,0.8500,0.8894
2,92,32,0.8417,0.8500,0.8894
2,92,33,0.8375,0.8667,0.8844
2,92,34,0.8542,0.8833,0.8492
2,92,35,0.8625,0.9167,0.8492
2,92,36,0.8917,0.9000,0.8794
2,92,37,0.9083,0.8833,0.8693
2,92,38,0.9167,0.8833,0.8543
2,92,39,0.9125,0.8833,0.8593
2,92,40,0.8833,0.8500,0.8593
2,92,41,0.8833,0.9000,0.8643
2,92,42,0.8625,0.8500,0.8442
2,92,43,0.8542,0.8000,0.8392
2,92,44,0.8625,0.8833,0.8593
2,92,45,0.8583,0.8833,0.8794
2,92,46,0.8375,0.8667,0.8643
2,92,47,0.8333,0.8500,0.8593
2,92,48,0.8458,0.8500,0.8543
2,92,49,0.8417,0.9000,0.8643
2,92,50,0.8500,0.9000,0.9246
2,92,51,0.8667,0.8833,0.9347
2,92,52,0.8667,0.8667,0.9045
2,92,53,0.8542,0.9500,0.9095
2,92,54,0.8583,0.9333,0.8794
2,92,55,0.8792,0.9333,0.8744
2,92,56,0.9083,0.9000,0.8492
2,92,57,0.8917,0.9333,0.8693
2,92,58,0.8750,0.9333,0.8693
2,92,59,0.8917,0.9500,0.8744
2,92,60,0.9167,0.9000,0.8693
2,92,61,0.9167,0.9167,0.8643
2,92,62,0.9125,0.8833,0.8693
2,92,63,0.8875,0.8500,0.8643
2,92,64,0.8708,0.8667,0.8342
2,92,65,0.8875,0.8667,0.8593
2,92,66,0.8958,0.8500,0.8643
2,92,67,0.8958,0.8500,0.8794
2,92,68,0.8792,0.9000,0.9095
2,92,69,0.8792,0.9000,0.9548
2,92,70,0.8708,0.9000,0.9648
2,92,71,0.8708,0.9000,0.9497
2,92,72,0.8542,0.9000,0.9397
2,92,73,0.8750,0.9333,0.9246
2,92,74,0.8917,0.9000,0.9095
2,92,75,0.9125,0.8667,0.8945
2,92,76,0.9125,0.9000,0.8995
2,92,77,0.8917,0.9333,0.8794
2,92,78,0.9167,0.9167,0.8794
2,92,79,0.9292,0.9167,0.8643
2,92,80,0.9042,0.9000,0.8794
2,92,81,0.8792,0.9167,0.8844
2,92,82,0.8833,0.9500,0.9045
2,92,83,0.8917,0.9500,0.9146
2,92,84,0.9208,0.9000,0.8894
2,92,85,0.9333,0.9167,0.8844
2,92,86,0.9333,0.9000,0.8744
2,92,87,0.9458,0.9333,0.8744
2,92,88,0.9292,0.9333,0.9196
2,92,89,0.9167,0.9167,0.9347
2,92,90,0.9125,0.9500,0.9548
2,92,91,0.9125,0.9667,0.9347
2,92,92,0.9333,0.9500,0.9196
2,92,93,0.9208,0.9500,0.9296
2,92,94,0.9125,0.9667,0.9598
2,92,95,0.9083,0.9333,0.9548
2,92,96,0.9458,0.9667,0.9497
2,92,97,0.9708,0.9667,0.9648
2,92,98,0.9792,0.9667,0.9749
2,92,99,0.9958,0.9833,0.9950
2,92,100,1.0000,1.0000,1.0000
2,93,1,0.8667,0.7500,0.8040
2,93,2,0.8458,0.6833,0.7688
2,93,3,0.8125,0.6833,0.7638
2,93,4,0.7792,0.6667,0.7437
2,93,5,0.7750,0.6667,0.7638
2,93,6,0.7750,0.6833,0.7387
2,93,7,0.7917,0.7167,0.7387
2,93,8,0.7833,0.7667,0.7588
2,93,9,0.7958,0.7833,0.7286
2,93,10,0.8167,0.7833,0.7588
2,93,11,0.7958,0.8500,0.7688
2,93,12,0.8042,0.8333,0.7839
2,93,13,0.7875,0.8333,0.7538
2,93,14,0.8250,0.8167,0.8241
2,93,15,0.8000,0.8333,0.8191
2,93,16,0.7875,0.8833,0.8090
2,93,17,0.8000,0.8500,0.7839
2,93,18,0.8000,0.7667,0.7940
2,93,19,0.8208,0.8500,0.7940
2,93,20,0.8625,0.8333,0.8291
2,93,21,0.8792,0.9000,0.8442
2,93,22,0.8500,0.8333,0.8191
2,93,23,0.8417,0.7500,0.8291
2,93,24,0.8208,0.7500,0.7940
2,93,25,0.8125,0.7500,0.7889
2,93,26,0.8250,0.7667,0.7839
2,93,27,0.8208,0.8000,0.8090
2,93,28,0.8542,0.8000,0.8090
2,93,29,0.8667,0.8167,0.8291
2,93,30,0.8417,0.8000,0.8342
2,93,31,0.8292,0.7833,0.8342
2,93,32,0.8000,0.8167,0.8090
2,93,33,0.7875,0.8000,0.8392
2,93,34,0.8000,0.8167,0.8191
2,93,35,0.8042,0.8167,0.8241
2,93,36,0.8458,0.8667,0.8342
2,93,37,0.8333,0.8833,0.8191
2,93,38,0.8167,0.8667,0.8191
2,93,39,0.8000,0.8333,0.8342
2,93,40,0.7875,0.8667,0.8392
2,93,41,0.7917,0.8833,0.8191
2,93,42,0.8125,0.9000,0.8191
2,93,43,0.8167,0.9167,0.8291
2,93,44,0.8125,0.9000,0.8191
2,93,45,0.8083,0.9000,0.8291
2,93,46,0.8167,0.9000,0.8442
2,93,47,0.7708,0.8333,0.8191
2,93,48,0.7958,0.8167,0.8191
2,93,49,0.7958,0.8667,0.8090
2,93,50,0.7875,0.8667,0.8191
2,93,51,0.8167,0.8167,0.8392
2,93,52,0.8125,0.8333,0.8794
2,93,53,0.8208,0.8500,0.8744
2,93,54,0.8208,0.8667,0.8693
2,93,55,0.8125,0.8167,0.8945
2,93,56,0.8333,0.8500,0.8894
2,93,57,0.8542,0.8667,0.8744
2,93,58,0.8458,0.9167,0.8543
2,93,59,0.8833,0.8500,0.8291
2,93,60,0.8708,0.8167,0.8342
2,93,61,0.8708,0.8000,0.8442
2,93,62,0.8833,0.7833,0.8543
2,93,63,0.8792,0.7833,0.8291
2,93,64,0.8917,0.8500,0.8141
2,93,65,0.9042,0.8167,0.8291
2,93,66,0.9000,0.8000,0.8492
