Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
f.mxc.6x5.train.1,f,mxc,train,1,6,5,30,849
f.mxc.6x5.train.2,f,mxc,train,2,6,5,30,440
f.mxc.6x5.train.3,f,mxc,train,3,6,5,30,361
f.mxc.6x5.train.4,f,mxc,train,4,6,5,30,556
f.mxc.6x5.train.5,f,mxc,train,5,6,5,30,613
f.mxc.6x5.train.6,f,mxc,train,6,6,5,30,756
f.mxc.6x5.train.7,f,mxc,train,7,6,5,30,736
f.mxc.6x5.train.8,f,mxc,train,8,6,5,30,725
f.mxc.6x5.train.9,f,mxc,train,9,6,5,30,421
f.mxc.6x5.train.10,f,mxc,train,10,6,5,30,399
f.mxc.6x5.train.11,f,mxc,train,11,6,5,30,574
f.mxc.6x5.train.12,f,mxc,train,12,6,5,30,574
f.mxc.6x5.train.13,f,mxc,train,13,6,5,30,696
f.mxc.6x5.train.14,f,mxc,train,14,6,5,30,758
f.mxc.6x5.train.15,f,mxc,train,15,6,5,30,919
f.mxc.6x5.train.16,f,mxc,train,16,6,5,30,603
f.mxc.6x5.train.17,f,mxc,train,17,6,5,30,441
f.mxc.6x5.train.18,f,mxc,train,18,6,5,30,491
f.mxc.6x5.train.19,f,mxc,train,19,6,5,30,563
f.mxc.6x5.train.20,f,mxc,train,20,6,5,30,609
f.mxc.6x5.train.21,f,mxc,train,21,6,5,30,648
f.mxc.6x5.train.22,f,mxc,train,22,6,5,30,869
f.mxc.6x5.train.23,f,mxc,train,23,6,5,30,669
f.mxc.6x5.train.24,f,mxc,train,24,6,5,30,940
f.mxc.6x5.train.25,f,mxc,train,25,6,5,30,232
f.mxc.6x5.train.26,f,mxc,train,26,6,5,30,476
f.mxc.6x5.train.27,f,mxc,train,27,6,5,30,433
f.mxc.6x5.train.28,f,mxc,train,28,6,5,30,709
f.mxc.6x5.train.29,f,mxc,train,29,6,5,30,660
f.mxc.6x5.train.30,f,mxc,train,30,6,5,30,755
f.mxc.6x5.train.31,f,mxc,train,31,6,5,30,837
f.mxc.6x5.train.32,f,mxc,train,32,6,5,30,394
f.mxc.6x5.train.33,f,mxc,train,33,6,5,30,453
f.mxc.6x5.train.34,f,mxc,train,34,6,5,30,608
f.mxc.6x5.train.35,f,mxc,train,35,6,5,30,595
f.mxc.6x5.train.36,f,mxc,train,36,6,5,30,633
f.mxc.6x5.train.37,f,mxc,train,37,6,5,30,713
f.mxc.6x5.train.38,f,mxc,train,38,6,5,30,754
f.mxc.6x5.train.39,f,mxc,train,39,6,5,30,738
f.mxc.6x5.train.40,f,mxc,train,40,6,5,30,217
f.mxc.6x5.train.41,f,mxc,train,41,6,5,30,399
f.mxc.6x5.train.42,f,mxc,train,42,6,5,30,505
f.mxc.6x5.train.43,f,mxc,train,43,6,5,30,546
f.mxc.6x5.train.44,f,mxc,train,44,6,5,30,630
f.mxc.6x5.train.45,f,mxc,train,45,6,5,30,687
f.mxc.6x5.train.46,f,mxc,train,46,6,5,30,835
f.mxc.6x5.train.47,f,mxc,train,47,6,5,30,389
f.mxc.6x5.train.48,f,mxc,train,48,6,5,30,384
f.mxc.6x5.train.49,f,mxc,train,49,6,5,30,517
f.mxc.6x5.train.50,f,mxc,train,50,6,5,30,604
f.mxc.6x5.train.51,f,mxc,train,51,6,5,30,646
f.mxc.6x5.train.52,f,mxc,train,52,6,5,30,759
f.mxc.6x5.train.53,f,mxc,train,53,6,5,30,717
f.mxc.6x5.train.54,f,mxc,train,54,6,5,30,881
f.mxc.6x5.train.55,f,mxc,train,55,6,5,30,511
f.mxc.6x5.train.56,f,mxc,train,56,6,5,30,539
f.mxc.6x5.train.57,f,mxc,train,57,6,5,30,517
f.mxc.6x5.train.58,f,mxc,train,58,6,5,30,597
f.mxc.6x5.train.59,f,mxc,train,59,6,5,30,616
f.mxc.6x5.train.60,f,mxc,train,60,6,5,30,688
f.mxc.6x5.train.61,f,mxc,train,61,6,5,30,838
f.mxc.6x5.train.62,f,mxc,train,62,6,5,30,866
f.mxc.6x5.train.63,f,mxc,train,63,6,5,30,379
f.mxc.6x5.train.64,f,mxc,train,64,6,5,30,501
f.mxc.6x5.train.65,f,mxc,train,65,6,5,30,508
f.mxc.6x5.train.66,f,mxc,train,66,6,5,30,597
f.mxc.6x5.train.67,f,mxc,train,67,6,5,30,647
f.mxc.6x5.train.68,f,mxc,train,68,6,5,30,745
f.mxc.6x5.train.69,f,mxc,train,69,6,5,30,745
f.mxc.6x5.train.70,f,mxc,train,70,6,5,30,363
f.mxc.6x5.train.71,f,mxc,train,71,6,5,30,408
f.mxc.6x5.train.72,f,mxc,train,72,6,5,30,482
f.mxc.6x5.train.73,f,mxc,train,73,6,5,30,524
f.mxc.6x5.train.74,f,mxc,train,74,6,5,30,655
f.mxc.6x5.train.75,f,mxc,train,75,6,5,30,766
f.mxc.6x5.train.76,f,mxc,train,76,6,5,30,748
f.mxc.6x5.train.77,f,mxc,train,77,6,5,30,827
f.mxc.6x5.train.78,f,mxc,train,78,6,5,30,415
f.mxc.6x5.train.79,f,mxc,train,79,6,5,30,536
f.mxc.6x5.train.80,f,mxc,train,80,6,5,30,398
f.mxc.6x5.train.81,f,mxc,train,81,6,5,30,559
f.mxc.6x5.train.82,f,mxc,train,82,6,5,30,522
f.mxc.6x5.train.83,f,mxc,train,83,6,5,30,730
f.mxc.6x5.train.84,f,mxc,train,84,6,5,30,867
f.mxc.6x5.train.85,f,mxc,train,85,6,5,30,281
f.mxc.6x5.train.86,f,mxc,train,86,6,5,30,326
