Name,CDR,Makespan,BestFoundMakespan
f.mc.6x5.train.1,F20.M1,828,826
f.mc.6x5.train.2,F20.M1,408,404
f.mc.6x5.train.3,F20.M1,324,316
f.mc.6x5.train.4,F20.M1,544,542
f.mc.6x5.train.5,F20.M1,596,596
f.mc.6x5.train.6,F20.M1,671,669
f.mc.6x5.train.7,F20.M1,741,739
f.mc.6x5.train.8,F20.M1,691,678
f.mc.6x5.train.9,F20.M1,417,417
f.mc.6x5.train.10,F20.M1,416,413
f.mc.6x5.train.11,F20.M1,576,561
f.mc.6x5.train.12,F20.M1,497,492
f.mc.6x5.train.13,F20.M1,692,692
f.mc.6x5.train.14,F20.M1,710,705
f.mc.6x5.train.15,F20.M1,858,844
f.mc.6x5.train.16,F20.M1,602,599
f.mc.6x5.train.17,F20.M1,417,417
f.mc.6x5.train.18,F20.M1,476,475
f.mc.6x5.train.19,F20.M1,560,551
f.mc.6x5.train.20,F20.M1,621,615
f.mc.6x5.train.21,F20.M1,630,630
f.mc.6x5.train.22,F20.M1,713,713
f.mc.6x5.train.23,F20.M1,673,673
f.mc.6x5.train.24,F20.M1,849,849
f.mc.6x5.train.25,F20.M1,214,203
f.mc.6x5.train.26,F20.M1,465,465
f.mc.6x5.train.27,F20.M1,431,430
f.mc.6x5.train.28,F20.M1,599,598
f.mc.6x5.train.29,F20.M1,687,651
f.mc.6x5.train.30,F20.M1,741,736
f.mc.6x5.train.31,F20.M1,868,836
f.mc.6x5.train.32,F20.M1,403,398
f.mc.6x5.train.33,F20.M1,449,448
f.mc.6x5.train.34,F20.M1,541,537
f.mc.6x5.train.35,F20.M1,601,583
f.mc.6x5.train.36,F20.M1,626,622
f.mc.6x5.train.37,F20.M1,628,622
f.mc.6x5.train.38,F20.M1,750,744
f.mc.6x5.train.39,F20.M1,741,739
f.mc.6x5.train.40,F20.M1,198,194
f.mc.6x5.train.41,F20.M1,399,389
f.mc.6x5.train.42,F20.M1,493,493
f.mc.6x5.train.43,F20.M1,535,535
f.mc.6x5.train.44,F20.M1,641,638
f.mc.6x5.train.45,F20.M1,703,683
f.mc.6x5.train.46,F20.M1,829,820
f.mc.6x5.train.47,F20.M1,414,387
f.mc.6x5.train.48,F20.M1,370,370
f.mc.6x5.train.49,F20.M1,495,495
f.mc.6x5.train.50,F20.M1,584,584
f.mc.6x5.train.51,F20.M1,567,566
f.mc.6x5.train.52,F20.M1,794,739
f.mc.6x5.train.53,F20.M1,701,662
f.mc.6x5.train.54,F20.M1,865,865
f.mc.6x5.train.55,F20.M1,448,444
f.mc.6x5.train.56,F20.M1,529,499
f.mc.6x5.train.57,F20.M1,519,512
f.mc.6x5.train.58,F20.M1,585,585
f.mc.6x5.train.59,F20.M1,608,608
f.mc.6x5.train.60,F20.M1,697,688
f.mc.6x5.train.61,F20.M1,781,780
f.mc.6x5.train.62,F20.M1,851,851
f.mc.6x5.train.63,F20.M1,363,363
f.mc.6x5.train.64,F20.M1,480,480
f.mc.6x5.train.65,F20.M1,537,508
f.mc.6x5.train.66,F20.M1,579,579
f.mc.6x5.train.67,F20.M1,629,629
f.mc.6x5.train.68,F20.M1,738,737
f.mc.6x5.train.69,F20.M1,754,741
f.mc.6x5.train.70,F20.M1,365,363
f.mc.6x5.train.71,F20.M1,396,396
f.mc.6x5.train.72,F20.M1,475,461
f.mc.6x5.train.73,F20.M1,552,529
f.mc.6x5.train.74,F20.M1,619,616
f.mc.6x5.train.75,F20.M1,695,691
f.mc.6x5.train.76,F20.M1,763,763
f.mc.6x5.train.77,F20.M1,863,830
f.mc.6x5.train.78,F20.M1,436,422
f.mc.6x5.train.79,F20.M1,542,537
f.mc.6x5.train.80,F20.M1,389,389
f.mc.6x5.train.81,F20.M1,543,543
f.mc.6x5.train.82,F20.M1,538,526
f.mc.6x5.train.83,F20.M1,722,722
f.mc.6x5.train.84,F20.M1,808,807
f.mc.6x5.train.85,F20.M1,261,261
f.mc.6x5.train.86,F20.M1,335,326
f.mc.6x5.train.87,F20.M1,485,485
f.mc.6x5.train.88,F20.M1,555,552
f.mc.6x5.train.89,F20.M1,490,488
f.mc.6x5.train.90,F20.M1,629,626
f.mc.6x5.train.91,F20.M1,742,740
f.mc.6x5.train.92,F20.M1,891,891
f.mc.6x5.train.93,F20.M1,408,407
f.mc.6x5.train.94,F20.M1,491,464
f.mc.6x5.train.95,F20.M1,513,513
f.mc.6x5.train.96,F20.M1,571,564
f.mc.6x5.train.97,F20.M1,659,645
f.mc.6x5.train.98,F20.M1,673,664
f.mc.6x5.train.99,F20.M1,810,809
f.mc.6x5.train.100,F20.M1,879,878
f.mc.6x5.train.101,F20.M1,331,322
f.mc.6x5.train.102,F20.M1,468,447
f.mc.6x5.train.103,F20.M1,570,568
f.mc.6x5.train.104,F20.M1,524,524
f.mc.6x5.train.105,F20.M1,691,690
f.mc.6x5.train.106,F20.M1,674,672
f.mc.6x5.train.107,F20.M1,841,841
f.mc.6x5.train.108,F20.M1,286,286
f.mc.6x5.train.109,F20.M1,466,465
f.mc.6x5.train.110,F20.M1,415,404
f.mc.6x5.train.111,F20.M1,537,533
f.mc.6x5.train.112,F20.M1,569,569
f.mc.6x5.train.113,F20.M1,601,595
f.mc.6x5.train.114,F20.M1,685,670
f.mc.6x5.train.115,F20.M1,786,767
f.mc.6x5.train.116,F20.M1,507,502
f.mc.6x5.train.117,F20.M1,406,405
f.mc.6x5.train.118,F20.M1,552,545
f.mc.6x5.train.119,F20.M1,584,563
f.mc.6x5.train.120,F20.M1,745,740
f.mc.6x5.train.121,F20.M1,734,732
f.mc.6x5.train.122,F20.M1,768,761
f.mc.6x5.train.123,F20.M1,189,184
f.mc.6x5.train.124,F20.M1,482,481
f.mc.6x5.train.125,F20.M1,498,483
f.mc.6x5.train.126,F20.M1,610,569
f.mc.6x5.train.127,F20.M1,616,616
f.mc.6x5.train.128,F20.M1,661,660
f.mc.6x5.train.129,F20.M1,774,768
f.mc.6x5.train.130,F20.M1,639,633
f.mc.6x5.train.131,F20.M1,357,357
f.mc.6x5.train.132,F20.M1,415,415
f.mc.6x5.train.133,F20.M1,517,514
f.mc.6x5.train.134,F20.M1,571,571
f.mc.6x5.train.135,F20.M1,614,603
f.mc.6x5.train.136,F20.M1,698,698
f.mc.6x5.train.137,F20.M1,800,800
f.mc.6x5.train.138,F20.M1,826,817
f.mc.6x5.train.139,F20.M1,404,395
f.mc.6x5.train.140,F20.M1,527,527
f.mc.6x5.train.141,F20.M1,654,595
f.mc.6x5.train.142,F20.M1,660,659
f.mc.6x5.train.143,F20.M1,634,612
f.mc.6x5.train.144,F20.M1,736,735
f.mc.6x5.train.145,F20.M1,705,705
f.mc.6x5.train.146,F20.M1,317,317
f.mc.6x5.train.147,F20.M1,376,345
f.mc.6x5.train.148,F20.M1,565,564
f.mc.6x5.train.149,F20.M1,468,468
f.mc.6x5.train.150,F20.M1,592,592
f.mc.6x5.train.151,F20.M1,711,710
f.mc.6x5.train.152,F20.M1,833,833
f.mc.6x5.train.153,F20.M1,823,823
f.mc.6x5.train.154,F20.M1,393,393
f.mc.6x5.train.155,F20.M1,439,439
f.mc.6x5.train.156,F20.M1,557,555
f.mc.6x5.train.157,F20.M1,667,662
f.mc.6x5.train.158,F20.M1,579,569
f.mc.6x5.train.159,F20.M1,705,697
f.mc.6x5.train.160,F20.M1,757,717
f.mc.6x5.train.161,F20.M1,408,406
f.mc.6x5.train.162,F20.M1,379,379
f.mc.6x5.train.163,F20.M1,523,513
f.mc.6x5.train.164,F20.M1,525,520
f.mc.6x5.train.165,F20.M1,604,604
f.mc.6x5.train.166,F20.M1,700,700
f.mc.6x5.train.167,F20.M1,702,688
f.mc.6x5.train.168,F20.M1,760,745
f.mc.6x5.train.169,F20.M1,399,399
f.mc.6x5.train.170,F20.M1,436,434
f.mc.6x5.train.171,F20.M1,492,492
f.mc.6x5.train.172,F20.M1,474,465
f.mc.6x5.train.173,F20.M1,597,597
f.mc.6x5.train.174,F20.M1,674,673
f.mc.6x5.train.175,F20.M1,757,741
f.mc.6x5.train.176,F20.M1,754,749
f.mc.6x5.train.177,F20.M1,424,423
f.mc.6x5.train.178,F20.M1,447,440
f.mc.6x5.train.179,F20.M1,542,542
f.mc.6x5.train.180,F20.M1,660,646
f.mc.6x5.train.181,F20.M1,687,684
f.mc.6x5.train.182,F20.M1,745,745
f.mc.6x5.train.183,F20.M1,831,828
f.mc.6x5.train.184,F20.M1,416,402
