Name,SDR,Makespan
f.rnd.10x10.train.1,SPT,1431
f.rnd.10x10.train.2,SPT,1249
f.rnd.10x10.train.3,SPT,1229
f.rnd.10x10.train.4,SPT,1376
f.rnd.10x10.train.5,SPT,1181
f.rnd.10x10.train.6,SPT,1729
f.rnd.10x10.train.7,SPT,1465
f.rnd.10x10.train.8,SPT,1257
f.rnd.10x10.train.9,SPT,1297
f.rnd.10x10.train.10,SPT,1340
f.rnd.10x10.train.11,SPT,1502
f.rnd.10x10.train.12,SPT,1310
f.rnd.10x10.train.13,SPT,1463
f.rnd.10x10.train.14,SPT,1233
f.rnd.10x10.train.15,SPT,1316
f.rnd.10x10.train.16,SPT,1414
f.rnd.10x10.train.17,SPT,1367
f.rnd.10x10.train.18,SPT,1331
f.rnd.10x10.train.19,SPT,1442
f.rnd.10x10.train.20,SPT,1268
f.rnd.10x10.train.21,SPT,1249
f.rnd.10x10.train.22,SPT,1505
f.rnd.10x10.train.23,SPT,1475
f.rnd.10x10.train.24,SPT,1412
f.rnd.10x10.train.25,SPT,1352
f.rnd.10x10.train.26,SPT,1197
f.rnd.10x10.train.27,SPT,1357
f.rnd.10x10.train.28,SPT,1417
f.rnd.10x10.train.29,SPT,1314
f.rnd.10x10.train.30,SPT,1428
f.rnd.10x10.train.31,SPT,1526
f.rnd.10x10.train.32,SPT,1297
f.rnd.10x10.train.33,SPT,1360
f.rnd.10x10.train.34,SPT,1365
f.rnd.10x10.train.35,SPT,1462
f.rnd.10x10.train.36,SPT,1358
f.rnd.10x10.train.37,SPT,1461
f.rnd.10x10.train.38,SPT,1258
f.rnd.10x10.train.39,SPT,1350
f.rnd.10x10.train.40,SPT,1270
f.rnd.10x10.train.41,SPT,1356
f.rnd.10x10.train.42,SPT,1446
f.rnd.10x10.train.43,SPT,1465
f.rnd.10x10.train.44,SPT,1216
f.rnd.10x10.train.45,SPT,1357
f.rnd.10x10.train.46,SPT,1333
f.rnd.10x10.train.47,SPT,1197
f.rnd.10x10.train.48,SPT,1514
f.rnd.10x10.train.49,SPT,1389
f.rnd.10x10.train.50,SPT,1238
f.rnd.10x10.train.51,SPT,1375
f.rnd.10x10.train.52,SPT,1602
f.rnd.10x10.train.53,SPT,1382
f.rnd.10x10.train.54,SPT,1403
f.rnd.10x10.train.55,SPT,1338
f.rnd.10x10.train.56,SPT,1304
f.rnd.10x10.train.57,SPT,1279
