Name,SDR,Makespan
f.rndn.8x8.train.1,SPT,863
f.rndn.8x8.train.2,SPT,921
f.rndn.8x8.train.3,SPT,936
f.rndn.8x8.train.4,SPT,906
f.rndn.8x8.train.5,SPT,951
f.rndn.8x8.train.6,SPT,956
f.rndn.8x8.train.7,SPT,946
f.rndn.8x8.train.8,SPT,980
f.rndn.8x8.train.9,SPT,847
f.rndn.8x8.train.10,SPT,924
f.rndn.8x8.train.11,SPT,913
f.rndn.8x8.train.12,SPT,997
f.rndn.8x8.train.13,SPT,905
f.rndn.8x8.train.14,SPT,924
f.rndn.8x8.train.15,SPT,969
f.rndn.8x8.train.16,SPT,878
f.rndn.8x8.train.17,SPT,860
f.rndn.8x8.train.18,SPT,945
f.rndn.8x8.train.19,SPT,1012
f.rndn.8x8.train.20,SPT,854
f.rndn.8x8.train.21,SPT,1001
f.rndn.8x8.train.22,SPT,917
f.rndn.8x8.train.23,SPT,919
f.rndn.8x8.train.24,SPT,958
f.rndn.8x8.train.25,SPT,936
f.rndn.8x8.train.26,SPT,916
f.rndn.8x8.train.27,SPT,952
f.rndn.8x8.train.28,SPT,926
f.rndn.8x8.train.29,SPT,955
f.rndn.8x8.train.30,SPT,1002
f.rndn.8x8.train.31,SPT,860
f.rndn.8x8.train.32,SPT,978
f.rndn.8x8.train.33,SPT,955
f.rndn.8x8.train.34,SPT,856
f.rndn.8x8.train.35,SPT,1034
f.rndn.8x8.train.36,SPT,976
f.rndn.8x8.train.37,SPT,899
f.rndn.8x8.train.38,SPT,912
f.rndn.8x8.train.39,SPT,963
f.rndn.8x8.train.40,SPT,933
f.rndn.8x8.train.41,SPT,973
f.rndn.8x8.train.42,SPT,884
f.rndn.8x8.train.43,SPT,1044
f.rndn.8x8.train.44,SPT,1055
f.rndn.8x8.train.45,SPT,966
f.rndn.8x8.train.46,SPT,933
f.rndn.8x8.train.47,SPT,874
f.rndn.8x8.train.48,SPT,942
f.rndn.8x8.train.49,SPT,899
f.rndn.8x8.train.50,SPT,918
f.rndn.8x8.train.51,SPT,1016
f.rndn.8x8.train.52,SPT,972
f.rndn.8x8.train.53,SPT,949
f.rndn.8x8.train.54,SPT,1019
f.rndn.8x8.train.55,SPT,901
f.rndn.8x8.train.56,SPT,933
f.rndn.8x8.train.57,SPT,843
f.rndn.8x8.train.58,SPT,1013
f.rndn.8x8.train.59,SPT,1055
f.rndn.8x8.train.60,SPT,960
f.rndn.8x8.train.61,SPT,907
f.rndn.8x8.train.62,SPT,1008
f.rndn.8x8.train.63,SPT,1003
f.rndn.8x8.train.64,SPT,968
f.rndn.8x8.train.65,SPT,947
f.rndn.8x8.train.66,SPT,947
f.rndn.8x8.train.67,SPT,1026
