Name,SDR,Makespan
j.rnd.12x12.train.1,SPT,1532
j.rnd.12x12.train.2,SPT,1783
j.rnd.12x12.train.3,SPT,1315
j.rnd.12x12.train.4,SPT,1490
j.rnd.12x12.train.5,SPT,1479
j.rnd.12x12.train.6,SPT,1250
j.rnd.12x12.train.7,SPT,1521
j.rnd.12x12.train.8,SPT,1631
j.rnd.12x12.train.9,SPT,1663
j.rnd.12x12.train.10,SPT,1558
j.rnd.12x12.train.11,SPT,1487
j.rnd.12x12.train.12,SPT,1523
j.rnd.12x12.train.13,SPT,1833
j.rnd.12x12.train.14,SPT,1401
j.rnd.12x12.train.15,SPT,1719
j.rnd.12x12.train.16,SPT,1577
j.rnd.12x12.train.17,SPT,1311
j.rnd.12x12.train.18,SPT,1467
j.rnd.12x12.train.19,SPT,1785
j.rnd.12x12.train.20,SPT,1151
j.rnd.12x12.train.21,SPT,1568
j.rnd.12x12.train.22,SPT,1354
j.rnd.12x12.train.23,SPT,1303
j.rnd.12x12.train.24,SPT,1617
j.rnd.12x12.train.25,SPT,1361
j.rnd.12x12.train.26,SPT,1377
j.rnd.12x12.train.27,SPT,1430
j.rnd.12x12.train.28,SPT,1400
j.rnd.12x12.train.29,SPT,1450
j.rnd.12x12.train.30,SPT,1667
j.rnd.12x12.train.31,SPT,1510
j.rnd.12x12.train.32,SPT,2090
j.rnd.12x12.train.33,SPT,1571
j.rnd.12x12.train.34,SPT,1388
j.rnd.12x12.train.35,SPT,1373
j.rnd.12x12.train.36,SPT,1406
j.rnd.12x12.train.37,SPT,1406
j.rnd.12x12.train.38,SPT,1449
j.rnd.12x12.train.39,SPT,1593
j.rnd.12x12.train.40,SPT,1517
j.rnd.12x12.train.41,SPT,1204
j.rnd.12x12.train.42,SPT,1717
j.rnd.12x12.train.43,SPT,1387
j.rnd.12x12.train.44,SPT,1330
j.rnd.12x12.train.45,SPT,1524
j.rnd.12x12.train.46,SPT,1370
j.rnd.12x12.train.47,SPT,1573
j.rnd.12x12.train.48,SPT,1573
j.rnd.12x12.train.49,SPT,1446
j.rnd.12x12.train.50,SPT,1459
j.rnd.12x12.train.51,SPT,1385
j.rnd.12x12.train.52,SPT,1431
j.rnd.12x12.train.53,SPT,1550
j.rnd.12x12.train.54,SPT,1524
j.rnd.12x12.train.55,SPT,1411
j.rnd.12x12.train.56,SPT,1203
j.rnd.12x12.train.57,SPT,1688
j.rnd.12x12.train.58,SPT,1655
j.rnd.12x12.train.59,SPT,1491
j.rnd.12x12.train.60,SPT,1517
j.rnd.12x12.train.61,SPT,1542
j.rnd.12x12.train.62,SPT,1619
j.rnd.12x12.train.63,SPT,1767
j.rnd.12x12.train.64,SPT,1753
j.rnd.12x12.train.65,SPT,1506
j.rnd.12x12.train.66,SPT,1399
j.rnd.12x12.train.67,SPT,1621
j.rnd.12x12.train.68,SPT,1344
j.rnd.12x12.train.69,SPT,1841
