Name,SDR,Makespan
f.rnd.14x14.train.1,SPT,1884
f.rnd.14x14.train.2,SPT,1903
f.rnd.14x14.train.3,SPT,1974
f.rnd.14x14.train.4,SPT,1844
f.rnd.14x14.train.5,SPT,1998
f.rnd.14x14.train.6,SPT,2053
f.rnd.14x14.train.7,SPT,2059
f.rnd.14x14.train.8,SPT,2065
f.rnd.14x14.train.9,SPT,2099
f.rnd.14x14.train.10,SPT,2005
f.rnd.14x14.train.11,SPT,1996
f.rnd.14x14.train.12,SPT,2125
f.rnd.14x14.train.13,SPT,2151
f.rnd.14x14.train.14,SPT,1870
f.rnd.14x14.train.15,SPT,2310
f.rnd.14x14.train.16,SPT,1953
f.rnd.14x14.train.17,SPT,1939
f.rnd.14x14.train.18,SPT,1879
f.rnd.14x14.train.19,SPT,1985
f.rnd.14x14.train.20,SPT,2103
f.rnd.14x14.train.21,SPT,2009
f.rnd.14x14.train.22,SPT,1866
f.rnd.14x14.train.23,SPT,2014
f.rnd.14x14.train.24,SPT,1911
f.rnd.14x14.train.25,SPT,2154
f.rnd.14x14.train.26,SPT,2075
f.rnd.14x14.train.27,SPT,2134
f.rnd.14x14.train.28,SPT,1871
f.rnd.14x14.train.29,SPT,1965
f.rnd.14x14.train.30,SPT,1798
f.rnd.14x14.train.31,SPT,1934
f.rnd.14x14.train.32,SPT,2034
f.rnd.14x14.train.33,SPT,1997
f.rnd.14x14.train.34,SPT,1921
f.rnd.14x14.train.35,SPT,2093
f.rnd.14x14.train.36,SPT,1851
f.rnd.14x14.train.37,SPT,2153
f.rnd.14x14.train.38,SPT,1945
f.rnd.14x14.train.39,SPT,2078
f.rnd.14x14.train.40,SPT,2151
f.rnd.14x14.train.41,SPT,1792
f.rnd.14x14.train.42,SPT,2044
f.rnd.14x14.train.43,SPT,2067
f.rnd.14x14.train.44,SPT,2098
f.rnd.14x14.train.45,SPT,2051
f.rnd.14x14.train.46,SPT,2069
f.rnd.14x14.train.47,SPT,2124
f.rnd.14x14.train.48,SPT,2261
f.rnd.14x14.train.49,SPT,1978
f.rnd.14x14.train.50,SPT,2152
f.rnd.14x14.train.51,SPT,2013
f.rnd.14x14.train.52,SPT,2078
f.rnd.14x14.train.53,SPT,1994
f.rnd.14x14.train.54,SPT,2202
f.rnd.14x14.train.55,SPT,2053
f.rnd.14x14.train.56,SPT,1910
f.rnd.14x14.train.57,SPT,1853
f.rnd.14x14.train.58,SPT,1977
f.rnd.14x14.train.59,SPT,1965
f.rnd.14x14.train.60,SPT,2116
f.rnd.14x14.train.61,SPT,2043
f.rnd.14x14.train.62,SPT,1796
f.rnd.14x14.train.63,SPT,2113
f.rnd.14x14.train.64,SPT,2147
f.rnd.14x14.train.65,SPT,2118
f.rnd.14x14.train.66,SPT,1946
f.rnd.14x14.train.67,SPT,2034
f.rnd.14x14.train.68,SPT,1944
f.rnd.14x14.train.69,SPT,2171
f.rnd.14x14.train.70,SPT,1907
f.rnd.14x14.train.71,SPT,1963
f.rnd.14x14.train.72,SPT,1804
f.rnd.14x14.train.73,SPT,1988
f.rnd.14x14.train.74,SPT,1960
f.rnd.14x14.train.75,SPT,1955
f.rnd.14x14.train.76,SPT,2058
f.rnd.14x14.train.77,SPT,1883
f.rnd.14x14.train.78,SPT,2103
f.rnd.14x14.train.79,SPT,1905
f.rnd.14x14.train.80,SPT,1952
f.rnd.14x14.train.81,SPT,2031
f.rnd.14x14.train.82,SPT,2172
f.rnd.14x14.train.83,SPT,2310
f.rnd.14x14.train.84,SPT,1917
f.rnd.14x14.train.85,SPT,1937
f.rnd.14x14.train.86,SPT,2020
f.rnd.14x14.train.87,SPT,1928
f.rnd.14x14.train.88,SPT,2091
f.rnd.14x14.train.89,SPT,2031
f.rnd.14x14.train.90,SPT,1848
f.rnd.14x14.train.91,SPT,2059
f.rnd.14x14.train.92,SPT,2160
f.rnd.14x14.train.93,SPT,2113
f.rnd.14x14.train.94,SPT,1745
f.rnd.14x14.train.95,SPT,2052
f.rnd.14x14.train.96,SPT,1814
f.rnd.14x14.train.97,SPT,2028
