Name,SDR,Makespan
j.rnd.14x14.train.1,SPT,2033
j.rnd.14x14.train.2,SPT,1695
j.rnd.14x14.train.3,SPT,1847
j.rnd.14x14.train.4,SPT,1667
j.rnd.14x14.train.5,SPT,1838
j.rnd.14x14.train.6,SPT,1691
j.rnd.14x14.train.7,SPT,1710
j.rnd.14x14.train.8,SPT,2057
j.rnd.14x14.train.9,SPT,1564
j.rnd.14x14.train.10,SPT,1810
j.rnd.14x14.train.11,SPT,1693
j.rnd.14x14.train.12,SPT,1755
j.rnd.14x14.train.13,SPT,1745
j.rnd.14x14.train.14,SPT,1494
j.rnd.14x14.train.15,SPT,1914
j.rnd.14x14.train.16,SPT,1517
j.rnd.14x14.train.17,SPT,2063
j.rnd.14x14.train.18,SPT,1697
j.rnd.14x14.train.19,SPT,1952
j.rnd.14x14.train.20,SPT,1701
j.rnd.14x14.train.21,SPT,1783
j.rnd.14x14.train.22,SPT,1823
j.rnd.14x14.train.23,SPT,1878
j.rnd.14x14.train.24,SPT,1742
j.rnd.14x14.train.25,SPT,1530
j.rnd.14x14.train.26,SPT,1746
j.rnd.14x14.train.27,SPT,1671
j.rnd.14x14.train.28,SPT,1647
j.rnd.14x14.train.29,SPT,1653
j.rnd.14x14.train.30,SPT,1793
j.rnd.14x14.train.31,SPT,1836
j.rnd.14x14.train.32,SPT,1883
j.rnd.14x14.train.33,SPT,1644
j.rnd.14x14.train.34,SPT,1799
j.rnd.14x14.train.35,SPT,1909
j.rnd.14x14.train.36,SPT,1759
j.rnd.14x14.train.37,SPT,1816
j.rnd.14x14.train.38,SPT,1847
j.rnd.14x14.train.39,SPT,1777
j.rnd.14x14.train.40,SPT,1885
j.rnd.14x14.train.41,SPT,1626
j.rnd.14x14.train.42,SPT,1680
j.rnd.14x14.train.43,SPT,1616
j.rnd.14x14.train.44,SPT,1769
j.rnd.14x14.train.45,SPT,1746
j.rnd.14x14.train.46,SPT,1677
j.rnd.14x14.train.47,SPT,1959
j.rnd.14x14.train.48,SPT,2244
j.rnd.14x14.train.49,SPT,1900
j.rnd.14x14.train.50,SPT,1707
j.rnd.14x14.train.51,SPT,1860
j.rnd.14x14.train.52,SPT,1742
j.rnd.14x14.train.53,SPT,1963
j.rnd.14x14.train.54,SPT,1616
j.rnd.14x14.train.55,SPT,1740
