Name,SDR,Makespan
j.rndn.6x5.train.1,SPT,554
j.rndn.6x5.train.2,SPT,500
j.rndn.6x5.train.3,SPT,470
j.rndn.6x5.train.4,SPT,498
j.rndn.6x5.train.5,SPT,547
j.rndn.6x5.train.6,SPT,564
j.rndn.6x5.train.7,SPT,530
j.rndn.6x5.train.8,SPT,681
j.rndn.6x5.train.9,SPT,637
j.rndn.6x5.train.10,SPT,581
j.rndn.6x5.train.11,SPT,554
j.rndn.6x5.train.12,SPT,543
j.rndn.6x5.train.13,SPT,543
j.rndn.6x5.train.14,SPT,643
j.rndn.6x5.train.15,SPT,602
j.rndn.6x5.train.16,SPT,497
j.rndn.6x5.train.17,SPT,651
j.rndn.6x5.train.18,SPT,601
j.rndn.6x5.train.19,SPT,657
j.rndn.6x5.train.20,SPT,500
j.rndn.6x5.train.21,SPT,596
j.rndn.6x5.train.22,SPT,598
j.rndn.6x5.train.23,SPT,535
j.rndn.6x5.train.24,SPT,544
j.rndn.6x5.train.25,SPT,540
j.rndn.6x5.train.26,SPT,493
j.rndn.6x5.train.27,SPT,547
j.rndn.6x5.train.28,SPT,485
j.rndn.6x5.train.29,SPT,541
j.rndn.6x5.train.30,SPT,454
j.rndn.6x5.train.31,SPT,504
j.rndn.6x5.train.32,SPT,573
j.rndn.6x5.train.33,SPT,590
j.rndn.6x5.train.34,SPT,697
j.rndn.6x5.train.35,SPT,513
j.rndn.6x5.train.36,SPT,531
j.rndn.6x5.train.37,SPT,586
j.rndn.6x5.train.38,SPT,662
j.rndn.6x5.train.39,SPT,600
j.rndn.6x5.train.40,SPT,581
j.rndn.6x5.train.41,SPT,542
j.rndn.6x5.train.42,SPT,489
j.rndn.6x5.train.43,SPT,576
j.rndn.6x5.train.44,SPT,540
j.rndn.6x5.train.45,SPT,739
j.rndn.6x5.train.46,SPT,743
j.rndn.6x5.train.47,SPT,716
j.rndn.6x5.train.48,SPT,601
j.rndn.6x5.train.49,SPT,590
j.rndn.6x5.train.50,SPT,533
j.rndn.6x5.train.51,SPT,562
j.rndn.6x5.train.52,SPT,592
j.rndn.6x5.train.53,SPT,498
j.rndn.6x5.train.54,SPT,760
j.rndn.6x5.train.55,SPT,602
j.rndn.6x5.train.56,SPT,550
j.rndn.6x5.train.57,SPT,554
j.rndn.6x5.train.58,SPT,548
j.rndn.6x5.train.59,SPT,543
j.rndn.6x5.train.60,SPT,598
j.rndn.6x5.train.61,SPT,639
j.rndn.6x5.train.62,SPT,536
j.rndn.6x5.train.63,SPT,607
j.rndn.6x5.train.64,SPT,500
j.rndn.6x5.train.65,SPT,590
j.rndn.6x5.train.66,SPT,535
j.rndn.6x5.train.67,SPT,496
j.rndn.6x5.train.68,SPT,592
j.rndn.6x5.train.69,SPT,551
j.rndn.6x5.train.70,SPT,558
j.rndn.6x5.train.71,SPT,553
j.rndn.6x5.train.72,SPT,652
j.rndn.6x5.train.73,SPT,583
j.rndn.6x5.train.74,SPT,580
j.rndn.6x5.train.75,SPT,512
j.rndn.6x5.train.76,SPT,545
j.rndn.6x5.train.77,SPT,541
j.rndn.6x5.train.78,SPT,595
j.rndn.6x5.train.79,SPT,558
j.rndn.6x5.train.80,SPT,488
j.rndn.6x5.train.81,SPT,492
j.rndn.6x5.train.82,SPT,498
j.rndn.6x5.train.83,SPT,552
j.rndn.6x5.train.84,SPT,670
j.rndn.6x5.train.85,SPT,688
j.rndn.6x5.train.86,SPT,544
j.rndn.6x5.train.87,SPT,498
j.rndn.6x5.train.88,SPT,486
j.rndn.6x5.train.89,SPT,545
j.rndn.6x5.train.90,SPT,526
j.rndn.6x5.train.91,SPT,681
j.rndn.6x5.train.92,SPT,503
j.rndn.6x5.train.93,SPT,582
j.rndn.6x5.train.94,SPT,536
j.rndn.6x5.train.95,SPT,521
j.rndn.6x5.train.96,SPT,545
j.rndn.6x5.train.97,SPT,487
j.rndn.6x5.train.98,SPT,520
j.rndn.6x5.train.99,SPT,658
j.rndn.6x5.train.100,SPT,603
j.rndn.6x5.train.101,SPT,578
j.rndn.6x5.train.102,SPT,557
j.rndn.6x5.train.103,SPT,573
j.rndn.6x5.train.104,SPT,532
j.rndn.6x5.train.105,SPT,454
j.rndn.6x5.train.106,SPT,603
j.rndn.6x5.train.107,SPT,542
j.rndn.6x5.train.108,SPT,587
j.rndn.6x5.train.109,SPT,547
j.rndn.6x5.train.110,SPT,554
j.rndn.6x5.train.111,SPT,611
j.rndn.6x5.train.112,SPT,545
j.rndn.6x5.train.113,SPT,592
j.rndn.6x5.train.114,SPT,629
j.rndn.6x5.train.115,SPT,531
j.rndn.6x5.train.116,SPT,563
j.rndn.6x5.train.117,SPT,539
j.rndn.6x5.train.118,SPT,644
j.rndn.6x5.train.119,SPT,645
j.rndn.6x5.train.120,SPT,588
j.rndn.6x5.train.121,SPT,478
j.rndn.6x5.train.122,SPT,594
j.rndn.6x5.train.123,SPT,535
j.rndn.6x5.train.124,SPT,643
j.rndn.6x5.train.125,SPT,537
j.rndn.6x5.train.126,SPT,545
j.rndn.6x5.train.127,SPT,538
j.rndn.6x5.train.128,SPT,605
j.rndn.6x5.train.129,SPT,493
j.rndn.6x5.train.130,SPT,639
j.rndn.6x5.train.131,SPT,659
j.rndn.6x5.train.132,SPT,535
j.rndn.6x5.train.133,SPT,547
j.rndn.6x5.train.134,SPT,536
j.rndn.6x5.train.135,SPT,601
j.rndn.6x5.train.136,SPT,657
j.rndn.6x5.train.137,SPT,558
j.rndn.6x5.train.138,SPT,589
j.rndn.6x5.train.139,SPT,546
j.rndn.6x5.train.140,SPT,556
j.rndn.6x5.train.141,SPT,653
j.rndn.6x5.train.142,SPT,547
j.rndn.6x5.train.143,SPT,598
j.rndn.6x5.train.144,SPT,634
j.rndn.6x5.train.145,SPT,596
j.rndn.6x5.train.146,SPT,644
j.rndn.6x5.train.147,SPT,589
j.rndn.6x5.train.148,SPT,606
j.rndn.6x5.train.149,SPT,641
j.rndn.6x5.train.150,SPT,505
j.rndn.6x5.train.151,SPT,578
j.rndn.6x5.train.152,SPT,595
j.rndn.6x5.train.153,SPT,583
j.rndn.6x5.train.154,SPT,497
j.rndn.6x5.train.155,SPT,504
j.rndn.6x5.train.156,SPT,552
j.rndn.6x5.train.157,SPT,613
j.rndn.6x5.train.158,SPT,683
j.rndn.6x5.train.159,SPT,542
j.rndn.6x5.train.160,SPT,562
j.rndn.6x5.train.161,SPT,586
j.rndn.6x5.train.162,SPT,584
j.rndn.6x5.train.163,SPT,553
j.rndn.6x5.train.164,SPT,454
j.rndn.6x5.train.165,SPT,540
j.rndn.6x5.train.166,SPT,503
j.rndn.6x5.train.167,SPT,594
j.rndn.6x5.train.168,SPT,584
j.rndn.6x5.train.169,SPT,564
j.rndn.6x5.train.170,SPT,544
j.rndn.6x5.train.171,SPT,538
j.rndn.6x5.train.172,SPT,533
j.rndn.6x5.train.173,SPT,448
j.rndn.6x5.train.174,SPT,498
j.rndn.6x5.train.175,SPT,622
j.rndn.6x5.train.176,SPT,590
j.rndn.6x5.train.177,SPT,496
j.rndn.6x5.train.178,SPT,561
j.rndn.6x5.train.179,SPT,597
j.rndn.6x5.train.180,SPT,597
j.rndn.6x5.train.181,SPT,576
j.rndn.6x5.train.182,SPT,598
j.rndn.6x5.train.183,SPT,552
j.rndn.6x5.train.184,SPT,438
