Name,SDR,Makespan
f.rndn.12x12.train.1,SPT,1467
f.rndn.12x12.train.2,SPT,1492
f.rndn.12x12.train.3,SPT,1578
f.rndn.12x12.train.4,SPT,1433
f.rndn.12x12.train.5,SPT,1444
f.rndn.12x12.train.6,SPT,1420
f.rndn.12x12.train.7,SPT,1559
f.rndn.12x12.train.8,SPT,1556
f.rndn.12x12.train.9,SPT,1443
f.rndn.12x12.train.10,SPT,1610
f.rndn.12x12.train.11,SPT,1419
f.rndn.12x12.train.12,SPT,1492
f.rndn.12x12.train.13,SPT,1481
f.rndn.12x12.train.14,SPT,1413
f.rndn.12x12.train.15,SPT,1522
f.rndn.12x12.train.16,SPT,1561
f.rndn.12x12.train.17,SPT,1467
f.rndn.12x12.train.18,SPT,1449
f.rndn.12x12.train.19,SPT,1586
f.rndn.12x12.train.20,SPT,1454
f.rndn.12x12.train.21,SPT,1407
f.rndn.12x12.train.22,SPT,1455
f.rndn.12x12.train.23,SPT,1472
f.rndn.12x12.train.24,SPT,1528
f.rndn.12x12.train.25,SPT,1433
f.rndn.12x12.train.26,SPT,1420
f.rndn.12x12.train.27,SPT,1518
f.rndn.12x12.train.28,SPT,1443
f.rndn.12x12.train.29,SPT,1415
f.rndn.12x12.train.30,SPT,1466
f.rndn.12x12.train.31,SPT,1403
f.rndn.12x12.train.32,SPT,1453
f.rndn.12x12.train.33,SPT,1509
f.rndn.12x12.train.34,SPT,1486
f.rndn.12x12.train.35,SPT,1489
f.rndn.12x12.train.36,SPT,1359
f.rndn.12x12.train.37,SPT,1507
f.rndn.12x12.train.38,SPT,1403
f.rndn.12x12.train.39,SPT,1556
f.rndn.12x12.train.40,SPT,1406
f.rndn.12x12.train.41,SPT,1403
f.rndn.12x12.train.42,SPT,1557
f.rndn.12x12.train.43,SPT,1400
f.rndn.12x12.train.44,SPT,1449
f.rndn.12x12.train.45,SPT,1442
f.rndn.12x12.train.46,SPT,1423
f.rndn.12x12.train.47,SPT,1358
f.rndn.12x12.train.48,SPT,1558
f.rndn.12x12.train.49,SPT,1517
f.rndn.12x12.train.50,SPT,1456
f.rndn.12x12.train.51,SPT,1418
f.rndn.12x12.train.52,SPT,1545
f.rndn.12x12.train.53,SPT,1529
f.rndn.12x12.train.54,SPT,1513
f.rndn.12x12.train.55,SPT,1429
f.rndn.12x12.train.56,SPT,1498
f.rndn.12x12.train.57,SPT,1547
f.rndn.12x12.train.58,SPT,1439
f.rndn.12x12.train.59,SPT,1486
f.rndn.12x12.train.60,SPT,1590
f.rndn.12x12.train.61,SPT,1464
f.rndn.12x12.train.62,SPT,1486
f.rndn.12x12.train.63,SPT,1436
f.rndn.12x12.train.64,SPT,1422
f.rndn.12x12.train.65,SPT,1470
f.rndn.12x12.train.66,SPT,1406
f.rndn.12x12.train.67,SPT,1572
f.rndn.12x12.train.68,SPT,1643
f.rndn.12x12.train.69,SPT,1532
f.rndn.12x12.train.70,SPT,1558
f.rndn.12x12.train.71,SPT,1482
f.rndn.12x12.train.72,SPT,1402
f.rndn.12x12.train.73,SPT,1511
f.rndn.12x12.train.74,SPT,1449
f.rndn.12x12.train.75,SPT,1417
f.rndn.12x12.train.76,SPT,1690
f.rndn.12x12.train.77,SPT,1435
f.rndn.12x12.train.78,SPT,1506
f.rndn.12x12.train.79,SPT,1481
f.rndn.12x12.train.80,SPT,1594
f.rndn.12x12.train.81,SPT,1557
f.rndn.12x12.train.82,SPT,1507
f.rndn.12x12.train.83,SPT,1417
f.rndn.12x12.train.84,SPT,1415
f.rndn.12x12.train.85,SPT,1458
f.rndn.12x12.train.86,SPT,1521
f.rndn.12x12.train.87,SPT,1462
f.rndn.12x12.train.88,SPT,1470
f.rndn.12x12.train.89,SPT,1545
f.rndn.12x12.train.90,SPT,1470
f.rndn.12x12.train.91,SPT,1474
f.rndn.12x12.train.92,SPT,1469
f.rndn.12x12.train.93,SPT,1562
f.rndn.12x12.train.94,SPT,1474
f.rndn.12x12.train.95,SPT,1433
f.rndn.12x12.train.96,SPT,1431
f.rndn.12x12.train.97,SPT,1536
f.rndn.12x12.train.98,SPT,1458
f.rndn.12x12.train.99,SPT,1431
f.rndn.12x12.train.100,SPT,1490
f.rndn.12x12.train.101,SPT,1480
f.rndn.12x12.train.102,SPT,1558
f.rndn.12x12.train.103,SPT,1466
f.rndn.12x12.train.104,SPT,1460
f.rndn.12x12.train.105,SPT,1525
f.rndn.12x12.train.106,SPT,1484
f.rndn.12x12.train.107,SPT,1461
f.rndn.12x12.train.108,SPT,1464
f.rndn.12x12.train.109,SPT,1457
f.rndn.12x12.train.110,SPT,1528
f.rndn.12x12.train.111,SPT,1585
f.rndn.12x12.train.112,SPT,1417
f.rndn.12x12.train.113,SPT,1379
f.rndn.12x12.train.114,SPT,1435
f.rndn.12x12.train.115,SPT,1577
f.rndn.12x12.train.116,SPT,1391
f.rndn.12x12.train.117,SPT,1537
f.rndn.12x12.train.118,SPT,1681
f.rndn.12x12.train.119,SPT,1505
f.rndn.12x12.train.120,SPT,1411
f.rndn.12x12.train.121,SPT,1473
f.rndn.12x12.train.122,SPT,1602
f.rndn.12x12.train.123,SPT,1542
f.rndn.12x12.train.124,SPT,1441
f.rndn.12x12.train.125,SPT,1449
f.rndn.12x12.train.126,SPT,1471
