Name,SDR,Makespan
f.mc.12x12.train.1,SPT,2474
f.mc.12x12.train.2,SPT,980
f.mc.12x12.train.3,SPT,1032
f.mc.12x12.train.4,SPT,1508
f.mc.12x12.train.5,SPT,1355
f.mc.12x12.train.6,SPT,1685
f.mc.12x12.train.7,SPT,1814
f.mc.12x12.train.8,SPT,2069
f.mc.12x12.train.9,SPT,845
f.mc.12x12.train.10,SPT,1364
f.mc.12x12.train.11,SPT,1476
f.mc.12x12.train.12,SPT,1508
f.mc.12x12.train.13,SPT,1563
f.mc.12x12.train.14,SPT,1766
f.mc.12x12.train.15,SPT,2292
f.mc.12x12.train.16,SPT,2394
f.mc.12x12.train.17,SPT,1063
f.mc.12x12.train.18,SPT,1132
f.mc.12x12.train.19,SPT,1451
f.mc.12x12.train.20,SPT,1596
f.mc.12x12.train.21,SPT,1475
f.mc.12x12.train.22,SPT,1932
f.mc.12x12.train.23,SPT,2030
f.mc.12x12.train.24,SPT,2365
f.mc.12x12.train.25,SPT,965
f.mc.12x12.train.26,SPT,1170
f.mc.12x12.train.27,SPT,1455
f.mc.12x12.train.28,SPT,1666
f.mc.12x12.train.29,SPT,1845
f.mc.12x12.train.30,SPT,1975
f.mc.12x12.train.31,SPT,2043
f.mc.12x12.train.32,SPT,1045
f.mc.12x12.train.33,SPT,1380
f.mc.12x12.train.34,SPT,1358
f.mc.12x12.train.35,SPT,1692
f.mc.12x12.train.36,SPT,1622
f.mc.12x12.train.37,SPT,1864
f.mc.12x12.train.38,SPT,2142
f.mc.12x12.train.39,SPT,2376
f.mc.12x12.train.40,SPT,948
f.mc.12x12.train.41,SPT,1180
f.mc.12x12.train.42,SPT,1191
f.mc.12x12.train.43,SPT,1474
f.mc.12x12.train.44,SPT,1769
f.mc.12x12.train.45,SPT,1775
f.mc.12x12.train.46,SPT,2160
f.mc.12x12.train.47,SPT,1164
f.mc.12x12.train.48,SPT,1092
f.mc.12x12.train.49,SPT,1167
f.mc.12x12.train.50,SPT,1262
f.mc.12x12.train.51,SPT,2016
f.mc.12x12.train.52,SPT,2019
f.mc.12x12.train.53,SPT,1915
f.mc.12x12.train.54,SPT,1955
f.mc.12x12.train.55,SPT,1026
f.mc.12x12.train.56,SPT,1278
f.mc.12x12.train.57,SPT,1444
f.mc.12x12.train.58,SPT,1381
f.mc.12x12.train.59,SPT,1829
f.mc.12x12.train.60,SPT,2018
f.mc.12x12.train.61,SPT,1981
f.mc.12x12.train.62,SPT,2107
f.mc.12x12.train.63,SPT,1364
f.mc.12x12.train.64,SPT,1311
f.mc.12x12.train.65,SPT,1268
f.mc.12x12.train.66,SPT,1390
f.mc.12x12.train.67,SPT,1442
f.mc.12x12.train.68,SPT,1669
f.mc.12x12.train.69,SPT,2274
f.mc.12x12.train.70,SPT,943
f.mc.12x12.train.71,SPT,891
f.mc.12x12.train.72,SPT,1502
f.mc.12x12.train.73,SPT,1323
f.mc.12x12.train.74,SPT,1588
f.mc.12x12.train.75,SPT,1966
f.mc.12x12.train.76,SPT,1956
f.mc.12x12.train.77,SPT,2238
f.mc.12x12.train.78,SPT,1132
f.mc.12x12.train.79,SPT,1455
f.mc.12x12.train.80,SPT,1252
f.mc.12x12.train.81,SPT,1496
f.mc.12x12.train.82,SPT,1899
f.mc.12x12.train.83,SPT,1808
f.mc.12x12.train.84,SPT,2197
f.mc.12x12.train.85,SPT,1013
f.mc.12x12.train.86,SPT,1110
f.mc.12x12.train.87,SPT,1388
f.mc.12x12.train.88,SPT,1545
f.mc.12x12.train.89,SPT,1553
f.mc.12x12.train.90,SPT,1667
f.mc.12x12.train.91,SPT,2118
f.mc.12x12.train.92,SPT,2139
f.mc.12x12.train.93,SPT,1001
f.mc.12x12.train.94,SPT,1174
f.mc.12x12.train.95,SPT,1212
f.mc.12x12.train.96,SPT,1609
f.mc.12x12.train.97,SPT,1998
f.mc.12x12.train.98,SPT,1944
f.mc.12x12.train.99,SPT,2049
f.mc.12x12.train.100,SPT,2422
f.mc.12x12.train.101,SPT,865
f.mc.12x12.train.102,SPT,1227
f.mc.12x12.train.103,SPT,1348
f.mc.12x12.train.104,SPT,1547
f.mc.12x12.train.105,SPT,1820
f.mc.12x12.train.106,SPT,2071
f.mc.12x12.train.107,SPT,1933
f.mc.12x12.train.108,SPT,1017
f.mc.12x12.train.109,SPT,1157
f.mc.12x12.train.110,SPT,1391
f.mc.12x12.train.111,SPT,1663
f.mc.12x12.train.112,SPT,1628
f.mc.12x12.train.113,SPT,1896
f.mc.12x12.train.114,SPT,1962
f.mc.12x12.train.115,SPT,2121
f.mc.12x12.train.116,SPT,1302
f.mc.12x12.train.117,SPT,1242
f.mc.12x12.train.118,SPT,1359
f.mc.12x12.train.119,SPT,1778
f.mc.12x12.train.120,SPT,2052
f.mc.12x12.train.121,SPT,1704
f.mc.12x12.train.122,SPT,2249
f.mc.12x12.train.123,SPT,807
f.mc.12x12.train.124,SPT,1207
f.mc.12x12.train.125,SPT,1366
f.mc.12x12.train.126,SPT,1423
f.mc.12x12.train.127,SPT,1479
f.mc.12x12.train.128,SPT,2003
f.mc.12x12.train.129,SPT,1902
f.mc.12x12.train.130,SPT,2046
f.mc.12x12.train.131,SPT,801
f.mc.12x12.train.132,SPT,1237
f.mc.12x12.train.133,SPT,1400
f.mc.12x12.train.134,SPT,1499
f.mc.12x12.train.135,SPT,1809
f.mc.12x12.train.136,SPT,1596
f.mc.12x12.train.137,SPT,2198
f.mc.12x12.train.138,SPT,2182
f.mc.12x12.train.139,SPT,1232
f.mc.12x12.train.140,SPT,1429
f.mc.12x12.train.141,SPT,1568
f.mc.12x12.train.142,SPT,1633
f.mc.12x12.train.143,SPT,1764
f.mc.12x12.train.144,SPT,1980
f.mc.12x12.train.145,SPT,2265
f.mc.12x12.train.146,SPT,1086
f.mc.12x12.train.147,SPT,1214
f.mc.12x12.train.148,SPT,1316
f.mc.12x12.train.149,SPT,1056
f.mc.12x12.train.150,SPT,1928
f.mc.12x12.train.151,SPT,1593
f.mc.12x12.train.152,SPT,1822
f.mc.12x12.train.153,SPT,2361
f.mc.12x12.train.154,SPT,1127
f.mc.12x12.train.155,SPT,1213
f.mc.12x12.train.156,SPT,1466
f.mc.12x12.train.157,SPT,1678
f.mc.12x12.train.158,SPT,1726
f.mc.12x12.train.159,SPT,1764
f.mc.12x12.train.160,SPT,2184
f.mc.12x12.train.161,SPT,979
f.mc.12x12.train.162,SPT,903
f.mc.12x12.train.163,SPT,1380
f.mc.12x12.train.164,SPT,1349
f.mc.12x12.train.165,SPT,1388
f.mc.12x12.train.166,SPT,1908
f.mc.12x12.train.167,SPT,1780
f.mc.12x12.train.168,SPT,2294
f.mc.12x12.train.169,SPT,1109
f.mc.12x12.train.170,SPT,1292
f.mc.12x12.train.171,SPT,1351
f.mc.12x12.train.172,SPT,1539
f.mc.12x12.train.173,SPT,1700
f.mc.12x12.train.174,SPT,1923
f.mc.12x12.train.175,SPT,2095
f.mc.12x12.train.176,SPT,2333
f.mc.12x12.train.177,SPT,1040
f.mc.12x12.train.178,SPT,1265
f.mc.12x12.train.179,SPT,1488
f.mc.12x12.train.180,SPT,1686
f.mc.12x12.train.181,SPT,1876
f.mc.12x12.train.182,SPT,1969
f.mc.12x12.train.183,SPT,2270
f.mc.12x12.train.184,SPT,1238
f.mc.12x12.train.185,SPT,1224
f.mc.12x12.train.186,SPT,1156
f.mc.12x12.train.187,SPT,1386
f.mc.12x12.train.188,SPT,1559
f.mc.12x12.train.189,SPT,1940
f.mc.12x12.train.190,SPT,1928
f.mc.12x12.train.191,SPT,2309
f.mc.12x12.train.192,SPT,1056
f.mc.12x12.train.193,SPT,1254
f.mc.12x12.train.194,SPT,1583
f.mc.12x12.train.195,SPT,1295
f.mc.12x12.train.196,SPT,1556
f.mc.12x12.train.197,SPT,1748
f.mc.12x12.train.198,SPT,2101
f.mc.12x12.train.199,SPT,982
f.mc.12x12.train.200,SPT,1290
f.mc.12x12.train.201,SPT,1398
f.mc.12x12.train.202,SPT,1596
f.mc.12x12.train.203,SPT,1854
f.mc.12x12.train.204,SPT,1851
f.mc.12x12.train.205,SPT,2198
f.mc.12x12.train.206,SPT,2477
f.mc.12x12.train.207,SPT,955
f.mc.12x12.train.208,SPT,953
f.mc.12x12.train.209,SPT,1193
f.mc.12x12.train.210,SPT,1456
f.mc.12x12.train.211,SPT,1697
f.mc.12x12.train.212,SPT,1790
f.mc.12x12.train.213,SPT,1901
f.mc.12x12.train.214,SPT,2076
f.mc.12x12.train.215,SPT,1060
f.mc.12x12.train.216,SPT,1368
f.mc.12x12.train.217,SPT,1462
f.mc.12x12.train.218,SPT,1640
f.mc.12x12.train.219,SPT,1659
f.mc.12x12.train.220,SPT,2138
f.mc.12x12.train.221,SPT,2074
f.mc.12x12.train.222,SPT,855
f.mc.12x12.train.223,SPT,1303
f.mc.12x12.train.224,SPT,1144
f.mc.12x12.train.225,SPT,1538
f.mc.12x12.train.226,SPT,1608
f.mc.12x12.train.227,SPT,1961
f.mc.12x12.train.228,SPT,2065
f.mc.12x12.train.229,SPT,2384
f.mc.12x12.train.230,SPT,1008
f.mc.12x12.train.231,SPT,1448
f.mc.12x12.train.232,SPT,1543
f.mc.12x12.train.233,SPT,1554
f.mc.12x12.train.234,SPT,1758
f.mc.12x12.train.235,SPT,2009
f.mc.12x12.train.236,SPT,1967
f.mc.12x12.train.237,SPT,854
f.mc.12x12.train.238,SPT,1051
f.mc.12x12.train.239,SPT,1439
f.mc.12x12.train.240,SPT,1170
f.mc.12x12.train.241,SPT,1826
f.mc.12x12.train.242,SPT,1619
f.mc.12x12.train.243,SPT,1931
f.mc.12x12.train.244,SPT,2123
f.mc.12x12.train.245,SPT,933
f.mc.12x12.train.246,SPT,1252
f.mc.12x12.train.247,SPT,1306
f.mc.12x12.train.248,SPT,1664
f.mc.12x12.train.249,SPT,1572
f.mc.12x12.train.250,SPT,1843
f.mc.12x12.train.251,SPT,2057
f.mc.12x12.train.252,SPT,2429
f.mc.12x12.train.253,SPT,1215
f.mc.12x12.train.254,SPT,1139
f.mc.12x12.train.255,SPT,1153
f.mc.12x12.train.256,SPT,1701
f.mc.12x12.train.257,SPT,1890
f.mc.12x12.train.258,SPT,2018
f.mc.12x12.train.259,SPT,2488
f.mc.12x12.train.260,SPT,985
f.mc.12x12.train.261,SPT,1182
f.mc.12x12.train.262,SPT,1593
f.mc.12x12.train.263,SPT,1564
f.mc.12x12.train.264,SPT,1778
f.mc.12x12.train.265,SPT,2020
f.mc.12x12.train.266,SPT,2152
f.mc.12x12.train.267,SPT,2015
f.mc.12x12.train.268,SPT,1026
f.mc.12x12.train.269,SPT,1132
f.mc.12x12.train.270,SPT,1551
f.mc.12x12.train.271,SPT,1461
f.mc.12x12.train.272,SPT,1707
f.mc.12x12.train.273,SPT,1757
f.mc.12x12.train.274,SPT,1817
f.mc.12x12.train.275,SPT,879
f.mc.12x12.train.276,SPT,1081
f.mc.12x12.train.277,SPT,1258
f.mc.12x12.train.278,SPT,1547
f.mc.12x12.train.279,SPT,1492
f.mc.12x12.train.280,SPT,1664
f.mc.12x12.train.281,SPT,2122
f.mc.12x12.train.282,SPT,2194
f.mc.12x12.train.283,SPT,949
f.mc.12x12.train.284,SPT,1291
f.mc.12x12.train.285,SPT,1531
f.mc.12x12.train.286,SPT,1319
f.mc.12x12.train.287,SPT,1690
f.mc.12x12.train.288,SPT,2189
f.mc.12x12.train.289,SPT,2246
f.mc.12x12.train.290,SPT,2316
f.mc.12x12.train.291,SPT,1244
f.mc.12x12.train.292,SPT,1128
f.mc.12x12.train.293,SPT,1573
f.mc.12x12.train.294,SPT,1694
f.mc.12x12.train.295,SPT,1819
f.mc.12x12.train.296,SPT,1757
f.mc.12x12.train.297,SPT,2299
f.mc.12x12.train.298,SPT,866
f.mc.12x12.train.299,SPT,803
f.mc.12x12.train.300,SPT,1395
f.mc.12x12.train.301,SPT,1412
f.mc.12x12.train.302,SPT,1428
f.mc.12x12.train.303,SPT,1909
f.mc.12x12.train.304,SPT,2030
f.mc.12x12.train.305,SPT,2104
f.mc.12x12.train.306,SPT,1110
f.mc.12x12.train.307,SPT,1283
f.mc.12x12.train.308,SPT,1395
f.mc.12x12.train.309,SPT,1779
f.mc.12x12.train.310,SPT,1705
f.mc.12x12.train.311,SPT,1935
f.mc.12x12.train.312,SPT,2760
f.mc.12x12.train.313,SPT,858
f.mc.12x12.train.314,SPT,1008
f.mc.12x12.train.315,SPT,1150
f.mc.12x12.train.316,SPT,1284
f.mc.12x12.train.317,SPT,1691
f.mc.12x12.train.318,SPT,1835
f.mc.12x12.train.319,SPT,1992
f.mc.12x12.train.320,SPT,2284
f.mc.12x12.train.321,SPT,976
f.mc.12x12.train.322,SPT,1217
f.mc.12x12.train.323,SPT,1451
f.mc.12x12.train.324,SPT,1370
f.mc.12x12.train.325,SPT,1995
f.mc.12x12.train.326,SPT,1848
f.mc.12x12.train.327,SPT,1901
f.mc.12x12.train.328,SPT,1932
f.mc.12x12.train.329,SPT,1117
f.mc.12x12.train.330,SPT,1286
f.mc.12x12.train.331,SPT,1347
f.mc.12x12.train.332,SPT,1480
f.mc.12x12.train.333,SPT,1663
f.mc.12x12.train.334,SPT,1823
f.mc.12x12.train.335,SPT,2085
f.mc.12x12.train.336,SPT,850
f.mc.12x12.train.337,SPT,1143
f.mc.12x12.train.338,SPT,1525
f.mc.12x12.train.339,SPT,1520
f.mc.12x12.train.340,SPT,1823
f.mc.12x12.train.341,SPT,1973
f.mc.12x12.train.342,SPT,1994
f.mc.12x12.train.343,SPT,2382
f.mc.12x12.train.344,SPT,998
f.mc.12x12.train.345,SPT,1282
f.mc.12x12.train.346,SPT,1348
f.mc.12x12.train.347,SPT,1642
f.mc.12x12.train.348,SPT,1877
f.mc.12x12.train.349,SPT,2057
f.mc.12x12.train.350,SPT,2111
f.mc.12x12.train.351,SPT,2247
f.mc.12x12.train.352,SPT,993
f.mc.12x12.train.353,SPT,1714
