Name,SDR,Makespan
f.jc.8x8.train.1,SPT,1397
f.jc.8x8.train.2,SPT,613
f.jc.8x8.train.3,SPT,600
f.jc.8x8.train.4,SPT,862
f.jc.8x8.train.5,SPT,1004
f.jc.8x8.train.6,SPT,1024
f.jc.8x8.train.7,SPT,1132
f.jc.8x8.train.8,SPT,1064
f.jc.8x8.train.9,SPT,579
f.jc.8x8.train.10,SPT,729
f.jc.8x8.train.11,SPT,851
f.jc.8x8.train.12,SPT,728
f.jc.8x8.train.13,SPT,1220
f.jc.8x8.train.14,SPT,1124
f.jc.8x8.train.15,SPT,1177
f.jc.8x8.train.16,SPT,1245
f.jc.8x8.train.17,SPT,691
f.jc.8x8.train.18,SPT,716
f.jc.8x8.train.19,SPT,955
f.jc.8x8.train.20,SPT,979
f.jc.8x8.train.21,SPT,946
f.jc.8x8.train.22,SPT,1118
f.jc.8x8.train.23,SPT,1159
f.jc.8x8.train.24,SPT,1329
f.jc.8x8.train.25,SPT,350
f.jc.8x8.train.26,SPT,730
f.jc.8x8.train.27,SPT,689
f.jc.8x8.train.28,SPT,857
f.jc.8x8.train.29,SPT,1049
f.jc.8x8.train.30,SPT,1182
f.jc.8x8.train.31,SPT,1177
f.jc.8x8.train.32,SPT,645
f.jc.8x8.train.33,SPT,682
f.jc.8x8.train.34,SPT,792
f.jc.8x8.train.35,SPT,1033
f.jc.8x8.train.36,SPT,988
f.jc.8x8.train.37,SPT,971
f.jc.8x8.train.38,SPT,1251
f.jc.8x8.train.39,SPT,1342
f.jc.8x8.train.40,SPT,324
f.jc.8x8.train.41,SPT,712
f.jc.8x8.train.42,SPT,758
f.jc.8x8.train.43,SPT,773
f.jc.8x8.train.44,SPT,1009
f.jc.8x8.train.45,SPT,1032
f.jc.8x8.train.46,SPT,1369
f.jc.8x8.train.47,SPT,753
f.jc.8x8.train.48,SPT,735
f.jc.8x8.train.49,SPT,725
f.jc.8x8.train.50,SPT,853
f.jc.8x8.train.51,SPT,995
f.jc.8x8.train.52,SPT,1145
f.jc.8x8.train.53,SPT,1010
f.jc.8x8.train.54,SPT,1325
f.jc.8x8.train.55,SPT,626
f.jc.8x8.train.56,SPT,648
f.jc.8x8.train.57,SPT,798
f.jc.8x8.train.58,SPT,849
f.jc.8x8.train.59,SPT,864
f.jc.8x8.train.60,SPT,1114
f.jc.8x8.train.61,SPT,1157
f.jc.8x8.train.62,SPT,1357
f.jc.8x8.train.63,SPT,710
f.jc.8x8.train.64,SPT,754
f.jc.8x8.train.65,SPT,765
f.jc.8x8.train.66,SPT,986
f.jc.8x8.train.67,SPT,1043
f.jc.8x8.train.68,SPT,1079
f.jc.8x8.train.69,SPT,1325
f.jc.8x8.train.70,SPT,580
f.jc.8x8.train.71,SPT,584
f.jc.8x8.train.72,SPT,841
f.jc.8x8.train.73,SPT,798
f.jc.8x8.train.74,SPT,953
f.jc.8x8.train.75,SPT,1055
f.jc.8x8.train.76,SPT,1178
f.jc.8x8.train.77,SPT,1197
f.jc.8x8.train.78,SPT,590
f.jc.8x8.train.79,SPT,882
f.jc.8x8.train.80,SPT,715
f.jc.8x8.train.81,SPT,794
f.jc.8x8.train.82,SPT,978
f.jc.8x8.train.83,SPT,1107
f.jc.8x8.train.84,SPT,1197
f.jc.8x8.train.85,SPT,516
f.jc.8x8.train.86,SPT,530
f.jc.8x8.train.87,SPT,731
f.jc.8x8.train.88,SPT,928
f.jc.8x8.train.89,SPT,833
f.jc.8x8.train.90,SPT,907
f.jc.8x8.train.91,SPT,1216
f.jc.8x8.train.92,SPT,1280
f.jc.8x8.train.93,SPT,593
f.jc.8x8.train.94,SPT,870
f.jc.8x8.train.95,SPT,865
f.jc.8x8.train.96,SPT,831
f.jc.8x8.train.97,SPT,1045
f.jc.8x8.train.98,SPT,1104
f.jc.8x8.train.99,SPT,1206
f.jc.8x8.train.100,SPT,1550
f.jc.8x8.train.101,SPT,578
f.jc.8x8.train.102,SPT,667
f.jc.8x8.train.103,SPT,853
f.jc.8x8.train.104,SPT,873
f.jc.8x8.train.105,SPT,1016
f.jc.8x8.train.106,SPT,962
f.jc.8x8.train.107,SPT,1247
f.jc.8x8.train.108,SPT,549
f.jc.8x8.train.109,SPT,670
f.jc.8x8.train.110,SPT,798
f.jc.8x8.train.111,SPT,837
f.jc.8x8.train.112,SPT,925
f.jc.8x8.train.113,SPT,1125
f.jc.8x8.train.114,SPT,1034
f.jc.8x8.train.115,SPT,1201
f.jc.8x8.train.116,SPT,797
f.jc.8x8.train.117,SPT,607
f.jc.8x8.train.118,SPT,819
f.jc.8x8.train.119,SPT,902
f.jc.8x8.train.120,SPT,1059
f.jc.8x8.train.121,SPT,1063
f.jc.8x8.train.122,SPT,1175
f.jc.8x8.train.123,SPT,338
f.jc.8x8.train.124,SPT,733
f.jc.8x8.train.125,SPT,848
f.jc.8x8.train.126,SPT,875
f.jc.8x8.train.127,SPT,935
f.jc.8x8.train.128,SPT,1189
f.jc.8x8.train.129,SPT,1275
f.jc.8x8.train.130,SPT,1078
f.jc.8x8.train.131,SPT,506
f.jc.8x8.train.132,SPT,651
f.jc.8x8.train.133,SPT,784
f.jc.8x8.train.134,SPT,797
f.jc.8x8.train.135,SPT,966
f.jc.8x8.train.136,SPT,1060
f.jc.8x8.train.137,SPT,1250
f.jc.8x8.train.138,SPT,1489
f.jc.8x8.train.139,SPT,625
f.jc.8x8.train.140,SPT,862
f.jc.8x8.train.141,SPT,1028
f.jc.8x8.train.142,SPT,970
f.jc.8x8.train.143,SPT,920
f.jc.8x8.train.144,SPT,1154
f.jc.8x8.train.145,SPT,1165
f.jc.8x8.train.146,SPT,470
f.jc.8x8.train.147,SPT,622
f.jc.8x8.train.148,SPT,842
f.jc.8x8.train.149,SPT,712
f.jc.8x8.train.150,SPT,985
f.jc.8x8.train.151,SPT,1108
f.jc.8x8.train.152,SPT,1237
f.jc.8x8.train.153,SPT,1369
f.jc.8x8.train.154,SPT,658
f.jc.8x8.train.155,SPT,683
f.jc.8x8.train.156,SPT,838
f.jc.8x8.train.157,SPT,1077
f.jc.8x8.train.158,SPT,937
f.jc.8x8.train.159,SPT,1019
f.jc.8x8.train.160,SPT,1206
f.jc.8x8.train.161,SPT,569
f.jc.8x8.train.162,SPT,545
f.jc.8x8.train.163,SPT,785
f.jc.8x8.train.164,SPT,770
f.jc.8x8.train.165,SPT,897
f.jc.8x8.train.166,SPT,1155
f.jc.8x8.train.167,SPT,1038
