Name,SDR,Makespan
f.mxc.12x12.train.1,SPT,2290
f.mxc.12x12.train.2,SPT,978
f.mxc.12x12.train.3,SPT,991
f.mxc.12x12.train.4,SPT,1390
f.mxc.12x12.train.5,SPT,1372
f.mxc.12x12.train.6,SPT,1629
f.mxc.12x12.train.7,SPT,1707
f.mxc.12x12.train.8,SPT,1911
f.mxc.12x12.train.9,SPT,843
f.mxc.12x12.train.10,SPT,1278
f.mxc.12x12.train.11,SPT,1286
f.mxc.12x12.train.12,SPT,1409
f.mxc.12x12.train.13,SPT,1529
f.mxc.12x12.train.14,SPT,1768
f.mxc.12x12.train.15,SPT,2080
f.mxc.12x12.train.16,SPT,2128
f.mxc.12x12.train.17,SPT,1012
f.mxc.12x12.train.18,SPT,1120
f.mxc.12x12.train.19,SPT,1466
f.mxc.12x12.train.20,SPT,1556
f.mxc.12x12.train.21,SPT,1508
f.mxc.12x12.train.22,SPT,1922
f.mxc.12x12.train.23,SPT,1922
f.mxc.12x12.train.24,SPT,2115
f.mxc.12x12.train.25,SPT,863
f.mxc.12x12.train.26,SPT,1100
f.mxc.12x12.train.27,SPT,1305
f.mxc.12x12.train.28,SPT,1509
f.mxc.12x12.train.29,SPT,1661
f.mxc.12x12.train.30,SPT,1996
f.mxc.12x12.train.31,SPT,1911
f.mxc.12x12.train.32,SPT,995
f.mxc.12x12.train.33,SPT,1199
f.mxc.12x12.train.34,SPT,1291
f.mxc.12x12.train.35,SPT,1544
f.mxc.12x12.train.36,SPT,1491
f.mxc.12x12.train.37,SPT,1679
f.mxc.12x12.train.38,SPT,2035
f.mxc.12x12.train.39,SPT,2058
f.mxc.12x12.train.40,SPT,809
f.mxc.12x12.train.41,SPT,1120
f.mxc.12x12.train.42,SPT,1187
f.mxc.12x12.train.43,SPT,1421
f.mxc.12x12.train.44,SPT,1720
f.mxc.12x12.train.45,SPT,1611
f.mxc.12x12.train.46,SPT,1985
f.mxc.12x12.train.47,SPT,1051
f.mxc.12x12.train.48,SPT,1125
f.mxc.12x12.train.49,SPT,1117
f.mxc.12x12.train.50,SPT,1302
f.mxc.12x12.train.51,SPT,1617
f.mxc.12x12.train.52,SPT,1812
f.mxc.12x12.train.53,SPT,1584
f.mxc.12x12.train.54,SPT,1985
f.mxc.12x12.train.55,SPT,975
f.mxc.12x12.train.56,SPT,1186
f.mxc.12x12.train.57,SPT,1366
f.mxc.12x12.train.58,SPT,1413
f.mxc.12x12.train.59,SPT,1851
f.mxc.12x12.train.60,SPT,1778
f.mxc.12x12.train.61,SPT,2056
f.mxc.12x12.train.62,SPT,2137
f.mxc.12x12.train.63,SPT,1184
f.mxc.12x12.train.64,SPT,1231
f.mxc.12x12.train.65,SPT,1214
f.mxc.12x12.train.66,SPT,1415
f.mxc.12x12.train.67,SPT,1447
f.mxc.12x12.train.68,SPT,1691
f.mxc.12x12.train.69,SPT,2453
f.mxc.12x12.train.70,SPT,989
f.mxc.12x12.train.71,SPT,936
f.mxc.12x12.train.72,SPT,1431
