Name,SDR,Makespan
j.rnd_p1mdoubled.8x8.train.1,SPT,1089
j.rnd_p1mdoubled.8x8.train.2,SPT,1220
j.rnd_p1mdoubled.8x8.train.3,SPT,947
j.rnd_p1mdoubled.8x8.train.4,SPT,1260
j.rnd_p1mdoubled.8x8.train.5,SPT,1261
j.rnd_p1mdoubled.8x8.train.6,SPT,1414
j.rnd_p1mdoubled.8x8.train.7,SPT,1170
j.rnd_p1mdoubled.8x8.train.8,SPT,1248
j.rnd_p1mdoubled.8x8.train.9,SPT,937
j.rnd_p1mdoubled.8x8.train.10,SPT,1388
j.rnd_p1mdoubled.8x8.train.11,SPT,1154
j.rnd_p1mdoubled.8x8.train.12,SPT,1228
j.rnd_p1mdoubled.8x8.train.13,SPT,1155
j.rnd_p1mdoubled.8x8.train.14,SPT,1356
j.rnd_p1mdoubled.8x8.train.15,SPT,1235
j.rnd_p1mdoubled.8x8.train.16,SPT,1121
j.rnd_p1mdoubled.8x8.train.17,SPT,1524
j.rnd_p1mdoubled.8x8.train.18,SPT,1126
j.rnd_p1mdoubled.8x8.train.19,SPT,1446
j.rnd_p1mdoubled.8x8.train.20,SPT,1067
j.rnd_p1mdoubled.8x8.train.21,SPT,1332
j.rnd_p1mdoubled.8x8.train.22,SPT,1098
j.rnd_p1mdoubled.8x8.train.23,SPT,1254
j.rnd_p1mdoubled.8x8.train.24,SPT,1326
j.rnd_p1mdoubled.8x8.train.25,SPT,1246
j.rnd_p1mdoubled.8x8.train.26,SPT,1268
j.rnd_p1mdoubled.8x8.train.27,SPT,1091
j.rnd_p1mdoubled.8x8.train.28,SPT,1270
j.rnd_p1mdoubled.8x8.train.29,SPT,1421
j.rnd_p1mdoubled.8x8.train.30,SPT,1361
j.rnd_p1mdoubled.8x8.train.31,SPT,1055
j.rnd_p1mdoubled.8x8.train.32,SPT,1450
j.rnd_p1mdoubled.8x8.train.33,SPT,1491
j.rnd_p1mdoubled.8x8.train.34,SPT,1193
j.rnd_p1mdoubled.8x8.train.35,SPT,1479
j.rnd_p1mdoubled.8x8.train.36,SPT,1199
j.rnd_p1mdoubled.8x8.train.37,SPT,1176
j.rnd_p1mdoubled.8x8.train.38,SPT,1463
j.rnd_p1mdoubled.8x8.train.39,SPT,1302
j.rnd_p1mdoubled.8x8.train.40,SPT,1096
j.rnd_p1mdoubled.8x8.train.41,SPT,1347
j.rnd_p1mdoubled.8x8.train.42,SPT,1201
j.rnd_p1mdoubled.8x8.train.43,SPT,1058
j.rnd_p1mdoubled.8x8.train.44,SPT,866
j.rnd_p1mdoubled.8x8.train.45,SPT,1202
j.rnd_p1mdoubled.8x8.train.46,SPT,1235
j.rnd_p1mdoubled.8x8.train.47,SPT,1300
j.rnd_p1mdoubled.8x8.train.48,SPT,1205
j.rnd_p1mdoubled.8x8.train.49,SPT,1218
j.rnd_p1mdoubled.8x8.train.50,SPT,1091
j.rnd_p1mdoubled.8x8.train.51,SPT,1564
j.rnd_p1mdoubled.8x8.train.52,SPT,1230
j.rnd_p1mdoubled.8x8.train.53,SPT,1468
j.rnd_p1mdoubled.8x8.train.54,SPT,1129
j.rnd_p1mdoubled.8x8.train.55,SPT,1352
j.rnd_p1mdoubled.8x8.train.56,SPT,1228
j.rnd_p1mdoubled.8x8.train.57,SPT,976
j.rnd_p1mdoubled.8x8.train.58,SPT,1605
j.rnd_p1mdoubled.8x8.train.59,SPT,1115
j.rnd_p1mdoubled.8x8.train.60,SPT,1255
j.rnd_p1mdoubled.8x8.train.61,SPT,1092
j.rnd_p1mdoubled.8x8.train.62,SPT,1633
j.rnd_p1mdoubled.8x8.train.63,SPT,1208
j.rnd_p1mdoubled.8x8.train.64,SPT,1340
j.rnd_p1mdoubled.8x8.train.65,SPT,1172
j.rnd_p1mdoubled.8x8.train.66,SPT,1232
j.rnd_p1mdoubled.8x8.train.67,SPT,1046
j.rnd_p1mdoubled.8x8.train.68,SPT,1289
j.rnd_p1mdoubled.8x8.train.69,SPT,1382
j.rnd_p1mdoubled.8x8.train.70,SPT,1151
j.rnd_p1mdoubled.8x8.train.71,SPT,1113
j.rnd_p1mdoubled.8x8.train.72,SPT,1272
j.rnd_p1mdoubled.8x8.train.73,SPT,1125
