Name,SDR,Makespan
j.rnd_p1mdoubled.14x14.train.1,SPT,2275
j.rnd_p1mdoubled.14x14.train.2,SPT,2048
j.rnd_p1mdoubled.14x14.train.3,SPT,1952
j.rnd_p1mdoubled.14x14.train.4,SPT,2432
j.rnd_p1mdoubled.14x14.train.5,SPT,2255
j.rnd_p1mdoubled.14x14.train.6,SPT,2658
j.rnd_p1mdoubled.14x14.train.7,SPT,1922
j.rnd_p1mdoubled.14x14.train.8,SPT,2042
j.rnd_p1mdoubled.14x14.train.9,SPT,2387
j.rnd_p1mdoubled.14x14.train.10,SPT,2177
j.rnd_p1mdoubled.14x14.train.11,SPT,2605
j.rnd_p1mdoubled.14x14.train.12,SPT,2230
j.rnd_p1mdoubled.14x14.train.13,SPT,2177
j.rnd_p1mdoubled.14x14.train.14,SPT,2302
j.rnd_p1mdoubled.14x14.train.15,SPT,2690
j.rnd_p1mdoubled.14x14.train.16,SPT,2306
j.rnd_p1mdoubled.14x14.train.17,SPT,1972
j.rnd_p1mdoubled.14x14.train.18,SPT,2207
j.rnd_p1mdoubled.14x14.train.19,SPT,2106
j.rnd_p1mdoubled.14x14.train.20,SPT,2505
j.rnd_p1mdoubled.14x14.train.21,SPT,2075
j.rnd_p1mdoubled.14x14.train.22,SPT,1801
j.rnd_p1mdoubled.14x14.train.23,SPT,2430
j.rnd_p1mdoubled.14x14.train.24,SPT,2062
j.rnd_p1mdoubled.14x14.train.25,SPT,2496
j.rnd_p1mdoubled.14x14.train.26,SPT,2527
j.rnd_p1mdoubled.14x14.train.27,SPT,2260
j.rnd_p1mdoubled.14x14.train.28,SPT,2181
j.rnd_p1mdoubled.14x14.train.29,SPT,2237
j.rnd_p1mdoubled.14x14.train.30,SPT,2448
j.rnd_p1mdoubled.14x14.train.31,SPT,2131
j.rnd_p1mdoubled.14x14.train.32,SPT,2676
j.rnd_p1mdoubled.14x14.train.33,SPT,2136
j.rnd_p1mdoubled.14x14.train.34,SPT,2516
j.rnd_p1mdoubled.14x14.train.35,SPT,1986
j.rnd_p1mdoubled.14x14.train.36,SPT,2135
j.rnd_p1mdoubled.14x14.train.37,SPT,2451
j.rnd_p1mdoubled.14x14.train.38,SPT,2724
j.rnd_p1mdoubled.14x14.train.39,SPT,2340
j.rnd_p1mdoubled.14x14.train.40,SPT,2258
j.rnd_p1mdoubled.14x14.train.41,SPT,2788
j.rnd_p1mdoubled.14x14.train.42,SPT,1897
j.rnd_p1mdoubled.14x14.train.43,SPT,2291
j.rnd_p1mdoubled.14x14.train.44,SPT,2659
j.rnd_p1mdoubled.14x14.train.45,SPT,2119
j.rnd_p1mdoubled.14x14.train.46,SPT,2168
j.rnd_p1mdoubled.14x14.train.47,SPT,2317
j.rnd_p1mdoubled.14x14.train.48,SPT,1984
j.rnd_p1mdoubled.14x14.train.49,SPT,2193
j.rnd_p1mdoubled.14x14.train.50,SPT,2239
j.rnd_p1mdoubled.14x14.train.51,SPT,2399
j.rnd_p1mdoubled.14x14.train.52,SPT,2699
j.rnd_p1mdoubled.14x14.train.53,SPT,2298
j.rnd_p1mdoubled.14x14.train.54,SPT,2419
j.rnd_p1mdoubled.14x14.train.55,SPT,2608
j.rnd_p1mdoubled.14x14.train.56,SPT,1918
j.rnd_p1mdoubled.14x14.train.57,SPT,2392
j.rnd_p1mdoubled.14x14.train.58,SPT,2749
j.rnd_p1mdoubled.14x14.train.59,SPT,2413
j.rnd_p1mdoubled.14x14.train.60,SPT,2340
j.rnd_p1mdoubled.14x14.train.61,SPT,2312
j.rnd_p1mdoubled.14x14.train.62,SPT,1957
j.rnd_p1mdoubled.14x14.train.63,SPT,2293
j.rnd_p1mdoubled.14x14.train.64,SPT,2678
j.rnd_p1mdoubled.14x14.train.65,SPT,2493
j.rnd_p1mdoubled.14x14.train.66,SPT,2283
j.rnd_p1mdoubled.14x14.train.67,SPT,2075
j.rnd_p1mdoubled.14x14.train.68,SPT,2020
j.rnd_p1mdoubled.14x14.train.69,SPT,1888
j.rnd_p1mdoubled.14x14.train.70,SPT,2299
j.rnd_p1mdoubled.14x14.train.71,SPT,2456
j.rnd_p1mdoubled.14x14.train.72,SPT,2642
j.rnd_p1mdoubled.14x14.train.73,SPT,2183
j.rnd_p1mdoubled.14x14.train.74,SPT,2533
j.rnd_p1mdoubled.14x14.train.75,SPT,2157
j.rnd_p1mdoubled.14x14.train.76,SPT,2217
j.rnd_p1mdoubled.14x14.train.77,SPT,2222
j.rnd_p1mdoubled.14x14.train.78,SPT,2285
j.rnd_p1mdoubled.14x14.train.79,SPT,2359
j.rnd_p1mdoubled.14x14.train.80,SPT,2273
j.rnd_p1mdoubled.14x14.train.81,SPT,2392
j.rnd_p1mdoubled.14x14.train.82,SPT,2493
j.rnd_p1mdoubled.14x14.train.83,SPT,2520
j.rnd_p1mdoubled.14x14.train.84,SPT,2146
j.rnd_p1mdoubled.14x14.train.85,SPT,1871
j.rnd_p1mdoubled.14x14.train.86,SPT,1781
j.rnd_p1mdoubled.14x14.train.87,SPT,2010
j.rnd_p1mdoubled.14x14.train.88,SPT,2078
j.rnd_p1mdoubled.14x14.train.89,SPT,1989
j.rnd_p1mdoubled.14x14.train.90,SPT,2307
j.rnd_p1mdoubled.14x14.train.91,SPT,1993
j.rnd_p1mdoubled.14x14.train.92,SPT,2174
j.rnd_p1mdoubled.14x14.train.93,SPT,1977
j.rnd_p1mdoubled.14x14.train.94,SPT,2165
j.rnd_p1mdoubled.14x14.train.95,SPT,2063
j.rnd_p1mdoubled.14x14.train.96,SPT,2016
j.rnd_p1mdoubled.14x14.train.97,SPT,2324
j.rnd_p1mdoubled.14x14.train.98,SPT,1699
j.rnd_p1mdoubled.14x14.train.99,SPT,2401
j.rnd_p1mdoubled.14x14.train.100,SPT,2267
j.rnd_p1mdoubled.14x14.train.101,SPT,2200
j.rnd_p1mdoubled.14x14.train.102,SPT,2372
j.rnd_p1mdoubled.14x14.train.103,SPT,1770
j.rnd_p1mdoubled.14x14.train.104,SPT,2333
j.rnd_p1mdoubled.14x14.train.105,SPT,2421
j.rnd_p1mdoubled.14x14.train.106,SPT,2146
j.rnd_p1mdoubled.14x14.train.107,SPT,2384
j.rnd_p1mdoubled.14x14.train.108,SPT,2146
j.rnd_p1mdoubled.14x14.train.109,SPT,2248
j.rnd_p1mdoubled.14x14.train.110,SPT,1959
j.rnd_p1mdoubled.14x14.train.111,SPT,2644
j.rnd_p1mdoubled.14x14.train.112,SPT,1907
j.rnd_p1mdoubled.14x14.train.113,SPT,2152
j.rnd_p1mdoubled.14x14.train.114,SPT,2113
j.rnd_p1mdoubled.14x14.train.115,SPT,2257
j.rnd_p1mdoubled.14x14.train.116,SPT,2433
j.rnd_p1mdoubled.14x14.train.117,SPT,2029
j.rnd_p1mdoubled.14x14.train.118,SPT,2101
j.rnd_p1mdoubled.14x14.train.119,SPT,2179
j.rnd_p1mdoubled.14x14.train.120,SPT,1964
j.rnd_p1mdoubled.14x14.train.121,SPT,2404
j.rnd_p1mdoubled.14x14.train.122,SPT,2392
j.rnd_p1mdoubled.14x14.train.123,SPT,2141
j.rnd_p1mdoubled.14x14.train.124,SPT,2716
j.rnd_p1mdoubled.14x14.train.125,SPT,2252
j.rnd_p1mdoubled.14x14.train.126,SPT,2584
j.rnd_p1mdoubled.14x14.train.127,SPT,2471
j.rnd_p1mdoubled.14x14.train.128,SPT,2430
j.rnd_p1mdoubled.14x14.train.129,SPT,2057
j.rnd_p1mdoubled.14x14.train.130,SPT,2555
j.rnd_p1mdoubled.14x14.train.131,SPT,2666
j.rnd_p1mdoubled.14x14.train.132,SPT,1800
j.rnd_p1mdoubled.14x14.train.133,SPT,2847
j.rnd_p1mdoubled.14x14.train.134,SPT,2146
j.rnd_p1mdoubled.14x14.train.135,SPT,1800
j.rnd_p1mdoubled.14x14.train.136,SPT,2655
j.rnd_p1mdoubled.14x14.train.137,SPT,2398
j.rnd_p1mdoubled.14x14.train.138,SPT,2072
j.rnd_p1mdoubled.14x14.train.139,SPT,2306
j.rnd_p1mdoubled.14x14.train.140,SPT,1838
j.rnd_p1mdoubled.14x14.train.141,SPT,1973
j.rnd_p1mdoubled.14x14.train.142,SPT,1706
j.rnd_p1mdoubled.14x14.train.143,SPT,2436
j.rnd_p1mdoubled.14x14.train.144,SPT,1817
j.rnd_p1mdoubled.14x14.train.145,SPT,2743
j.rnd_p1mdoubled.14x14.train.146,SPT,2177
j.rnd_p1mdoubled.14x14.train.147,SPT,2181
j.rnd_p1mdoubled.14x14.train.148,SPT,1986
j.rnd_p1mdoubled.14x14.train.149,SPT,1947
j.rnd_p1mdoubled.14x14.train.150,SPT,2690
j.rnd_p1mdoubled.14x14.train.151,SPT,1792
j.rnd_p1mdoubled.14x14.train.152,SPT,2339
j.rnd_p1mdoubled.14x14.train.153,SPT,2437
j.rnd_p1mdoubled.14x14.train.154,SPT,2255
j.rnd_p1mdoubled.14x14.train.155,SPT,2139
j.rnd_p1mdoubled.14x14.train.156,SPT,2273
j.rnd_p1mdoubled.14x14.train.157,SPT,2261
j.rnd_p1mdoubled.14x14.train.158,SPT,1895
j.rnd_p1mdoubled.14x14.train.159,SPT,2338
j.rnd_p1mdoubled.14x14.train.160,SPT,2449
j.rnd_p1mdoubled.14x14.train.161,SPT,2271
j.rnd_p1mdoubled.14x14.train.162,SPT,2413
j.rnd_p1mdoubled.14x14.train.163,SPT,1967
j.rnd_p1mdoubled.14x14.train.164,SPT,2064
j.rnd_p1mdoubled.14x14.train.165,SPT,2354
j.rnd_p1mdoubled.14x14.train.166,SPT,2070
j.rnd_p1mdoubled.14x14.train.167,SPT,1931
j.rnd_p1mdoubled.14x14.train.168,SPT,2365
j.rnd_p1mdoubled.14x14.train.169,SPT,2371
j.rnd_p1mdoubled.14x14.train.170,SPT,2421
j.rnd_p1mdoubled.14x14.train.171,SPT,1872
j.rnd_p1mdoubled.14x14.train.172,SPT,2534
j.rnd_p1mdoubled.14x14.train.173,SPT,2380
j.rnd_p1mdoubled.14x14.train.174,SPT,2197
j.rnd_p1mdoubled.14x14.train.175,SPT,2535
j.rnd_p1mdoubled.14x14.train.176,SPT,2479
j.rnd_p1mdoubled.14x14.train.177,SPT,2312
j.rnd_p1mdoubled.14x14.train.178,SPT,1868
j.rnd_p1mdoubled.14x14.train.179,SPT,2772
j.rnd_p1mdoubled.14x14.train.180,SPT,2326
j.rnd_p1mdoubled.14x14.train.181,SPT,2355
