Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
f.rndn.6x5.train.1,f,rndn,train,1,6,5,30,508
f.rndn.6x5.train.2,f,rndn,train,2,6,5,30,505
f.rndn.6x5.train.3,f,rndn,train,3,6,5,30,505
f.rndn.6x5.train.4,f,rndn,train,4,6,5,30,516
f.rndn.6x5.train.5,f,rndn,train,5,6,5,30,511
f.rndn.6x5.train.6,f,rndn,train,6,6,5,30,513
f.rndn.6x5.train.7,f,rndn,train,7,6,5,30,505
f.rndn.6x5.train.8,f,rndn,train,8,6,5,30,506
f.rndn.6x5.train.9,f,rndn,train,9,6,5,30,510
f.rndn.6x5.train.10,f,rndn,train,10,6,5,30,506
f.rndn.6x5.train.11,f,rndn,train,11,6,5,30,505
f.rndn.6x5.train.12,f,rndn,train,12,6,5,30,505
f.rndn.6x5.train.13,f,rndn,train,13,6,5,30,521
f.rndn.6x5.train.14,f,rndn,train,14,6,5,30,507
f.rndn.6x5.train.15,f,rndn,train,15,6,5,30,518
f.rndn.6x5.train.16,f,rndn,train,16,6,5,30,522
f.rndn.6x5.train.17,f,rndn,train,17,6,5,30,518
f.rndn.6x5.train.18,f,rndn,train,18,6,5,30,508
f.rndn.6x5.train.19,f,rndn,train,19,6,5,30,518
f.rndn.6x5.train.20,f,rndn,train,20,6,5,30,510
f.rndn.6x5.train.21,f,rndn,train,21,6,5,30,505
f.rndn.6x5.train.22,f,rndn,train,22,6,5,30,510
f.rndn.6x5.train.23,f,rndn,train,23,6,5,30,510
f.rndn.6x5.train.24,f,rndn,train,24,6,5,30,513
f.rndn.6x5.train.25,f,rndn,train,25,6,5,30,503
f.rndn.6x5.train.26,f,rndn,train,26,6,5,30,517
f.rndn.6x5.train.27,f,rndn,train,27,6,5,30,503
f.rndn.6x5.train.28,f,rndn,train,28,6,5,30,504
f.rndn.6x5.train.29,f,rndn,train,29,6,5,30,512
f.rndn.6x5.train.30,f,rndn,train,30,6,5,30,514
f.rndn.6x5.train.31,f,rndn,train,31,6,5,30,513
f.rndn.6x5.train.32,f,rndn,train,32,6,5,30,522
f.rndn.6x5.train.33,f,rndn,train,33,6,5,30,510
f.rndn.6x5.train.34,f,rndn,train,34,6,5,30,506
f.rndn.6x5.train.35,f,rndn,train,35,6,5,30,525
f.rndn.6x5.train.36,f,rndn,train,36,6,5,30,504
f.rndn.6x5.train.37,f,rndn,train,37,6,5,30,502
f.rndn.6x5.train.38,f,rndn,train,38,6,5,30,515
f.rndn.6x5.train.39,f,rndn,train,39,6,5,30,501
f.rndn.6x5.train.40,f,rndn,train,40,6,5,30,544
f.rndn.6x5.train.41,f,rndn,train,41,6,5,30,515
f.rndn.6x5.train.42,f,rndn,train,42,6,5,30,501
f.rndn.6x5.train.43,f,rndn,train,43,6,5,30,501
f.rndn.6x5.train.44,f,rndn,train,44,6,5,30,516
f.rndn.6x5.train.45,f,rndn,train,45,6,5,30,507
f.rndn.6x5.train.46,f,rndn,train,46,6,5,30,527
f.rndn.6x5.train.47,f,rndn,train,47,6,5,30,521
f.rndn.6x5.train.48,f,rndn,train,48,6,5,30,507
f.rndn.6x5.train.49,f,rndn,train,49,6,5,30,508
f.rndn.6x5.train.50,f,rndn,train,50,6,5,30,517
f.rndn.6x5.train.51,f,rndn,train,51,6,5,30,514
f.rndn.6x5.train.52,f,rndn,train,52,6,5,30,520
f.rndn.6x5.train.53,f,rndn,train,53,6,5,30,514
f.rndn.6x5.train.54,f,rndn,train,54,6,5,30,521
f.rndn.6x5.train.55,f,rndn,train,55,6,5,30,516
f.rndn.6x5.train.56,f,rndn,train,56,6,5,30,507
f.rndn.6x5.train.57,f,rndn,train,57,6,5,30,505
f.rndn.6x5.train.58,f,rndn,train,58,6,5,30,516
f.rndn.6x5.train.59,f,rndn,train,59,6,5,30,518
f.rndn.6x5.train.60,f,rndn,train,60,6,5,30,514
f.rndn.6x5.train.61,f,rndn,train,61,6,5,30,504
f.rndn.6x5.train.62,f,rndn,train,62,6,5,30,500
f.rndn.6x5.train.63,f,rndn,train,63,6,5,30,520
f.rndn.6x5.train.64,f,rndn,train,64,6,5,30,506
f.rndn.6x5.train.65,f,rndn,train,65,6,5,30,508
