Problem,Step,Track,V1
j.rnd,1,SPT,3000
j.rnd,1,LPT,3000
j.rnd,1,LWR,3000
j.rnd,1,MWR,3000
j.rnd,1,RND,3000
j.rnd,1,OPT,3000
j.rnd,2,SPT,3000
j.rnd,2,LPT,3000
j.rnd,2,LWR,3000
j.rnd,2,MWR,3000
j.rnd,2,RND,3000
j.rnd,2,OPT,3000
j.rnd,3,SPT,3000
j.rnd,3,LPT,3000
j.rnd,3,LWR,3000
j.rnd,3,MWR,3000
j.rnd,3,RND,3000
j.rnd,3,OPT,3000
j.rnd,4,SPT,3000
j.rnd,4,LPT,3000
j.rnd,4,LWR,3000
j.rnd,4,MWR,3000
j.rnd,4,RND,3000
j.rnd,4,OPT,3000
j.rnd,5,SPT,3000
j.rnd,5,LPT,3000
j.rnd,5,LWR,3000
j.rnd,5,MWR,3000
j.rnd,5,RND,3000
j.rnd,5,OPT,3000
j.rnd,6,SPT,2987
j.rnd,6,LPT,2988
j.rnd,6,LWR,2500
j.rnd,6,MWR,3000
j.rnd,6,RND,3000
j.rnd,6,OPT,3000
j.rnd,7,SPT,2957
j.rnd,7,LPT,2963
j.rnd,7,LWR,2500
j.rnd,7,MWR,3000
j.rnd,7,RND,2997
j.rnd,7,OPT,3000
j.rnd,8,SPT,2923
j.rnd,8,LPT,2925
j.rnd,8,LWR,2500
j.rnd,8,MWR,3000
j.rnd,8,RND,2997
j.rnd,8,OPT,2999
j.rnd,9,SPT,2872
j.rnd,9,LPT,2874
j.rnd,9,LWR,2500
j.rnd,9,MWR,3000
j.rnd,9,RND,2987
j.rnd,9,OPT,2999
j.rnd,10,SPT,2801
j.rnd,10,LPT,2821
j.rnd,10,LWR,2500
j.rnd,10,MWR,3000
j.rnd,10,RND,2967
j.rnd,10,OPT,2999
j.rnd,11,SPT,2741
j.rnd,11,LPT,2738
j.rnd,11,LWR,2000
j.rnd,11,MWR,3000
j.rnd,11,RND,2944
j.rnd,11,OPT,2996
j.rnd,12,SPT,2664
j.rnd,12,LPT,2668
j.rnd,12,LWR,2000
j.rnd,12,MWR,3000
j.rnd,12,RND,2918
j.rnd,12,OPT,2994
j.rnd,13,SPT,2571
j.rnd,13,LPT,2593
j.rnd,13,LWR,2000
j.rnd,13,MWR,3000
j.rnd,13,RND,2880
j.rnd,13,OPT,2983
j.rnd,14,SPT,2490
j.rnd,14,LPT,2488
j.rnd,14,LWR,2000
j.rnd,14,MWR,3000
j.rnd,14,RND,2837
j.rnd,14,OPT,2974
j.rnd,15,SPT,2383
j.rnd,15,LPT,2389
j.rnd,15,LWR,2000
j.rnd,15,MWR,2999
j.rnd,15,RND,2771
j.rnd,15,OPT,2958
j.rnd,16,SPT,2287
j.rnd,16,LPT,2296
j.rnd,16,LWR,1500
j.rnd,16,MWR,2998
j.rnd,16,RND,2712
j.rnd,16,OPT,2937
j.rnd,17,SPT,2183
j.rnd,17,LPT,2193
j.rnd,17,LWR,1500
j.rnd,17,MWR,2993
j.rnd,17,RND,2633
j.rnd,17,OPT,2902
j.rnd,18,SPT,2046
j.rnd,18,LPT,2066
j.rnd,18,LWR,1500
j.rnd,18,MWR,2988
j.rnd,18,RND,2551
j.rnd,18,OPT,2859
j.rnd,19,SPT,1929
j.rnd,19,LPT,1954
j.rnd,19,LWR,1500
j.rnd,19,MWR,2978
j.rnd,19,RND,2440
j.rnd,19,OPT,2809
j.rnd,20,SPT,1822
j.rnd,20,LPT,1819
j.rnd,20,LWR,1500
j.rnd,20,MWR,2950
j.rnd,20,RND,2334
j.rnd,20,OPT,2738
j.rnd,21,SPT,1684
j.rnd,21,LPT,1703
j.rnd,21,LWR,1000
j.rnd,21,MWR,2890
j.rnd,21,RND,2201
j.rnd,21,OPT,2644
j.rnd,22,SPT,1544
j.rnd,22,LPT,1562
j.rnd,22,LWR,1000
j.rnd,22,MWR,2795
j.rnd,22,RND,2077
j.rnd,22,OPT,2536
j.rnd,23,SPT,1396
j.rnd,23,LPT,1423
j.rnd,23,LWR,1000
j.rnd,23,MWR,2652
j.rnd,23,RND,1928
j.rnd,23,OPT,2387
j.rnd,24,SPT,1264
j.rnd,24,LPT,1298
j.rnd,24,LWR,1000
j.rnd,24,MWR,2455
j.rnd,24,RND,1768
j.rnd,24,OPT,2224
j.rnd,25,SPT,1157
j.rnd,25,LPT,1176
j.rnd,25,LWR,1000
j.rnd,25,MWR,2220
j.rnd,25,RND,1609
j.rnd,25,OPT,2032
j.rnd,26,SPT,948
j.rnd,26,LPT,978
j.rnd,26,LWR,500
j.rnd,26,MWR,1947
j.rnd,26,RND,1414
j.rnd,26,OPT,1824
j.rnd,27,SPT,800
j.rnd,27,LPT,810
j.rnd,27,LWR,500
j.rnd,27,MWR,1636
j.rnd,27,RND,1212
j.rnd,27,OPT,1576
j.rnd,28,SPT,669
j.rnd,28,LPT,697
j.rnd,28,LWR,500
j.rnd,28,MWR,1295
j.rnd,28,RND,970
j.rnd,28,OPT,1267
j.rnd,29,SPT,579
j.rnd,29,LPT,594
j.rnd,29,LWR,500
j.rnd,29,MWR,934
j.rnd,29,RND,743
j.rnd,29,OPT,902
j.rnd,30,SPT,500
j.rnd,30,LPT,500
j.rnd,30,LWR,500
j.rnd,30,MWR,500
j.rnd,30,RND,500
j.rnd,30,OPT,53
