Problem,Feature,Step,Track,mu
j.rndn,phi.proc,1,SPT,-0.776
j.rndn,phi.proc,1,LPT,0.8088
j.rndn,phi.proc,1,LWR,-0.3864
j.rndn,phi.proc,1,MWR,0.414
j.rndn,phi.proc,1,RND,0.0268
j.rndn,phi.proc,1,OPT,0.0456
j.rndn,phi.proc,2,SPT,-0.5872
j.rndn,phi.proc,2,LPT,0.5896
j.rndn,phi.proc,2,LWR,-0.3716
j.rndn,phi.proc,2,MWR,0.1716
j.rndn,phi.proc,2,RND,0.0264
j.rndn,phi.proc,2,OPT,-0.004
j.rndn,phi.proc,3,SPT,-0.4536
j.rndn,phi.proc,3,LPT,0.4708
j.rndn,phi.proc,3,LWR,-0.342
j.rndn,phi.proc,3,MWR,0.0636
j.rndn,phi.proc,3,RND,-0.0328
j.rndn,phi.proc,3,OPT,-0.042
j.rndn,phi.proc,4,SPT,-0.36
j.rndn,phi.proc,4,LPT,0.3632
j.rndn,phi.proc,4,LWR,-0.336
j.rndn,phi.proc,4,MWR,-0.0676
j.rndn,phi.proc,4,RND,0.0048
j.rndn,phi.proc,4,OPT,0.0536
j.rndn,phi.proc,5,SPT,-0.3056
j.rndn,phi.proc,5,LPT,0.276
j.rndn,phi.proc,5,LWR,-0.344
j.rndn,phi.proc,5,MWR,-0.11
j.rndn,phi.proc,5,RND,0.0632
j.rndn,phi.proc,5,OPT,-0.0048
j.rndn,phi.proc,6,SPT,-0.258
j.rndn,phi.proc,6,LPT,0.238
j.rndn,phi.proc,6,LWR,-0.1048
j.rndn,phi.proc,6,MWR,-0.3808
j.rndn,phi.proc,6,RND,0.0104
j.rndn,phi.proc,6,OPT,-0.008
j.rndn,phi.proc,7,SPT,-0.2024
j.rndn,phi.proc,7,LPT,0.1876
j.rndn,phi.proc,7,LWR,-0.2384
j.rndn,phi.proc,7,MWR,0.3756
j.rndn,phi.proc,7,RND,-0.0612
j.rndn,phi.proc,7,OPT,-0.0292
j.rndn,phi.proc,8,SPT,-0.134
j.rndn,phi.proc,8,LPT,0.1208
j.rndn,phi.proc,8,LWR,-0.1908
j.rndn,phi.proc,8,MWR,0.1808
j.rndn,phi.proc,8,RND,0.0164
j.rndn,phi.proc,8,OPT,-0.0444
j.rndn,phi.proc,9,SPT,-0.118
j.rndn,phi.proc,9,LPT,0.0968
j.rndn,phi.proc,9,LWR,-0.2136
j.rndn,phi.proc,9,MWR,0.0444
j.rndn,phi.proc,9,RND,-0.0012
j.rndn,phi.proc,9,OPT,0.0268
j.rndn,phi.proc,10,SPT,-0.0656
j.rndn,phi.proc,10,LPT,0.0476
j.rndn,phi.proc,10,LWR,-0.1996
j.rndn,phi.proc,10,MWR,-0.082
j.rndn,phi.proc,10,RND,0.0096
j.rndn,phi.proc,10,OPT,0.0012
j.rndn,phi.proc,11,SPT,-0.0428
j.rndn,phi.proc,11,LPT,0.0376
j.rndn,phi.proc,11,LWR,-0.036
j.rndn,phi.proc,11,MWR,-0.2216
j.rndn,phi.proc,11,RND,-0.0088
j.rndn,phi.proc,11,OPT,0.0216
j.rndn,phi.proc,12,SPT,0.0192
j.rndn,phi.proc,12,LPT,0.0376
j.rndn,phi.proc,12,LWR,-0.054
j.rndn,phi.proc,12,MWR,-0.418
j.rndn,phi.proc,12,RND,-0.0196
j.rndn,phi.proc,12,OPT,0.0048
j.rndn,phi.proc,13,SPT,0.0488
j.rndn,phi.proc,13,LPT,-0.0296
j.rndn,phi.proc,13,LWR,-0.0504
j.rndn,phi.proc,13,MWR,0.4208
j.rndn,phi.proc,13,RND,-0.008
j.rndn,phi.proc,13,OPT,0.0128
j.rndn,phi.proc,14,SPT,0.0752
j.rndn,phi.proc,14,LPT,-0.0476
j.rndn,phi.proc,14,LWR,-0.0708
j.rndn,phi.proc,14,MWR,0.2512
j.rndn,phi.proc,14,RND,0.0288
j.rndn,phi.proc,14,OPT,0.0224
j.rndn,phi.proc,15,SPT,0.0624
j.rndn,phi.proc,15,LPT,-0.0776
j.rndn,phi.proc,15,LWR,-0.0868
j.rndn,phi.proc,15,MWR,0.0748
j.rndn,phi.proc,15,RND,-0.0188
j.rndn,phi.proc,15,OPT,0.026
j.rndn,phi.proc,16,SPT,0.0656
j.rndn,phi.proc,16,LPT,-0.098
j.rndn,phi.proc,16,LWR,0.0448
j.rndn,phi.proc,16,MWR,-0.0532
j.rndn,phi.proc,16,RND,-0.0168
j.rndn,phi.proc,16,OPT,0.0484
j.rndn,phi.proc,17,SPT,0.1356
j.rndn,phi.proc,17,LPT,-0.1348
j.rndn,phi.proc,17,LWR,0.0424
j.rndn,phi.proc,17,MWR,-0.2276
j.rndn,phi.proc,17,RND,-0.014
j.rndn,phi.proc,17,OPT,-0.000399999999999999
j.rndn,phi.proc,18,SPT,0.1568
j.rndn,phi.proc,18,LPT,-0.1636
j.rndn,phi.proc,18,LWR,0.032
j.rndn,phi.proc,18,MWR,-0.4556
j.rndn,phi.proc,18,RND,-0.036
j.rndn,phi.proc,18,OPT,0.032
j.rndn,phi.proc,19,SPT,0.1432
j.rndn,phi.proc,19,LPT,-0.1708
j.rndn,phi.proc,19,LWR,0.068
j.rndn,phi.proc,19,MWR,0.5924
j.rndn,phi.proc,19,RND,-0.0236
j.rndn,phi.proc,19,OPT,-0.016
j.rndn,phi.proc,20,SPT,0.1472
j.rndn,phi.proc,20,LPT,-0.1748
j.rndn,phi.proc,20,LWR,0.086
j.rndn,phi.proc,20,MWR,0.308
j.rndn,phi.proc,20,RND,-2.89273271135426e-18
j.rndn,phi.proc,20,OPT,0.0056
j.rndn,phi.proc,21,SPT,0.2228
j.rndn,phi.proc,21,LPT,-0.212
j.rndn,phi.proc,21,LWR,0.1696
j.rndn,phi.proc,21,MWR,0.0688
j.rndn,phi.proc,21,RND,-0.0284
j.rndn,phi.proc,21,OPT,0.0584
j.rndn,phi.proc,22,SPT,0.224
j.rndn,phi.proc,22,LPT,-0.2292
j.rndn,phi.proc,22,LWR,0.1528
j.rndn,phi.proc,22,MWR,-0.0652
j.rndn,phi.proc,22,RND,0.0156
j.rndn,phi.proc,22,OPT,-0.0144
j.rndn,phi.proc,23,SPT,0.2196
j.rndn,phi.proc,23,LPT,-0.216
j.rndn,phi.proc,23,LWR,0.2392
j.rndn,phi.proc,23,MWR,-0.3524
j.rndn,phi.proc,23,RND,-0.0184
j.rndn,phi.proc,23,OPT,-0.0044
j.rndn,phi.proc,24,SPT,0.22
j.rndn,phi.proc,24,LPT,-0.2352
j.rndn,phi.proc,24,LWR,0.2024
j.rndn,phi.proc,24,MWR,-0.55
j.rndn,phi.proc,24,RND,0.0256
j.rndn,phi.proc,24,OPT,-0.0456
j.rndn,phi.proc,25,SPT,0.1976
j.rndn,phi.proc,25,LPT,-0.2248
j.rndn,phi.proc,25,LWR,0.1464
j.rndn,phi.proc,25,MWR,0.7728
j.rndn,phi.proc,25,RND,-0.0048
j.rndn,phi.proc,25,OPT,0.000399999999999997
j.rndn,phi.proc,26,SPT,0.4072
j.rndn,phi.proc,26,LPT,-0.3672
j.rndn,phi.proc,26,LWR,0.4036
j.rndn,phi.proc,26,MWR,0.4712
j.rndn,phi.proc,26,RND,-0.0412
j.rndn,phi.proc,26,OPT,0.0144
j.rndn,phi.proc,27,SPT,0.296
j.rndn,phi.proc,27,LPT,-0.3128
j.rndn,phi.proc,27,LWR,0.348
j.rndn,phi.proc,27,MWR,0.14
j.rndn,phi.proc,27,RND,-0.0176
j.rndn,phi.proc,27,OPT,-0.036
j.rndn,phi.proc,28,SPT,0.2692
j.rndn,phi.proc,28,LPT,-0.2292
j.rndn,phi.proc,28,LWR,0.3224
j.rndn,phi.proc,28,MWR,-0.1604
j.rndn,phi.proc,28,RND,0.0504
j.rndn,phi.proc,28,OPT,0.0888
j.rndn,phi.proc,29,SPT,0.1844
j.rndn,phi.proc,29,LPT,-0.2168
j.rndn,phi.proc,29,LWR,0.3516
j.rndn,phi.proc,29,MWR,-0.4912
j.rndn,phi.proc,29,RND,-0.0248
j.rndn,phi.proc,29,OPT,-0.054
j.rndn,phi.proc,30,SPT,0.1416
j.rndn,phi.proc,30,LPT,-0.2012
j.rndn,phi.proc,30,LWR,0.3492
j.rndn,phi.proc,30,MWR,-0.7812
j.rndn,phi.proc,30,RND,0.0312
j.rndn,phi.startTime,1,SPT,-1
j.rndn,phi.startTime,1,LPT,-1
j.rndn,phi.startTime,1,LWR,-1
j.rndn,phi.startTime,1,MWR,-1
j.rndn,phi.startTime,1,RND,-1
j.rndn,phi.startTime,1,OPT,-1
j.rndn,phi.startTime,2,SPT,-0.94579419525066
j.rndn,phi.startTime,2,LPT,-0.942
j.rndn,phi.startTime,2,LWR,-0.873171503957784
j.rndn,phi.startTime,2,MWR,-0.973730870712401
j.rndn,phi.startTime,2,RND,-0.953514511873351
j.rndn,phi.startTime,2,OPT,-1
j.rndn,phi.startTime,3,SPT,-0.890337730870712
j.rndn,phi.startTime,3,LPT,-0.891034300791557
j.rndn,phi.startTime,3,LWR,-0.746147757255937
j.rndn,phi.startTime,3,MWR,-0.942158311345646
j.rndn,phi.startTime,3,RND,-0.91888654353562
j.rndn,phi.startTime,3,OPT,-0.995118733509235
j.rndn,phi.startTime,4,SPT,-0.83954617414248
j.rndn,phi.startTime,4,LPT,-0.843139841688654
j.rndn,phi.startTime,4,LWR,-0.618733509234829
j.rndn,phi.startTime,4,MWR,-0.931034300791557
j.rndn,phi.startTime,4,RND,-0.874786279683377
j.rndn,phi.startTime,4,OPT,-0.947377308707124
j.rndn,phi.startTime,5,SPT,-0.77911345646438
j.rndn,phi.startTime,5,LPT,-0.775625329815303
j.rndn,phi.startTime,5,LWR,-0.491240105540897
j.rndn,phi.startTime,5,MWR,-0.893862796833773
j.rndn,phi.startTime,5,RND,-0.839150395778364
j.rndn,phi.startTime,5,OPT,-0.887002638522427
j.rndn,phi.startTime,6,SPT,-0.720337730870712
j.rndn,phi.startTime,6,LPT,-0.741298153034301
j.rndn,phi.startTime,6,LWR,-0.943176781002639
j.rndn,phi.startTime,6,MWR,-0.857519788918206
j.rndn,phi.startTime,6,RND,-0.798949868073879
j.rndn,phi.startTime,6,OPT,-0.861915567282322
j.rndn,phi.startTime,7,SPT,-0.679345646437995
j.rndn,phi.startTime,7,LPT,-0.719060686015831
j.rndn,phi.startTime,7,LWR,-0.753883905013193
j.rndn,phi.startTime,7,MWR,-0.812749340369393
j.rndn,phi.startTime,7,RND,-0.751034300791557
j.rndn,phi.startTime,7,OPT,-0.839868073878628
j.rndn,phi.startTime,8,SPT,-0.653878627968338
j.rndn,phi.startTime,8,LPT,-0.678823218997362
j.rndn,phi.startTime,8,LWR,-0.58335092348285
j.rndn,phi.startTime,8,MWR,-0.765398416886544
j.rndn,phi.startTime,8,RND,-0.724168865435356
j.rndn,phi.startTime,8,OPT,-0.794052770448549
j.rndn,phi.startTime,9,SPT,-0.627382585751979
j.rndn,phi.startTime,9,LPT,-0.630184696569921
j.rndn,phi.startTime,9,LWR,-0.429171503957784
j.rndn,phi.startTime,9,MWR,-0.737562005277045
j.rndn,phi.startTime,9,RND,-0.706327176781003
j.rndn,phi.startTime,9,OPT,-0.756364116094987
j.rndn,phi.startTime,10,SPT,-0.594105540897098
j.rndn,phi.startTime,10,LPT,-0.609994722955145
j.rndn,phi.startTime,10,LWR,-0.296548812664908
j.rndn,phi.startTime,10,MWR,-0.70465963060686
j.rndn,phi.startTime,10,RND,-0.660321899736148
j.rndn,phi.startTime,10,OPT,-0.726844327176781
j.rndn,phi.startTime,11,SPT,-0.541139841688654
j.rndn,phi.startTime,11,LPT,-0.582343007915567
j.rndn,phi.startTime,11,LWR,-0.880506596306069
j.rndn,phi.startTime,11,MWR,-0.677841688654354
j.rndn,phi.startTime,11,RND,-0.622437994722955
j.rndn,phi.startTime,11,OPT,-0.69865963060686
j.rndn,phi.startTime,12,SPT,-0.501625329815303
