Problem,Feature,Step,Track,mu
j.rnd_p1mdoubled,phi.proc,1,SPT,-0.843593908629442
j.rnd_p1mdoubled,phi.proc,1,LPT,0.184751269035533
j.rnd_p1mdoubled,phi.proc,1,LWR,-0.608467005076142
j.rnd_p1mdoubled,phi.proc,1,MWR,-0.175126903553299
j.rnd_p1mdoubled,phi.proc,1,RND,-0.397116751269036
j.rnd_p1mdoubled,phi.proc,1,OPT,-0.423472081218274
j.rnd_p1mdoubled,phi.proc,2,SPT,-0.738903553299492
j.rnd_p1mdoubled,phi.proc,2,LPT,-0.101502538071066
j.rnd_p1mdoubled,phi.proc,2,LWR,-0.606091370558376
j.rnd_p1mdoubled,phi.proc,2,MWR,-0.226700507614213
j.rnd_p1mdoubled,phi.proc,2,RND,-0.374842639593909
j.rnd_p1mdoubled,phi.proc,2,OPT,-0.425137055837563
j.rnd_p1mdoubled,phi.proc,3,SPT,-0.674700507614213
j.rnd_p1mdoubled,phi.proc,3,LPT,-0.168345177664975
j.rnd_p1mdoubled,phi.proc,3,LWR,-0.597197969543147
j.rnd_p1mdoubled,phi.proc,3,MWR,-0.276243654822335
j.rnd_p1mdoubled,phi.proc,3,RND,-0.383553299492386
j.rnd_p1mdoubled,phi.proc,3,OPT,-0.433401015228426
j.rnd_p1mdoubled,phi.proc,4,SPT,-0.626862944162437
j.rnd_p1mdoubled,phi.proc,4,LPT,-0.239715736040609
j.rnd_p1mdoubled,phi.proc,4,LWR,-0.615167512690355
j.rnd_p1mdoubled,phi.proc,4,MWR,-0.304507614213198
j.rnd_p1mdoubled,phi.proc,4,RND,-0.409766497461929
j.rnd_p1mdoubled,phi.proc,4,OPT,-0.416121827411167
j.rnd_p1mdoubled,phi.proc,5,SPT,-0.602477157360406
j.rnd_p1mdoubled,phi.proc,5,LPT,-0.280832487309645
j.rnd_p1mdoubled,phi.proc,5,LWR,-0.609380710659899
j.rnd_p1mdoubled,phi.proc,5,MWR,-0.271878172588833
j.rnd_p1mdoubled,phi.proc,5,RND,-0.400223350253807
j.rnd_p1mdoubled,phi.proc,5,OPT,-0.415939086294416
j.rnd_p1mdoubled,phi.proc,6,SPT,-0.55346192893401
j.rnd_p1mdoubled,phi.proc,6,LPT,-0.270741116751269
j.rnd_p1mdoubled,phi.proc,6,LWR,-0.48156345177665
j.rnd_p1mdoubled,phi.proc,6,MWR,-0.322253807106599
j.rnd_p1mdoubled,phi.proc,6,RND,-0.406639593908629
j.rnd_p1mdoubled,phi.proc,6,OPT,-0.413157360406091
j.rnd_p1mdoubled,phi.proc,7,SPT,-0.525137055837563
j.rnd_p1mdoubled,phi.proc,7,LPT,-0.279756345177665
j.rnd_p1mdoubled,phi.proc,7,LWR,-0.516426395939086
j.rnd_p1mdoubled,phi.proc,7,MWR,-0.324060913705584
j.rnd_p1mdoubled,phi.proc,7,RND,-0.437015228426396
j.rnd_p1mdoubled,phi.proc,7,OPT,-0.405116751269036
j.rnd_p1mdoubled,phi.proc,8,SPT,-0.511715736040609
j.rnd_p1mdoubled,phi.proc,8,LPT,-0.339715736040609
j.rnd_p1mdoubled,phi.proc,8,LWR,-0.523796954314721
j.rnd_p1mdoubled,phi.proc,8,MWR,-0.282680203045685
j.rnd_p1mdoubled,phi.proc,8,RND,-0.416040609137056
j.rnd_p1mdoubled,phi.proc,8,OPT,-0.444893401015228
j.rnd_p1mdoubled,phi.proc,9,SPT,-0.482010152284264
j.rnd_p1mdoubled,phi.proc,9,LPT,-0.377197969543147
j.rnd_p1mdoubled,phi.proc,9,LWR,-0.509908629441624
j.rnd_p1mdoubled,phi.proc,9,MWR,-0.340913705583756
j.rnd_p1mdoubled,phi.proc,9,RND,-0.356609137055838
j.rnd_p1mdoubled,phi.proc,9,OPT,-0.400730964467005
j.rnd_p1mdoubled,phi.proc,10,SPT,-0.464426395939086
j.rnd_p1mdoubled,phi.proc,10,LPT,-0.386071065989848
j.rnd_p1mdoubled,phi.proc,10,LWR,-0.528284263959391
j.rnd_p1mdoubled,phi.proc,10,MWR,-0.349015228426396
j.rnd_p1mdoubled,phi.proc,10,RND,-0.414598984771574
j.rnd_p1mdoubled,phi.proc,10,OPT,-0.422761421319797
j.rnd_p1mdoubled,phi.proc,11,SPT,-0.486314720812183
j.rnd_p1mdoubled,phi.proc,11,LPT,-0.39394923857868
j.rnd_p1mdoubled,phi.proc,11,LWR,-0.431329949238579
j.rnd_p1mdoubled,phi.proc,11,MWR,-0.348
j.rnd_p1mdoubled,phi.proc,11,RND,-0.396548223350254
j.rnd_p1mdoubled,phi.proc,11,OPT,-0.389868020304569
j.rnd_p1mdoubled,phi.proc,12,SPT,-0.421360406091371
j.rnd_p1mdoubled,phi.proc,12,LPT,-0.43405076142132
j.rnd_p1mdoubled,phi.proc,12,LWR,-0.442395939086294
j.rnd_p1mdoubled,phi.proc,12,MWR,-0.387532994923858
j.rnd_p1mdoubled,phi.proc,12,RND,-0.397624365482234
j.rnd_p1mdoubled,phi.proc,12,OPT,-0.39092385786802
j.rnd_p1mdoubled,phi.proc,13,SPT,-0.425624365482233
j.rnd_p1mdoubled,phi.proc,13,LPT,-0.395492385786802
j.rnd_p1mdoubled,phi.proc,13,LWR,-0.443817258883249
j.rnd_p1mdoubled,phi.proc,13,MWR,-0.383065989847716
j.rnd_p1mdoubled,phi.proc,13,RND,-0.376994923857868
j.rnd_p1mdoubled,phi.proc,13,OPT,-0.388629441624365
j.rnd_p1mdoubled,phi.proc,14,SPT,-0.409989847715736
j.rnd_p1mdoubled,phi.proc,14,LPT,-0.404893401015228
j.rnd_p1mdoubled,phi.proc,14,LWR,-0.438903553299492
j.rnd_p1mdoubled,phi.proc,14,MWR,-0.329827411167513
j.rnd_p1mdoubled,phi.proc,14,RND,-0.396142131979695
j.rnd_p1mdoubled,phi.proc,14,OPT,-0.394862944162437
j.rnd_p1mdoubled,phi.proc,15,SPT,-0.387715736040609
j.rnd_p1mdoubled,phi.proc,15,LPT,-0.460243654822335
j.rnd_p1mdoubled,phi.proc,15,LWR,-0.421319796954315
j.rnd_p1mdoubled,phi.proc,15,MWR,-0.393725888324873
j.rnd_p1mdoubled,phi.proc,15,RND,-0.40546192893401
j.rnd_p1mdoubled,phi.proc,15,OPT,-0.392934010152284
