Problem,Step,Rank,Track,V1
f.mc,1,p,SPT,4920
f.mc,1,p,LPT,4920
f.mc,1,p,LWR,4920
f.mc,1,p,MWR,4920
f.mc,1,p,RND,4920
f.mc,1,p,OPT,4920
f.mc,1,p,ES.rho,4920
f.mc,1,p,ES.Cmax,4920
f.mc,2,p,SPT,3080
f.mc,2,p,LPT,3020
f.mc,2,p,LWR,3340
f.mc,2,p,MWR,2620
f.mc,2,p,RND,3000
f.mc,2,p,OPT,3360
f.mc,2,p,ES.rho,2990
f.mc,2,p,ES.Cmax,2990
f.mc,3,p,SPT,4500
f.mc,3,p,LPT,2600
f.mc,3,p,LWR,3340
f.mc,3,p,MWR,3860
f.mc,3,p,RND,3690
f.mc,3,p,OPT,4140
f.mc,3,p,ES.rho,2960
f.mc,3,p,ES.Cmax,2980
f.mc,4,p,SPT,4230
f.mc,4,p,LPT,2620
f.mc,4,p,LWR,3340
f.mc,4,p,MWR,3840
f.mc,4,p,RND,3290
f.mc,4,p,OPT,3850
f.mc,4,p,ES.rho,2660
f.mc,4,p,ES.Cmax,2960
f.mc,5,p,SPT,4370
f.mc,5,p,LPT,2300
f.mc,5,p,LWR,3340
f.mc,5,p,MWR,3780
f.mc,5,p,RND,3320
f.mc,5,p,OPT,4050
f.mc,5,p,ES.rho,2550
f.mc,5,p,ES.Cmax,2960
f.mc,6,p,SPT,4208
f.mc,6,p,LPT,952
f.mc,6,p,LWR,2672
f.mc,6,p,MWR,2590
f.mc,6,p,RND,3350
f.mc,6,p,OPT,4000
f.mc,6,p,ES.rho,2398
f.mc,6,p,ES.Cmax,2368
f.mc,7,p,SPT,4442
f.mc,7,p,LPT,730
f.mc,7,p,LWR,2128
f.mc,7,p,MWR,2560
f.mc,7,p,RND,3190
f.mc,7,p,OPT,3954
f.mc,7,p,ES.rho,2246
f.mc,7,p,ES.Cmax,1744
f.mc,8,p,SPT,4332
f.mc,8,p,LPT,1122
f.mc,8,p,LWR,1976
f.mc,8,p,MWR,2620
f.mc,8,p,RND,2822
f.mc,8,p,OPT,3856
f.mc,8,p,ES.rho,2074
f.mc,8,p,ES.Cmax,1664
