Problem,Track,Step,Followed,best.mu,worst.mu,mu
f.mc,SPT,1,FALSE,0.15612,1.327,0.705532
f.mc,SPT,1,TRUE,0.24138,0.24138,0.24138
f.mc,SPT,2,FALSE,0.2481,0.57748,0.338868
f.mc,SPT,2,TRUE,0.28918,0.28918,0.28918
f.mc,SPT,3,FALSE,0.28918,3.85148,1.030864
f.mc,SPT,3,TRUE,0.56096,0.56096,0.56096
f.mc,SPT,4,FALSE,0.56096,4.39114,1.677208
f.mc,SPT,4,TRUE,0.78664,0.78664,0.78664
f.mc,SPT,5,FALSE,0.78664,5.62778,2.389448
f.mc,SPT,5,TRUE,0.97734,0.97734,0.97734
f.mc,SPT,6,FALSE,0.97804,5.9998,2.872141
f.mc,SPT,6,TRUE,1.10036,1.10036,1.10036
f.mc,SPT,7,FALSE,1.2069,6.8149,3.261269
f.mc,SPT,7,TRUE,2.61792,2.61792,2.61792
f.mc,SPT,8,FALSE,2.61792,7.54896,4.154019
f.mc,SPT,8,TRUE,2.94616,2.94616,2.94616
f.mc,SPT,9,FALSE,2.94616,8.58222,4.738495
f.mc,SPT,9,TRUE,3.32492,3.32492,3.32492
f.mc,SPT,10,FALSE,3.32492,9.08494,5.235801
f.mc,SPT,10,TRUE,3.67096,3.67096,3.67096
f.mc,SPT,11,FALSE,3.67298,9.37166,5.76914866666667
f.mc,SPT,11,TRUE,4.49508,4.49508,4.49508
f.mc,SPT,12,FALSE,4.49556,10.00952,6.54154333333333
f.mc,SPT,12,TRUE,4.5723,4.5723,4.5723
f.mc,SPT,13,FALSE,4.64622,10.316,6.85506066666667
f.mc,SPT,13,TRUE,5.98606,5.98606,5.98606
f.mc,SPT,14,FALSE,5.98606,11.4955,7.86406433333333
f.mc,SPT,14,TRUE,6.23388,6.23388,6.23388
f.mc,SPT,15,FALSE,6.23718,11.5951,8.177186
f.mc,SPT,15,TRUE,6.78922,6.78922,6.78922
f.mc,SPT,16,FALSE,6.8037,11.81262,8.72523566666667
f.mc,SPT,16,TRUE,7.52156,7.52156,7.52156
f.mc,SPT,17,FALSE,7.52902,12.227,9.40936933333333
f.mc,SPT,17,TRUE,7.8398,7.8398,7.8398
f.mc,SPT,18,FALSE,7.85618,12.44578,9.74379733333333
f.mc,SPT,18,TRUE,8.03876,8.03876,8.03876
f.mc,SPT,19,FALSE,8.15386,12.41078,10.044746
f.mc,SPT,19,TRUE,9.53064,9.53064,9.53064
f.mc,SPT,20,FALSE,9.53064,13.42046,11.0380643333333
f.mc,SPT,20,TRUE,9.69648,9.69648,9.69648
f.mc,SPT,21,FALSE,9.78684,13.2745,11.199975
f.mc,SPT,21,TRUE,10.73372,10.73372,10.73372
f.mc,SPT,22,FALSE,10.75814,13.95476,12.049223
f.mc,SPT,22,TRUE,11.18738,11.18738,11.18738
f.mc,SPT,23,FALSE,11.2697,13.92506,12.3738286666667
f.mc,SPT,23,TRUE,11.93338,11.93338,11.93338
f.mc,SPT,24,FALSE,11.93394,14.23934,12.927022
f.mc,SPT,24,TRUE,12.00396,12.00396,12.00396
f.mc,SPT,25,FALSE,12.12152,13.93756,12.9872913333333
f.mc,SPT,25,TRUE,13.0427,13.0427,13.0427
f.mc,SPT,26,FALSE,15.572382133995,17.1854342431762,16.2380190239868
f.mc,SPT,26,TRUE,13.55298,13.55298,13.55298
f.mc,SPT,27,FALSE,17.4874418604651,18.7407973421927,17.9741638981174
f.mc,SPT,27,TRUE,13.99122,13.99122,13.99122
f.mc,SPT,28,FALSE,18.71505,19.54695,19.131
f.mc,SPT,28,TRUE,14.11494,14.11494,14.11494
f.mc,SPT,29,FALSE,20.5317525773196,20.5317525773196,20.5317525773196
f.mc,SPT,29,TRUE,14.15626,14.15626,14.15626
f.mc,SPT,30,TRUE,14.15626,14.15626,14.15626
f.mc,LPT,1,FALSE,0.0053,1.15538,0.549396
f.mc,LPT,1,TRUE,1.02206,1.02206,1.02206
f.mc,LPT,2,FALSE,1.02206,1.33014,1.099056
f.mc,LPT,2,TRUE,1.10964,1.10964,1.10964
f.mc,LPT,3,FALSE,1.10964,1.36796,1.16998
f.mc,LPT,3,TRUE,1.189,1.189,1.189
f.mc,LPT,4,FALSE,1.189,1.4333,1.244512
f.mc,LPT,4,TRUE,1.40918,1.40918,1.40918
f.mc,LPT,5,FALSE,1.40918,1.58402,1.447864
f.mc,LPT,5,TRUE,1.6502,1.6502,1.6502
f.mc,LPT,6,FALSE,1.6502,1.727,1.669193
f.mc,LPT,6,TRUE,1.75092,1.75092,1.75092
f.mc,LPT,7,FALSE,1.75092,1.80106,1.763062
f.mc,LPT,7,TRUE,1.86536,1.86536,1.86536
f.mc,LPT,8,FALSE,1.86536,1.91484,1.876335
f.mc,LPT,8,TRUE,2.65596,2.65596,2.65596
f.mc,LPT,9,FALSE,2.65596,2.69324,2.663871
f.mc,LPT,9,TRUE,3.0528,3.0528,3.0528
f.mc,LPT,10,FALSE,3.0528,3.08496,3.059686
f.mc,LPT,10,TRUE,3.4511,3.4511,3.4511
f.mc,LPT,11,FALSE,3.4511,3.4721,3.45626433333333
f.mc,LPT,11,TRUE,3.60674,3.60674,3.60674
f.mc,LPT,12,FALSE,3.60674,3.62296,3.61102766666667
f.mc,LPT,12,TRUE,4.1359,4.1359,4.1359
f.mc,LPT,13,FALSE,4.1359,4.14506,4.138841
f.mc,LPT,13,TRUE,4.40494,4.40494,4.40494
f.mc,LPT,14,FALSE,4.40494,4.41276,4.40729566666667
f.mc,LPT,14,TRUE,4.95096,4.95096,4.95096
f.mc,LPT,15,FALSE,4.95096,4.95824,4.95310766666667
f.mc,LPT,15,TRUE,5.16532,5.16532,5.16532
f.mc,LPT,16,FALSE,5.16532,5.1726,5.167321
f.mc,LPT,16,TRUE,5.46024,5.46024,5.46024
f.mc,LPT,17,FALSE,5.46024,5.46764,5.462805
f.mc,LPT,17,TRUE,5.76432,5.76432,5.76432
f.mc,LPT,18,FALSE,5.76432,5.7673,5.765125
f.mc,LPT,18,TRUE,6.07572,6.07572,6.07572
f.mc,LPT,19,FALSE,6.07572,6.0787,6.07675333333333
f.mc,LPT,19,TRUE,6.12506,6.12506,6.12506
f.mc,LPT,20,FALSE,6.12506,6.12506,6.12506
f.mc,LPT,20,TRUE,6.4389,6.4389,6.4389
f.mc,LPT,21,FALSE,6.4389,6.4389,6.4389
f.mc,LPT,21,TRUE,6.56946,6.56946,6.56946
f.mc,LPT,22,FALSE,6.56946,6.56946,6.56946
f.mc,LPT,22,TRUE,6.84494,6.84494,6.84494
f.mc,LPT,23,FALSE,6.84494,6.84494,6.84494
f.mc,LPT,23,TRUE,6.8827,6.8827,6.8827
f.mc,LPT,24,FALSE,6.8827,6.8827,6.8827
f.mc,LPT,24,TRUE,7.02768,7.02768,7.02768
f.mc,LPT,25,FALSE,7.02768,7.02768,7.02768
f.mc,LPT,25,TRUE,7.034,7.034,7.034
f.mc,LPT,26,FALSE,8.24328244274809,8.24328244274809,8.24328244274809
f.mc,LPT,26,TRUE,7.10552,7.10552,7.10552
f.mc,LPT,27,FALSE,7.18383802816901,7.18383802816901,7.18383802816901
f.mc,LPT,27,TRUE,7.123,7.123,7.123
f.mc,LPT,28,FALSE,7.09523316062176,7.09523316062176,7.09523316062176
f.mc,LPT,28,TRUE,7.12354,7.12354,7.12354
f.mc,LPT,29,FALSE,6.5135,6.5135,6.5135
f.mc,LPT,29,TRUE,7.12354,7.12354,7.12354
f.mc,LPT,30,TRUE,7.12354,7.12354,7.12354
f.mc,LWR,1,FALSE,0.16898,1.22528,0.684236
f.mc,LWR,1,TRUE,0.34786,0.34786,0.34786
f.mc,LWR,2,FALSE,0.34786,0.74952,0.478088
f.mc,LWR,2,TRUE,0.34786,0.34786,0.34786
f.mc,LWR,3,FALSE,0.34786,0.74952,0.478088
f.mc,LWR,3,TRUE,0.34786,0.34786,0.34786
f.mc,LWR,4,FALSE,0.34786,0.74952,0.478088
f.mc,LWR,4,TRUE,0.34786,0.34786,0.34786
f.mc,LWR,5,FALSE,0.34786,0.74952,0.478088
f.mc,LWR,5,TRUE,0.34786,0.34786,0.34786
f.mc,LWR,6,FALSE,0.36412,0.61716,0.465155
f.mc,LWR,6,TRUE,0.52982,0.52982,0.52982
f.mc,LWR,7,FALSE,0.52982,0.78474,0.612175
f.mc,LWR,7,TRUE,0.55326,0.55326,0.55326
f.mc,LWR,8,FALSE,0.55326,0.80254,0.63303
f.mc,LWR,8,TRUE,0.55544,0.55544,0.55544
f.mc,LWR,9,FALSE,0.55544,0.80472,0.63521
f.mc,LWR,9,TRUE,0.55544,0.55544,0.55544
f.mc,LWR,10,FALSE,0.55544,0.80472,0.63521
f.mc,LWR,10,TRUE,0.55544,0.55544,0.55544
f.mc,LWR,11,FALSE,0.56154,0.70672,0.6193
f.mc,LWR,11,TRUE,0.68294,0.68294,0.68294
f.mc,LWR,12,FALSE,0.68294,0.90096,0.765033333333333
f.mc,LWR,12,TRUE,0.72404,0.72404,0.72404
f.mc,LWR,13,FALSE,0.72404,0.93906,0.80452
f.mc,LWR,13,TRUE,0.7403,0.7403,0.7403
f.mc,LWR,14,FALSE,0.7403,0.95212,0.81928
f.mc,LWR,14,TRUE,0.7424,0.7424,0.7424
f.mc,LWR,15,FALSE,0.7424,0.95422,0.82138
f.mc,LWR,15,TRUE,0.7424,0.7424,0.7424
f.mc,LWR,16,FALSE,0.75266,0.83566,0.79416
f.mc,LWR,16,TRUE,0.87582,0.87582,0.87582
f.mc,LWR,17,FALSE,0.87582,1.07796,0.97689
f.mc,LWR,17,TRUE,0.94598,0.94598,0.94598
f.mc,LWR,18,FALSE,0.94598,1.14378,1.04488
f.mc,LWR,18,TRUE,0.96732,0.96732,0.96732
f.mc,LWR,19,FALSE,0.96732,1.16398,1.06565
f.mc,LWR,19,TRUE,0.97418,0.97418,0.97418
f.mc,LWR,20,FALSE,0.97418,1.17056,1.07237
f.mc,LWR,20,TRUE,0.97418,0.97418,0.97418
f.mc,LWR,21,FALSE,1.01776,1.01776,1.01776
f.mc,LWR,21,TRUE,1.12698,1.12698,1.12698
f.mc,LWR,22,FALSE,1.12698,1.12698,1.12698
f.mc,LWR,22,TRUE,1.21586,1.21586,1.21586
f.mc,LWR,23,FALSE,1.21586,1.21586,1.21586
f.mc,LWR,23,TRUE,1.24308,1.24308,1.24308
f.mc,LWR,24,FALSE,1.24308,1.24308,1.24308
f.mc,LWR,24,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,25,FALSE,1.2589,1.2589,1.2589
f.mc,LWR,25,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,26,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,27,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,28,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,29,TRUE,1.2589,1.2589,1.2589
f.mc,LWR,30,TRUE,1.2589,1.2589,1.2589
f.mc,MWR,1,FALSE,0.0023,1.18156,0.551676
f.mc,MWR,1,TRUE,1.01066,1.01066,1.01066
f.mc,MWR,2,FALSE,1.01066,1.26612,1.072868
f.mc,MWR,2,TRUE,1.0394,1.0394,1.0394
f.mc,MWR,3,FALSE,1.0394,4.65622,1.776256
f.mc,MWR,3,TRUE,1.05794,1.05794,1.05794
f.mc,MWR,4,FALSE,1.05794,5.06378,2.236436
f.mc,MWR,4,TRUE,1.0772,1.0772,1.0772
f.mc,MWR,5,FALSE,1.0772,5.29104,2.636732
f.mc,MWR,5,TRUE,1.10652,1.10652,1.10652
f.mc,MWR,6,FALSE,1.10652,5.28118,2.984732
f.mc,MWR,6,TRUE,1.12556,1.12556,1.12556
f.mc,MWR,7,FALSE,1.5867,5.11998,3.121872
f.mc,MWR,7,TRUE,1.9366,1.9366,1.9366
f.mc,MWR,8,FALSE,1.9366,5.20136,3.156644
f.mc,MWR,8,TRUE,2.38064,2.38064,2.38064
f.mc,MWR,9,FALSE,2.38064,6.40824,3.430504
f.mc,MWR,9,TRUE,2.57468,2.57468,2.57468
f.mc,MWR,10,FALSE,2.57468,6.35144,3.672836
f.mc,MWR,10,TRUE,2.65624,2.65624,2.65624
f.mc,MWR,11,FALSE,2.65624,5.9925,3.931204
f.mc,MWR,11,TRUE,2.76434,2.76434,2.76434
f.mc,MWR,12,FALSE,2.76434,6.02708,4.300824
f.mc,MWR,12,TRUE,2.78558,2.78558,2.78558
f.mc,MWR,13,FALSE,3.03426,5.99154,4.45244
f.mc,MWR,13,TRUE,3.72126,3.72126,3.72126
f.mc,MWR,14,FALSE,3.72126,6.96412,4.869772
f.mc,MWR,14,TRUE,4.27504,4.27504,4.27504
f.mc,MWR,15,FALSE,4.27504,8.25382,5.308032
f.mc,MWR,15,TRUE,4.59204,4.59204,4.59204
f.mc,MWR,16,FALSE,4.59204,8.42778,5.725212
f.mc,MWR,16,TRUE,4.7374,4.7374,4.7374
f.mc,MWR,17,FALSE,4.7374,8.0323,6.038956
f.mc,MWR,17,TRUE,4.82078,4.82078,4.82078
f.mc,MWR,18,FALSE,4.82078,8.06414,6.444988
f.mc,MWR,18,TRUE,4.82266,4.82266,4.82266
f.mc,MWR,19,FALSE,5.208,8.07816,6.610612
f.mc,MWR,19,TRUE,5.86176,5.86176,5.86176
f.mc,MWR,20,FALSE,5.86176,9.17272,7.126144
f.mc,MWR,20,TRUE,6.66632,6.66632,6.66632
f.mc,MWR,21,FALSE,6.66632,10.08982,7.639388
f.mc,MWR,21,TRUE,7.10954,7.10954,7.10954
f.mc,MWR,22,FALSE,7.10954,10.19964,8.013832
f.mc,MWR,22,TRUE,7.37572,7.37572,7.37572
f.mc,MWR,23,FALSE,7.37572,10.06146,8.417992
f.mc,MWR,23,TRUE,7.46068,7.46068,7.46068
f.mc,MWR,24,FALSE,7.46992,10.11504,8.796432
f.mc,MWR,24,TRUE,7.4649,7.4649,7.4649
f.mc,MWR,25,FALSE,7.65618,10.18584,8.906521
f.mc,MWR,25,TRUE,8.5333,8.5333,8.5333
f.mc,MWR,26,FALSE,8.61428,10.78458,9.61894
f.mc,MWR,26,TRUE,9.17346,9.17346,9.17346
f.mc,MWR,27,FALSE,9.29112,10.9495,10.0129333333333
f.mc,MWR,27,TRUE,9.53392,9.53392,9.53392
f.mc,MWR,28,FALSE,9.67782,10.447,10.06241
f.mc,MWR,28,TRUE,9.70648,9.70648,9.70648
f.mc,MWR,29,FALSE,9.86486,9.86486,9.86486
f.mc,MWR,29,TRUE,9.83472,9.83472,9.83472
f.mc,MWR,30,TRUE,9.83472,9.83472,9.83472
f.mc,RND,1,FALSE,0.03466,1.27416,0.62602
f.mc,RND,1,TRUE,0.63894,0.63894,0.63894
f.mc,RND,2,FALSE,0.63894,0.92794,0.718928
f.mc,RND,2,TRUE,0.7509,0.7509,0.7509
f.mc,RND,3,FALSE,0.7509,3.10994,1.244352
f.mc,RND,3,TRUE,1.36042,1.36042,1.36042
f.mc,RND,4,FALSE,1.36042,3.68858,1.975616
f.mc,RND,4,TRUE,1.92006,1.92006,1.92006
f.mc,RND,5,FALSE,1.92006,4.13168,2.50134
f.mc,RND,5,TRUE,2.50722,2.50722,2.50722
f.mc,RND,6,FALSE,2.50722,4.83624,3.11894
f.mc,RND,6,TRUE,3.02272,3.02272,3.02272
f.mc,RND,7,FALSE,3.02354,5.22376,3.561068
f.mc,RND,7,TRUE,3.79682,3.79682,3.79682
f.mc,RND,8,FALSE,3.79682,5.8762,4.289007
f.mc,RND,8,TRUE,4.25298,4.25298,4.25298
f.mc,RND,9,FALSE,4.25298,6.40742,4.763348
f.mc,RND,9,TRUE,4.70948,4.70948,4.70948
f.mc,RND,10,FALSE,4.70948,6.5185,5.146737
f.mc,RND,10,TRUE,5.15966,5.15966,5.15966
f.mc,RND,11,FALSE,5.15966,7.15242,5.625569
f.mc,RND,11,TRUE,5.54114,5.54114,5.54114
f.mc,RND,12,FALSE,5.54114,7.42764,5.989868
f.mc,RND,12,TRUE,5.96194,5.96194,5.96194
f.mc,RND,13,FALSE,5.96194,7.96194,6.448264
f.mc,RND,13,TRUE,6.32866,6.32866,6.32866
f.mc,RND,14,FALSE,6.32866,8.16744,6.790993
f.mc,RND,14,TRUE,6.84812,6.84812,6.84812
f.mc,RND,15,FALSE,6.84812,8.44408,7.246555
f.mc,RND,15,TRUE,7.39486,7.39486,7.39486
f.mc,RND,16,FALSE,7.39486,9.1051,7.83158233333333
f.mc,RND,16,TRUE,7.86742,7.86742,7.86742
f.mc,RND,17,FALSE,7.86742,9.52824,8.28147433333333
f.mc,RND,17,TRUE,8.32338,8.32338,8.32338
f.mc,RND,18,FALSE,8.32338,9.93956,8.73344666666667
f.mc,RND,18,TRUE,8.86738,8.86738,8.86738
f.mc,RND,19,FALSE,8.88776,10.21188,9.25309766666667
f.mc,RND,19,TRUE,9.14628,9.14628,9.14628
f.mc,RND,20,FALSE,9.14628,10.47924,9.54457366666667
f.mc,RND,20,TRUE,9.49248,9.49248,9.49248
f.mc,RND,21,FALSE,9.49248,10.68682,9.88614433333333
f.mc,RND,21,TRUE,9.87982,9.87982,9.87982
f.mc,RND,22,FALSE,9.9002,10.81342,10.2090126666667
f.mc,RND,22,TRUE,10.22702,10.22702,10.22702
f.mc,RND,23,FALSE,10.22772,10.8861,10.46047
f.mc,RND,23,TRUE,10.55482,10.55482,10.55482
f.mc,RND,24,FALSE,10.55868,11.101,10.763
f.mc,RND,24,TRUE,10.80134,10.80134,10.80134
f.mc,RND,25,FALSE,10.82472,11.21296,10.9942283333333
f.mc,RND,25,TRUE,10.95378,10.95378,10.95378
f.mc,RND,26,FALSE,11.0027766599598,11.2781287726358,11.121686787391
f.mc,RND,26,TRUE,11.28752,11.28752,11.28752
f.mc,RND,27,FALSE,11.4283655913978,11.594688172043,11.5026845878136
f.mc,RND,27,TRUE,11.44844,11.44844,11.44844
f.mc,RND,28,FALSE,11.7510054347826,11.9322010869565,11.8416032608696
f.mc,RND,28,TRUE,11.48694,11.48694,11.48694
f.mc,RND,29,FALSE,12.0986324786325,12.0986324786325,12.0986324786325
f.mc,RND,29,TRUE,11.57518,11.57518,11.57518
f.mc,RND,30,TRUE,11.57518,11.57518,11.57518
f.mc,OPT,1,FALSE,0.449186991869919,1.36126016260163,0.879546070460705
f.mc,OPT,1,TRUE,0,0,0
f.mc,OPT,2,FALSE,0.437767857142857,0.624285714285714,0.522688492063492
f.mc,OPT,2,TRUE,0,0,0
f.mc,OPT,3,FALSE,2.37811594202899,3.86123188405797,3.05052938808374
f.mc,OPT,3,TRUE,0,0,0
f.mc,OPT,4,FALSE,1.75132467532468,3.95680519480519,2.89981601731602
f.mc,OPT,4,TRUE,0,0,0
f.mc,OPT,5,FALSE,1.79202469135802,4.33293827160494,3.10266255144033
f.mc,OPT,5,TRUE,0,0,0
f.mc,OPT,6,FALSE,2.0231421446384,4.75695760598504,3.40255610972569
f.mc,OPT,6,TRUE,0,0,0
f.mc,OPT,7,FALSE,2.34282115869018,5.0631234256927,3.71481947942905
f.mc,OPT,7,TRUE,0,0,0
f.mc,OPT,8,FALSE,2.63345360824742,5.41275773195876,4.02842139175258
f.mc,OPT,8,TRUE,0,0,0
f.mc,OPT,9,FALSE,2.98520725388601,5.68880829015544,4.38331822107081
f.mc,OPT,9,TRUE,0,0,0
f.mc,OPT,10,FALSE,3.26562666666667,5.97653333333333,4.65873777777778
f.mc,OPT,10,TRUE,0,0,0
f.mc,OPT,11,FALSE,3.53825737265416,6.26994638069705,4.92151697944593
f.mc,OPT,11,TRUE,0,0,0
f.mc,OPT,12,FALSE,3.7359620596206,6.30124661246612,5.03364859981933
f.mc,OPT,12,TRUE,0,0,0
f.mc,OPT,13,FALSE,3.91598885793872,6.48799442896936,5.24384354688951
f.mc,OPT,13,TRUE,0,0,0
f.mc,OPT,14,FALSE,4.23157608695652,6.71160326086957,5.47749773550725
f.mc,OPT,14,TRUE,0,0,0
f.mc,OPT,15,FALSE,4.32,6.79028328611898,5.56371576959396
f.mc,OPT,15,TRUE,0,0,0
f.mc,OPT,16,FALSE,4.69538011695906,7.14412280701754,5.93940545808967
f.mc,OPT,16,TRUE,0,0,0
f.mc,OPT,17,FALSE,4.86102102102102,6.97321321321321,5.92513013013013
f.mc,OPT,17,TRUE,0,0,0
f.mc,OPT,18,FALSE,5.04757009345794,7.06277258566978,6.08448338525441
f.mc,OPT,18,TRUE,0,0,0
f.mc,OPT,19,FALSE,5.19182965299685,7.03867507886435,6.13217560462671
f.mc,OPT,19,TRUE,0,0,0
f.mc,OPT,20,FALSE,5.37038461538462,6.96951923076923,6.18453258547009
f.mc,OPT,20,TRUE,0,0,0
f.mc,OPT,21,FALSE,5.43993243243243,7.02253378378378,6.23114358108108
f.mc,OPT,21,TRUE,0,0,0
f.mc,OPT,22,FALSE,5.63558052434457,7.16101123595506,6.40216604244694
f.mc,OPT,22,TRUE,0,0,0
f.mc,OPT,23,FALSE,6.2330737704918,7.60012295081967,6.9268674863388
f.mc,OPT,23,TRUE,0,0,0
f.mc,OPT,24,FALSE,6.58780373831776,7.95528037383178,7.2940046728972
f.mc,OPT,24,TRUE,0,0,0
f.mc,OPT,25,FALSE,6.9287,8.11535,7.53354666666667
f.mc,OPT,25,TRUE,0,0,0
f.mc,OPT,26,FALSE,7.02812121212121,8.03345454545455,7.5280404040404
f.mc,OPT,26,TRUE,0,0,0
f.mc,OPT,27,FALSE,7.04840579710145,8.27123188405797,7.65963768115942
f.mc,OPT,27,TRUE,0,0,0
f.mc,OPT,28,FALSE,7.30759036144578,8.4989156626506,7.90325301204819
f.mc,OPT,28,TRUE,0,0,0
f.mc,OPT,29,FALSE,7.67352941176471,7.67352941176471,7.67352941176471
f.mc,OPT,29,TRUE,0,0,0
f.mc,OPT,30,TRUE,0,0,0
f.mc,ES.rho,1,FALSE,0.1468,1.33186,0.699892
f.mc,ES.rho,1,TRUE,0.26958,0.26958,0.26958
f.mc,ES.rho,2,FALSE,0.27066,0.60708,0.364904
f.mc,ES.rho,2,TRUE,0.2815,0.2815,0.2815
f.mc,ES.rho,3,FALSE,0.2815,0.5878,0.361356
f.mc,ES.rho,3,TRUE,0.31782,0.31782,0.31782
f.mc,ES.rho,4,FALSE,0.31782,0.59922,0.385596
f.mc,ES.rho,4,TRUE,0.32454,0.32454,0.32454
f.mc,ES.rho,5,FALSE,0.32454,0.59416,0.387488
f.mc,ES.rho,5,TRUE,0.32502,0.32502,0.32502
f.mc,ES.rho,6,FALSE,0.32502,0.59016,0.388779
f.mc,ES.rho,6,TRUE,0.33056,0.33056,0.33056
f.mc,ES.rho,7,FALSE,0.33056,0.87804,0.451665
f.mc,ES.rho,7,TRUE,0.33658,0.33658,0.33658
f.mc,ES.rho,8,FALSE,0.33658,0.57192,0.39296
f.mc,ES.rho,8,TRUE,0.33658,0.33658,0.33658
f.mc,ES.rho,9,FALSE,0.33658,1.44184,0.570094
f.mc,ES.rho,9,TRUE,0.33658,0.33658,0.33658
f.mc,ES.rho,10,FALSE,0.33658,0.57192,0.40439
f.mc,ES.rho,10,TRUE,0.33658,0.33658,0.33658
f.mc,ES.rho,11,FALSE,0.34022,0.56138,0.420653333333333
f.mc,ES.rho,11,TRUE,0.35544,0.35544,0.35544
f.mc,ES.rho,12,FALSE,0.35544,0.55936,0.428153333333333
f.mc,ES.rho,12,TRUE,0.3644,0.3644,0.3644
f.mc,ES.rho,13,FALSE,0.3644,0.56744,0.43662
f.mc,ES.rho,13,TRUE,0.36766,0.36766,0.36766
f.mc,ES.rho,14,FALSE,0.36766,0.56992,0.4394
f.mc,ES.rho,14,TRUE,0.36824,0.36824,0.36824
f.mc,ES.rho,15,FALSE,0.36824,0.5705,0.440046666666667
f.mc,ES.rho,15,TRUE,0.36824,0.36824,0.36824
f.mc,ES.rho,16,FALSE,0.37948,0.56402,0.47175
f.mc,ES.rho,16,TRUE,0.37664,0.37664,0.37664
f.mc,ES.rho,17,FALSE,0.37664,0.56824,0.47244
f.mc,ES.rho,17,TRUE,0.3825,0.3825,0.3825
f.mc,ES.rho,18,FALSE,0.3825,0.5741,0.4783
f.mc,ES.rho,18,TRUE,0.38616,0.38616,0.38616
f.mc,ES.rho,19,FALSE,0.38616,0.57776,0.48196
f.mc,ES.rho,19,TRUE,0.38698,0.38698,0.38698
f.mc,ES.rho,20,FALSE,0.38698,0.57858,0.48278
f.mc,ES.rho,20,TRUE,0.38698,0.38698,0.38698
f.mc,ES.rho,21,FALSE,0.5648,0.5648,0.5648
f.mc,ES.rho,21,TRUE,0.40076,0.40076,0.40076
f.mc,ES.rho,22,FALSE,0.4013,0.4013,0.4013
f.mc,ES.rho,22,TRUE,0.4272,0.4272,0.4272
f.mc,ES.rho,23,FALSE,0.4306,0.4306,0.4306
f.mc,ES.rho,23,TRUE,0.4404,0.4404,0.4404
f.mc,ES.rho,24,FALSE,0.4404,0.4404,0.4404
f.mc,ES.rho,24,TRUE,0.44958,0.44958,0.44958
f.mc,ES.rho,25,FALSE,0.44958,0.44958,0.44958
f.mc,ES.rho,25,TRUE,0.44958,0.44958,0.44958
f.mc,ES.rho,26,FALSE,0.953636363636364,0.953636363636364,0.953636363636364
f.mc,ES.rho,26,TRUE,0.44958,0.44958,0.44958
f.mc,ES.rho,27,FALSE,0.425,0.425,0.425
f.mc,ES.rho,27,TRUE,0.45016,0.45016,0.45016
f.mc,ES.rho,28,FALSE,0.45,0.45,0.45
f.mc,ES.rho,28,TRUE,0.45016,0.45016,0.45016
f.mc,ES.rho,29,FALSE,0.32,0.32,0.32
f.mc,ES.rho,29,TRUE,0.45016,0.45016,0.45016
f.mc,ES.rho,30,TRUE,0.45016,0.45016,0.45016
f.mc,ES.Cmax,1,FALSE,0.1468,1.34482,0.703
f.mc,ES.Cmax,1,TRUE,0.26958,0.26958,0.26958
f.mc,ES.Cmax,2,FALSE,0.27236,0.60708,0.3663
f.mc,ES.Cmax,2,TRUE,0.27452,0.27452,0.27452
f.mc,ES.Cmax,3,FALSE,0.27452,0.60708,0.364244
f.mc,ES.Cmax,3,TRUE,0.27452,0.27452,0.27452
f.mc,ES.Cmax,4,FALSE,0.27452,0.60204,0.363236
f.mc,ES.Cmax,4,TRUE,0.27452,0.27452,0.27452
f.mc,ES.Cmax,5,FALSE,0.27452,0.60204,0.363236
f.mc,ES.Cmax,5,TRUE,0.27452,0.27452,0.27452
f.mc,ES.Cmax,6,FALSE,0.2748,0.5838,0.369245
f.mc,ES.Cmax,6,TRUE,0.3392,0.3392,0.3392
f.mc,ES.Cmax,7,FALSE,0.3392,0.55516,0.39841
f.mc,ES.Cmax,7,TRUE,0.34522,0.34522,0.34522
f.mc,ES.Cmax,8,FALSE,0.34522,0.55808,0.40325
f.mc,ES.Cmax,8,TRUE,0.3458,0.3458,0.3458
f.mc,ES.Cmax,9,FALSE,0.3458,0.55808,0.403395
f.mc,ES.Cmax,9,TRUE,0.3458,0.3458,0.3458
f.mc,ES.Cmax,10,FALSE,0.3458,0.55808,0.403395
f.mc,ES.Cmax,10,TRUE,0.3458,0.3458,0.3458
f.mc,ES.Cmax,11,FALSE,0.34716,0.55126,0.419673333333333
f.mc,ES.Cmax,11,TRUE,0.35456,0.35456,0.35456
f.mc,ES.Cmax,12,FALSE,0.35456,0.55484,0.42622
f.mc,ES.Cmax,12,TRUE,0.36192,0.36192,0.36192
f.mc,ES.Cmax,13,FALSE,0.36192,0.56132,0.433086666666667
f.mc,ES.Cmax,13,TRUE,0.36518,0.36518,0.36518
f.mc,ES.Cmax,14,FALSE,0.36518,0.5638,0.435826666666667
f.mc,ES.Cmax,14,TRUE,0.36518,0.36518,0.36518
f.mc,ES.Cmax,15,FALSE,0.36518,0.5638,0.435826666666667
f.mc,ES.Cmax,15,TRUE,0.36518,0.36518,0.36518
