Problem,Step,Rank,Track,V1
f.jc,1,b,SPT,7912
f.jc,1,b,LPT,7912
f.jc,1,b,LWR,7912
f.jc,1,b,MWR,7912
f.jc,1,b,RND,7912
f.jc,1,b,OPT,7912
f.jc,1,b,CMA-ES,7912
f.jc,2,b,SPT,8090
f.jc,2,b,LPT,1880
f.jc,2,b,LWR,8088
f.jc,2,b,MWR,1328
f.jc,2,b,RND,7018
f.jc,2,b,OPT,7936
f.jc,2,b,CMA-ES,8080
f.jc,3,b,SPT,8124
f.jc,3,b,LPT,1326
f.jc,3,b,LWR,8088
f.jc,3,b,MWR,3568
f.jc,3,b,RND,6806
f.jc,3,b,OPT,7742
f.jc,3,b,CMA-ES,8084
f.jc,4,b,SPT,8066
f.jc,4,b,LPT,1136
f.jc,4,b,LWR,8088
f.jc,4,b,MWR,3492
f.jc,4,b,RND,6226
f.jc,4,b,OPT,7468
f.jc,4,b,CMA-ES,7804
f.jc,5,b,SPT,8058
f.jc,5,b,LPT,976
f.jc,5,b,LWR,8088
f.jc,5,b,MWR,4382
f.jc,5,b,RND,5882
f.jc,5,b,OPT,7040
f.jc,5,b,CMA-ES,7760
f.jc,6,b,SPT,5958
f.jc,6,b,LPT,664
f.jc,6,b,LWR,5440
f.jc,6,b,MWR,4284
f.jc,6,b,RND,5700
f.jc,6,b,OPT,6548
f.jc,6,b,CMA-ES,7596
f.jc,7,b,SPT,5852
f.jc,7,b,LPT,322
f.jc,7,b,LWR,5564
f.jc,7,b,MWR,4632
f.jc,7,b,RND,5254
f.jc,7,b,OPT,5958
f.jc,7,b,CMA-ES,7180
f.jc,8,b,SPT,5754
f.jc,8,b,LPT,446
f.jc,8,b,LWR,5564
f.jc,8,b,MWR,4770
f.jc,8,b,RND,4634
f.jc,8,b,OPT,5552
f.jc,8,b,CMA-ES,6718
f.jc,9,b,SPT,5604
f.jc,9,b,LPT,288
f.jc,9,b,LWR,5564
f.jc,9,b,MWR,4954
f.jc,9,b,RND,4274
f.jc,9,b,OPT,4956
f.jc,9,b,CMA-ES,6312
f.jc,10,b,SPT,5502
f.jc,10,b,LPT,364
