Problem,Step,Rank,Track,V1
f.jc,1,p,SPT,5000
f.jc,1,p,LPT,5000
f.jc,1,p,LWR,5000
f.jc,1,p,MWR,5000
f.jc,1,p,RND,5000
f.jc,1,p,OPT,5000
f.jc,1,p,CMA-ES,5000
f.jc,2,p,SPT,4990
f.jc,2,p,LPT,1290
f.jc,2,p,LWR,4990
f.jc,2,p,MWR,940
f.jc,2,p,RND,4420
f.jc,2,p,OPT,4820
f.jc,2,p,CMA-ES,4990
f.jc,3,p,SPT,4990
f.jc,3,p,LPT,920
f.jc,3,p,LWR,4990
f.jc,3,p,MWR,3420
f.jc,3,p,RND,4460
f.jc,3,p,OPT,4730
f.jc,3,p,CMA-ES,4990
f.jc,4,p,SPT,4990
f.jc,4,p,LPT,810
f.jc,4,p,LWR,4990
f.jc,4,p,MWR,2350
f.jc,4,p,RND,4120
f.jc,4,p,OPT,4620
f.jc,4,p,CMA-ES,4970
f.jc,5,p,SPT,4990
f.jc,5,p,LPT,700
f.jc,5,p,LWR,4990
f.jc,5,p,MWR,3740
f.jc,5,p,RND,4160
f.jc,5,p,OPT,4480
f.jc,5,p,CMA-ES,4970
f.jc,6,p,SPT,4214
f.jc,6,p,LPT,518
f.jc,6,p,LWR,3992
f.jc,6,p,MWR,3540
f.jc,6,p,RND,4058
f.jc,6,p,OPT,4234
f.jc,6,p,CMA-ES,4916
f.jc,7,p,SPT,4078
f.jc,7,p,LPT,242
f.jc,7,p,LWR,3976
f.jc,7,p,MWR,3540
f.jc,7,p,RND,3938
f.jc,7,p,OPT,4114
f.jc,7,p,CMA-ES,4824
f.jc,8,p,SPT,4044
f.jc,8,p,LPT,396
f.jc,8,p,LWR,3976
f.jc,8,p,MWR,3600
f.jc,8,p,RND,3606
f.jc,8,p,OPT,3994
f.jc,8,p,CMA-ES,4746
f.jc,9,p,SPT,3996
f.jc,9,p,LPT,238
f.jc,9,p,LWR,3976
f.jc,9,p,MWR,3800
f.jc,9,p,RND,3402
f.jc,9,p,OPT,3694
f.jc,9,p,CMA-ES,4614
f.jc,10,p,SPT,3936
f.jc,10,p,LPT,322
f.jc,10,p,LWR,3976
f.jc,10,p,MWR,3868
f.jc,10,p,RND,3190
