Problem,Step,Rank,Track,V1
f.mxc,1,f,SPT,5806
f.mxc,1,f,LPT,5806
f.mxc,1,f,LWR,5806
f.mxc,1,f,MWR,5806
f.mxc,1,f,RND,5806
f.mxc,1,f,OPT,5806
f.mxc,1,f,CMA-ES,5806
f.mxc,2,f,SPT,3846
f.mxc,2,f,LPT,2786
f.mxc,2,f,LWR,3902
f.mxc,2,f,MWR,2724
f.mxc,2,f,RND,3434
f.mxc,2,f,OPT,4036
f.mxc,2,f,CMA-ES,3902
f.mxc,3,f,SPT,4892
f.mxc,3,f,LPT,2440
f.mxc,3,f,LWR,3902
f.mxc,3,f,MWR,3862
f.mxc,3,f,RND,3952
f.mxc,3,f,OPT,4360
f.mxc,3,f,CMA-ES,3902
f.mxc,4,f,SPT,4624
f.mxc,4,f,LPT,2156
f.mxc,4,f,LWR,3902
f.mxc,4,f,MWR,3636
f.mxc,4,f,RND,3408
f.mxc,4,f,OPT,3968
f.mxc,4,f,CMA-ES,3744
f.mxc,5,f,SPT,4810
f.mxc,5,f,LPT,1980
f.mxc,5,f,LWR,3902
f.mxc,5,f,MWR,3450
f.mxc,5,f,RND,3342
f.mxc,5,f,OPT,4106
f.mxc,5,f,CMA-ES,3136
f.mxc,6,f,SPT,4396
f.mxc,6,f,LPT,766
f.mxc,6,f,LWR,3006
f.mxc,6,f,MWR,2376
f.mxc,6,f,RND,3420
f.mxc,6,f,OPT,4132
f.mxc,6,f,CMA-ES,2996
f.mxc,7,f,SPT,4660
f.mxc,7,f,LPT,620
f.mxc,7,f,LWR,2344
f.mxc,7,f,MWR,2450
f.mxc,7,f,RND,3008
f.mxc,7,f,OPT,4076
f.mxc,7,f,CMA-ES,2802
f.mxc,8,f,SPT,4556
f.mxc,8,f,LPT,496
f.mxc,8,f,LWR,2140
f.mxc,8,f,MWR,2330
f.mxc,8,f,RND,2860
f.mxc,8,f,OPT,3912
f.mxc,8,f,CMA-ES,2602
f.mxc,9,f,SPT,4668
f.mxc,9,f,LPT,436
f.mxc,9,f,LWR,2064
f.mxc,9,f,MWR,3056
f.mxc,9,f,RND,2644
f.mxc,9,f,OPT,3798
f.mxc,9,f,CMA-ES,2570
f.mxc,10,f,SPT,4652
f.mxc,10,f,LPT,266
f.mxc,10,f,LWR,2064
f.mxc,10,f,MWR,2904
f.mxc,10,f,RND,2622
f.mxc,10,f,OPT,3824
f.mxc,10,f,CMA-ES,2466
f.mxc,11,f,SPT,4286
f.mxc,11,f,LPT,180
f.mxc,11,f,LWR,1490
f.mxc,11,f,MWR,2732
f.mxc,11,f,RND,2536
f.mxc,11,f,OPT,3808
f.mxc,11,f,CMA-ES,2046
f.mxc,12,f,SPT,4214
f.mxc,12,f,LPT,134
f.mxc,12,f,LWR,1554
f.mxc,12,f,MWR,1800
f.mxc,12,f,RND,2408
f.mxc,12,f,OPT,3690
f.mxc,12,f,CMA-ES,1810
f.mxc,13,f,SPT,4256
f.mxc,13,f,LPT,116
f.mxc,13,f,LWR,1290
f.mxc,13,f,MWR,1874
f.mxc,13,f,RND,2286
f.mxc,13,f,OPT,3540
f.mxc,13,f,CMA-ES,1774
f.mxc,14,f,SPT,4216
f.mxc,14,f,LPT,130
f.mxc,14,f,LWR,1162
f.mxc,14,f,MWR,1806
f.mxc,14,f,RND,2118
f.mxc,14,f,OPT,3316
f.mxc,14,f,CMA-ES,1800
f.mxc,15,f,SPT,3980
f.mxc,15,f,LPT,84
