Problem,Step,Track,V1
j.rnd_p1mdoubled,1,SPT,3000
j.rnd_p1mdoubled,1,LPT,3000
j.rnd_p1mdoubled,1,LWR,3000
j.rnd_p1mdoubled,1,MWR,3000
j.rnd_p1mdoubled,1,RND,3000
j.rnd_p1mdoubled,1,OPT,3000
j.rnd_p1mdoubled,1,CMA-ES,3000
j.rnd_p1mdoubled,2,SPT,3000
j.rnd_p1mdoubled,2,LPT,3000
j.rnd_p1mdoubled,2,LWR,3000
j.rnd_p1mdoubled,2,MWR,3000
j.rnd_p1mdoubled,2,RND,3000
j.rnd_p1mdoubled,2,OPT,3000
j.rnd_p1mdoubled,2,CMA-ES,3000
j.rnd_p1mdoubled,3,SPT,3000
j.rnd_p1mdoubled,3,LPT,3000
j.rnd_p1mdoubled,3,LWR,3000
j.rnd_p1mdoubled,3,MWR,3000
j.rnd_p1mdoubled,3,RND,3000
j.rnd_p1mdoubled,3,OPT,3000
j.rnd_p1mdoubled,3,CMA-ES,3000
j.rnd_p1mdoubled,4,SPT,3000
j.rnd_p1mdoubled,4,LPT,3000
j.rnd_p1mdoubled,4,LWR,3000
j.rnd_p1mdoubled,4,MWR,3000
j.rnd_p1mdoubled,4,RND,3000
j.rnd_p1mdoubled,4,OPT,3000
j.rnd_p1mdoubled,4,CMA-ES,3000
j.rnd_p1mdoubled,5,SPT,3000
j.rnd_p1mdoubled,5,LPT,3000
j.rnd_p1mdoubled,5,LWR,3000
j.rnd_p1mdoubled,5,MWR,3000
j.rnd_p1mdoubled,5,RND,3000
j.rnd_p1mdoubled,5,OPT,3000
j.rnd_p1mdoubled,5,CMA-ES,3000
j.rnd_p1mdoubled,6,SPT,2986
j.rnd_p1mdoubled,6,LPT,2992
j.rnd_p1mdoubled,6,LWR,2500
j.rnd_p1mdoubled,6,MWR,3000
j.rnd_p1mdoubled,6,RND,2999
j.rnd_p1mdoubled,6,OPT,3000
j.rnd_p1mdoubled,6,CMA-ES,3000
j.rnd_p1mdoubled,7,SPT,2961
j.rnd_p1mdoubled,7,LPT,2974
j.rnd_p1mdoubled,7,LWR,2500
j.rnd_p1mdoubled,7,MWR,3000
j.rnd_p1mdoubled,7,RND,2995
j.rnd_p1mdoubled,7,OPT,2999
j.rnd_p1mdoubled,7,CMA-ES,3000
j.rnd_p1mdoubled,8,SPT,2935
j.rnd_p1mdoubled,8,LPT,2934
j.rnd_p1mdoubled,8,LWR,2500
j.rnd_p1mdoubled,8,MWR,3000
j.rnd_p1mdoubled,8,RND,2985
j.rnd_p1mdoubled,8,OPT,2996
j.rnd_p1mdoubled,8,CMA-ES,3000
j.rnd_p1mdoubled,9,SPT,2888
j.rnd_p1mdoubled,9,LPT,2892
j.rnd_p1mdoubled,9,LWR,2500
j.rnd_p1mdoubled,9,MWR,3000
j.rnd_p1mdoubled,9,RND,2977
j.rnd_p1mdoubled,9,OPT,2994
j.rnd_p1mdoubled,9,CMA-ES,3000
j.rnd_p1mdoubled,10,SPT,2835
j.rnd_p1mdoubled,10,LPT,2832
j.rnd_p1mdoubled,10,LWR,2500
j.rnd_p1mdoubled,10,MWR,3000
j.rnd_p1mdoubled,10,RND,2961
j.rnd_p1mdoubled,10,OPT,2987
j.rnd_p1mdoubled,10,CMA-ES,3000
