Problem,Step,Track,V1
f.jc,1,SPT,3000
f.jc,1,LPT,3000
f.jc,1,LWR,3000
f.jc,1,MWR,3000
f.jc,1,RND,3000
f.jc,1,OPT,3000
f.jc,1,CMA-ES,3000
f.jc,2,SPT,3000
f.jc,2,LPT,3000
f.jc,2,LWR,3000
f.jc,2,MWR,3000
f.jc,2,RND,3000
f.jc,2,OPT,3000
f.jc,2,CMA-ES,3000
f.jc,3,SPT,3000
f.jc,3,LPT,3000
f.jc,3,LWR,3000
f.jc,3,MWR,3000
f.jc,3,RND,3000
f.jc,3,OPT,3000
f.jc,3,CMA-ES,3000
f.jc,4,SPT,3000
f.jc,4,LPT,3000
f.jc,4,LWR,3000
f.jc,4,MWR,3000
f.jc,4,RND,3000
f.jc,4,OPT,3000
f.jc,4,CMA-ES,3000
f.jc,5,SPT,3000
f.jc,5,LPT,3000
f.jc,5,LWR,3000
f.jc,5,MWR,3000
f.jc,5,RND,3000
f.jc,5,OPT,3000
f.jc,5,CMA-ES,3000
f.jc,6,SPT,2616
f.jc,6,LPT,2632
f.jc,6,LWR,2500
f.jc,6,MWR,3000
f.jc,6,RND,2999
f.jc,6,OPT,2992
f.jc,6,CMA-ES,2973
f.jc,7,SPT,2566
f.jc,7,LPT,2579
f.jc,7,LWR,2500
f.jc,7,MWR,3000
f.jc,7,RND,2994
f.jc,7,OPT,2975
f.jc,7,CMA-ES,2947
f.jc,8,SPT,2539
f.jc,8,LPT,2538
f.jc,8,LWR,2500
f.jc,8,MWR,3000
f.jc,8,RND,2990
f.jc,8,OPT,2953
f.jc,8,CMA-ES,2913
f.jc,9,SPT,2518
f.jc,9,LPT,2515
f.jc,9,LWR,2500
f.jc,9,MWR,3000
f.jc,9,RND,2987
f.jc,9,OPT,2924
f.jc,9,CMA-ES,2856
f.jc,10,SPT,2504
f.jc,10,LPT,2502
f.jc,10,LWR,2500
f.jc,10,MWR,3000
f.jc,10,RND,2973
f.jc,10,OPT,2891
f.jc,10,CMA-ES,2787
f.jc,11,SPT,2115
f.jc,11,LPT,2127
f.jc,11,LWR,2000
f.jc,11,MWR,3000
f.jc,11,RND,2948
f.jc,11,OPT,2849
f.jc,11,CMA-ES,2673
f.jc,12,SPT,2068
f.jc,12,LPT,2079
