Problem,Track,Step,Followed,best.mu,worst.mu,mu
j.rnd_p1mdoubled,SPT,1,FALSE,0.0095,2.92326,0.890952
j.rnd_p1mdoubled,SPT,1,TRUE,0.13438,0.13438,0.13438
j.rnd_p1mdoubled,SPT,2,FALSE,0.13438,3.16318,1.014772
j.rnd_p1mdoubled,SPT,2,TRUE,0.52598,0.52598,0.52598
j.rnd_p1mdoubled,SPT,3,FALSE,0.53702,3.7496,1.421848
j.rnd_p1mdoubled,SPT,3,TRUE,1.17274,1.17274,1.17274
j.rnd_p1mdoubled,SPT,4,FALSE,1.185,5.04896,2.213484
j.rnd_p1mdoubled,SPT,4,TRUE,2.02272,2.02272,2.02272
j.rnd_p1mdoubled,SPT,5,FALSE,2.02542,6.66484,3.257544
j.rnd_p1mdoubled,SPT,5,TRUE,3.00578,3.00578,3.00578
j.rnd_p1mdoubled,SPT,6,FALSE,3.00578,8.23362,4.381978
j.rnd_p1mdoubled,SPT,6,TRUE,3.77874,3.77874,3.77874
j.rnd_p1mdoubled,SPT,7,FALSE,3.77874,9.86004,5.389204
j.rnd_p1mdoubled,SPT,7,TRUE,4.88304,4.88304,4.88304
j.rnd_p1mdoubled,SPT,8,FALSE,4.88304,11.36294,6.635985
j.rnd_p1mdoubled,SPT,8,TRUE,6.064,6.064,6.064
j.rnd_p1mdoubled,SPT,9,FALSE,6.06588,12.7653,7.901568
j.rnd_p1mdoubled,SPT,9,TRUE,7.21114,7.21114,7.21114
j.rnd_p1mdoubled,SPT,10,FALSE,7.21148,14.6144,9.29367
j.rnd_p1mdoubled,SPT,10,TRUE,8.39126,8.39126,8.39126
j.rnd_p1mdoubled,SPT,11,FALSE,8.39126,16.2526,10.6535686666667
j.rnd_p1mdoubled,SPT,11,TRUE,9.60936,9.60936,9.60936
j.rnd_p1mdoubled,SPT,12,FALSE,9.61158,17.90226,12.0502853333333
j.rnd_p1mdoubled,SPT,12,TRUE,11.1577,11.1577,11.1577
j.rnd_p1mdoubled,SPT,13,FALSE,11.1577,19.41012,13.6702016666667
j.rnd_p1mdoubled,SPT,13,TRUE,12.36916,12.36916,12.36916
j.rnd_p1mdoubled,SPT,14,FALSE,12.36916,21.21294,15.177457
j.rnd_p1mdoubled,SPT,14,TRUE,13.61592,13.61592,13.61592
j.rnd_p1mdoubled,SPT,15,FALSE,13.61592,22.48124,16.61943
j.rnd_p1mdoubled,SPT,15,TRUE,14.91112,14.91112,14.91112
j.rnd_p1mdoubled,SPT,16,FALSE,14.92044,23.9223,18.071171
j.rnd_p1mdoubled,SPT,16,TRUE,16.74712,16.74712,16.74712
j.rnd_p1mdoubled,SPT,17,FALSE,16.76108,25.62778,19.9728643333333
j.rnd_p1mdoubled,SPT,17,TRUE,18.25256,18.25256,18.25256
j.rnd_p1mdoubled,SPT,18,FALSE,18.25734,27.07034,21.608218
j.rnd_p1mdoubled,SPT,18,TRUE,19.96018,19.96018,19.96018
j.rnd_p1mdoubled,SPT,19,FALSE,19.99556,28.97856,23.6164793333333
j.rnd_p1mdoubled,SPT,19,TRUE,21.67714,21.67714,21.67714
j.rnd_p1mdoubled,SPT,20,FALSE,21.73344,30.65168,25.537923
j.rnd_p1mdoubled,SPT,20,TRUE,23.5443,23.5443,23.5443
j.rnd_p1mdoubled,SPT,21,FALSE,23.74822,32.54198,27.6659686666667
j.rnd_p1mdoubled,SPT,21,TRUE,25.46876,25.46876,25.46876
j.rnd_p1mdoubled,SPT,22,FALSE,25.86452,34.16872,29.700777
j.rnd_p1mdoubled,SPT,22,TRUE,27.24358,27.24358,27.24358
j.rnd_p1mdoubled,SPT,23,FALSE,27.9636,34.9672,31.309575
j.rnd_p1mdoubled,SPT,23,TRUE,29.10728,29.10728,29.10728
j.rnd_p1mdoubled,SPT,24,FALSE,29.8402,35.19038,32.4297983333333
j.rnd_p1mdoubled,SPT,24,TRUE,31.39598,31.39598,31.39598
j.rnd_p1mdoubled,SPT,25,FALSE,32.59618,35.68042,34.0980416666667
j.rnd_p1mdoubled,SPT,25,TRUE,33.49894,33.49894,33.49894
j.rnd_p1mdoubled,SPT,26,FALSE,30.464362244898,32.6572193877551,31.5390008503401
j.rnd_p1mdoubled,SPT,26,TRUE,34.28206,34.28206,34.28206
j.rnd_p1mdoubled,SPT,27,FALSE,29.0022185430464,29.9795364238411,29.4919370860927
j.rnd_p1mdoubled,SPT,27,TRUE,34.91652,34.91652,34.91652
j.rnd_p1mdoubled,SPT,28,FALSE,26.7572588832487,26.9029441624365,26.8301015228426
j.rnd_p1mdoubled,SPT,28,TRUE,35.32416,35.32416,35.32416
j.rnd_p1mdoubled,SPT,29,FALSE,24.2062626262626,24.2062626262626,24.2062626262626
j.rnd_p1mdoubled,SPT,29,TRUE,35.43208,35.43208,35.43208
j.rnd_p1mdoubled,SPT,30,TRUE,35.43208,35.43208,35.43208
j.rnd_p1mdoubled,LPT,1,FALSE,0,2.161,0.603672
j.rnd_p1mdoubled,LPT,1,TRUE,1.57078,1.57078,1.57078
j.rnd_p1mdoubled,LPT,2,FALSE,1.57078,3.45258,2.0881
j.rnd_p1mdoubled,LPT,2,TRUE,2.59884,2.59884,2.59884
j.rnd_p1mdoubled,LPT,3,FALSE,2.59884,4.30454,3.07016
j.rnd_p1mdoubled,LPT,3,TRUE,3.60072,3.60072,3.60072
j.rnd_p1mdoubled,LPT,4,FALSE,3.60072,5.3182,4.044444
j.rnd_p1mdoubled,LPT,4,TRUE,4.66192,4.66192,4.66192
j.rnd_p1mdoubled,LPT,5,FALSE,4.66192,6.31528,5.080692
j.rnd_p1mdoubled,LPT,5,TRUE,5.6632,5.6632,5.6632
j.rnd_p1mdoubled,LPT,6,FALSE,5.6632,7.27788,6.074442
j.rnd_p1mdoubled,LPT,6,TRUE,6.85668,6.85668,6.85668
j.rnd_p1mdoubled,LPT,7,FALSE,6.85668,8.30554,7.223147
j.rnd_p1mdoubled,LPT,7,TRUE,8.20758,8.20758,8.20758
j.rnd_p1mdoubled,LPT,8,FALSE,8.20758,9.53552,8.521279
j.rnd_p1mdoubled,LPT,8,TRUE,9.0776,9.0776,9.0776
j.rnd_p1mdoubled,LPT,9,FALSE,9.0776,10.16636,9.333352
j.rnd_p1mdoubled,LPT,9,TRUE,10.05318,10.05318,10.05318
j.rnd_p1mdoubled,LPT,10,FALSE,10.05318,10.80426,10.229629
j.rnd_p1mdoubled,LPT,10,TRUE,11.11422,11.11422,11.11422
j.rnd_p1mdoubled,LPT,11,FALSE,11.11422,11.99488,11.322201
j.rnd_p1mdoubled,LPT,11,TRUE,11.96732,11.96732,11.96732
j.rnd_p1mdoubled,LPT,12,FALSE,11.96732,12.7326,12.15773
j.rnd_p1mdoubled,LPT,12,TRUE,12.65046,12.65046,12.65046
j.rnd_p1mdoubled,LPT,13,FALSE,12.65046,13.4281,12.852749
j.rnd_p1mdoubled,LPT,13,TRUE,13.6862,13.6862,13.6862
j.rnd_p1mdoubled,LPT,14,FALSE,13.6862,14.4883,13.899665
j.rnd_p1mdoubled,LPT,14,TRUE,14.37298,14.37298,14.37298
j.rnd_p1mdoubled,LPT,15,FALSE,14.37298,14.97516,14.5430066666667
j.rnd_p1mdoubled,LPT,15,TRUE,15.14056,15.14056,15.14056
j.rnd_p1mdoubled,LPT,16,FALSE,15.14056,15.62344,15.27991
j.rnd_p1mdoubled,LPT,16,TRUE,15.83744,15.83744,15.83744
j.rnd_p1mdoubled,LPT,17,FALSE,15.83744,16.36174,15.980688
j.rnd_p1mdoubled,LPT,17,TRUE,16.54104,16.54104,16.54104
j.rnd_p1mdoubled,LPT,18,FALSE,16.54104,16.98092,16.6732073333333
j.rnd_p1mdoubled,LPT,18,TRUE,17.17962,17.17962,17.17962
j.rnd_p1mdoubled,LPT,19,FALSE,17.17962,17.55994,17.2971236666667
j.rnd_p1mdoubled,LPT,19,TRUE,17.93988,17.93988,17.93988
j.rnd_p1mdoubled,LPT,20,FALSE,17.93988,18.27456,18.063077
j.rnd_p1mdoubled,LPT,20,TRUE,18.63842,18.63842,18.63842
j.rnd_p1mdoubled,LPT,21,FALSE,18.63842,18.94644,18.760365
j.rnd_p1mdoubled,LPT,21,TRUE,19.32398,19.32398,19.32398
j.rnd_p1mdoubled,LPT,22,FALSE,19.38026,19.57378,19.4590133333333
j.rnd_p1mdoubled,LPT,22,TRUE,19.7928,19.7928,19.7928
j.rnd_p1mdoubled,LPT,23,FALSE,19.85308,20.04208,19.9432766666667
j.rnd_p1mdoubled,LPT,23,TRUE,20.25966,20.25966,20.25966
j.rnd_p1mdoubled,LPT,24,FALSE,20.26444,20.41586,20.33881
j.rnd_p1mdoubled,LPT,24,TRUE,20.6639,20.6639,20.6639
j.rnd_p1mdoubled,LPT,25,FALSE,20.67212,20.7163,20.69421
j.rnd_p1mdoubled,LPT,25,TRUE,21.33838,21.33838,21.33838
j.rnd_p1mdoubled,LPT,26,FALSE,20.3980710659898,20.4002284263959,20.3991497461929
j.rnd_p1mdoubled,LPT,26,TRUE,21.62106,21.62106,21.62106
j.rnd_p1mdoubled,LPT,27,FALSE,20.7015808823529,20.7015808823529,20.7015808823529
j.rnd_p1mdoubled,LPT,27,TRUE,21.64822,21.64822,21.64822
j.rnd_p1mdoubled,LPT,28,FALSE,20.8599462365591,20.8599462365591,20.8599462365591
j.rnd_p1mdoubled,LPT,28,TRUE,21.65682,21.65682,21.65682
j.rnd_p1mdoubled,LPT,29,FALSE,22.7557894736842,22.7557894736842,22.7557894736842
j.rnd_p1mdoubled,LPT,29,TRUE,21.65682,21.65682,21.65682
j.rnd_p1mdoubled,LPT,30,TRUE,21.65682,21.65682,21.65682
j.rnd_p1mdoubled,LWR,1,FALSE,0.0049,2.76452,0.80032
j.rnd_p1mdoubled,LWR,1,TRUE,0.58754,0.58754,0.58754
j.rnd_p1mdoubled,LWR,2,FALSE,0.58754,3.2321,1.332076
j.rnd_p1mdoubled,LWR,2,TRUE,2.0752,2.0752,2.0752
j.rnd_p1mdoubled,LWR,3,FALSE,2.0752,4.7633,2.800828
j.rnd_p1mdoubled,LWR,3,TRUE,3.63962,3.63962,3.63962
j.rnd_p1mdoubled,LWR,4,FALSE,3.63962,6.37454,4.369996
j.rnd_p1mdoubled,LWR,4,TRUE,5.89438,5.89438,5.89438
j.rnd_p1mdoubled,LWR,5,FALSE,5.89438,8.48722,6.562828
j.rnd_p1mdoubled,LWR,5,TRUE,8.34784,8.34784,8.34784
j.rnd_p1mdoubled,LWR,6,FALSE,8.35342,10.63498,9.041625
j.rnd_p1mdoubled,LWR,6,TRUE,8.78796,8.78796,8.78796
j.rnd_p1mdoubled,LWR,7,FALSE,8.78796,10.94244,9.41939
j.rnd_p1mdoubled,LWR,7,TRUE,9.80316,9.80316,9.80316
j.rnd_p1mdoubled,LWR,8,FALSE,9.80316,11.90994,10.42464
j.rnd_p1mdoubled,LWR,8,TRUE,11.18396,11.18396,11.18396
j.rnd_p1mdoubled,LWR,9,FALSE,11.18396,13.28566,11.822505
j.rnd_p1mdoubled,LWR,9,TRUE,12.92592,12.92592,12.92592
j.rnd_p1mdoubled,LWR,10,FALSE,12.92592,15.13722,13.58944
j.rnd_p1mdoubled,LWR,10,TRUE,15.3558,15.3558,15.3558
j.rnd_p1mdoubled,LWR,11,FALSE,15.3558,17.05826,16.0022533333333
j.rnd_p1mdoubled,LWR,11,TRUE,15.84534,15.84534,15.84534
j.rnd_p1mdoubled,LWR,12,FALSE,15.84534,17.454,16.4162066666667
j.rnd_p1mdoubled,LWR,12,TRUE,16.91356,16.91356,16.91356
j.rnd_p1mdoubled,LWR,13,FALSE,16.91356,18.33778,17.4310266666667
j.rnd_p1mdoubled,LWR,13,TRUE,18.59042,18.59042,18.59042
j.rnd_p1mdoubled,LWR,14,FALSE,18.59042,19.93756,19.0930266666667
j.rnd_p1mdoubled,LWR,14,TRUE,20.7087,20.7087,20.7087
j.rnd_p1mdoubled,LWR,15,FALSE,20.7087,21.98512,21.1803533333333
j.rnd_p1mdoubled,LWR,15,TRUE,23.1288,23.1288,23.1288
j.rnd_p1mdoubled,LWR,16,FALSE,23.1578,23.82784,23.49282
j.rnd_p1mdoubled,LWR,16,TRUE,23.81648,23.81648,23.81648
j.rnd_p1mdoubled,LWR,17,FALSE,23.81648,24.26436,24.04042
j.rnd_p1mdoubled,LWR,17,TRUE,24.66472,24.66472,24.66472
j.rnd_p1mdoubled,LWR,18,FALSE,24.66472,25.04872,24.85672
j.rnd_p1mdoubled,LWR,18,TRUE,26.21904,26.21904,26.21904
j.rnd_p1mdoubled,LWR,19,FALSE,26.21904,26.62028,26.41966
j.rnd_p1mdoubled,LWR,19,TRUE,28.39088,28.39088,28.39088
j.rnd_p1mdoubled,LWR,20,FALSE,28.39088,28.89888,28.64488
j.rnd_p1mdoubled,LWR,20,TRUE,31.92724,31.92724,31.92724
j.rnd_p1mdoubled,LWR,21,FALSE,32.017,32.017,32.017
j.rnd_p1mdoubled,LWR,21,TRUE,32.28106,32.28106,32.28106
j.rnd_p1mdoubled,LWR,22,FALSE,32.29754,32.29754,32.29754
j.rnd_p1mdoubled,LWR,22,TRUE,32.95862,32.95862,32.95862
j.rnd_p1mdoubled,LWR,23,FALSE,32.95862,32.95862,32.95862
j.rnd_p1mdoubled,LWR,23,TRUE,34.30066,34.30066,34.30066
j.rnd_p1mdoubled,LWR,24,FALSE,34.30066,34.30066,34.30066
j.rnd_p1mdoubled,LWR,24,TRUE,35.85714,35.85714,35.85714
j.rnd_p1mdoubled,LWR,25,FALSE,35.85714,35.85714,35.85714
j.rnd_p1mdoubled,LWR,25,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,LWR,26,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,LWR,27,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,LWR,28,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,LWR,29,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,LWR,30,TRUE,38.54568,38.54568,38.54568
j.rnd_p1mdoubled,MWR,1,FALSE,0,2.6881,0.766828
