Problem,Step,Track,V1
f.rndn,28,OPT,1033
f.rndn,28,CMA-ES,500
f.rndn,29,SPT,571
f.rndn,29,LPT,576
f.rndn,29,LWR,500
f.rndn,29,MWR,1000
f.rndn,29,RND,739
f.rndn,29,OPT,780
f.rndn,29,CMA-ES,500
f.rndn,30,SPT,500
f.rndn,30,LPT,500
f.rndn,30,LWR,500
f.rndn,30,MWR,500
f.rndn,30,RND,500
f.rndn,30,OPT,500
f.rndn,30,CMA-ES,500
