Problem,Step,Track,V1
f.rnd,1,OPT,2660
f.rnd,2,OPT,2660
f.rnd,3,OPT,2660
f.rnd,4,OPT,2660
f.rnd,5,OPT,2660
f.rnd,6,OPT,2660
f.rnd,7,OPT,2660
f.rnd,8,OPT,2660
f.rnd,9,OPT,2660
f.rnd,10,OPT,2660
f.rnd,11,OPT,2660
f.rnd,12,OPT,2660
f.rnd,13,OPT,2660
f.rnd,14,OPT,2660
f.rnd,15,OPT,2660
f.rnd,16,OPT,2660
f.rnd,17,OPT,2660
f.rnd,18,OPT,2660
f.rnd,19,OPT,2660
f.rnd,20,OPT,2660
f.rnd,21,OPT,2660
f.rnd,22,OPT,2660
f.rnd,23,OPT,2659
f.rnd,24,OPT,2659
f.rnd,25,OPT,2659
f.rnd,26,OPT,2657
f.rnd,27,OPT,2656
f.rnd,28,OPT,2652
f.rnd,29,OPT,2649
f.rnd,30,OPT,2642
f.rnd,31,OPT,2639
f.rnd,32,OPT,2631
f.rnd,33,OPT,2620
f.rnd,34,OPT,2614
f.rnd,35,OPT,2609
f.rnd,36,OPT,2599
f.rnd,37,OPT,2586
f.rnd,38,OPT,2574
f.rnd,39,OPT,2562
f.rnd,40,OPT,2545
f.rnd,41,OPT,2528
f.rnd,42,OPT,2510
f.rnd,43,OPT,2494
f.rnd,44,OPT,2486
f.rnd,45,OPT,2469
f.rnd,46,OPT,2453
f.rnd,47,OPT,2438
f.rnd,48,OPT,2421
f.rnd,49,OPT,2400
f.rnd,50,OPT,2382
f.rnd,51,OPT,2367
f.rnd,52,OPT,2341
f.rnd,53,OPT,2323
f.rnd,54,OPT,2304
f.rnd,55,OPT,2278
f.rnd,56,OPT,2267
f.rnd,57,OPT,2243
f.rnd,58,OPT,2221
f.rnd,59,OPT,2204
f.rnd,60,OPT,2185
f.rnd,61,OPT,2163
f.rnd,62,OPT,2147
f.rnd,63,OPT,2121
f.rnd,64,OPT,2090
f.rnd,65,OPT,2056
f.rnd,66,OPT,2024
f.rnd,67,OPT,2004
f.rnd,68,OPT,1991
f.rnd,69,OPT,1956
f.rnd,70,OPT,1926
f.rnd,71,OPT,1897
f.rnd,72,OPT,1866
f.rnd,73,OPT,1836
f.rnd,74,OPT,1800
f.rnd,75,OPT,1767
f.rnd,76,OPT,1741
f.rnd,77,OPT,1715
f.rnd,78,OPT,1672
f.rnd,79,OPT,1639
f.rnd,80,OPT,1599
f.rnd,81,OPT,1561
f.rnd,82,OPT,1515
f.rnd,83,OPT,1479
f.rnd,84,OPT,1439
f.rnd,85,OPT,1403
f.rnd,86,OPT,1342
f.rnd,87,OPT,1295
f.rnd,88,OPT,1247
f.rnd,89,OPT,1197
f.rnd,90,OPT,1149
f.rnd,91,OPT,1072
f.rnd,92,OPT,1014
f.rnd,93,OPT,955
f.rnd,94,OPT,904
f.rnd,95,OPT,810
f.rnd,96,OPT,722
f.rnd,97,OPT,655
f.rnd,98,OPT,538
f.rnd,99,OPT,410
