Problem,Step,Rank,Track,V1
f.rnd,1,p,SPT,5000
f.rnd,1,p,LPT,5000
f.rnd,1,p,LWR,5000
f.rnd,1,p,MWR,5000
f.rnd,1,p,RND,5000
f.rnd,1,p,OPT,5000
f.rnd,1,p,ES.rho,5000
f.rnd,1,p,ES.Cmax,5000
f.rnd,2,p,SPT,4940
f.rnd,2,p,LPT,4750
f.rnd,2,p,LWR,5000
f.rnd,2,p,MWR,4740
f.rnd,2,p,RND,4910
f.rnd,2,p,OPT,4930
f.rnd,2,p,ES.rho,4880
f.rnd,2,p,ES.Cmax,4870
f.rnd,3,p,SPT,4990
f.rnd,3,p,LPT,4060
f.rnd,3,p,LWR,4950
f.rnd,3,p,MWR,4330
f.rnd,3,p,RND,4780
f.rnd,3,p,OPT,4940
f.rnd,3,p,ES.rho,4910
f.rnd,3,p,ES.Cmax,4950
f.rnd,4,p,SPT,4890
f.rnd,4,p,LPT,3680
f.rnd,4,p,LWR,4940
f.rnd,4,p,MWR,4000
f.rnd,4,p,RND,4730
f.rnd,4,p,OPT,4880
f.rnd,4,p,ES.rho,4560
f.rnd,4,p,ES.Cmax,4740
f.rnd,5,p,SPT,4850
f.rnd,5,p,LPT,2850
f.rnd,5,p,LWR,4940
f.rnd,5,p,MWR,3730
f.rnd,5,p,RND,4590
f.rnd,5,p,OPT,4800
f.rnd,5,p,ES.rho,4530
f.rnd,5,p,ES.Cmax,4640
f.rnd,6,p,SPT,4880
f.rnd,6,p,LPT,2440
f.rnd,6,p,LWR,3952
f.rnd,6,p,MWR,3560
f.rnd,6,p,RND,4490
f.rnd,6,p,OPT,4754
f.rnd,6,p,ES.rho,4440
f.rnd,6,p,ES.Cmax,4670
f.rnd,7,p,SPT,4762
f.rnd,7,p,LPT,1954
f.rnd,7,p,LWR,3952
f.rnd,7,p,MWR,3600
f.rnd,7,p,RND,4186
f.rnd,7,p,OPT,4698
f.rnd,7,p,ES.rho,4104
f.rnd,7,p,ES.Cmax,4410
f.rnd,8,p,SPT,4640
f.rnd,8,p,LPT,1604
f.rnd,8,p,LWR,3784
f.rnd,8,p,MWR,3510
f.rnd,8,p,RND,3966
f.rnd,8,p,OPT,4612
f.rnd,8,p,ES.rho,3792
f.rnd,8,p,ES.Cmax,4308
f.rnd,9,p,SPT,4498
f.rnd,9,p,LPT,1290
f.rnd,9,p,LWR,3728
f.rnd,9,p,MWR,3350
f.rnd,9,p,RND,3948
f.rnd,9,p,OPT,4408
f.rnd,9,p,ES.rho,3592
f.rnd,9,p,ES.Cmax,4308
f.rnd,10,p,SPT,4276
f.rnd,10,p,LPT,1232
f.rnd,10,p,LWR,3680
f.rnd,10,p,MWR,3270
f.rnd,10,p,RND,3672
f.rnd,10,p,OPT,4416
f.rnd,10,p,ES.rho,3406
f.rnd,10,p,ES.Cmax,4294
f.rnd,11,p,SPT,4116
f.rnd,11,p,LPT,1060
f.rnd,11,p,LWR,2760
f.rnd,11,p,MWR,3390
f.rnd,11,p,RND,3602
f.rnd,11,p,OPT,4208
f.rnd,11,p,ES.rho,3158
f.rnd,11,p,ES.Cmax,3964
f.rnd,12,p,SPT,3838
f.rnd,12,p,LPT,982
f.rnd,12,p,LWR,2778
f.rnd,12,p,MWR,3380
f.rnd,12,p,RND,3576
f.rnd,12,p,OPT,4022
f.rnd,12,p,ES.rho,2816
f.rnd,12,p,ES.Cmax,3680
f.rnd,13,p,SPT,3582
f.rnd,13,p,LPT,746
f.rnd,13,p,LWR,2538
f.rnd,13,p,MWR,3400
f.rnd,13,p,RND,3228
f.rnd,13,p,OPT,3868
f.rnd,13,p,ES.rho,2476
f.rnd,13,p,ES.Cmax,3526
f.rnd,14,p,SPT,3272
f.rnd,14,p,LPT,770
f.rnd,14,p,LWR,2394
f.rnd,14,p,MWR,3350
f.rnd,14,p,RND,2994
f.rnd,14,p,OPT,3800
f.rnd,14,p,ES.rho,2460
f.rnd,14,p,ES.Cmax,3514
f.rnd,15,p,SPT,2996
f.rnd,15,p,LPT,628
f.rnd,15,p,LWR,2304
f.rnd,15,p,MWR,3380
f.rnd,15,p,RND,2854
f.rnd,15,p,OPT,3692
f.rnd,15,p,ES.rho,2512
f.rnd,15,p,ES.Cmax,3376
f.rnd,16,p,SPT,2682
f.rnd,16,p,LPT,604
f.rnd,16,p,LWR,1536
f.rnd,16,p,MWR,3240
f.rnd,16,p,RND,2528
f.rnd,16,p,OPT,3516
f.rnd,16,p,ES.rho,2126
f.rnd,16,p,ES.Cmax,2740
f.rnd,17,p,SPT,2272
f.rnd,17,p,LPT,494
f.rnd,17,p,LWR,1556
f.rnd,17,p,MWR,3370
f.rnd,17,p,RND,2510
f.rnd,17,p,OPT,3288
f.rnd,17,p,ES.rho,2158
f.rnd,17,p,ES.Cmax,2396
f.rnd,18,p,SPT,2042
f.rnd,18,p,LPT,492
f.rnd,18,p,LWR,1292
f.rnd,18,p,MWR,3518
f.rnd,18,p,RND,2184
f.rnd,18,p,OPT,2984
f.rnd,18,p,ES.rho,2042
f.rnd,18,p,ES.Cmax,2400
f.rnd,19,p,SPT,1676
f.rnd,19,p,LPT,322
f.rnd,19,p,LWR,1172
f.rnd,19,p,MWR,3474
f.rnd,19,p,RND,1834
f.rnd,19,p,OPT,2814
f.rnd,19,p,ES.rho,2044
f.rnd,19,p,ES.Cmax,2194
f.rnd,20,p,SPT,1478
f.rnd,20,p,LPT,346
f.rnd,20,p,LWR,1072
f.rnd,20,p,MWR,3334
f.rnd,20,p,RND,1552
f.rnd,20,p,OPT,2644
f.rnd,20,p,ES.rho,2148
f.rnd,20,p,ES.Cmax,1752
f.rnd,21,p,SPT,1090
f.rnd,21,p,LPT,262
f.rnd,21,p,LWR,536
f.rnd,21,p,MWR,3276
f.rnd,21,p,RND,1458
f.rnd,21,p,OPT,2504
f.rnd,21,p,ES.rho,1664
f.rnd,21,p,ES.Cmax,1408
f.rnd,22,p,SPT,802
f.rnd,22,p,LPT,152
f.rnd,22,p,LWR,184
f.rnd,22,p,MWR,3050
f.rnd,22,p,RND,1192
f.rnd,22,p,OPT,2234
f.rnd,22,p,ES.rho,1730
f.rnd,22,p,ES.Cmax,1340
f.rnd,23,p,SPT,652
f.rnd,23,p,LPT,142
f.rnd,23,p,LWR,116
f.rnd,23,p,MWR,2638
f.rnd,23,p,RND,930
f.rnd,23,p,OPT,2004
f.rnd,23,p,ES.rho,1682
f.rnd,23,p,ES.Cmax,1242
f.rnd,24,p,SPT,448
f.rnd,24,p,LPT,138
f.rnd,24,p,LWR,62
f.rnd,24,p,MWR,2102
f.rnd,24,p,RND,796
f.rnd,24,p,OPT,1786
f.rnd,24,p,ES.rho,1420
f.rnd,24,p,ES.Cmax,1004
f.rnd,25,p,SPT,294
f.rnd,25,p,LPT,82
f.rnd,25,p,MWR,1512
f.rnd,25,p,RND,626
f.rnd,25,p,OPT,1498
f.rnd,25,p,ES.rho,1020
f.rnd,25,p,ES.Cmax,668
f.rnd,26,p,SPT,182
f.rnd,26,p,LPT,48
f.rnd,26,p,MWR,1044
f.rnd,26,p,RND,454
f.rnd,26,p,OPT,1238
f.rnd,26,p,ES.rho,1084
f.rnd,26,p,ES.Cmax,716
f.rnd,27,p,SPT,132
f.rnd,27,p,LPT,16
f.rnd,27,p,MWR,550
f.rnd,27,p,RND,298
f.rnd,27,p,OPT,952
f.rnd,27,p,ES.rho,690
f.rnd,27,p,ES.Cmax,506
f.rnd,28,p,SPT,36
f.rnd,28,p,LPT,14
f.rnd,28,p,MWR,240
f.rnd,28,p,RND,154
f.rnd,28,p,OPT,566
f.rnd,28,p,ES.rho,344
f.rnd,28,p,ES.Cmax,200
f.rnd,29,p,SPT,72
f.rnd,29,p,LPT,4
f.rnd,29,p,MWR,38
f.rnd,29,p,RND,106
f.rnd,29,p,OPT,332
f.rnd,29,p,ES.rho,354
f.rnd,29,p,ES.Cmax,242
