Problem,Step,Rank,Track,V1
f.mxc,1,p,SPT,4850
f.mxc,1,p,LPT,4850
f.mxc,1,p,LWR,4850
f.mxc,1,p,MWR,4850
f.mxc,1,p,OPT,4850
f.mxc,1,p,RND,4850
f.mxc,2,p,SPT,3400
f.mxc,2,p,LPT,2580
f.mxc,2,p,LWR,3420
f.mxc,2,p,MWR,2540
f.mxc,2,p,OPT,3570
f.mxc,2,p,RND,3100
f.mxc,3,p,SPT,4520
f.mxc,3,p,LPT,2290
f.mxc,3,p,LWR,3420
f.mxc,3,p,MWR,3740
f.mxc,3,p,OPT,4000
f.mxc,3,p,RND,3710
f.mxc,4,p,SPT,4350
f.mxc,4,p,LPT,2050
f.mxc,4,p,LWR,3420
f.mxc,4,p,MWR,3580
f.mxc,4,p,OPT,3650
f.mxc,4,p,RND,3230
f.mxc,5,p,SPT,4570
f.mxc,5,p,LPT,1910
f.mxc,5,p,LWR,3420
f.mxc,5,p,MWR,3450
f.mxc,5,p,OPT,3860
f.mxc,5,p,RND,3220
f.mxc,6,p,SPT,4276
f.mxc,6,p,LPT,728
f.mxc,6,p,LWR,2736
f.mxc,6,p,MWR,2370
f.mxc,6,p,OPT,3924
f.mxc,6,p,RND,3340
f.mxc,7,p,SPT,4506
f.mxc,7,p,LPT,588
f.mxc,7,p,LWR,2168
f.mxc,7,p,MWR,2430
f.mxc,7,p,OPT,3880
f.mxc,7,p,RND,2944
f.mxc,8,p,SPT,4394
f.mxc,8,p,LPT,482
f.mxc,8,p,LWR,1984
f.mxc,8,p,MWR,2290
f.mxc,8,p,OPT,3782
f.mxc,8,p,RND,2782
f.mxc,9,p,SPT,4514
f.mxc,9,p,LPT,422
f.mxc,9,p,LWR,1920
f.mxc,9,p,MWR,3020
f.mxc,9,p,OPT,3680
f.mxc,9,p,RND,2604
f.mxc,10,p,SPT,4482
f.mxc,10,p,LPT,252
f.mxc,10,p,LWR,1920
f.mxc,10,p,MWR,2870
f.mxc,10,p,OPT,3692
f.mxc,10,p,RND,2576
f.mxc,11,p,SPT,4192
f.mxc,11,p,LPT,176
f.mxc,11,p,LWR,1440
f.mxc,11,p,MWR,2720
f.mxc,11,p,OPT,3696
f.mxc,11,p,RND,2510
f.mxc,12,p,SPT,4116
f.mxc,12,p,LPT,132
f.mxc,12,p,LWR,1512
f.mxc,12,p,MWR,1790
f.mxc,12,p,OPT,3586
f.mxc,12,p,RND,2386
f.mxc,13,p,SPT,4146
f.mxc,13,p,LPT,114
f.mxc,13,p,LWR,1254
f.mxc,13,p,MWR,1830
f.mxc,13,p,OPT,3458
f.mxc,13,p,RND,2270
f.mxc,14,p,SPT,4098
f.mxc,14,p,LPT,128
f.mxc,14,p,LWR,1128
f.mxc,14,p,MWR,1760
f.mxc,14,p,OPT,3258
f.mxc,14,p,RND,2104
f.mxc,15,p,SPT,3874
f.mxc,15,p,LPT,82
f.mxc,15,p,LWR,1116
f.mxc,15,p,MWR,2700
f.mxc,15,p,OPT,3204
f.mxc,15,p,RND,1932
f.mxc,16,p,SPT,3464
f.mxc,16,p,LPT,106
f.mxc,16,p,LWR,744
f.mxc,16,p,MWR,2690
f.mxc,16,p,OPT,3114
f.mxc,16,p,RND,1856
f.mxc,17,p,SPT,3474
f.mxc,17,p,LPT,128
f.mxc,17,p,LWR,956
f.mxc,17,p,MWR,2520
f.mxc,17,p,OPT,2890
f.mxc,17,p,RND,1690
f.mxc,18,p,SPT,3396
f.mxc,18,p,LPT,60
f.mxc,18,p,LWR,788
f.mxc,18,p,MWR,1620
f.mxc,18,p,OPT,2586
f.mxc,18,p,RND,1568
f.mxc,19,p,SPT,3034
f.mxc,19,p,LPT,10
f.mxc,19,p,LWR,684
f.mxc,19,p,MWR,1660
f.mxc,19,p,OPT,2442
f.mxc,19,p,RND,1366
f.mxc,20,p,SPT,2876
f.mxc,20,p,LPT,92
f.mxc,20,p,LWR,640
f.mxc,20,p,MWR,1670
f.mxc,20,p,OPT,2192
f.mxc,20,p,RND,1136
f.mxc,21,p,SPT,2572
f.mxc,21,p,LPT,34
f.mxc,21,p,LWR,320
f.mxc,21,p,MWR,2300
f.mxc,21,p,OPT,2008
f.mxc,21,p,RND,1070
f.mxc,22,p,SPT,2202
f.mxc,22,p,LPT,22
f.mxc,22,p,LWR,162
f.mxc,22,p,MWR,2380
f.mxc,22,p,OPT,1766
f.mxc,22,p,RND,946
f.mxc,23,p,SPT,1832
f.mxc,23,p,LPT,14
f.mxc,23,p,LWR,82
f.mxc,23,p,MWR,2290
f.mxc,23,p,OPT,1456
f.mxc,23,p,RND,714
f.mxc,24,p,SPT,1636
f.mxc,24,p,LPT,20
f.mxc,24,p,LWR,26
f.mxc,24,p,MWR,1450
f.mxc,24,p,OPT,1194
f.mxc,24,p,RND,546
f.mxc,25,p,SPT,1302
f.mxc,25,p,LPT,2
f.mxc,25,p,MWR,1478
f.mxc,25,p,OPT,958
f.mxc,25,p,RND,420
f.mxc,26,p,SPT,934
f.mxc,26,p,LPT,22
f.mxc,26,p,MWR,1168
f.mxc,26,p,OPT,818
f.mxc,26,p,RND,268
f.mxc,27,p,SPT,642
f.mxc,27,p,LPT,4
f.mxc,27,p,MWR,864
f.mxc,27,p,OPT,510
f.mxc,27,p,RND,166
f.mxc,28,p,SPT,300
f.mxc,28,p,LPT,10
f.mxc,28,p,MWR,504
f.mxc,28,p,OPT,264
f.mxc,28,p,RND,68
f.mxc,29,p,SPT,84
f.mxc,29,p,MWR,158
f.mxc,29,p,OPT,152
f.mxc,29,p,RND,26
