Problem,Step,Rank,Track,V1
j.rndn,1,p,SPT,4560
j.rndn,1,p,LPT,4560
j.rndn,1,p,LWR,4560
j.rndn,1,p,MWR,4560
j.rndn,1,p,OPT,4560
j.rndn,1,p,RND,4560
j.rndn,2,p,SPT,4590
j.rndn,2,p,LPT,4410
j.rndn,2,p,LWR,4510
j.rndn,2,p,MWR,4490
j.rndn,2,p,OPT,4620
j.rndn,2,p,RND,4480
j.rndn,3,p,SPT,4520
j.rndn,3,p,LPT,4230
j.rndn,3,p,LWR,4300
j.rndn,3,p,MWR,4510
j.rndn,3,p,OPT,4800
j.rndn,3,p,RND,4430
j.rndn,4,p,SPT,4510
j.rndn,4,p,LPT,3990
j.rndn,4,p,LWR,4220
j.rndn,4,p,MWR,4490
j.rndn,4,p,OPT,4750
j.rndn,4,p,RND,4360
j.rndn,5,p,SPT,4390
j.rndn,5,p,LPT,3900
j.rndn,5,p,LWR,4250
j.rndn,5,p,MWR,4440
j.rndn,5,p,OPT,4720
j.rndn,5,p,RND,4320
j.rndn,6,p,SPT,4344
j.rndn,6,p,LPT,3894
j.rndn,6,p,LWR,2728
j.rndn,6,p,MWR,4450
j.rndn,6,p,OPT,4760
j.rndn,6,p,RND,4168
j.rndn,7,p,SPT,4076
j.rndn,7,p,LPT,3532
j.rndn,7,p,LWR,2632
j.rndn,7,p,MWR,4470
j.rndn,7,p,OPT,4760
j.rndn,7,p,RND,4186
j.rndn,8,p,SPT,4070
j.rndn,8,p,LPT,3274
j.rndn,8,p,LWR,2640
j.rndn,8,p,MWR,4380
j.rndn,8,p,OPT,4820
j.rndn,8,p,RND,4188
j.rndn,9,p,SPT,3718
j.rndn,9,p,LPT,3394
j.rndn,9,p,LWR,2720
j.rndn,9,p,MWR,4150
j.rndn,9,p,OPT,4680
j.rndn,9,p,RND,3978
j.rndn,10,p,SPT,3644
j.rndn,10,p,LPT,3060
j.rndn,10,p,LWR,2816
j.rndn,10,p,MWR,4120
j.rndn,10,p,OPT,4720
j.rndn,10,p,RND,3722
j.rndn,11,p,SPT,3406
j.rndn,11,p,LPT,2816
j.rndn,11,p,LWR,1422
j.rndn,11,p,MWR,4100
j.rndn,11,p,OPT,4770
j.rndn,11,p,RND,3768
j.rndn,12,p,SPT,3194
j.rndn,12,p,LPT,2534
j.rndn,12,p,LWR,1440
j.rndn,12,p,MWR,3980
j.rndn,12,p,OPT,4730
j.rndn,12,p,RND,3634
j.rndn,13,p,SPT,3018
j.rndn,13,p,LPT,2252
j.rndn,13,p,LWR,1422
j.rndn,13,p,MWR,3910
j.rndn,13,p,OPT,4690
j.rndn,13,p,RND,3418
j.rndn,14,p,SPT,2808
j.rndn,14,p,LPT,2142
j.rndn,14,p,LWR,1488
j.rndn,14,p,MWR,3860
j.rndn,14,p,OPT,4646
j.rndn,14,p,RND,3270
j.rndn,15,p,SPT,2482
j.rndn,15,p,LPT,1926
j.rndn,15,p,LWR,1704
j.rndn,15,p,MWR,3840
j.rndn,15,p,OPT,4610
j.rndn,15,p,RND,3118
j.rndn,16,p,SPT,2214
j.rndn,16,p,LPT,1658
j.rndn,16,p,LWR,548
j.rndn,16,p,MWR,3740
j.rndn,16,p,OPT,4658
j.rndn,16,p,RND,3092
j.rndn,17,p,SPT,1936
j.rndn,17,p,LPT,1568
j.rndn,17,p,LWR,448
j.rndn,17,p,MWR,3780
j.rndn,17,p,OPT,4606
j.rndn,17,p,RND,2940
j.rndn,18,p,SPT,1596
j.rndn,18,p,LPT,1364
j.rndn,18,p,LWR,540
j.rndn,18,p,MWR,3820
j.rndn,18,p,OPT,4538
j.rndn,18,p,RND,2832
j.rndn,19,p,SPT,1320
j.rndn,19,p,LPT,1062
j.rndn,19,p,LWR,568
j.rndn,19,p,MWR,3710
j.rndn,19,p,OPT,4392
j.rndn,19,p,RND,2482
j.rndn,20,p,SPT,1128
j.rndn,20,p,LPT,864
j.rndn,20,p,LWR,716
j.rndn,20,p,MWR,3720
j.rndn,20,p,OPT,4126
j.rndn,20,p,RND,2184
j.rndn,21,p,SPT,874
j.rndn,21,p,LPT,690
j.rndn,21,p,LWR,90
j.rndn,21,p,MWR,3620
j.rndn,21,p,OPT,3940
j.rndn,21,p,RND,2006
j.rndn,22,p,SPT,648
j.rndn,22,p,LPT,476
j.rndn,22,p,LWR,122
j.rndn,22,p,MWR,3500
j.rndn,22,p,OPT,3662
j.rndn,22,p,RND,1638
j.rndn,23,p,SPT,484
j.rndn,23,p,LPT,358
j.rndn,23,p,LWR,120
j.rndn,23,p,MWR,3640
j.rndn,23,p,OPT,3228
j.rndn,23,p,RND,1246
j.rndn,24,p,SPT,364
j.rndn,24,p,LPT,238
j.rndn,24,p,LWR,136
j.rndn,24,p,MWR,3400
j.rndn,24,p,OPT,2772
j.rndn,24,p,RND,946
j.rndn,25,p,SPT,270
j.rndn,25,p,LPT,196
j.rndn,25,p,LWR,166
j.rndn,25,p,MWR,3010
j.rndn,25,p,OPT,2376
j.rndn,25,p,RND,652
j.rndn,26,p,SPT,152
