Problem,Feature,Step,Track,mu
f.rndn,phi.proc,1,SPT,-0.7772
f.rndn,phi.proc,1,LPT,0.7868
f.rndn,phi.proc,1,LWR,-0.37
f.rndn,phi.proc,1,MWR,0.39
f.rndn,phi.proc,1,RND,0.0096
f.rndn,phi.proc,1,OPT,-0.574
f.rndn,phi.proc,2,SPT,-0.5932
f.rndn,phi.proc,2,LPT,0.6008
f.rndn,phi.proc,2,LWR,-0.344
f.rndn,phi.proc,2,MWR,0.1788
f.rndn,phi.proc,2,RND,-0.0176
f.rndn,phi.proc,2,OPT,-0.1656
f.rndn,phi.proc,3,SPT,-0.456
f.rndn,phi.proc,3,LPT,0.4368
f.rndn,phi.proc,3,LWR,-0.3624
f.rndn,phi.proc,3,MWR,0.0668
f.rndn,phi.proc,3,RND,0.0016
f.rndn,phi.proc,3,OPT,-0.0744
f.rndn,phi.proc,4,SPT,-0.3668
f.rndn,phi.proc,4,LPT,0.386
f.rndn,phi.proc,4,LWR,-0.3504
f.rndn,phi.proc,4,MWR,-0.0872
f.rndn,phi.proc,4,RND,-0.032
f.rndn,phi.proc,4,OPT,0.002
f.rndn,phi.proc,5,SPT,-0.3256
f.rndn,phi.proc,5,LPT,0.304
f.rndn,phi.proc,5,LWR,-0.3532
f.rndn,phi.proc,5,MWR,-0.1692
f.rndn,phi.proc,5,RND,0.0108
f.rndn,phi.proc,5,OPT,0.0012
f.rndn,phi.proc,6,SPT,-0.244
f.rndn,phi.proc,6,LPT,0.2216
f.rndn,phi.proc,6,LWR,-0.1892
f.rndn,phi.proc,6,MWR,-0.3804
f.rndn,phi.proc,6,RND,-0.032
f.rndn,phi.proc,6,OPT,0.0408
f.rndn,phi.proc,7,SPT,-0.1744
f.rndn,phi.proc,7,LPT,0.1932
f.rndn,phi.proc,7,LWR,-0.1896
f.rndn,phi.proc,7,MWR,0.3536
f.rndn,phi.proc,7,RND,0.0204
f.rndn,phi.proc,7,OPT,0.112
f.rndn,phi.proc,8,SPT,-0.1256
f.rndn,phi.proc,8,LPT,0.1348
f.rndn,phi.proc,8,LWR,-0.192
f.rndn,phi.proc,8,MWR,0.232
