Problem,Step,Track,V1
f.mxc,1,SPT,3000
f.mxc,1,LPT,3000
f.mxc,1,LWR,3000
f.mxc,1,MWR,3000
f.mxc,1,OPT,3000
f.mxc,1,RND,3000
f.mxc,2,SPT,3000
f.mxc,2,LPT,3000
f.mxc,2,LWR,3000
f.mxc,2,MWR,3000
f.mxc,2,OPT,3000
f.mxc,2,RND,3000
f.mxc,3,SPT,3000
f.mxc,3,LPT,3000
f.mxc,3,LWR,3000
f.mxc,3,MWR,3000
f.mxc,3,OPT,3000
f.mxc,3,RND,3000
f.mxc,4,SPT,3000
f.mxc,4,LPT,3000
f.mxc,4,LWR,3000
f.mxc,4,MWR,3000
f.mxc,4,OPT,3000
f.mxc,4,RND,3000
f.mxc,5,SPT,3000
f.mxc,5,LPT,3000
f.mxc,5,LWR,3000
f.mxc,5,MWR,3000
f.mxc,5,OPT,3000
f.mxc,5,RND,3000
f.mxc,6,SPT,2897
f.mxc,6,LPT,2879
f.mxc,6,LWR,2500
f.mxc,6,MWR,3000
f.mxc,6,OPT,2997
f.mxc,6,RND,2999
f.mxc,7,SPT,2895
f.mxc,7,LPT,2877
f.mxc,7,LWR,2500
f.mxc,7,MWR,3000
f.mxc,7,OPT,2993
f.mxc,7,RND,2996
f.mxc,8,SPT,2885
f.mxc,8,LPT,2871
f.mxc,8,LWR,2500
f.mxc,8,MWR,3000
f.mxc,8,OPT,2984
f.mxc,8,RND,2994
f.mxc,9,SPT,2880
f.mxc,9,LPT,2868
f.mxc,9,LWR,2500
f.mxc,9,MWR,3000
f.mxc,9,OPT,2969
f.mxc,9,RND,2987
f.mxc,10,SPT,2875
f.mxc,10,LPT,2863
f.mxc,10,LWR,2500
f.mxc,10,MWR,3000
f.mxc,10,OPT,2948
f.mxc,10,RND,2976
f.mxc,11,SPT,2682
f.mxc,11,LPT,2649
f.mxc,11,LWR,2000
f.mxc,11,MWR,3000
f.mxc,11,OPT,2915
f.mxc,11,RND,2955
f.mxc,12,SPT,2672
f.mxc,12,LPT,2638
f.mxc,12,LWR,2000
f.mxc,12,MWR,3000
f.mxc,12,OPT,2874
f.mxc,12,RND,2935
f.mxc,13,SPT,2661
f.mxc,13,LPT,2629
f.mxc,13,LWR,2000
f.mxc,13,MWR,3000
f.mxc,13,OPT,2834
f.mxc,13,RND,2891
f.mxc,14,SPT,2642
f.mxc,14,LPT,2618
f.mxc,14,LWR,2000
f.mxc,14,MWR,3000
f.mxc,14,OPT,2769
f.mxc,14,RND,2858
f.mxc,15,SPT,2541
f.mxc,15,LPT,2508
f.mxc,15,LWR,2000
f.mxc,15,MWR,3000
f.mxc,15,OPT,2703
f.mxc,15,RND,2797
f.mxc,16,SPT,2343
f.mxc,16,LPT,2316
f.mxc,16,LWR,1500
f.mxc,16,MWR,3000
f.mxc,16,OPT,2627
f.mxc,16,RND,2733
f.mxc,17,SPT,2331
f.mxc,17,LPT,2293
f.mxc,17,LWR,1500
f.mxc,17,MWR,3000
f.mxc,17,OPT,2566
f.mxc,17,RND,2652
f.mxc,18,SPT,2313
f.mxc,18,LPT,2281
f.mxc,18,LWR,1500
f.mxc,18,MWR,3000
f.mxc,18,OPT,2488
f.mxc,18,RND,2572
f.mxc,19,SPT,2117
f.mxc,19,LPT,2090
f.mxc,19,LWR,1500
f.mxc,19,MWR,3000
f.mxc,19,OPT,2406
f.mxc,19,RND,2457
f.mxc,20,SPT,2100
f.mxc,20,LPT,2080
f.mxc,20,LWR,1500
f.mxc,20,MWR,3000
f.mxc,20,OPT,2300
f.mxc,20,RND,2348
f.mxc,21,SPT,1911
f.mxc,21,LPT,1883
f.mxc,21,LWR,1000
f.mxc,21,MWR,3000
f.mxc,21,OPT,2202
f.mxc,21,RND,2232
f.mxc,22,SPT,1808
f.mxc,22,LPT,1781
f.mxc,22,LWR,1000
f.mxc,22,MWR,3000
f.mxc,22,OPT,2071
f.mxc,22,RND,2104
f.mxc,23,SPT,1615
f.mxc,23,LPT,1584
f.mxc,23,LWR,1000
f.mxc,23,MWR,3000
f.mxc,23,OPT,1947
f.mxc,23,RND,1949
f.mxc,24,SPT,1605
f.mxc,24,LPT,1569
f.mxc,24,LWR,1000
f.mxc,24,MWR,2998
f.mxc,24,OPT,1805
f.mxc,24,RND,1774
f.mxc,25,SPT,1402
f.mxc,25,LPT,1389
f.mxc,25,LWR,1000
f.mxc,25,MWR,2993
f.mxc,25,OPT,1633
f.mxc,25,RND,1595
f.mxc,26,SPT,1228
f.mxc,26,LPT,1203
f.mxc,26,LWR,500
f.mxc,26,MWR,2496
f.mxc,26,OPT,1479
f.mxc,26,RND,1406
f.mxc,27,SPT,953
f.mxc,27,LPT,936
f.mxc,27,LWR,500
f.mxc,27,MWR,1999
f.mxc,27,OPT,1272
f.mxc,27,RND,1205
f.mxc,28,SPT,773
f.mxc,28,LPT,767
f.mxc,28,LWR,500
f.mxc,28,MWR,1499
f.mxc,28,OPT,1042
f.mxc,28,RND,990
f.mxc,29,SPT,587
f.mxc,29,LPT,590
f.mxc,29,LWR,500
f.mxc,29,MWR,1000
f.mxc,29,OPT,778
f.mxc,29,RND,744
f.mxc,30,SPT,500
f.mxc,30,LPT,500
f.mxc,30,LWR,500
f.mxc,30,MWR,500
f.mxc,30,OPT,500
f.mxc,30,RND,500
