Problem,Step,Track,V1
j.rnd_pj1doubled,15,LWR,2000
j.rnd_pj1doubled,15,MWR,2927
j.rnd_pj1doubled,15,RND,2795
j.rnd_pj1doubled,15,OPT,2860
j.rnd_pj1doubled,15,CMA-ES,2998
j.rnd_pj1doubled,16,SPT,2222
j.rnd_pj1doubled,16,LPT,2260
j.rnd_pj1doubled,16,LWR,1500
j.rnd_pj1doubled,16,MWR,2914
j.rnd_pj1doubled,16,RND,2739
j.rnd_pj1doubled,16,OPT,2827
j.rnd_pj1doubled,16,CMA-ES,2992
j.rnd_pj1doubled,17,SPT,2097
j.rnd_pj1doubled,17,LPT,2159
j.rnd_pj1doubled,17,LWR,1500
j.rnd_pj1doubled,17,MWR,2889
j.rnd_pj1doubled,17,RND,2652
j.rnd_pj1doubled,17,OPT,2775
j.rnd_pj1doubled,17,CMA-ES,2980
j.rnd_pj1doubled,18,SPT,1965
j.rnd_pj1doubled,18,LPT,2048
j.rnd_pj1doubled,18,LWR,1500
j.rnd_pj1doubled,18,MWR,2857
j.rnd_pj1doubled,18,RND,2562
j.rnd_pj1doubled,18,OPT,2702
j.rnd_pj1doubled,18,CMA-ES,2960
j.rnd_pj1doubled,19,SPT,1830
j.rnd_pj1doubled,19,LPT,1925
j.rnd_pj1doubled,19,LWR,1500
j.rnd_pj1doubled,19,MWR,2834
j.rnd_pj1doubled,19,RND,2453
j.rnd_pj1doubled,19,OPT,2605
j.rnd_pj1doubled,19,CMA-ES,2920
j.rnd_pj1doubled,20,SPT,1715
j.rnd_pj1doubled,20,LPT,1803
j.rnd_pj1doubled,20,LWR,1500
j.rnd_pj1doubled,20,MWR,2794
j.rnd_pj1doubled,20,RND,2346
j.rnd_pj1doubled,20,OPT,2509
j.rnd_pj1doubled,20,CMA-ES,2860
j.rnd_pj1doubled,21,SPT,1566
j.rnd_pj1doubled,21,LPT,1691
j.rnd_pj1doubled,21,LWR,1000
j.rnd_pj1doubled,21,MWR,2743
j.rnd_pj1doubled,21,RND,2228
j.rnd_pj1doubled,21,OPT,2403
j.rnd_pj1doubled,21,CMA-ES,2781
j.rnd_pj1doubled,22,SPT,1404
j.rnd_pj1doubled,22,LPT,1551
j.rnd_pj1doubled,22,LWR,1000
j.rnd_pj1doubled,22,MWR,2662
j.rnd_pj1doubled,22,RND,2094
j.rnd_pj1doubled,22,OPT,2275
j.rnd_pj1doubled,22,CMA-ES,2678
j.rnd_pj1doubled,23,SPT,1281
j.rnd_pj1doubled,23,LPT,1410
j.rnd_pj1doubled,23,LWR,1000
j.rnd_pj1doubled,23,MWR,2554
j.rnd_pj1doubled,23,RND,1932
j.rnd_pj1doubled,23,OPT,2148
j.rnd_pj1doubled,23,CMA-ES,2528
j.rnd_pj1doubled,24,SPT,1157
j.rnd_pj1doubled,24,LPT,1279
j.rnd_pj1doubled,24,LWR,1000
j.rnd_pj1doubled,24,MWR,2408
j.rnd_pj1doubled,24,RND,1765
j.rnd_pj1doubled,24,OPT,1974
j.rnd_pj1doubled,24,CMA-ES,2370
j.rnd_pj1doubled,25,SPT,1069
j.rnd_pj1doubled,25,LPT,1161
j.rnd_pj1doubled,25,LWR,1000
j.rnd_pj1doubled,25,MWR,2194
j.rnd_pj1doubled,25,RND,1581
j.rnd_pj1doubled,25,OPT,1794
j.rnd_pj1doubled,25,CMA-ES,2161
j.rnd_pj1doubled,26,SPT,760
j.rnd_pj1doubled,26,LPT,966
j.rnd_pj1doubled,26,LWR,500
j.rnd_pj1doubled,26,MWR,1926
j.rnd_pj1doubled,26,RND,1393
j.rnd_pj1doubled,26,OPT,1599
j.rnd_pj1doubled,26,CMA-ES,1924
j.rnd_pj1doubled,27,SPT,619
j.rnd_pj1doubled,27,LPT,794
j.rnd_pj1doubled,27,LWR,500
j.rnd_pj1doubled,27,MWR,1619
j.rnd_pj1doubled,27,RND,1185
j.rnd_pj1doubled,27,OPT,1380
j.rnd_pj1doubled,27,CMA-ES,1636
j.rnd_pj1doubled,28,SPT,550
j.rnd_pj1doubled,28,LPT,693
j.rnd_pj1doubled,28,LWR,500
j.rnd_pj1doubled,28,MWR,1289
j.rnd_pj1doubled,28,RND,955
j.rnd_pj1doubled,28,OPT,1125
j.rnd_pj1doubled,28,CMA-ES,1296
j.rnd_pj1doubled,29,SPT,520
j.rnd_pj1doubled,29,LPT,592
j.rnd_pj1doubled,29,LWR,500
j.rnd_pj1doubled,29,MWR,926
j.rnd_pj1doubled,29,RND,723
j.rnd_pj1doubled,29,OPT,841
j.rnd_pj1doubled,29,CMA-ES,920
j.rnd_pj1doubled,30,SPT,500
j.rnd_pj1doubled,30,LPT,500
j.rnd_pj1doubled,30,LWR,500
j.rnd_pj1doubled,30,MWR,500
j.rnd_pj1doubled,30,RND,500
j.rnd_pj1doubled,30,OPT,500
j.rnd_pj1doubled,30,CMA-ES,500
