Problem,Feature,Step,Track,mu
f.mxc,phi.proc,1,SPT,-0.0457959183673469
f.mxc,phi.proc,1,LPT,0.0447755102040816
f.mxc,phi.proc,1,LWR,-0.0457959183673469
f.mxc,phi.proc,1,MWR,0.0447755102040816
f.mxc,phi.proc,1,RND,-0.000530612244897959
f.mxc,phi.proc,1,OPT,-0.0294285714285714
f.mxc,phi.proc,2,SPT,-0.21130612244898
f.mxc,phi.proc,2,LPT,0.203387755102041
f.mxc,phi.proc,2,LWR,-0.0519591836734694
f.mxc,phi.proc,2,MWR,0.028
f.mxc,phi.proc,2,RND,0.0190612244897959
f.mxc,phi.proc,2,OPT,-0.00559183673469388
f.mxc,phi.proc,3,SPT,-0.153061224489796
f.mxc,phi.proc,3,LPT,0.151632653061224
f.mxc,phi.proc,3,LWR,-0.0482857142857143
f.mxc,phi.proc,3,MWR,0.0106938775510204
f.mxc,phi.proc,3,RND,-0.00583673469387755
f.mxc,phi.proc,3,OPT,-0.0355918367346939
f.mxc,phi.proc,4,SPT,-0.165959183673469
f.mxc,phi.proc,4,LPT,0.167020408163265
f.mxc,phi.proc,4,LWR,-0.0472244897959184
f.mxc,phi.proc,4,MWR,0.00506122448979592
f.mxc,phi.proc,4,RND,-0.0153061224489796
f.mxc,phi.proc,4,OPT,-0.039469387755102
f.mxc,phi.proc,5,SPT,-0.132408163265306
f.mxc,phi.proc,5,LPT,0.127714285714286
f.mxc,phi.proc,5,LWR,-0.044734693877551
f.mxc,phi.proc,5,MWR,-0.00448979591836735
f.mxc,phi.proc,5,RND,-0.00795918367346939
f.mxc,phi.proc,5,OPT,-0.022
f.mxc,phi.proc,6,SPT,-0.0848979591836735
f.mxc,phi.proc,6,LPT,0.0735918367346939
f.mxc,phi.proc,6,LWR,-0.0268163265306122
f.mxc,phi.proc,6,MWR,-0.0167755102040816
f.mxc,phi.proc,6,RND,-0.000653061224489797
f.mxc,phi.proc,6,OPT,-0.0411836734693878
f.mxc,phi.proc,7,SPT,0.0297551020408163
f.mxc,phi.proc,7,LPT,-0.0285714285714286
f.mxc,phi.proc,7,LWR,-0.0335510204081633
f.mxc,phi.proc,7,MWR,0.0117142857142857
f.mxc,phi.proc,7,RND,-0.0029795918367347
f.mxc,phi.proc,7,OPT,-0.0163265306122449
f.mxc,phi.proc,8,SPT,-0.140734693877551
f.mxc,phi.proc,8,LPT,0.133265306122449
f.mxc,phi.proc,8,LWR,-0.0300408163265306
f.mxc,phi.proc,8,MWR,0.00285714285714286
f.mxc,phi.proc,8,RND,0.0208979591836735
f.mxc,phi.proc,8,OPT,-0.0369387755102041
f.mxc,phi.proc,9,SPT,-0.0566122448979592
f.mxc,phi.proc,9,LPT,0.0652244897959184
f.mxc,phi.proc,9,LWR,-0.0293877551020408
f.mxc,phi.proc,9,MWR,-0.00604081632653061
f.mxc,phi.proc,9,RND,-0.0209795918367347
f.mxc,phi.proc,9,OPT,-0.000693877551020409
f.mxc,phi.proc,10,SPT,-0.0957142857142857
f.mxc,phi.proc,10,LPT,0.0882040816326531
f.mxc,phi.proc,10,LWR,-0.0268979591836735
f.mxc,phi.proc,10,MWR,-0.0152244897959184
f.mxc,phi.proc,10,RND,0.0102040816326531
f.mxc,phi.proc,10,OPT,-0.0244897959183673
f.mxc,phi.proc,11,SPT,0.0953061224489796
f.mxc,phi.proc,11,LPT,-0.106938775510204
f.mxc,phi.proc,11,LWR,-0.00791836734693878
f.mxc,phi.proc,11,MWR,-0.031265306122449
f.mxc,phi.proc,11,RND,-0.0131836734693878
f.mxc,phi.proc,11,OPT,-0.00738775510204082
f.mxc,phi.proc,12,SPT,-0.120122448979592
f.mxc,phi.proc,12,LPT,0.103755102040816
f.mxc,phi.proc,12,LWR,-0.0144897959183673
f.mxc,phi.proc,12,MWR,-0.0281632653061225
f.mxc,phi.proc,12,RND,-0.0166938775510204
f.mxc,phi.proc,12,OPT,-0.0120408163265306
f.mxc,phi.proc,13,SPT,0.0611428571428571
f.mxc,phi.proc,13,LPT,-0.041469387755102
f.mxc,phi.proc,13,LWR,-0.010734693877551
f.mxc,phi.proc,13,MWR,0.0303673469387755
f.mxc,phi.proc,13,RND,-0.0169387755102041
f.mxc,phi.proc,13,OPT,-0.0151020408163265
f.mxc,phi.proc,14,SPT,-0.109224489795918
f.mxc,phi.proc,14,LPT,0.0862448979591837
f.mxc,phi.proc,14,LWR,-0.0104081632653061
f.mxc,phi.proc,14,MWR,0.0164897959183673
f.mxc,phi.proc,14,RND,0.0139183673469388
f.mxc,phi.proc,14,OPT,-0.00746938775510204
f.mxc,phi.proc,15,SPT,0.0137551020408163
f.mxc,phi.proc,15,LPT,-0.0276734693877551
f.mxc,phi.proc,15,LWR,-0.00824489795918368
f.mxc,phi.proc,15,MWR,-0.00767346938775511
f.mxc,phi.proc,15,RND,-0.0300816326530612
f.mxc,phi.proc,15,OPT,-0.0203265306122449
f.mxc,phi.proc,16,SPT,0.107061224489796
f.mxc,phi.proc,16,LPT,-0.10265306122449
f.mxc,phi.proc,16,LWR,0.0083265306122449
f.mxc,phi.proc,16,MWR,-0.0160816326530612
f.mxc,phi.proc,16,RND,-0.0215918367346939
f.mxc,phi.proc,16,OPT,0.00257142857142857
f.mxc,phi.proc,17,SPT,-0.0352244897959184
f.mxc,phi.proc,17,LPT,0.0264081632653061
f.mxc,phi.proc,17,LWR,0.00228571428571429
f.mxc,phi.proc,17,MWR,-0.0262040816326531
f.mxc,phi.proc,17,RND,-0.00175510204081633
f.mxc,phi.proc,17,OPT,0.016530612244898
f.mxc,phi.proc,18,SPT,-0.0830204081632653
f.mxc,phi.proc,18,LPT,0.0684897959183673
f.mxc,phi.proc,18,LWR,0.00612244897959183
f.mxc,phi.proc,18,MWR,-0.039265306122449
f.mxc,phi.proc,18,RND,0.00963265306122449
f.mxc,phi.proc,18,OPT,0.00383673469387755
f.mxc,phi.proc,19,SPT,0.176448979591837
f.mxc,phi.proc,19,LPT,-0.175632653061224
f.mxc,phi.proc,19,LWR,0.00644897959183673
f.mxc,phi.proc,19,MWR,0.0333469387755102
f.mxc,phi.proc,19,RND,-0.000938775510204082
f.mxc,phi.proc,19,OPT,0.0223673469387755
f.mxc,phi.proc,20,SPT,-0.0662857142857143
f.mxc,phi.proc,20,LPT,0.0542448979591837
f.mxc,phi.proc,20,LWR,0.00836734693877551
f.mxc,phi.proc,20,MWR,0.0215510204081633
f.mxc,phi.proc,20,RND,0.0168979591836735
f.mxc,phi.proc,20,OPT,0.0111020408163265
f.mxc,phi.proc,21,SPT,0.122081632653061
f.mxc,phi.proc,21,LPT,-0.116448979591837
f.mxc,phi.proc,21,LWR,0.0253469387755102
f.mxc,phi.proc,21,MWR,0.00555102040816326
f.mxc,phi.proc,21,RND,-0.00432653061224489
f.mxc,phi.proc,21,OPT,0.0125714285714286
f.mxc,phi.proc,22,SPT,0.0345714285714286
f.mxc,phi.proc,22,LPT,-0.038
f.mxc,phi.proc,22,LWR,0.0200816326530612
f.mxc,phi.proc,22,MWR,-0.0105714285714286
f.mxc,phi.proc,22,RND,0.0113061224489796
f.mxc,phi.proc,22,OPT,0.0368979591836735
f.mxc,phi.proc,23,SPT,0.118244897959184
f.mxc,phi.proc,23,LPT,-0.127224489795918
f.mxc,phi.proc,23,LWR,0.0242857142857143
f.mxc,phi.proc,23,MWR,-0.0275102040816327
f.mxc,phi.proc,23,RND,0.00751020408163265
f.mxc,phi.proc,23,OPT,0.0203265306122449
f.mxc,phi.proc,24,SPT,-0.0578367346938776
f.mxc,phi.proc,24,LPT,0.0406530612244898
f.mxc,phi.proc,24,LWR,0.025265306122449
f.mxc,phi.proc,24,MWR,-0.0421224489795918
f.mxc,phi.proc,24,RND,-0.00885714285714286
f.mxc,phi.proc,24,OPT,0.0126122448979592
f.mxc,phi.proc,25,SPT,0.171142857142857
f.mxc,phi.proc,25,LPT,-0.153795918367347
f.mxc,phi.proc,25,LWR,0.0275102040816327
f.mxc,phi.proc,25,MWR,0.0422857142857143
f.mxc,phi.proc,25,RND,-0.010734693877551
f.mxc,phi.proc,25,OPT,0.0169387755102041
f.mxc,phi.proc,26,SPT,0.0944489795918367
f.mxc,phi.proc,26,LPT,-0.109183673469388
f.mxc,phi.proc,26,LWR,0.0447755102040816
f.mxc,phi.proc,26,MWR,0.0242448979591837
f.mxc,phi.proc,26,RND,0.00575510204081633
f.mxc,phi.proc,26,OPT,0.0211020408163265
f.mxc,phi.proc,27,SPT,0.194
f.mxc,phi.proc,27,LPT,-0.2
f.mxc,phi.proc,27,LWR,0.0389387755102041
f.mxc,phi.proc,27,MWR,0.00836734693877551
f.mxc,phi.proc,27,RND,0.0116734693877551
f.mxc,phi.proc,27,OPT,0.0390204081632653
f.mxc,phi.proc,28,SPT,0.116163265306122
f.mxc,phi.proc,28,LPT,-0.10730612244898
f.mxc,phi.proc,28,LWR,0.0431428571428571
f.mxc,phi.proc,28,MWR,-0.00918367346938776
f.mxc,phi.proc,28,RND,-0.000857142857142862
f.mxc,phi.proc,28,OPT,0.016530612244898
f.mxc,phi.proc,29,SPT,0.113102040816327
f.mxc,phi.proc,29,LPT,-0.123102040816327
f.mxc,phi.proc,29,LWR,0.0436326530612245
f.mxc,phi.proc,29,MWR,-0.0268979591836735
f.mxc,phi.proc,29,RND,-0.00942857142857143
f.mxc,phi.proc,29,OPT,0.0244081632653061
f.mxc,phi.proc,30,SPT,0.0440816326530612
f.mxc,phi.proc,30,LPT,-0.0435102040816327
f.mxc,phi.proc,30,LWR,0.0450612244897959
f.mxc,phi.proc,30,MWR,-0.044734693877551
f.mxc,phi.proc,30,RND,-0.00412244897959184
f.mxc,phi.proc,30,OPT,-0.0096734693877551
f.mxc,phi.startTime,1,SPT,-1
f.mxc,phi.startTime,1,LPT,-1
f.mxc,phi.startTime,1,LWR,-1
f.mxc,phi.startTime,1,MWR,-1
f.mxc,phi.startTime,1,RND,-1
f.mxc,phi.startTime,1,OPT,-1
f.mxc,phi.startTime,2,SPT,-0.908688336520077
f.mxc,phi.startTime,2,LPT,-0.900202676864245
f.mxc,phi.startTime,2,LWR,-0.908688336520077
f.mxc,phi.startTime,2,MWR,-0.900202676864245
f.mxc,phi.startTime,2,RND,-0.90444741873805
f.mxc,phi.startTime,2,OPT,-0.907154875717017
f.mxc,phi.startTime,3,SPT,-0.845525812619503
f.mxc,phi.startTime,3,LPT,-0.806653919694073
f.mxc,phi.startTime,3,LWR,-0.817954110898662
f.mxc,phi.startTime,3,MWR,-0.802397705544933
f.mxc,phi.startTime,3,RND,-0.830068833652008
f.mxc,phi.startTime,3,OPT,-0.839973231357553
f.mxc,phi.startTime,4,SPT,-0.784053537284895
f.mxc,phi.startTime,4,LPT,-0.715380497131931
f.mxc,phi.startTime,4,LWR,-0.726875717017208
f.mxc,phi.startTime,4,MWR,-0.706887189292543
f.mxc,phi.startTime,4,RND,-0.779116634799235
f.mxc,phi.startTime,4,OPT,-0.800852772466539
f.mxc,phi.startTime,5,SPT,-0.728114722753346
f.mxc,phi.startTime,5,LPT,-0.646543021032505
f.mxc,phi.startTime,5,LWR,-0.635697896749522
f.mxc,phi.startTime,5,MWR,-0.614351816443595
f.mxc,phi.startTime,5,RND,-0.735200764818356
f.mxc,phi.startTime,5,OPT,-0.755342256214149
f.mxc,phi.startTime,6,SPT,-0.719196940726577
f.mxc,phi.startTime,6,LPT,-0.635024856596558
f.mxc,phi.startTime,6,LWR,-0.908688336520077
f.mxc,phi.startTime,6,MWR,-0.52448948374761
f.mxc,phi.startTime,6,RND,-0.701694072657744
f.mxc,phi.startTime,6,OPT,-0.723051625239006
f.mxc,phi.startTime,7,SPT,-0.816133843212237
f.mxc,phi.startTime,7,LPT,-0.804221797323136
f.mxc,phi.startTime,7,LWR,-0.800634799235182
f.mxc,phi.startTime,7,MWR,-0.889636711281071
f.mxc,phi.startTime,7,RND,-0.664772466539197
f.mxc,phi.startTime,7,OPT,-0.70591586998088
f.mxc,phi.startTime,8,SPT,-0.72414913957935
f.mxc,phi.startTime,8,LPT,-0.698994263862333
f.mxc,phi.startTime,8,LWR,-0.70102103250478
f.mxc,phi.startTime,8,MWR,-0.782145315487572
f.mxc,phi.startTime,8,RND,-0.637629063097514
f.mxc,phi.startTime,8,OPT,-0.67619120458891
f.mxc,phi.startTime,9,SPT,-0.67823326959847
f.mxc,phi.startTime,9,LPT,-0.643116634799235
f.mxc,phi.startTime,9,LWR,-0.60414913957935
f.mxc,phi.startTime,9,MWR,-0.673093690248566
