Problem,Feature,Step,Track,mu
f.jc,phi.proc,1,SPT,-0.371102040816327
f.jc,phi.proc,1,LPT,0.370979591836735
f.jc,phi.proc,1,LWR,-0.367551020408163
f.jc,phi.proc,1,MWR,0.367102040816327
f.jc,phi.proc,1,RND,-0.0204081632653061
f.jc,phi.proc,1,OPT,-0.0889387755102041
f.jc,phi.proc,2,SPT,-0.366530612244898
f.jc,phi.proc,2,LPT,0.36865306122449
f.jc,phi.proc,2,LWR,-0.367020408163265
f.jc,phi.proc,2,MWR,0.281142857142857
f.jc,phi.proc,2,RND,-0.0135918367346939
f.jc,phi.proc,2,OPT,-0.0666122448979592
f.jc,phi.proc,3,SPT,-0.367673469387755
f.jc,phi.proc,3,LPT,0.364612244897959
f.jc,phi.proc,3,LWR,-0.367714285714286
f.jc,phi.proc,3,MWR,0.234938775510204
f.jc,phi.proc,3,RND,0.00628571428571429
f.jc,phi.proc,3,OPT,-0.0349795918367347
f.jc,phi.proc,4,SPT,-0.362612244897959
f.jc,phi.proc,4,LPT,0.362489795918367
f.jc,phi.proc,4,LWR,-0.366244897959184
f.jc,phi.proc,4,MWR,0.197632653061224
f.jc,phi.proc,4,RND,-0.00571428571428572
f.jc,phi.proc,4,OPT,-0.00942857142857143
f.jc,phi.proc,5,SPT,-0.362775510204082
f.jc,phi.proc,5,LPT,0.365795918367347
f.jc,phi.proc,5,LWR,-0.366163265306122
f.jc,phi.proc,5,MWR,0.148489795918367
f.jc,phi.proc,5,RND,-0.016734693877551
f.jc,phi.proc,5,OPT,-0.0162857142857143
f.jc,phi.proc,6,SPT,-0.223469387755102
f.jc,phi.proc,6,LPT,0.220979591836735
f.jc,phi.proc,6,LWR,-0.221142857142857
f.jc,phi.proc,6,MWR,0.107714285714286
f.jc,phi.proc,6,RND,0.0101632653061225
f.jc,phi.proc,6,OPT,0.0186530612244898
f.jc,phi.proc,7,SPT,-0.221755102040816
f.jc,phi.proc,7,LPT,0.213836734693878
f.jc,phi.proc,7,LWR,-0.220163265306122
f.jc,phi.proc,7,MWR,0.0775102040816326
f.jc,phi.proc,7,RND,0.0170612244897959
f.jc,phi.proc,7,OPT,0.0108163265306122
f.jc,phi.proc,8,SPT,-0.219265306122449
f.jc,phi.proc,8,LPT,0.21265306122449
f.jc,phi.proc,8,LWR,-0.222081632653061
f.jc,phi.proc,8,MWR,0.0819183673469388
f.jc,phi.proc,8,RND,-0.00138775510204082
f.jc,phi.proc,8,OPT,0.0257142857142857
f.jc,phi.proc,9,SPT,-0.217877551020408
f.jc,phi.proc,9,LPT,0.210938775510204
f.jc,phi.proc,9,LWR,-0.220530612244898
f.jc,phi.proc,9,MWR,0.0373061224489796
f.jc,phi.proc,9,RND,-0.00942857142857143
f.jc,phi.proc,9,OPT,0.0266530612244898
f.jc,phi.proc,10,SPT,-0.215836734693878
f.jc,phi.proc,10,LPT,0.210285714285714
f.jc,phi.proc,10,LWR,-0.219591836734694
f.jc,phi.proc,10,MWR,0.0440408163265306
f.jc,phi.proc,10,RND,0.0103265306122449
f.jc,phi.proc,10,OPT,0.0228163265306122
f.jc,phi.proc,11,SPT,-0.0822448979591837
f.jc,phi.proc,11,LPT,0.0722040816326531
f.jc,phi.proc,11,LWR,-0.0775510204081633
f.jc,phi.proc,11,MWR,-0.0016734693877551
f.jc,phi.proc,11,RND,-0.00873469387755102
f.jc,phi.proc,11,OPT,0.0324489795918367
f.jc,phi.proc,12,SPT,-0.0786938775510204
f.jc,phi.proc,12,LPT,0.0691428571428571
f.jc,phi.proc,12,LWR,-0.077265306122449
f.jc,phi.proc,12,MWR,-0.0403673469387755
f.jc,phi.proc,12,RND,-0.0069795918367347
f.jc,phi.proc,12,OPT,0.0336734693877551
f.jc,phi.proc,13,SPT,-0.0745714285714286
f.jc,phi.proc,13,LPT,0.0669387755102041
f.jc,phi.proc,13,LWR,-0.0746938775510204
f.jc,phi.proc,13,MWR,-0.0288163265306122
f.jc,phi.proc,13,RND,0.00591836734693878
f.jc,phi.proc,13,OPT,0.0359183673469388
f.jc,phi.proc,14,SPT,-0.0726938775510204
f.jc,phi.proc,14,LPT,0.0696326530612245
f.jc,phi.proc,14,LWR,-0.0766938775510204
f.jc,phi.proc,14,MWR,-0.0419183673469388
f.jc,phi.proc,14,RND,0.00779591836734694
f.jc,phi.proc,14,OPT,0.062734693877551
f.jc,phi.proc,15,SPT,-0.0779591836734694
f.jc,phi.proc,15,LPT,0.0677551020408163
f.jc,phi.proc,15,LWR,-0.076734693877551
f.jc,phi.proc,15,MWR,-0.0613061224489796
f.jc,phi.proc,15,RND,0.0363265306122449
f.jc,phi.proc,15,OPT,0.0258367346938776
f.jc,phi.proc,16,SPT,0.0648571428571428
f.jc,phi.proc,16,LPT,-0.0705714285714286
f.jc,phi.proc,16,LWR,0.0690204081632653
f.jc,phi.proc,16,MWR,-0.0741224489795918
f.jc,phi.proc,16,RND,-0.000163265306122454
f.jc,phi.proc,16,OPT,0.0191428571428571
f.jc,phi.proc,17,SPT,0.067265306122449
f.jc,phi.proc,17,LPT,-0.0768571428571429
f.jc,phi.proc,17,LWR,0.0684489795918367
f.jc,phi.proc,17,MWR,-0.0484897959183673
f.jc,phi.proc,17,RND,0.0110612244897959
f.jc,phi.proc,17,OPT,0.0293877551020408
f.jc,phi.proc,18,SPT,0.0742448979591837
f.jc,phi.proc,18,LPT,-0.0751428571428572
f.jc,phi.proc,18,LWR,0.0708571428571429
f.jc,phi.proc,18,MWR,-0.026530612244898
f.jc,phi.proc,18,RND,0.0130612244897959
f.jc,phi.proc,18,OPT,-0.000204081632653062
f.jc,phi.proc,19,SPT,0.0713469387755102
f.jc,phi.proc,19,LPT,-0.0793469387755102
f.jc,phi.proc,19,LWR,0.0721632653061225
f.jc,phi.proc,19,MWR,-0.0742040816326531
f.jc,phi.proc,19,RND,0.0096734693877551
f.jc,phi.proc,19,OPT,0.0233877551020408
f.jc,phi.proc,20,SPT,0.0708571428571429
f.jc,phi.proc,20,LPT,-0.0781224489795918
f.jc,phi.proc,20,LWR,0.0675918367346939
f.jc,phi.proc,20,MWR,-0.0876326530612245
f.jc,phi.proc,20,RND,-0.000816326530612247
f.jc,phi.proc,20,OPT,0.0253469387755102
f.jc,phi.proc,21,SPT,0.212571428571429
f.jc,phi.proc,21,LPT,-0.217102040816327
f.jc,phi.proc,21,LWR,0.215428571428571
f.jc,phi.proc,21,MWR,-0.102408163265306
f.jc,phi.proc,21,RND,0.0101224489795918
f.jc,phi.proc,21,OPT,0.00771428571428571
f.jc,phi.proc,22,SPT,0.212326530612245
f.jc,phi.proc,22,LPT,-0.219591836734694
f.jc,phi.proc,22,LWR,0.214612244897959
f.jc,phi.proc,22,MWR,-0.119591836734694
f.jc,phi.proc,22,RND,0.00171428571428571
f.jc,phi.proc,22,OPT,0.0139183673469388
f.jc,phi.proc,23,SPT,0.217795918367347
f.jc,phi.proc,23,LPT,-0.223428571428571
f.jc,phi.proc,23,LWR,0.215755102040816
f.jc,phi.proc,23,MWR,-0.115428571428571
f.jc,phi.proc,23,RND,-0.00914285714285714
f.jc,phi.proc,23,OPT,0.0193877551020408
f.jc,phi.proc,24,SPT,0.215224489795918
f.jc,phi.proc,24,LPT,-0.223755102040816
f.jc,phi.proc,24,LWR,0.211714285714286
f.jc,phi.proc,24,MWR,-0.129795918367347
f.jc,phi.proc,24,RND,-0.0224489795918367
f.jc,phi.proc,24,OPT,-0.0113469387755102
f.jc,phi.proc,25,SPT,0.212897959183673
f.jc,phi.proc,25,LPT,-0.22265306122449
f.jc,phi.proc,25,LWR,0.211673469387755
f.jc,phi.proc,25,MWR,0.0916734693877551
f.jc,phi.proc,25,RND,-0.00302040816326531
f.jc,phi.proc,25,OPT,-0.00497959183673469
f.jc,phi.proc,26,SPT,0.364163265306122
f.jc,phi.proc,26,LPT,-0.36534693877551
f.jc,phi.proc,26,LWR,0.367387755102041
f.jc,phi.proc,26,MWR,0.0189795918367347
f.jc,phi.proc,26,RND,-0.00563265306122449
f.jc,phi.proc,26,OPT,-0.0179591836734694
f.jc,phi.proc,27,SPT,0.367142857142857
f.jc,phi.proc,27,LPT,-0.366816326530612
f.jc,phi.proc,27,LWR,0.367795918367347
f.jc,phi.proc,27,MWR,-0.0442040816326531
f.jc,phi.proc,27,RND,-0.012734693877551
f.jc,phi.proc,27,OPT,-0.0447755102040816
f.jc,phi.proc,28,SPT,0.365755102040816
f.jc,phi.proc,28,LPT,-0.366
f.jc,phi.proc,28,LWR,0.366163265306122
f.jc,phi.proc,28,MWR,-0.135551020408163
f.jc,phi.proc,28,RND,-0.0197142857142857
f.jc,phi.proc,28,OPT,-0.0306938775510204
f.jc,phi.proc,29,SPT,0.365469387755102
f.jc,phi.proc,29,LPT,-0.363265306122449
f.jc,phi.proc,29,LWR,0.367428571428571
f.jc,phi.proc,29,MWR,-0.250857142857143
f.jc,phi.proc,29,RND,-0.0346122448979592
f.jc,phi.proc,29,OPT,-0.0595102040816327
f.jc,phi.proc,30,SPT,0.367877551020408
f.jc,phi.proc,30,LPT,-0.364163265306122
f.jc,phi.proc,30,LWR,0.369836734693878
f.jc,phi.proc,30,MWR,-0.370816326530612
f.jc,phi.proc,30,RND,-0.0135102040816327
f.jc,phi.proc,30,OPT,-0.113102040816327
f.jc,phi.startTime,1,SPT,-1
f.jc,phi.startTime,1,LPT,-1
f.jc,phi.startTime,1,LWR,-1
f.jc,phi.startTime,1,MWR,-1
f.jc,phi.startTime,1,RND,-1
f.jc,phi.startTime,1,OPT,-1
f.jc,phi.startTime,2,SPT,-0.937431661750246
f.jc,phi.startTime,2,LPT,-0.865923303834808
f.jc,phi.startTime,2,LWR,-0.93708947885939
f.jc,phi.startTime,2,MWR,-0.866296951819076
f.jc,phi.startTime,2,RND,-0.903638151425762
f.jc,phi.startTime,2,OPT,-0.910241887905605
f.jc,phi.startTime,3,SPT,-0.880228121927237
f.jc,phi.startTime,3,LPT,-0.746289085545723
f.jc,phi.startTime,3,LWR,-0.874127826941986
f.jc,phi.startTime,3,MWR,-0.80032645034415
f.jc,phi.startTime,3,RND,-0.831598820058997
f.jc,phi.startTime,3,OPT,-0.857982300884956
f.jc,phi.startTime,4,SPT,-0.822371681415929
f.jc,phi.startTime,4,LPT,-0.623882005899705
f.jc,phi.startTime,4,LWR,-0.811233038348083
f.jc,phi.startTime,4,MWR,-0.75929203539823
f.jc,phi.startTime,4,RND,-0.775484759095379
f.jc,phi.startTime,4,OPT,-0.811099311701082
f.jc,phi.startTime,5,SPT,-0.765081612586037
f.jc,phi.startTime,5,LPT,-0.516601769911504
f.jc,phi.startTime,5,LWR,-0.748196656833825
f.jc,phi.startTime,5,MWR,-0.715386430678466
f.jc,phi.startTime,5,RND,-0.730210422812193
f.jc,phi.startTime,5,OPT,-0.763252704031465
f.jc,phi.startTime,6,SPT,-0.892881022615536
f.jc,phi.startTime,6,LPT,-0.776483775811209
f.jc,phi.startTime,6,LWR,-0.93708947885939
f.jc,phi.startTime,6,MWR,-0.675441494591937
f.jc,phi.startTime,6,RND,-0.699492625368732
f.jc,phi.startTime,6,OPT,-0.727559488692232
f.jc,phi.startTime,7,SPT,-0.838029498525074
f.jc,phi.startTime,7,LPT,-0.69646017699115
f.jc,phi.startTime,7,LWR,-0.859689282202557
f.jc,phi.startTime,7,MWR,-0.639465093411996
f.jc,phi.startTime,7,RND,-0.664456243854474
f.jc,phi.startTime,7,OPT,-0.703307767944936
f.jc,phi.startTime,8,SPT,-0.775484759095379
f.jc,phi.startTime,8,LPT,-0.608625368731563
f.jc,phi.startTime,8,LWR,-0.782442477876106
f.jc,phi.startTime,8,MWR,-0.600554572271386
f.jc,phi.startTime,8,RND,-0.63811209439528
f.jc,phi.startTime,8,OPT,-0.679421828908555
f.jc,phi.startTime,9,SPT,-0.711559488692232
f.jc,phi.startTime,9,LPT,-0.500456243854474
f.jc,phi.startTime,9,LWR,-0.705435594886922
