Problem,Step,Rank,Track,V1
f.mc,1,a,SPT,11896
f.mc,1,a,LPT,11896
f.mc,1,a,LWR,11896
f.mc,1,a,MWR,11896
f.mc,1,a,RND,11896
f.mc,1,a,OPT,11896
f.mc,1,a,CMA-ES,11896
f.mc,2,a,SPT,4042
f.mc,2,a,LPT,3904
f.mc,2,a,LWR,4764
f.mc,2,a,MWR,2964
f.mc,2,a,RND,4006
f.mc,2,a,OPT,4748
f.mc,2,a,CMA-ES,4536
f.mc,3,a,SPT,5884
f.mc,3,a,LPT,3184
f.mc,3,a,LWR,4764
f.mc,3,a,MWR,4556
f.mc,3,a,RND,4810
f.mc,3,a,OPT,5652
f.mc,3,a,CMA-ES,4606
f.mc,4,a,SPT,6822
f.mc,4,a,LPT,3164
f.mc,4,a,LWR,4764
f.mc,4,a,MWR,5872
f.mc,4,a,RND,4860
f.mc,4,a,OPT,6000
f.mc,4,a,CMA-ES,4474
f.mc,5,a,SPT,7932
f.mc,5,a,LPT,2562
f.mc,5,a,LWR,4764
f.mc,5,a,MWR,6708
f.mc,5,a,RND,4700
f.mc,5,a,OPT,6398
f.mc,5,a,CMA-ES,4538
f.mc,6,a,SPT,8036
f.mc,6,a,LPT,1090
f.mc,6,a,LWR,3614
f.mc,6,a,MWR,6042
f.mc,6,a,RND,4624
f.mc,6,a,OPT,6386
f.mc,6,a,CMA-ES,3456
f.mc,7,a,SPT,9180
f.mc,7,a,LPT,820
f.mc,7,a,LWR,2636
f.mc,7,a,MWR,6390
f.mc,7,a,RND,4360
f.mc,7,a,OPT,6336
f.mc,7,a,CMA-ES,2818
f.mc,8,a,SPT,7460
f.mc,8,a,LPT,1178
f.mc,8,a,LWR,2438
f.mc,8,a,MWR,5234
f.mc,8,a,RND,3694
f.mc,8,a,OPT,6166
f.mc,8,a,CMA-ES,2434
f.mc,9,a,SPT,7964
f.mc,9,a,LPT,700
f.mc,9,a,LWR,2414
f.mc,9,a,MWR,4658
f.mc,9,a,RND,3526
f.mc,9,a,OPT,6088
f.mc,9,a,CMA-ES,2548
f.mc,10,a,SPT,8094
f.mc,10,a,LPT,628
f.mc,10,a,LWR,2414
f.mc,10,a,MWR,4608
f.mc,10,a,RND,3122
f.mc,10,a,OPT,5818
f.mc,10,a,CMA-ES,2388
f.mc,11,a,SPT,7874
f.mc,11,a,LPT,334
f.mc,11,a,LWR,1730
f.mc,11,a,MWR,4826
f.mc,11,a,RND,3042
f.mc,11,a,OPT,5714
f.mc,11,a,CMA-ES,1722
f.mc,12,a,SPT,7472
f.mc,12,a,LPT,616
f.mc,12,a,LWR,1650
f.mc,12,a,MWR,4200
f.mc,12,a,RND,2882
f.mc,12,a,OPT,5524
f.mc,12,a,CMA-ES,1706
f.mc,13,a,SPT,8240
f.mc,13,a,LPT,314
f.mc,13,a,LWR,1460
f.mc,13,a,MWR,4608
f.mc,13,a,RND,2826
f.mc,13,a,OPT,5380
f.mc,13,a,CMA-ES,1468
f.mc,14,a,SPT,6914
f.mc,14,a,LPT,546
f.mc,14,a,LWR,1354
f.mc,14,a,MWR,4194
f.mc,14,a,RND,2730
f.mc,14,a,OPT,5266
f.mc,14,a,CMA-ES,1356
f.mc,15,a,SPT,6700
f.mc,15,a,LPT,216
f.mc,15,a,LWR,1336
f.mc,15,a,MWR,4016
f.mc,15,a,RND,2420
f.mc,15,a,OPT,4884
f.mc,15,a,CMA-ES,1342
f.mc,16,a,SPT,5834
f.mc,16,a,LPT,272
f.mc,16,a,LWR,858
f.mc,16,a,MWR,4090
f.mc,16,a,RND,2242
f.mc,16,a,OPT,4680
f.mc,16,a,CMA-ES,864
f.mc,17,a,SPT,5680
f.mc,17,a,LPT,360
f.mc,17,a,LWR,950
f.mc,17,a,MWR,4254
f.mc,17,a,RND,1972
f.mc,17,a,OPT,4370
f.mc,17,a,CMA-ES,942
f.mc,18,a,SPT,5580
f.mc,18,a,LPT,306
f.mc,18,a,LWR,792
f.mc,18,a,MWR,3964
f.mc,18,a,RND,1886
f.mc,18,a,OPT,4128
f.mc,18,a,CMA-ES,806
f.mc,19,a,SPT,5458
f.mc,19,a,LPT,82
f.mc,19,a,LWR,744
f.mc,19,a,MWR,4392
f.mc,19,a,RND,1540
f.mc,19,a,OPT,3802
f.mc,19,a,CMA-ES,748
f.mc,20,a,SPT,4364
f.mc,20,a,LPT,256
f.mc,20,a,LWR,712
f.mc,20,a,MWR,3906
f.mc,20,a,RND,1386
f.mc,20,a,OPT,3616
f.mc,20,a,CMA-ES,716
f.mc,21,a,SPT,3822
f.mc,21,a,LPT,86
f.mc,21,a,LWR,356
f.mc,21,a,MWR,3380
f.mc,21,a,RND,1222
f.mc,21,a,OPT,3370
f.mc,21,a,CMA-ES,358
f.mc,22,a,SPT,3162
f.mc,22,a,LPT,202
f.mc,22,a,LWR,128
f.mc,22,a,MWR,3154
f.mc,22,a,RND,950
f.mc,22,a,OPT,2902
f.mc,22,a,CMA-ES,132
f.mc,23,a,SPT,2740
f.mc,23,a,LPT,62
f.mc,23,a,LWR,54
f.mc,23,a,MWR,3290
f.mc,23,a,RND,724
f.mc,23,a,OPT,2438
f.mc,23,a,CMA-ES,48
f.mc,24,a,SPT,2338
f.mc,24,a,LPT,80
f.mc,24,a,LWR,26
f.mc,24,a,MWR,3054
f.mc,24,a,RND,534
f.mc,24,a,OPT,2084
f.mc,24,a,CMA-ES,28
f.mc,25,a,SPT,2218
f.mc,25,a,LPT,12
f.mc,25,a,MWR,3446
f.mc,25,a,RND,430
f.mc,25,a,OPT,1646
f.mc,26,a,SPT,1120
f.mc,26,a,LPT,26
f.mc,26,a,MWR,1932
f.mc,26,a,RND,300
f.mc,26,a,OPT,1210
f.mc,27,a,SPT,558
f.mc,27,a,LPT,2
f.mc,27,a,MWR,978
f.mc,27,a,RND,148
f.mc,27,a,OPT,856
f.mc,27,a,CMA-ES,2
f.mc,28,a,SPT,158
f.mc,28,a,LPT,4
f.mc,28,a,MWR,344
f.mc,28,a,RND,56
f.mc,28,a,OPT,434
f.mc,29,a,SPT,24
f.mc,29,a,MWR,48
f.mc,29,a,RND,32
f.mc,29,a,OPT,170
