Problem,Step,Track,V1
j.rnd,1,SPT,3000
j.rnd,1,LPT,3000
j.rnd,1,LWR,3000
j.rnd,1,MWR,3000
j.rnd,1,RND,3000
j.rnd,1,OPT,3000
j.rnd,1,ES.rho,3010
j.rnd,1,ES.Cmax,3000
j.rnd,2,SPT,3000
j.rnd,2,LPT,3000
j.rnd,2,LWR,3000
j.rnd,2,MWR,3000
j.rnd,2,RND,3000
j.rnd,2,OPT,3000
j.rnd,2,ES.rho,3010
j.rnd,2,ES.Cmax,3000
j.rnd,3,SPT,3000
j.rnd,3,LPT,3000
j.rnd,3,LWR,3000
j.rnd,3,MWR,3000
j.rnd,3,RND,3000
j.rnd,3,OPT,3000
j.rnd,3,ES.rho,3010
j.rnd,3,ES.Cmax,3000
j.rnd,4,SPT,3000
j.rnd,4,LPT,3000
j.rnd,4,LWR,3000
j.rnd,4,MWR,3000
j.rnd,4,RND,3000
j.rnd,4,OPT,3000
j.rnd,4,ES.rho,3010
j.rnd,4,ES.Cmax,3000
j.rnd,5,SPT,3000
j.rnd,5,LPT,3000
j.rnd,5,LWR,3000
j.rnd,5,MWR,3000
j.rnd,5,RND,3000
j.rnd,5,OPT,3000
j.rnd,5,ES.rho,3010
j.rnd,5,ES.Cmax,3000
j.rnd,6,SPT,3000
j.rnd,6,LPT,3000
j.rnd,6,LWR,3000
j.rnd,6,MWR,3000
j.rnd,6,RND,3000
j.rnd,6,OPT,3000
j.rnd,6,ES.rho,3010
j.rnd,6,ES.Cmax,3000
j.rnd,7,SPT,3000
j.rnd,7,LPT,3000
j.rnd,7,LWR,3000
j.rnd,7,MWR,3000
j.rnd,7,RND,3000
j.rnd,7,OPT,3000
j.rnd,7,ES.rho,3010
j.rnd,7,ES.Cmax,3000
j.rnd,8,SPT,3000
j.rnd,8,LPT,3000
j.rnd,8,LWR,3000
j.rnd,8,MWR,3000
j.rnd,8,RND,3000
j.rnd,8,OPT,3000
j.rnd,8,ES.rho,3010
j.rnd,8,ES.Cmax,3000
j.rnd,9,SPT,3000
j.rnd,9,LPT,3000
j.rnd,9,LWR,3000
j.rnd,9,MWR,3000
j.rnd,9,RND,3000
j.rnd,9,OPT,3000
j.rnd,9,ES.rho,3010
j.rnd,9,ES.Cmax,3000
j.rnd,10,SPT,3000
j.rnd,10,LPT,3000
j.rnd,10,LWR,3000
j.rnd,10,MWR,3000
j.rnd,10,RND,3000
j.rnd,10,OPT,3000
j.rnd,10,ES.rho,3010
j.rnd,10,ES.Cmax,3000
j.rnd,11,SPT,3000
j.rnd,11,LPT,3000
j.rnd,11,LWR,2700
j.rnd,11,MWR,3000
j.rnd,11,RND,3000
j.rnd,11,OPT,3000
j.rnd,11,ES.rho,3010
j.rnd,11,ES.Cmax,3000
j.rnd,12,SPT,3000
j.rnd,12,LPT,3000
j.rnd,12,LWR,2700
j.rnd,12,MWR,3000
j.rnd,12,RND,3000
j.rnd,12,OPT,3000
j.rnd,12,ES.rho,3010
j.rnd,12,ES.Cmax,3000
j.rnd,13,SPT,2999
j.rnd,13,LPT,3000
j.rnd,13,LWR,2700
j.rnd,13,MWR,3000
j.rnd,13,RND,3000
j.rnd,13,OPT,3000
j.rnd,13,ES.rho,3010
j.rnd,13,ES.Cmax,3000
j.rnd,14,SPT,2999
j.rnd,14,LPT,3000
j.rnd,14,LWR,2700
j.rnd,14,MWR,3000
j.rnd,14,RND,3000
j.rnd,14,OPT,3000
j.rnd,14,ES.rho,3010
j.rnd,14,ES.Cmax,3000
j.rnd,15,SPT,2999
j.rnd,15,LPT,2999
j.rnd,15,LWR,2700
j.rnd,15,MWR,3000
j.rnd,15,RND,3000
j.rnd,15,OPT,3000
j.rnd,15,ES.rho,3010
j.rnd,15,ES.Cmax,3000
j.rnd,16,SPT,2999
j.rnd,16,LPT,2998
j.rnd,16,LWR,2700
j.rnd,16,MWR,3000
j.rnd,16,RND,3000
j.rnd,16,OPT,3000
j.rnd,16,ES.rho,3010
j.rnd,16,ES.Cmax,3000
j.rnd,17,SPT,2997
j.rnd,17,LPT,2988
j.rnd,17,LWR,2700
j.rnd,17,MWR,3000
j.rnd,17,RND,3000
j.rnd,17,OPT,3000
j.rnd,17,ES.rho,3010
j.rnd,17,ES.Cmax,3000
j.rnd,18,SPT,2995
j.rnd,18,LPT,2984
j.rnd,18,LWR,2700
j.rnd,18,MWR,3000
j.rnd,18,RND,3000
j.rnd,18,OPT,3000
j.rnd,18,ES.rho,3010
j.rnd,18,ES.Cmax,3000
j.rnd,19,SPT,2989
j.rnd,19,LPT,2978
j.rnd,19,LWR,2700
j.rnd,19,MWR,3000
j.rnd,19,RND,3000
j.rnd,19,OPT,3000
j.rnd,19,ES.rho,3010
j.rnd,19,ES.Cmax,3000
j.rnd,20,SPT,2982
j.rnd,20,LPT,2975
j.rnd,20,LWR,2700
j.rnd,20,MWR,3000
j.rnd,20,RND,3000
j.rnd,20,OPT,3000
j.rnd,20,ES.rho,3010
j.rnd,20,ES.Cmax,3000
j.rnd,21,SPT,2975
j.rnd,21,LPT,2967
j.rnd,21,LWR,2400
j.rnd,21,MWR,3000
j.rnd,21,RND,3000
j.rnd,21,OPT,3000
j.rnd,21,ES.rho,3010
j.rnd,21,ES.Cmax,3000
j.rnd,22,SPT,2967
j.rnd,22,LPT,2958
j.rnd,22,LWR,2400
j.rnd,22,MWR,3000
j.rnd,22,RND,3000
j.rnd,22,OPT,3000
j.rnd,22,ES.rho,3010
j.rnd,22,ES.Cmax,3000
j.rnd,23,SPT,2958
j.rnd,23,LPT,2950
j.rnd,23,LWR,2400
j.rnd,23,MWR,3000
j.rnd,23,RND,3000
j.rnd,23,OPT,3000
j.rnd,23,ES.rho,3010
j.rnd,23,ES.Cmax,3000
j.rnd,24,SPT,2950
j.rnd,24,LPT,2943
j.rnd,24,LWR,2400
j.rnd,24,MWR,3000
j.rnd,24,RND,3000
j.rnd,24,OPT,3000
j.rnd,24,ES.rho,3010
j.rnd,24,ES.Cmax,3000
j.rnd,25,SPT,2938
j.rnd,25,LPT,2931
j.rnd,25,LWR,2400
j.rnd,25,MWR,3000
j.rnd,25,RND,3000
j.rnd,25,OPT,3000
j.rnd,25,ES.rho,3010
j.rnd,25,ES.Cmax,3000
j.rnd,26,SPT,2926
j.rnd,26,LPT,2925
j.rnd,26,LWR,2400
j.rnd,26,MWR,3000
j.rnd,26,RND,3000
j.rnd,26,OPT,3000
j.rnd,26,ES.rho,3010
j.rnd,26,ES.Cmax,3000
j.rnd,27,SPT,2915
j.rnd,27,LPT,2913
j.rnd,27,LWR,2400
j.rnd,27,MWR,3000
j.rnd,27,RND,3000
j.rnd,27,OPT,3000
j.rnd,27,ES.rho,3010
j.rnd,27,ES.Cmax,3000
j.rnd,28,SPT,2904
j.rnd,28,LPT,2903
j.rnd,28,LWR,2400
j.rnd,28,MWR,3000
j.rnd,28,RND,2999
j.rnd,28,OPT,3000
j.rnd,28,ES.rho,3010
j.rnd,28,ES.Cmax,3000
j.rnd,29,SPT,2892
j.rnd,29,LPT,2889
j.rnd,29,LWR,2400
j.rnd,29,MWR,3000
j.rnd,29,RND,2999
j.rnd,29,OPT,3000
j.rnd,29,ES.rho,3010
j.rnd,29,ES.Cmax,3000
j.rnd,30,SPT,2866
j.rnd,30,LPT,2870
j.rnd,30,LWR,2400
j.rnd,30,MWR,3000
j.rnd,30,RND,2999
j.rnd,30,OPT,3000
j.rnd,30,ES.rho,3010
j.rnd,30,ES.Cmax,3000
j.rnd,31,SPT,2849
j.rnd,31,LPT,2853
j.rnd,31,LWR,2100
j.rnd,31,MWR,3000
j.rnd,31,RND,2999
j.rnd,31,OPT,3000
j.rnd,31,ES.rho,3010
j.rnd,31,ES.Cmax,3000
j.rnd,32,SPT,2833
j.rnd,32,LPT,2833
j.rnd,32,LWR,2100
j.rnd,32,MWR,3000
j.rnd,32,RND,2999
j.rnd,32,OPT,3000
j.rnd,32,ES.rho,3010
j.rnd,32,ES.Cmax,3000
j.rnd,33,SPT,2809
j.rnd,33,LPT,2808
j.rnd,33,LWR,2100
j.rnd,33,MWR,3000
j.rnd,33,RND,2999
j.rnd,33,OPT,3000
j.rnd,33,ES.rho,3010
j.rnd,33,ES.Cmax,3000
j.rnd,34,SPT,2794
j.rnd,34,LPT,2788
j.rnd,34,LWR,2100
j.rnd,34,MWR,3000
j.rnd,34,RND,2997
j.rnd,34,OPT,3000
j.rnd,34,ES.rho,3010
j.rnd,34,ES.Cmax,3000
j.rnd,35,SPT,2768
j.rnd,35,LPT,2765
j.rnd,35,LWR,2100
j.rnd,35,MWR,3000
j.rnd,35,RND,2997
j.rnd,35,OPT,3000
j.rnd,35,ES.rho,3010
j.rnd,35,ES.Cmax,3000
j.rnd,36,SPT,2747
j.rnd,36,LPT,2746
j.rnd,36,LWR,2100
j.rnd,36,MWR,3000
j.rnd,36,RND,2996
j.rnd,36,OPT,3000
j.rnd,36,ES.rho,3010
j.rnd,36,ES.Cmax,3000
j.rnd,37,SPT,2728
j.rnd,37,LPT,2727
j.rnd,37,LWR,2100
j.rnd,37,MWR,3000
j.rnd,37,RND,2992
j.rnd,37,OPT,3000
j.rnd,37,ES.rho,3010
j.rnd,37,ES.Cmax,3000
j.rnd,38,SPT,2697
j.rnd,38,LPT,2702
j.rnd,38,LWR,2100
j.rnd,38,MWR,3000
j.rnd,38,RND,2992
j.rnd,38,OPT,3000
j.rnd,38,ES.rho,3010
j.rnd,38,ES.Cmax,3000
j.rnd,39,SPT,2688
j.rnd,39,LPT,2675
j.rnd,39,LWR,2100
j.rnd,39,MWR,3000
j.rnd,39,RND,2992
j.rnd,39,OPT,3000
j.rnd,39,ES.rho,3010
j.rnd,39,ES.Cmax,3000
j.rnd,40,SPT,2663
j.rnd,40,LPT,2654
j.rnd,40,LWR,2100
j.rnd,40,MWR,3000
j.rnd,40,RND,2992
j.rnd,40,OPT,3000
j.rnd,40,ES.rho,3010
j.rnd,40,ES.Cmax,3000
j.rnd,41,SPT,2638
j.rnd,41,LPT,2624
j.rnd,41,LWR,1800
j.rnd,41,MWR,3000
j.rnd,41,RND,2990
j.rnd,41,OPT,3000
j.rnd,41,ES.rho,3010
j.rnd,41,ES.Cmax,3000
j.rnd,42,SPT,2611
j.rnd,42,LPT,2598
j.rnd,42,LWR,1800
j.rnd,42,MWR,3000
j.rnd,42,RND,2988
j.rnd,42,OPT,3000
j.rnd,42,ES.rho,3010
j.rnd,42,ES.Cmax,3000
j.rnd,43,SPT,2585
j.rnd,43,LPT,2573
j.rnd,43,LWR,1800
j.rnd,43,MWR,3000
j.rnd,43,RND,2983
j.rnd,43,OPT,3000
j.rnd,43,ES.rho,3010
j.rnd,43,ES.Cmax,3000
j.rnd,44,SPT,2563
j.rnd,44,LPT,2554
j.rnd,44,LWR,1800
j.rnd,44,MWR,3000
j.rnd,44,RND,2978
j.rnd,44,OPT,3000
j.rnd,44,ES.rho,3010
j.rnd,44,ES.Cmax,3000
j.rnd,45,SPT,2542
j.rnd,45,LPT,2529
j.rnd,45,LWR,1800
j.rnd,45,MWR,3000
j.rnd,45,RND,2972
j.rnd,45,OPT,3000
j.rnd,45,ES.rho,3010
j.rnd,45,ES.Cmax,3000
j.rnd,46,SPT,2520
j.rnd,46,LPT,2502
j.rnd,46,LWR,1800
j.rnd,46,MWR,3000
j.rnd,46,RND,2966
j.rnd,46,OPT,3000
j.rnd,46,ES.rho,3010
j.rnd,46,ES.Cmax,3000
j.rnd,47,SPT,2498
j.rnd,47,LPT,2476
j.rnd,47,LWR,1800
j.rnd,47,MWR,3000
j.rnd,47,RND,2962
j.rnd,47,OPT,2999
j.rnd,47,ES.rho,3010
j.rnd,47,ES.Cmax,3000
j.rnd,48,SPT,2467
j.rnd,48,LPT,2442
j.rnd,48,LWR,1800
j.rnd,48,MWR,3000
j.rnd,48,RND,2954
j.rnd,48,OPT,2996
j.rnd,48,ES.rho,3010
j.rnd,48,ES.Cmax,3000
j.rnd,49,SPT,2441
j.rnd,49,LPT,2418
j.rnd,49,LWR,1800
j.rnd,49,MWR,3000
j.rnd,49,RND,2942
j.rnd,49,OPT,2996
j.rnd,49,ES.rho,3010
j.rnd,49,ES.Cmax,3000
j.rnd,50,SPT,2412
j.rnd,50,LPT,2389
j.rnd,50,LWR,1800
j.rnd,50,MWR,3000
j.rnd,50,RND,2937
j.rnd,50,OPT,2996
j.rnd,50,ES.rho,3010
j.rnd,50,ES.Cmax,3000
j.rnd,51,SPT,2378
j.rnd,51,LPT,2362
j.rnd,51,LWR,1500
j.rnd,51,MWR,3000
j.rnd,51,RND,2929
j.rnd,51,OPT,2996
j.rnd,51,ES.rho,3010
j.rnd,51,ES.Cmax,3000
j.rnd,52,SPT,2337
j.rnd,52,LPT,2338
j.rnd,52,LWR,1500
j.rnd,52,MWR,3000
j.rnd,52,RND,2919
j.rnd,52,OPT,2995
j.rnd,52,ES.rho,3010
j.rnd,52,ES.Cmax,3000
j.rnd,53,SPT,2314
j.rnd,53,LPT,2309
j.rnd,53,LWR,1500
j.rnd,53,MWR,3000
j.rnd,53,RND,2905
j.rnd,53,OPT,2994
j.rnd,53,ES.rho,3010
j.rnd,53,ES.Cmax,3000
j.rnd,54,SPT,2283
j.rnd,54,LPT,2278
j.rnd,54,LWR,1500
j.rnd,54,MWR,3000
j.rnd,54,RND,2889
j.rnd,54,OPT,2994
j.rnd,54,ES.rho,3010
j.rnd,54,ES.Cmax,3000
j.rnd,55,SPT,2250
j.rnd,55,LPT,2239
j.rnd,55,LWR,1500
j.rnd,55,MWR,3000
j.rnd,55,RND,2879
j.rnd,55,OPT,2993
j.rnd,55,ES.rho,3010
j.rnd,55,ES.Cmax,3000
j.rnd,56,SPT,2216
j.rnd,56,LPT,2202
j.rnd,56,LWR,1500
j.rnd,56,MWR,3000
