Problem,Step,Rank,Track,V1
j.rnd,1,a,SPT,12368
j.rnd,1,a,LPT,12396
j.rnd,1,a,LWR,12380
j.rnd,1,a,MWR,12380
j.rnd,1,a,RND,12428
j.rnd,1,a,OPT,12428
j.rnd,1,a,ES.rho,12428
j.rnd,1,a,ES.Cmax,12428
j.rnd,2,a,SPT,12832
j.rnd,2,a,LPT,11708
j.rnd,2,a,LWR,12400
j.rnd,2,a,MWR,11902
j.rnd,2,a,RND,12236
j.rnd,2,a,OPT,12884
j.rnd,2,a,ES.rho,12474
j.rnd,2,a,ES.Cmax,12504
j.rnd,3,a,SPT,13090
j.rnd,3,a,LPT,10966
j.rnd,3,a,LWR,12184
j.rnd,3,a,MWR,11508
j.rnd,3,a,RND,12150
j.rnd,3,a,OPT,13390
j.rnd,3,a,ES.rho,12192
j.rnd,3,a,ES.Cmax,12498
j.rnd,4,a,SPT,13130
j.rnd,4,a,LPT,10362
j.rnd,4,a,LWR,12016
j.rnd,4,a,MWR,11224
j.rnd,4,a,RND,11716
j.rnd,4,a,OPT,13440
j.rnd,4,a,ES.rho,12206
j.rnd,4,a,ES.Cmax,12586
j.rnd,5,a,SPT,13338
j.rnd,5,a,LPT,9662
j.rnd,5,a,LWR,11554
j.rnd,5,a,MWR,10696
j.rnd,5,a,RND,11278
j.rnd,5,a,OPT,13392
j.rnd,5,a,ES.rho,11878
j.rnd,5,a,ES.Cmax,12504
j.rnd,6,a,SPT,13240
j.rnd,6,a,LPT,9018
j.rnd,6,a,LWR,11030
j.rnd,6,a,MWR,10470
j.rnd,6,a,RND,11166
j.rnd,6,a,OPT,13324
j.rnd,6,a,ES.rho,11944
j.rnd,6,a,ES.Cmax,12308
j.rnd,7,a,SPT,13392
j.rnd,7,a,LPT,8176
j.rnd,7,a,LWR,11322
j.rnd,7,a,MWR,10050
j.rnd,7,a,RND,11044
j.rnd,7,a,OPT,13112
j.rnd,7,a,ES.rho,12054
j.rnd,7,a,ES.Cmax,12622
j.rnd,8,a,SPT,13486
j.rnd,8,a,LPT,7850
j.rnd,8,a,LWR,10906
j.rnd,8,a,MWR,9920
j.rnd,8,a,RND,10630
j.rnd,8,a,OPT,13060
j.rnd,8,a,ES.rho,12180
j.rnd,8,a,ES.Cmax,12410
j.rnd,9,a,SPT,13332
j.rnd,9,a,LPT,7430
j.rnd,9,a,LWR,10998
j.rnd,9,a,MWR,9424
j.rnd,9,a,RND,10560
j.rnd,9,a,OPT,13214
j.rnd,9,a,ES.rho,12410
j.rnd,9,a,ES.Cmax,12468
j.rnd,10,a,SPT,13442
j.rnd,10,a,LPT,7014
j.rnd,10,a,LWR,10794
j.rnd,10,a,MWR,9452
j.rnd,10,a,RND,10444
j.rnd,10,a,OPT,13260
j.rnd,10,a,ES.rho,12396
j.rnd,10,a,ES.Cmax,12156
j.rnd,11,a,SPT,13130
j.rnd,11,a,LPT,6438
j.rnd,11,a,LWR,7832
j.rnd,11,a,MWR,9010
j.rnd,11,a,RND,10706
j.rnd,11,a,OPT,13428
j.rnd,11,a,ES.rho,12452
j.rnd,11,a,ES.Cmax,12568
j.rnd,12,a,SPT,13132
j.rnd,12,a,LPT,5706
j.rnd,12,a,LWR,7770
j.rnd,12,a,MWR,8794
j.rnd,12,a,RND,10508
j.rnd,12,a,OPT,13628
j.rnd,12,a,ES.rho,12142
j.rnd,12,a,ES.Cmax,12340
j.rnd,13,a,SPT,12840
j.rnd,13,a,LPT,5712
j.rnd,13,a,LWR,7558
j.rnd,13,a,MWR,9196
j.rnd,13,a,RND,10514
j.rnd,13,a,OPT,13534
j.rnd,13,a,ES.rho,12260
j.rnd,13,a,ES.Cmax,12274
j.rnd,14,a,SPT,13022
j.rnd,14,a,LPT,5164
j.rnd,14,a,LWR,7068
j.rnd,14,a,MWR,9002
j.rnd,14,a,RND,10344
j.rnd,14,a,OPT,13718
j.rnd,14,a,ES.rho,12422
j.rnd,14,a,ES.Cmax,12234
j.rnd,15,a,SPT,13264
j.rnd,15,a,LPT,4896
j.rnd,15,a,LWR,7198
j.rnd,15,a,MWR,9076
j.rnd,15,a,RND,10356
j.rnd,15,a,OPT,13710
j.rnd,15,a,ES.rho,12260
j.rnd,15,a,ES.Cmax,12212
j.rnd,16,a,SPT,13108
j.rnd,16,a,LPT,4874
j.rnd,16,a,LWR,6932
j.rnd,16,a,MWR,8970
j.rnd,16,a,RND,10108
j.rnd,16,a,OPT,13568
j.rnd,16,a,ES.rho,12124
j.rnd,16,a,ES.Cmax,12024
j.rnd,17,a,SPT,13028
j.rnd,17,a,LPT,4500
j.rnd,17,a,LWR,6930
j.rnd,17,a,MWR,8966
j.rnd,17,a,RND,9982
j.rnd,17,a,OPT,13374
j.rnd,17,a,ES.rho,12172
j.rnd,17,a,ES.Cmax,12244
j.rnd,18,a,SPT,13018
j.rnd,18,a,LPT,4360
j.rnd,18,a,LWR,7040
j.rnd,18,a,MWR,8882
j.rnd,18,a,RND,9680
j.rnd,18,a,OPT,13630
j.rnd,18,a,ES.rho,12092
j.rnd,18,a,ES.Cmax,12318
j.rnd,19,a,SPT,12684
j.rnd,19,a,LPT,4104
j.rnd,19,a,LWR,6744
j.rnd,19,a,MWR,8922
j.rnd,19,a,RND,9464
j.rnd,19,a,OPT,13284
j.rnd,19,a,ES.rho,12254
j.rnd,19,a,ES.Cmax,12232
j.rnd,20,a,SPT,12928
j.rnd,20,a,LPT,4310
j.rnd,20,a,LWR,6624
j.rnd,20,a,MWR,8536
j.rnd,20,a,RND,8834
j.rnd,20,a,OPT,13088
j.rnd,20,a,ES.rho,12398
j.rnd,20,a,ES.Cmax,12574
j.rnd,21,a,SPT,12666
j.rnd,21,a,LPT,4200
j.rnd,21,a,LWR,4592
j.rnd,21,a,MWR,8482
j.rnd,21,a,RND,8982
j.rnd,21,a,OPT,12632
j.rnd,21,a,ES.rho,12356
j.rnd,21,a,ES.Cmax,12750
j.rnd,22,a,SPT,12308
j.rnd,22,a,LPT,3822
j.rnd,22,a,LWR,4550
j.rnd,22,a,MWR,8374
j.rnd,22,a,RND,8918
j.rnd,22,a,OPT,12936
j.rnd,22,a,ES.rho,12426
j.rnd,22,a,ES.Cmax,12880
j.rnd,23,a,SPT,12072
