Problem,Step,Track,V1
j.rndn,1,SPT,3000
j.rndn,1,LPT,3000
j.rndn,1,LWR,3000
j.rndn,1,MWR,3000
j.rndn,1,RND,3000
j.rndn,1,OPT,3000
j.rndn,2,SPT,3000
j.rndn,2,LPT,3000
j.rndn,2,LWR,3000
j.rndn,2,MWR,3000
j.rndn,2,RND,3000
j.rndn,2,OPT,3000
j.rndn,3,SPT,3000
j.rndn,3,LPT,3000
j.rndn,3,LWR,3000
j.rndn,3,MWR,3000
j.rndn,3,RND,3000
j.rndn,3,OPT,3000
j.rndn,4,SPT,3000
j.rndn,4,LPT,3000
j.rndn,4,LWR,3000
j.rndn,4,MWR,3000
j.rndn,4,RND,3000
j.rndn,4,OPT,3000
j.rndn,5,SPT,3000
j.rndn,5,LPT,3000
j.rndn,5,LWR,3000
j.rndn,5,MWR,3000
j.rndn,5,RND,3000
j.rndn,5,OPT,3000
j.rndn,6,SPT,2988
j.rndn,6,LPT,2987
j.rndn,6,LWR,2500
j.rndn,6,MWR,3000
j.rndn,6,RND,2999
j.rndn,6,OPT,3000
j.rndn,7,SPT,2952
j.rndn,7,LPT,2956
j.rndn,7,LWR,2500
j.rndn,7,MWR,3000
j.rndn,7,RND,2998
j.rndn,7,OPT,3000
j.rndn,8,SPT,2915
j.rndn,8,LPT,2921
j.rndn,8,LWR,2500
j.rndn,8,MWR,3000
j.rndn,8,RND,2991
j.rndn,8,OPT,3000
j.rndn,9,SPT,2859
j.rndn,9,LPT,2876
j.rndn,9,LWR,2500
j.rndn,9,MWR,3000
j.rndn,9,RND,2983
j.rndn,9,OPT,3000
j.rndn,10,SPT,2795
j.rndn,10,LPT,2820
j.rndn,10,LWR,2500
j.rndn,10,MWR,3000
j.rndn,10,RND,2973
j.rndn,10,OPT,3000
j.rndn,11,SPT,2737
j.rndn,11,LPT,2749
j.rndn,11,LWR,2000
j.rndn,11,MWR,3000
j.rndn,11,RND,2951
j.rndn,11,OPT,3000
j.rndn,12,SPT,2659
j.rndn,12,LPT,2673
j.rndn,12,LWR,2000
j.rndn,12,MWR,3000
j.rndn,12,RND,2927
j.rndn,12,OPT,3000
j.rndn,13,SPT,2574
j.rndn,13,LPT,2582
j.rndn,13,LWR,2000
j.rndn,13,MWR,3000
j.rndn,13,RND,2891
j.rndn,13,OPT,3000
j.rndn,14,SPT,2483
j.rndn,14,LPT,2492
j.rndn,14,LWR,2000
j.rndn,14,MWR,3000
j.rndn,14,RND,2841
j.rndn,14,OPT,2998
j.rndn,15,SPT,2382
j.rndn,15,LPT,2390
j.rndn,15,LWR,2000
j.rndn,15,MWR,3000
j.rndn,15,RND,2785
j.rndn,15,OPT,2995
j.rndn,16,SPT,2276
j.rndn,16,LPT,2299
j.rndn,16,LWR,1500
j.rndn,16,MWR,3000
j.rndn,16,RND,2731
j.rndn,16,OPT,2982
j.rndn,17,SPT,2175
j.rndn,17,LPT,2183
j.rndn,17,LWR,1500
j.rndn,17,MWR,3000
j.rndn,17,RND,2662
j.rndn,17,OPT,2964
j.rndn,18,SPT,2048
j.rndn,18,LPT,2061
j.rndn,18,LWR,1500
j.rndn,18,MWR,3000
j.rndn,18,RND,2579
j.rndn,18,OPT,2936
j.rndn,19,SPT,1926
j.rndn,19,LPT,1939
j.rndn,19,LWR,1500
j.rndn,19,MWR,3000
j.rndn,19,RND,2471
j.rndn,19,OPT,2884
j.rndn,20,SPT,1822
j.rndn,20,LPT,1817
j.rndn,20,LWR,1500
j.rndn,20,MWR,3000
j.rndn,20,RND,2377
j.rndn,20,OPT,2824
j.rndn,21,SPT,1662
j.rndn,21,LPT,1691
j.rndn,21,LWR,1000
j.rndn,21,MWR,3000
j.rndn,21,RND,2241
j.rndn,21,OPT,2748
j.rndn,22,SPT,1519
j.rndn,22,LPT,1546
j.rndn,22,LWR,1000
j.rndn,22,MWR,3000
j.rndn,22,RND,2106
j.rndn,22,OPT,2647
j.rndn,23,SPT,1389
j.rndn,23,LPT,1409
j.rndn,23,LWR,1000
j.rndn,23,MWR,3000
j.rndn,23,RND,1934
j.rndn,23,OPT,2526
j.rndn,24,SPT,1265
j.rndn,24,LPT,1288
j.rndn,24,LWR,1000
j.rndn,24,MWR,3000
j.rndn,24,RND,1768
j.rndn,24,OPT,2373
j.rndn,25,SPT,1148
j.rndn,25,LPT,1160
j.rndn,25,LWR,1000
j.rndn,25,MWR,3000
j.rndn,25,RND,1596
j.rndn,25,OPT,2186
j.rndn,26,SPT,941
j.rndn,26,LPT,966
j.rndn,26,LWR,500
j.rndn,26,MWR,2500
j.rndn,26,RND,1397
j.rndn,26,OPT,1976
j.rndn,27,SPT,798
j.rndn,27,LPT,798
j.rndn,27,LWR,500
j.rndn,27,MWR,2000
j.rndn,27,RND,1197
j.rndn,27,OPT,1733
j.rndn,28,SPT,677
j.rndn,28,LPT,688
j.rndn,28,LWR,500
j.rndn,28,MWR,1500
j.rndn,28,RND,970
j.rndn,28,OPT,1412
j.rndn,29,SPT,584
j.rndn,29,LPT,583
j.rndn,29,LWR,500
j.rndn,29,MWR,1000
j.rndn,29,RND,740
j.rndn,29,OPT,992
j.rndn,30,SPT,500
j.rndn,30,LPT,500
j.rndn,30,LWR,500
j.rndn,30,MWR,500
j.rndn,30,RND,500
