Problem,Feature,Step,Track,mu
j.rnd_pj1doubled,phi.proc,1,SPT,-0.849360406091371
j.rnd_pj1doubled,phi.proc,1,LPT,0.217401015228426
j.rnd_pj1doubled,phi.proc,1,LWR,-0.653157360406091
j.rnd_pj1doubled,phi.proc,1,MWR,0.0470659898477157
j.rnd_pj1doubled,phi.proc,1,RND,-0.385502538071066
j.rnd_pj1doubled,phi.proc,1,OPT,-0.452609137055838
j.rnd_pj1doubled,phi.proc,2,SPT,-0.754842639593909
j.rnd_pj1doubled,phi.proc,2,LPT,0.0124467005076142
j.rnd_pj1doubled,phi.proc,2,LWR,-0.68
j.rnd_pj1doubled,phi.proc,2,MWR,-0.0192284263959391
j.rnd_pj1doubled,phi.proc,2,RND,-0.424629441624366
j.rnd_pj1doubled,phi.proc,2,OPT,-0.429685279187817
j.rnd_pj1doubled,phi.proc,3,SPT,-0.694822335025381
j.rnd_pj1doubled,phi.proc,3,LPT,-0.0923857868020305
j.rnd_pj1doubled,phi.proc,3,LWR,-0.639005076142132
j.rnd_pj1doubled,phi.proc,3,MWR,-0.0573197969543147
j.rnd_pj1doubled,phi.proc,3,RND,-0.396649746192893
j.rnd_pj1doubled,phi.proc,3,OPT,-0.424670050761421
j.rnd_pj1doubled,phi.proc,4,SPT,-0.646030456852792
j.rnd_pj1doubled,phi.proc,4,LPT,-0.152954314720812
j.rnd_pj1doubled,phi.proc,4,LWR,-0.655796954314721
j.rnd_pj1doubled,phi.proc,4,MWR,-0.224284263959391
j.rnd_pj1doubled,phi.proc,4,RND,-0.43707614213198
j.rnd_pj1doubled,phi.proc,4,OPT,-0.410517766497462
j.rnd_pj1doubled,phi.proc,5,SPT,-0.624994923857868
j.rnd_pj1doubled,phi.proc,5,LPT,-0.204243654822335
j.rnd_pj1doubled,phi.proc,5,LWR,-0.65053807106599
j.rnd_pj1doubled,phi.proc,5,MWR,-0.284791878172589
j.rnd_pj1doubled,phi.proc,5,RND,-0.406903553299492
j.rnd_pj1doubled,phi.proc,5,OPT,-0.40546192893401
j.rnd_pj1doubled,phi.proc,6,SPT,-0.593969543147208
j.rnd_pj1doubled,phi.proc,6,LPT,-0.282720812182741
j.rnd_pj1doubled,phi.proc,6,LWR,-0.534517766497462
j.rnd_pj1doubled,phi.proc,6,MWR,-0.348142131979695
j.rnd_pj1doubled,phi.proc,6,RND,-0.459472081218274
j.rnd_pj1doubled,phi.proc,6,OPT,-0.422558375634518
j.rnd_pj1doubled,phi.proc,7,SPT,-0.571593908629442
j.rnd_pj1doubled,phi.proc,7,LPT,-0.298375634517766
j.rnd_pj1doubled,phi.proc,7,LWR,-0.58848730964467
j.rnd_pj1doubled,phi.proc,7,MWR,-0.38253807106599
j.rnd_pj1doubled,phi.proc,7,RND,-0.435309644670051
