Generation,CountEval,Fitness,phi.proc.1,phi.startTime.1,phi.endTime.1,phi.arrival.1,phi.wait.1,phi.macFree.1,phi.makespan.1,phi.reducedSlack.1,phi.macSlack.1,phi.allSlack.1,phi.jobOps.1,phi.macOps.1,phi.jobWrm.1,phi.macWrm.1,phi.jobTotProcTime.1,phi.macTotProcTime.1
1,12,18.3449,0.27152648570776511,0.19086143750552903,0.0025474018692153272,-0.033221783597460225,0.010041658172787194,0.25345752308032465,0.12942035595125106,0.3314711927464708,0.25468420115284945,0.2413185243300707,0.2160998768295857,0.29607698486701656,0.18684585885014166,0.030413581884081893,0.43296275241232746,0.18735210433996546
2,24,7.2375,0.1506231077147529,0.00734259162890771,-0.21526913924911917,-0.30026191114644762,0.11885200289923374,0.079168889775247442,0.20159579051256898,0.30661132579367351,0.0036132399729872926,0.062292720076966762,0.089403334185293032,0.2513121753491897,0.1137149073693096,0.13542598815452128,0.1556259317176997,0.080471005177696647
3,36,9.1328,0.12663981664653765,-0.062015254112654641,-0.029804605692142147,-0.062325830637427318,-0.00598127676465004,-0.19784968214696902,0.068149286857462771,-0.083293606012961,-0.17516381492223654,-0.13009095863286946,-0.16099366053107289,0.16479440909308152,0.092629997482590848,0.04494884408097527,0.11644139341923859,0.10764167466864573
4,48,6.3608,0.000827838362308373,0.081166529056294526,-0.068710192414492069,-0.28477116668134944,0.1055116053383563,-0.30256372017397848,-0.14889492672268589,-0.0911117634342404,-0.23084223851319327,-0.20031704954686164,0.092304032395695484,0.021768168295074223,0.1388500792299244,-0.044185122760264664,0.008724283692604624,0.15716212142486663
5,60,6.5489,-0.046106852708501553,0.0068963280119367,-0.28057730033641076,-0.11165615248247439,0.20758011077509256,-0.15930382527785705,-0.1654903300235667,-0.22555136056741779,-0.14148861702089779,-0.078390936785861481,0.22695093206195471,0.24750752860409644,0.12693795011428333,-0.028633478624134644,0.041271041753013986,0.074974288604652328
6,72,7.0645,-0.0042744467364511079,0.0048225708991469548,-0.13509943896637922,-0.18016817909147853,0.17003090199587095,-0.1203979693347962,-0.27265363317172797,-0.072256076794844,0.028983389286053984,-0.12932325499489947,-0.062384747948322695,0.45891592323359987,0.21607550448321833,0.082401142270825,-0.0053552354402222379,0.075855350614136369
7,84,5.7685,-0.053221089936020684,0.14361486571734686,-0.16145578025694179,-0.39238718408260331,0.10345247993294369,-0.13651140952626087,-0.17006157730302807,-0.19068914768206441,-0.027725412977599308,-0.25563375120731568,-0.10165936557029261,0.29762039063466078,0.21275162065180572,0.074691059786945152,-0.01186787717073394,-0.055114119425165836
8,96,5.8091,-0.19198047557941136,-0.12707430329714331,-0.11065005983110029,-0.29883600354077083,0.047838695568077884,-0.17373236050039834,-0.035270988499427273,-0.011089864706334921,0.028344513687101652,-0.064925912069690839,-0.22622166830918819,0.17481487917826902,0.18778503914583286,0.072043531738789551,-0.06361489621784952,-0.10696908768010274
9,108,5.5589,0.0070217463651545825,-0.20855816113698666,-0.17737691710929318,-0.33495785540595463,0.26065225029804756,-0.35004643539158126,-0.19246973439555287,-0.017694596509120732,0.084833294865449882,-0.090417581153842227,-0.25445775266833548,0.080867254099762656,0.232927000923319,0.06708390893740443,-0.0038170757002788059,0.039366276188935817
10,120,4.2668,0.053123903217289194,-0.3213946506464912,0.018723940738547707,-0.15303202917102404,-0.0055923958036747431,-0.24896406206102648,-0.12454604844625712,-0.081950098152506035,0.092689157770349861,-0.15459830537206673,-0.29653606353976453,-0.01822378827651144,0.17174582137362238,0.0874075734310993,0.041362894635166625,-0.12555241212986878
11,132,6.2518,0.13862047528725022,-0.4089256425527607,-0.0078294548835229349,-0.24086830498369155,0.17377405586285993,-0.29681272373514578,-0.16319361592844306,0.1310750208627583,0.1204196036995832,-0.10952810695784192,-0.21707516813004435,0.092056998945084734,0.19602542149947808,0.022271502446263084,-0.091504646516512675,-0.31278074770296449
12,144,5.5079,0.10833351664896562,-0.2114742058344517,-0.18399458630409965,-0.1798470040309596,0.27993846421331209,-0.28991445889984435,-0.075036291863307389,0.049474315599669874,-0.046628782498410654,-0.28496282646553472,-0.19903481885253102,0.10429290168201737,0.30600967778793731,0.0087615228497851146,-0.096729937384254019,-0.27242620648143145
13,156,5.1139,0.11830739376452235,-0.23685770803604894,-0.25479606729955068,-0.15912209933222646,0.088901968761627578,-0.39676429961542276,-0.014013521530573527,0.21965961997954875,0.040271381262066086,-0.2732078368323988,-0.30167008806418716,0.21389889630563944,0.41788230243529095,-0.011467569593147011,-0.028188646696120027,-0.12117031010836057
14,168,4.5168,-0.064853050229824363,-0.25039262747033125,-0.23589255557929206,-0.10146781133221519,0.053530332934992007,-0.39995870498243613,0.012339872123142673,0.15612080146483892,-0.02491603855668327,-0.33533051734934488,-0.249214048691938,0.21090639268690015,0.40862880860720258,-0.00641842184767235,0.099466738501283888,-0.10739910639612624
15,180,4.0228,0.035210469270007455,-0.16768436675622703,-0.30370919072451968,0.0063340476080343188,0.16259520864685664,-0.40196232830010326,0.046663917558448696,-0.0034165143857447407,-0.070534771399256832,-0.40699369645220057,-0.12000105739256664,0.2516966467716889,0.4398668663084413,-0.050960274480598727,0.007079854421247052,-0.20038463058285402
1,12,13.3609,0.054068926048560506,-0.000468071248668545,0.019883802714659352,-0.059435264609695296,0.1174076496225275,0.14413070377194587,0.3416068478011261,0.19174490241502887,0.033378618683796546,-0.18843471641719606,0.18652768240199477,0.19949564426725708,0.44194808201687968,0.28434463292599033,0.07482287951677552,0.21995200709541593
2,24,9.6803,-0.052266195342728708,-0.026308551011543651,-0.1934583782754295,-0.057666349605793421,0.17826235878590413,0.024794435321107606,0.14684266733476573,0.17408425276521047,0.09952257374034193,-0.0725027879623105,0.087032339279539614,-0.0429325249309823,0.51369364749507374,0.019278786160277922,0.16118636240132009,0.033977100402221676
3,36,4.8458,0.10546312261451639,0.047568883926099641,-0.14384911584007692,-0.015173451826403526,0.15542119215803368,-0.17874585729432962,-0.0663442888306986,0.30079208156227738,0.041143362903548433,0.064258942467482413,-0.12699314839511613,-0.13190453065464902,0.37942731143805747,0.04063484521055679,0.035613156525750964,0.033291920674288066
4,48,6.7468,0.00088360500412124413,0.020118876389731991,-0.0114976943988597,0.024601530609731276,0.127041611830474,-0.11892196445931423,-0.12565583448003897,0.17833340056990232,0.1823070083112327,-0.097335166580857335,-0.29834935658545914,-0.038646705310602124,0.41630073163816811,-0.00071448649502639213,0.077415111294060521,-0.12451647715185078
5,60,7.7481,-0.071556453752540064,-0.016415706995115735,0.0058814453306907186,-0.062720071883585762,0.058022820809810437,-0.12408421806276086,-0.076016738635543479,0.13830585948576143,-0.15532053659976555,-0.40574869412771708,-0.23583372122828994,0.090913179834516772,0.25482729147535,-0.057722723260653919,-0.024621845538904785,0.049550394205541373
6,72,5.9279,-0.092010723406840231,0.066031028743525857,-0.011307698593509916,-0.20401884279869092,0.051745212186946783,-0.21106081273978175,-0.11948058878769964,0.12995184177073446,-0.32248290949138225,-0.18013200014476516,0.051508443043328293,0.12024447968483976,0.20913153489651082,-0.045451413959933393,-0.041018879153222748,0.05515352642095768
7,84,4.1323,0.02018672110289655,0.054944998987869823,-0.18931216481559388,-0.10149836481403123,-0.0092382243995946887,-0.17013702799809302,-0.10653838457015224,0.34704109662826133,-0.1722444986064473,-0.1070686107163092,0.16027975948863238,0.14301743876436837,0.35101691688502473,-0.035816279952624604,-0.053483878037002046,-0.12714202245390155
8,96,7.0391,-0.015529052374356107,-0.054509806174994693,-0.095456221941132929,-0.18737165585315732,0.12190332949060026,-0.018695615178249365,-0.046659121757881082,0.079389441336152153,-0.19755777244479519,-0.033493222654134451,0.11051841239053894,-0.22887789285772736,0.35055801323212776,0.21321552409140349,0.028464811405927184,-0.035640959695257796
9,108,6.5116,0.0094961253516403187,-0.011324601533906832,-0.07170436000413942,-0.27168335740504684,0.2104965042077542,-0.18516351249151164,0.13519613677726994,0.11837519772342862,-0.36017231260137944,-0.17232895657718988,0.13107849016677664,-0.194142257949459,0.38117748069738572,0.11926694076316628,-0.058734838295368574,-0.067835637847163954
10,120,6.0353,-0.10144903009698905,-0.057925412136190089,-0.26585552596884537,-0.45402976744400486,0.056093035811776278,-0.17727486732520223,-0.057184885747032559,0.13457685269537645,-0.39459649242761613,-0.17707042389779262,0.038064391231876146,-0.23339859418626457,0.19381790359129569,-0.0023889762541310072,-0.054582222654775622,-0.053600083238923082
11,132,4.9478,-0.052155568087943631,-0.10134954147549423,-0.23626054754762021,-0.35707329341911853,0.057887746188222185,-0.22160856556245048,-0.12977114137855078,-0.028497691648238285,-0.40134684950957555,-0.20554295983989962,0.048403344169024504,-0.029009522376440652,0.25324402517275874,0.17853215746514112,0.10801337118339878,-0.090986166997862536
12,144,4.5494,0.12853082517522851,-0.10023365817398514,-0.3011779523025766,-0.29340700247906859,-0.050745719904488382,-0.15975771082135617,-0.18069426654031789,-0.18107466186409615,-0.34684868078170356,-0.11252254591483735,-0.18383010220594917,-0.14867379852593776,0.29847407835161455,0.055823449015688482,0.067204271099353119,-0.063312509699260874
13,156,4.7418,-0.17438763621316519,-0.13110582263321352,-0.23841179500902243,-0.30298782216725351,0.10643946362949028,-0.20417882247417191,-0.16771752582165919,0.0414322494035205,-0.30162122793174467,-0.1228047780058293,-0.21576375389823915,-0.0779581180051993,0.309986384324569,-0.00063566724743374789,0.15203512558497778,-0.14007332199010419
14,168,4.4554,-0.096832216166790872,-0.26371330174852409,-0.30611081101898929,-0.35304861961626516,0.11134450482931697,-0.16273596061874554,-0.11857075968807389,0.0094564566502811261,-0.18826027312939894,-0.11876139171748684,-0.22953626572322852,-0.14580034896557631,0.33978856027995658,-0.060351518619778784,0.15549328847765256,-0.090401128866130179
16,192,3.9801,0.014423917417012945,-0.2558363339831814,-0.30109492979537089,-0.036548060433789428,0.11522832361493647,-0.35690075519274778,0.10397793937012324,0.0625725833259518,-0.12271305963110701,-0.26714676688206179,-0.052770845796482863,0.20770419604765411,0.45987906188576178,0.10589997215882177,-0.029650590196969584,-0.26041110568005049
17,204,4.0370,-0.12857943519667214,-0.21151382760563053,-0.32179330731685585,-0.011190075629518794,0.0713081794731008,-0.41302178672755763,0.20117058782383787,0.026466786195135768,-0.20112751535188061,-0.13204204060766278,-0.10913720343759334,0.24102336006424316,0.43955189791355603,0.13179480304356819,-0.01565231519688573,-0.15779782827321856
18,216,4.2751,-0.051198812195757649,-0.16056450363090508,-0.31938869336296016,-0.10167638557150975,0.017628327260188242,-0.42558110261898929,0.11733379856838301,-0.02304888832950637,-0.23344171231111016,-0.25357342506942288,-0.019844489497089987,0.28906922289455694,0.46627957845859036,0.14427562236204011,0.0030262482145289346,-0.14103384554436565
19,228,3.7773,-0.082430855857915222,-0.27961137651954276,-0.28246373064606073,-0.15022353136035591,-0.052345074224393585,-0.33726547201710705,0.079009388775095585,-0.03542751271786114,-0.23564820674479445,-0.29868113582975586,-0.051541817008822155,0.3539638111075375,0.50559038897782671,0.042925244972699887,0.042336034393983833,-0.10502691292188861
20,240,3.9866,-0.11735824332849726,-0.23337653186785776,-0.355777242209194,-0.17984188888788014,0.006256973138057044,-0.26801045052255762,0.078762077825115545,-0.043601053804393428,-0.17600545657515834,-0.20251538291425392,0.054111939184043271,0.42640788955900211,0.51888467738395361,0.19945350878866411,0.050386273398975688,-0.070073637186790119
21,252,4.0153,-0.019353488141313352,-0.29983838807344265,-0.36561103136485951,-0.13497458066488893,-0.083940371594336427,-0.31553243200708342,0.06883185632970143,-0.041525718879321008,-0.18276945496538952,-0.19412943016300935,0.021653094004428372,0.31048818077279694,0.56406310698226514,0.1652691884688382,-0.052566538298580122,0.013482275719459695
22,264,3.7990,0.0019588206430862665,-0.35549604477781471,-0.38370368950771977,-0.24743188679172418,-0.12186408872239225,-0.25668264754306391,0.0075348932625162986,-0.045265921313304036,-0.17312417001040564,-0.17345299977485135,0.10027268210464704,0.29695746947036566,0.54338036164006964,0.10595381575365108,-0.01627873908561122,-0.047424737592715954
23,276,3.9077,-0.027717975839442091,-0.29295607597270351,-0.38532918657897369,-0.26418153613303691,-0.1422809158784685,-0.24256038231610605,-0.012516654142477615,0.031717651260420879,-0.072366519838630711,-0.1311926522061827,0.13907439772267213,0.32845911370835379,0.546428480054886,-0.0034983861403191851,-0.0075781878972481648,-0.054416463686617268
24,288,3.6978,-0.0063287827387298028,-0.32039604340346184,-0.2914351805954849,-0.22271293764871403,-0.17434730276684246,-0.33891494976374675,-0.088941956340076067,0.044118007127427292,0.026220944281819557,-0.18958023910603786,0.15424797422813544,0.27963717404130667,0.60968571477156164,-0.028340433271778119,-0.00304612406841825,0.011531051016229405
25,300,3.7297,-0.020165904217394542,-0.38785936407959837,-0.25778898864438438,-0.20857987145421988,-0.14976698186688,-0.27286749747844219,-0.11760204269619147,-0.027964844506941148,-0.00996248230841414,-0.19969740865395436,0.18036246731065356,0.20685904490177306,0.60319946301191563,-0.052518693635171976,-0.0352654221582587,0.10577288471903833
26,312,3.8135,-0.068175191042074576,-0.39563463193726334,-0.28977847015039321,-0.21027057709824321,-0.13243699036905671,-0.31013073098650923,-0.091242399533148055,0.073271607303617287,0.025090406955451647,-0.18204786882206531,0.16184124587067467,0.18774207205261889,0.612643819662867,0.0278653997355899,-0.015338272733921562,0.0023666291336810752
27,324,3.7466,-0.034808658350645748,-0.30638453962258005,-0.29909452239436335,-0.22089071400576393,-0.13530653764326814,-0.32759425417777277,-0.0839192769466465,-0.091443651810664092,0.012299356459927416,-0.21280160310827603,0.1535750192050343,0.22794713608045725,0.61485938732211876,0.054865385717802306,-0.0063312698823459659,0.18846321055616219
28,336,3.7171,-0.02888518668471201,-0.27364505669763012,-0.3602714482962357,-0.21146225756115561,-0.12400411918371192,-0.3096971602777791,-0.086987154025567545,-0.057153661231851088,-0.088472078167276536,-0.18530432697484117,0.12915944014804687,0.22962430451598667,0.62448830342805284,0.0032385073631275097,0.02022404824611726,0.13038112523803724
15,180,4.7250,-0.1767101548377242,-0.29895601345273709,-0.39888060441373707,-0.30214947309921819,0.14443215036310597,-0.26093775973179556,-0.020481669590417414,0.020006456370874056,-0.25025168234780409,0.11653162767580533,-0.16506763946123576,-0.030791473700163659,0.35455332180038379,0.014229686664262321,0.21626392357052893,-0.16363610992012656
16,192,4.7010,-0.19756536717503054,-0.20341080847823081,-0.37462171448764758,-0.31019161885369972,0.011418939334498078,-0.39583801936394003,0.023428283189538237,0.025367388775470932,-0.34208885204984418,0.011963962973401137,-0.13390436985563572,0.0070463020120259462,0.31425360986915107,0.022741945838946943,0.21976106235026904,-0.12579439139740844
17,204,4.9584,-0.20991114701568017,-0.35734234675311266,-0.33882827633869422,-0.35836905921560364,-0.038445557578991686,-0.29141029453925876,0.14946109682695813,0.11674592465883353,-0.29255554221592278,0.011674779807251181,-0.072876874285581983,-0.072948523432926168,0.30401471416660664,0.13568530810479063,0.17604408252065498,-0.049833357617576166
18,216,4.1093,-0.190347911765576,-0.42637522548530887,-0.23806720542098203,-0.3602864379218978,-0.10298542538356989,-0.32329196073539868,0.10155507459248399,0.0385578543366487,-0.29743516874086778,-0.035391601969199611,-0.14173565928186468,-0.06372783064526838,0.28982812036972166,0.18075438669330907,0.061573730228114312,-0.096781676293965335
19,228,4.1872,-0.21602753278406342,-0.4242684830016622,-0.32012052928049439,-0.36817587575979843,-0.059170161603849532,-0.28619900004036969,0.11069568678139131,0.018655018199487085,-0.23379275735364216,-0.085150874315974012,-0.21300055715678692,-0.021237616207276669,0.37820321673058677,0.20849674949480715,-0.011830916436486092,-0.086204255334232024
20,240,4.6533,-0.13033157670763973,-0.39905502140755533,-0.30137299061523748,-0.40451854886964711,-0.11137987227426219,-0.14432115389859226,0.03202796524516472,-0.046124950450413642,-0.382645340113135,-0.13479739107832642,-0.20856714533954451,-0.11670582388376603,0.38154357789905652,0.18684400809478344,-0.036322021257109705,0.046732464794841118
21,252,3.9113,-0.22315554974387172,-0.36705736527111266,-0.35236758427876391,-0.325875802286843,-0.14723418352765325,-0.16334780570594321,0.031981593083552688,-0.027215022304876293,-0.30237022090909693,-0.21360457909297398,-0.12942129208299163,-0.15668574947760419,0.45480866623679256,0.15217080572201835,0.013972610460704901,-0.00074021478326221821
22,264,3.8573,-0.22981017598292003,-0.30650422892462931,-0.39624622890789785,-0.25283483353735248,-0.16881530194959082,-0.12420216184420622,-0.019770018472642002,-0.0094251684277352928,-0.28080913900788407,-0.284074820760375,-0.11609506254964241,-0.18450425648530239,0.51162982751805153,0.1578650686623278,0.027196877804030781,0.061227266701267671
23,276,3.9212,-0.15329292413955742,-0.26891929271167486,-0.3317700618643159,-0.27255932022974683,-0.26322079394834,-0.1884746535590146,-0.11019920815509124,-0.025491426513181377,-0.22337057465193161,-0.18245539059935148,-0.17820618434504737,-0.22347760415789331,0.53462694331956906,0.16037534307213203,0.01907976468882823,0.012426672207573345
24,288,4.0612,-0.12684669341128482,-0.33456750105773808,-0.33818250091873625,-0.22704172944187229,-0.20041740892936735,-0.1963120697295396,-0.0993640089335648,-0.0014353690366884556,-0.25849361946209237,-0.17800906764660238,-0.2390055714651827,-0.18545906780773935,0.52213010342729271,0.13581791089848352,0.058135242819170117,0.0478472134521211
25,300,3.8700,-0.14257034576583305,-0.28361423787999557,-0.20372852298747426,-0.29602805711022029,-0.26969191032094586,-0.24276838374262832,-0.063197300299154033,0.045594429507381774,-0.26601320721717814,-0.17563742968408397,-0.28667122432583242,-0.22600405599752932,0.49630288275645679,0.175908851576606,0.0648563457867878,0.0063760915303353724
26,312,3.8207,-0.16374606139716463,-0.24142162578667847,-0.17852691489894654,-0.33048717437839242,-0.29832202805724356,-0.32100753490131745,-0.0046397510217960295,0.12995483549160855,-0.25320782502480105,-0.14938970018927317,-0.28853925318219581,-0.14211212104243298,0.49596205148767908,0.22745045788011298,0.043701902596994614,0.043242914358933106
27,324,3.9257,-0.20755373871076224,-0.24229361282528331,-0.12330809402181681,-0.34796703357360431,-0.29741916306665905,-0.26939971303057048,-0.066811025883680333,0.16873976524592932,-0.26537023441364704,-0.18781994304987851,-0.293063395039887,-0.15653000406559808,0.47758260110263873,0.18986493650233205,0.045776496083586013,0.053087588380668148
29,348,3.7753,0.033725569139322578,-0.25850784208071842,-0.37687233469326625,-0.21522500340204198,-0.17572725880140602,-0.36296926383712619,-0.06590984140148208,-0.11833952402870597,-0.10264320369007485,-0.12755373105332868,0.16866910002371011,0.21651567558575074,0.59515694935235885,0.078639851254811211,0.073940576906616526,0.12993698095102027
30,360,3.8899,0.060010280717816139,-0.24868312160521036,-0.38371403759348238,-0.23157318805719945,-0.12467266435564231,-0.36235600411789121,-0.13221913055305254,-0.16069634893252246,-0.14076247455597565,-0.14115336880680443,0.097481480739887064,0.19911456311861223,0.58423090398304478,0.043655004945776406,0.04151606925962175,0.1378589826233457
31,372,3.8272,0.037804489125916919,-0.21744080567506119,-0.35951885383482263,-0.22452413754032341,-0.11913270861233489,-0.40508128832264478,-0.16819497604374414,-0.10232732829559418,-0.13927099760575645,-0.19935525174467253,0.024611983498002494,0.16529047120486506,0.63892935757433156,0.027594824153347831,0.041191955177171079,0.089035556278304714
32,384,3.7530,0.10683687301129738,-0.13630599393110085,-0.42255167979972913,-0.18937109110192502,-0.11457357783252381,-0.36789881686910131,-0.15767451753922493,-0.069966987280583537,-0.14954496865667632,-0.22176641438715089,0.026169428790674073,0.1143726329406078,0.658745845947769,0.0681653027231162,-0.0067602471122889538,0.060321789990081649
33,396,3.6791,0.027329988945816175,-0.10899526120569665,-0.35709692119665881,-0.20227165582424617,-0.1577214843946062,-0.39385092726788,-0.14217526193417279,0.0065589878746038985,-0.083135066522486686,-0.26071774401101888,-0.033792502980304139,0.15862143216937993,0.6749448364783287,0.045348486324704146,0.02915690857817969,0.038294845937924746
34,408,3.7661,-0.015217146979875662,-0.078156902848715654,-0.3633742174597423,-0.21330630959527033,-0.14059578639857365,-0.32827705119408407,-0.20422537736555524,-0.0073801530166362145,-0.049669637634483482,-0.3070971803256235,-0.073279925497151871,0.18634936765689997,0.64854194408473353,0.018394963777209131,0.068200350096337,0.0027080051737198622
35,420,3.8328,0.030504980307442916,-0.084146524468157013,-0.31011995201222464,-0.2276188882425568,-0.15352910760097113,-0.37315006163715631,-0.17970072415331398,0.022351304432471998,-0.093133252067604033,-0.29733465924925273,-0.0077160255752438981,0.23816453025282858,0.63324403115189931,0.10406467772189273,-0.0084541608324459321,0.030282041269195082
36,432,3.6874,0.075176379346153524,-0.092432219413492292,-0.3416693271462366,-0.23473710607035633,-0.18444576618914008,-0.38492411477729288,-0.1548517394339991,0.069551123603511025,-0.072117764037167381,-0.32835780420656197,0.0091329130591095,0.25405121938903408,0.61717282232343862,0.039650498550180609,0.005075453058042495,-0.0475800665749583
37,444,3.7221,0.0047107589470730326,-0.084189213163566909,-0.3229589461755602,-0.24169893173915866,-0.21825604537958437,-0.37729645580161608,-0.13969332578961222,0.058773268718556849,-0.16235808678143732,-0.29644907909308388,0.0068995403105655074,0.2311081601892471,0.63099968320448663,0.029549326414097389,0.034550347976661934,0.013917802456473586
38,456,3.7472,0.027309902936577351,-0.079098038139084087,-0.33425176916801114,-0.239462524503676,-0.19066481564124915,-0.35684197610557455,-0.10429632157161492,0.051063438802874672,-0.17710891209852286,-0.28267431988906733,0.031318121865212531,0.25975600716810193,0.64239664904704341,-0.021050094637288939,0.022558794622857061,0.011625386107830798
39,468,3.7550,0.0089355417884185891,-0.023443716281163395,-0.31977225218669147,-0.23603162250954446,-0.19622760273159473,-0.36857559400318268,-0.12927146328926217,0.048100304671293191,-0.17664698016967129,-0.28267462604487104,0.10641501200994569,0.24482576960228286,0.65018679649658451,0.012107408932138049,-0.0011653472332944447,0.019343545936237355
40,480,3.7464,0.014783756304129668,-0.0327427663571781,-0.3326098930301391,-0.22669833983133367,-0.17819543281268246,-0.37882654294816065,-0.10939342038099721,0.048314663607681871,-0.24321732414636477,-0.26290373055383265,0.14380722105385155,0.23809248609992706,0.63802356794101844,0.010111129029524241,0.059568741669998676,0.044786833355098435
41,492,3.7504,0.023780535510723184,-0.0288447250621021,-0.33633170139600854,-0.236554512302409,-0.16542917383137068,-0.39845145772221519,-0.11824791156225997,0.026790806444751285,-0.22903437031481733,-0.23267138757378172,0.13376753482145831,0.21188007384470897,0.64451323993791243,0.044515710179799182,0.074468985566184975,0.077129313656171733
42,504,3.7546,0.047120272689684523,-0.020738033853317669,-0.37543350352394855,-0.23074043245607392,-0.17577827723261893,-0.3959193769787544,-0.11100112601508726,0.013293565326293704,-0.25621781423127149,-0.2614175327959487,0.12279660013780201,0.17021403420038453,0.61706923012362047,0.057007250004644537,0.076848979417062938,0.08496877114724076
43,516,3.7429,0.055647599664537258,-0.018098928320455187,-0.42710329302578259,-0.19841939658018379,-0.14362404271648652,-0.36501742233094553,-0.082475430668262989,0.039366757566065211,-0.24528313688254624,-0.24463627759415385,0.095289497652323682,0.19021446605761705,0.6336315352778602,0.075945982404235418,0.079432542895469471,0.093831561021783791
44,528,3.6911,0.052794287448660084,-0.0071629779202165341,-0.43719573782628646,-0.15936670792987129,-0.11591106463174747,-0.34861906112977525,-0.074411100043723366,0.10931151880880924,-0.23636168093416277,-0.23988045732363975,0.078569134838973945,0.19520712622786529,0.6533448211830214,0.09518584561480542,0.064090338012145087,0.0940349789901717
28,336,3.8787,-0.16169038309114533,-0.27602260618071056,-0.19245180388327518,-0.32371737673329792,-0.29310833676975767,-0.26890095227580579,-0.043405776511041196,0.10499582079189129,-0.24607968157147797,-0.24121356280021322,-0.22014221464805073,-0.14298610902541109,0.47327313310602653,0.24117272349794242,0.039306329012600144,-0.053934362557847067
29,348,3.7749,-0.19236255053093582,-0.29385438147862519,-0.15674536366952579,-0.30913863280144693,-0.26408707497558592,-0.28306310303019394,-0.054279045384531391,0.1361733262116761,-0.2554216713087849,-0.24661781214133502,-0.19747875128595097,-0.15420208888442569,0.50660273577418657,0.23804471426727686,0.071631989449445183,-0.11812312657191339
30,360,3.8212,-0.24502723754395522,-0.27208023381816349,-0.19151408212385812,-0.31674579413500242,-0.22715036722390897,-0.28461871792680649,-0.073840904007019564,0.10487596962328101,-0.31994077601343029,-0.20743252167999821,-0.21625279470221695,-0.075647431155614064,0.46746347109652892,0.28082458365781904,0.0803068627136141,-0.17149900765974191
31,372,3.8375,-0.2311806431314084,-0.29030621236718035,-0.1820415588099322,-0.31362343779661339,-0.21634750628377142,-0.24068840807313588,-0.040140051737983469,0.12500534007403266,-0.317271626811677,-0.17732551144502168,-0.1796540880536415,-0.061354686000847793,0.47771499125030048,0.35725942314930775,0.058060861144108154,-0.18734231314352567
32,384,3.9337,-0.17979955307723047,-0.28758197758395193,-0.16515360540261631,-0.3214845596658561,-0.24127369331137602,-0.22109736529063137,-0.024187803937257755,0.1316494571404685,-0.36070027601380195,-0.17483884355209092,-0.25093700060180452,-0.11727185232805203,0.4583289108704795,0.32437157340256378,0.069439510422494535,-0.18279407654761007
33,396,3.6160,-0.19798782516244259,-0.22945282210917756,-0.2084668625282598,-0.29241369320339039,-0.25598382685240778,-0.27710271294078853,0.05480506700823428,0.15804085651128449,-0.36322317578142155,-0.20572481829491696,-0.2112773759475991,-0.095328814434031309,0.44560065843049412,0.3125948425136762,0.019272544818397554,-0.17023945325747264
34,408,3.7020,-0.18577307926781719,-0.26497188963501506,-0.21473392718751605,-0.27536739873988908,-0.21947078878661774,-0.24060170236118483,0.023697822491341558,0.17755118068791551,-0.3865241662666728,-0.24735468086841589,-0.21508955485227463,-0.0911087172138128,0.47350258325666372,0.25497918715273804,0.035577532429266263,-0.16623201426173193
35,420,3.6808,-0.17499096166897526,-0.29817716369184366,-0.20500574286757003,-0.26847516409980993,-0.20676058280799273,-0.26626247269437642,0.057299572452284987,0.17198079566382238,-0.34289836991561179,-0.22233617754758822,-0.17245118387540914,-0.11142704143845567,0.48618909342593292,0.32353372797884677,0.038513762975163915,-0.1863533407718555
36,432,3.6452,-0.22952777048000064,-0.2929577040615241,-0.24702565756672976,-0.28391080982790623,-0.20308365731856196,-0.23052751998451571,0.044432704870016285,0.13617200232970531,-0.29792469191642323,-0.27064289084877058,-0.16056381179198151,-0.057732631125107077,0.49216792236915113,0.3244347720921022,0.046207331371534377,-0.17149413202234789
37,444,3.6910,-0.20000447071627533,-0.2677292186959741,-0.308477730938168,-0.27299400021676967,-0.20147246444071618,-0.25071548780224245,0.088426892576308522,0.19377346676750629,-0.26354419044161359,-0.31167175526809865,-0.19716195414423013,-0.068175306088648774,0.46545141271312324,0.29927435418320003,0.061292584612236675,-0.16289550358615068
38,456,3.8210,-0.20444812731469642,-0.24868491634310821,-0.32032587299566051,-0.30396722788276431,-0.27677378807961173,-0.25005736490940506,0.064697077576756315,0.17793802185617927,-0.17153931858470203,-0.30742638583596471,-0.23923603027904425,-0.10041676477790687,0.4437518413390758,0.31216536651807969,0.061367277148253324,-0.11225009489801298
39,468,3.7350,-0.19237903450152971,-0.23749152421423622,-0.293587857779494,-0.30052523389954605,-0.25362998472742559,-0.25157404750575546,0.090335718838463142,0.16614751756482615,-0.18829377482861961,-0.34254378497459,-0.21899495550249826,-0.13017060120883803,0.43171629822890845,0.33478449940113086,0.040353521596884455,-0.1306133654215221
