Generation,CountEval,Fitness,phi.proc.1,phi.startTime.1,phi.endTime.1,phi.jobOps.1,phi.arrival.1,phi.procTotal.1,phi.wait.1,phi.mac.1,phi.macOps.1,phi.macFree.1,phi.makespan.1,phi.step.1,phi.slotReduced.1,phi.slots.1,phi.slotsTotal.1,phi.wrmMac.1,phi.wrmJob.1,phi.wrmTotal.1
1,12,548.884,0.204299885289361,0.176854565748173,0.0248046034458915,0.253560044571137,-0.0392358821849736,0.0512533439338999,0.0461745945331577,0.203532356973583,0.187296231719688,-0.140254111469334,0.211574812991196,0.302857402422175,0.461820403316115,0.162154063625313,0.178092091751576,0.0981085128980889,0.102122441280696,0.189835837793512
2,24,519.346,0.224804500523642,0.00705211800005198,-0.177782235096843,0.0724566649807135,0.0253684232630919,0.169295273676559,0.146146993240786,0.142720728622613,0.158458783883673,-0.229820743703125,0.0696526475043038,0.246299657024837,0.114167737298275,-0.0603567165806188,0.0658275836047696,-0.0142828324904603,0.186142436047061,0.0272948981959301
3,36,513.25,0.133168410439667,-0.111575099000161,-0.249369298148366,0.106545691402641,-0.180725836402514,0.245981526352027,0.192785916237069,0.115591446289692,-0.100567074303192,0.0308748872871546,0.158944984699259,-0.056676441411145,0.222084738079922,-0.100780590078056,-0.0492770138216292,0.0340186259191387,0.140062242826201,-0.0055577428773785
4,48,489.11,0.0674228528512417,-0.0130603875737615,-0.295808729754435,0.121171091499514,-0.385417712575978,0.145657308852973,-0.0974165181423563,-0.120453418641821,-0.0946432818978302,0.0218801743758304,-0.0638838141178167,-0.0241248977022334,0.0725899510375102,-0.0271315099131115,-0.0280217045159671,0.107062078128787,0.128849114817584,0.0969655862636359
5,60,507.218,0.181495664377745,-0.150281817022235,-0.152774534392739,0.299509857914762,-0.0319346595735861,0.308477808571039,0.151448618252651,-0.20153119015331,0.0575629219714269,-0.186903804556568,0.0847880099918703,-0.140665879590886,-0.0249759557054033,-0.0897841460246002,-0.140212798607555,-0.118042507830022,0.114728534610944,0.0393680381174408
6,72,511.956,0.244848523646873,-0.0477328867636545,-0.386900478386862,0.291925158575064,0.028193499791676,0.0449738467513359,0.0547496329337289,8.12754945258374e-05,0.0884283205573061,-0.0830685577700477,0.114969454642045,-0.0640681085968219,-0.0814517612058599,-0.105970017435236,0.00309972681856506,0.0360901880069519,0.22323811963076,-0.0775405628231283
7,84,496.478,0.209560308200914,-0.214398368404295,-0.308314767219044,0.159325365589079,-0.141469953512092,0.0407838572937592,0.23649904417962,-0.0325590530165351,-0.039166610035524,-0.0986789910177337,0.0944682755678786,0.164656305932834,-0.0217830518977524,-0.260982344453716,0.0944886572594429,-0.0248181935959603,0.260990530348132,0.101337666149732
8,96,480.458,0.169754162143888,-0.188422200402164,-0.431085981044154,0.131371537501328,-0.0610124370670305,0.0615792281907892,0.190415019891465,0.067467789359548,0.0631085910719758,-0.0726657994927372,-0.162951113844194,-0.0629212574248045,0.0970293729179062,-0.2630193185177,0.150150502396983,0.10192877669472,0.226820543111226,0.0213699215704679
9,108,490.434,0.0921503381871776,0.0425465827768752,-0.31872272583106,0.179781770213956,-0.0380373139410454,0.0964352161662424,0.276178819776493,-0.100998821608641,0.169894781995608,-0.19114781116421,-0.166513756375207,0.0713185315809323,0.310488073008162,-0.256493261536576,0.0687051422619821,0.108790966812886,0.231751274512292,-0.0487303729694938
10,120,491.012,0.0946058765518206,0.0254669927050526,-0.431055097511125,0.244670522864699,-0.122167531176718,0.120271192562119,0.207104750009118,-0.00646214938602702,-0.00378439594171851,-0.21279443096199,-0.136857618227713,0.170053661090884,0.253043713647857,-0.259321785853224,0.13972502206575,-0.0229214538998963,0.0766354824449408,-0.0206401542361926
11,132,499.11,0.0375148655598453,-0.0144301284161931,-0.22413638310717,0.0467206359523556,-0.255018893197717,0.239798990309738,0.274499345921405,-0.0310773250808347,0.0235782060177104,-0.1129528372601,-0.0519499094158568,-0.0908882694995837,0.348670503074809,-0.18772781528588,0.00647450413762081,-0.029220468499249,0.0750228562068932,0.129447416637009
12,144,482.472,-0.0239294715879216,-0.0464112633287257,-0.298585962287192,0.166375751713829,-0.275059454254994,0.140253604296499,0.207825626317986,-0.0044863866450712,-0.122433183488439,-0.309513719119306,-0.0916238599552921,-0.0564563954757896,0.149062340114068,-0.259141742424138,0.0469727851544535,0.127923024316035,0.238730295707275,0.0868367204998191
13,156,483.222,-0.0557191882803664,-0.177851376723325,-0.259001247682896,0.333712676605562,-0.263045952077521,0.0604478671646883,0.0467879664198207,0.0772552230745248,-0.219373850078949,-0.268334849305602,-0.120598814505924,0.0021649112298496,0.0827479026508937,-0.0434897296559697,0.0472456943723968,-0.0439844303470395,0.212723819186545,0.0267133093147572
14,168,485.688,-0.0753051886312315,-0.0419397382056797,-0.330714865336211,0.443585616303091,-0.312941324524908,-0.0100296017129112,-0.0495789430185185,-0.117708987624111,-0.198831746286612,-0.240720244300339,-0.0635098936410294,-0.0533219218237286,0.105325383151787,-0.161893231805303,0.0415029427186526,-0.158079319595562,0.271100466721155,0.124856810688067
15,180,478.796,-0.0550191448865287,-0.0385176734212519,-0.21560479162279,0.370308727694845,-0.180862993219909,0.00103793577600112,0.0267160896126651,-0.140690737135104,-0.154234326022584,-0.39172613383493,-0.0867938217560425,0.0591678734262336,0.0758695203287617,-0.208577961075566,-0.0194446165323831,-0.256149144853265,0.390828518208222,0.128558041093812
16,192,480.62,-0.0221782468202711,-0.157841430611551,-0.255793688039879,0.237798835519066,-0.150738733589344,0.0829873936339449,0.0172029538143732,-0.0723107337603759,-0.220821603772344,-0.366801792690949,0.0168181181811483,-0.0206871217493319,0.0870381515878756,-0.259515735743287,-0.0168621482705256,-0.267239493561293,0.335109724922917,0.19446979168574
