Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
j.rnd.6x5.train.1,j,rnd,train,1,6,5,30,554
j.rnd.6x5.train.2,j,rnd,train,2,6,5,30,416
j.rnd.6x5.train.3,j,rnd,train,3,6,5,30,356
j.rnd.6x5.train.4,j,rnd,train,4,6,5,30,534
j.rnd.6x5.train.5,j,rnd,train,5,6,5,30,466
j.rnd.6x5.train.6,j,rnd,train,6,6,5,30,578
j.rnd.6x5.train.7,j,rnd,train,7,6,5,30,474
j.rnd.6x5.train.8,j,rnd,train,8,6,5,30,563
j.rnd.6x5.train.9,j,rnd,train,9,6,5,30,416
j.rnd.6x5.train.10,j,rnd,train,10,6,5,30,485
j.rnd.6x5.train.11,j,rnd,train,11,6,5,30,517
j.rnd.6x5.train.12,j,rnd,train,12,6,5,30,451
j.rnd.6x5.train.13,j,rnd,train,13,6,5,30,529
j.rnd.6x5.train.14,j,rnd,train,14,6,5,30,530
j.rnd.6x5.train.15,j,rnd,train,15,6,5,30,543
j.rnd.6x5.train.16,j,rnd,train,16,6,5,30,551
j.rnd.6x5.train.17,j,rnd,train,17,6,5,30,530
j.rnd.6x5.train.18,j,rnd,train,18,6,5,30,533
j.rnd.6x5.train.19,j,rnd,train,19,6,5,30,633
j.rnd.6x5.train.20,j,rnd,train,20,6,5,30,471
j.rnd.6x5.train.21,j,rnd,train,21,6,5,30,450
j.rnd.6x5.train.22,j,rnd,train,22,6,5,30,611
j.rnd.6x5.train.23,j,rnd,train,23,6,5,30,498
j.rnd.6x5.train.24,j,rnd,train,24,6,5,30,469
j.rnd.6x5.train.25,j,rnd,train,25,6,5,30,479
j.rnd.6x5.train.26,j,rnd,train,26,6,5,30,517
j.rnd.6x5.train.27,j,rnd,train,27,6,5,30,452
j.rnd.6x5.train.28,j,rnd,train,28,6,5,30,385
j.rnd.6x5.train.29,j,rnd,train,29,6,5,30,531
j.rnd.6x5.train.30,j,rnd,train,30,6,5,30,530
j.rnd.6x5.train.31,j,rnd,train,31,6,5,30,504
j.rnd.6x5.train.32,j,rnd,train,32,6,5,30,547
j.rnd.6x5.train.33,j,rnd,train,33,6,5,30,454
j.rnd.6x5.train.34,j,rnd,train,34,6,5,30,498
j.rnd.6x5.train.35,j,rnd,train,35,6,5,30,549
j.rnd.6x5.train.36,j,rnd,train,36,6,5,30,434
j.rnd.6x5.train.37,j,rnd,train,37,6,5,30,430
j.rnd.6x5.train.38,j,rnd,train,38,6,5,30,558
j.rnd.6x5.train.39,j,rnd,train,39,6,5,30,586
j.rnd.6x5.train.40,j,rnd,train,40,6,5,30,351
j.rnd.6x5.train.41,j,rnd,train,41,6,5,30,532
j.rnd.6x5.train.42,j,rnd,train,42,6,5,30,506
j.rnd.6x5.train.43,j,rnd,train,43,6,5,30,431
j.rnd.6x5.train.44,j,rnd,train,44,6,5,30,487
j.rnd.6x5.train.45,j,rnd,train,45,6,5,30,544
j.rnd.6x5.train.46,j,rnd,train,46,6,5,30,572
j.rnd.6x5.train.47,j,rnd,train,47,6,5,30,627
j.rnd.6x5.train.48,j,rnd,train,48,6,5,30,487
j.rnd.6x5.train.49,j,rnd,train,49,6,5,30,416
j.rnd.6x5.train.50,j,rnd,train,50,6,5,30,488
j.rnd.6x5.train.51,j,rnd,train,51,6,5,30,594
j.rnd.6x5.train.52,j,rnd,train,52,6,5,30,608
j.rnd.6x5.train.53,j,rnd,train,53,6,5,30,669
j.rnd.6x5.train.54,j,rnd,train,54,6,5,30,568
j.rnd.6x5.train.55,j,rnd,train,55,6,5,30,624
j.rnd.6x5.train.56,j,rnd,train,56,6,5,30,463
j.rnd.6x5.train.57,j,rnd,train,57,6,5,30,531
j.rnd.6x5.train.58,j,rnd,train,58,6,5,30,525
j.rnd.6x5.train.59,j,rnd,train,59,6,5,30,469
j.rnd.6x5.train.60,j,rnd,train,60,6,5,30,550
j.rnd.6x5.train.61,j,rnd,train,61,6,5,30,485
j.rnd.6x5.train.62,j,rnd,train,62,6,5,30,452
j.rnd.6x5.train.63,j,rnd,train,63,6,5,30,584
j.rnd.6x5.train.64,j,rnd,train,64,6,5,30,579
j.rnd.6x5.train.65,j,rnd,train,65,6,5,30,542
j.rnd.6x5.train.66,j,rnd,train,66,6,5,30,486
j.rnd.6x5.train.67,j,rnd,train,67,6,5,30,493
j.rnd.6x5.train.68,j,rnd,train,68,6,5,30,458
j.rnd.6x5.train.69,j,rnd,train,69,6,5,30,557
j.rnd.6x5.train.70,j,rnd,train,70,6,5,30,537
j.rnd.6x5.train.71,j,rnd,train,71,6,5,30,481
j.rnd.6x5.train.72,j,rnd,train,72,6,5,30,610
j.rnd.6x5.train.73,j,rnd,train,73,6,5,30,456
j.rnd.6x5.train.74,j,rnd,train,74,6,5,30,370
j.rnd.6x5.train.75,j,rnd,train,75,6,5,30,437
j.rnd.6x5.train.76,j,rnd,train,76,6,5,30,439
j.rnd.6x5.train.77,j,rnd,train,77,6,5,30,495
j.rnd.6x5.train.78,j,rnd,train,78,6,5,30,521
j.rnd.6x5.train.79,j,rnd,train,79,6,5,30,436
j.rnd.6x5.train.80,j,rnd,train,80,6,5,30,461
j.rnd.6x5.train.81,j,rnd,train,81,6,5,30,437
j.rnd.6x5.train.82,j,rnd,train,82,6,5,30,459
j.rnd.6x5.train.83,j,rnd,train,83,6,5,30,566
j.rnd.6x5.train.84,j,rnd,train,84,6,5,30,444
j.rnd.6x5.train.85,j,rnd,train,85,6,5,30,533
j.rnd.6x5.train.86,j,rnd,train,86,6,5,30,389
j.rnd.6x5.train.87,j,rnd,train,87,6,5,30,466
j.rnd.6x5.train.88,j,rnd,train,88,6,5,30,524
j.rnd.6x5.train.89,j,rnd,train,89,6,5,30,462
j.rnd.6x5.train.90,j,rnd,train,90,6,5,30,455
j.rnd.6x5.train.91,j,rnd,train,91,6,5,30,555
j.rnd.6x5.train.92,j,rnd,train,92,6,5,30,478
j.rnd.6x5.train.93,j,rnd,train,93,6,5,30,439
j.rnd.6x5.train.94,j,rnd,train,94,6,5,30,433
j.rnd.6x5.train.95,j,rnd,train,95,6,5,30,515
j.rnd.6x5.train.96,j,rnd,train,96,6,5,30,479
j.rnd.6x5.train.97,j,rnd,train,97,6,5,30,446
j.rnd.6x5.train.98,j,rnd,train,98,6,5,30,451
j.rnd.6x5.train.99,j,rnd,train,99,6,5,30,550
j.rnd.6x5.train.100,j,rnd,train,100,6,5,30,565
j.rnd.6x5.train.101,j,rnd,train,101,6,5,30,423
j.rnd.6x5.train.102,j,rnd,train,102,6,5,30,550
j.rnd.6x5.train.103,j,rnd,train,103,6,5,30,387
j.rnd.6x5.train.104,j,rnd,train,104,6,5,30,429
j.rnd.6x5.train.105,j,rnd,train,105,6,5,30,512
j.rnd.6x5.train.106,j,rnd,train,106,6,5,30,423
j.rnd.6x5.train.107,j,rnd,train,107,6,5,30,539
j.rnd.6x5.train.108,j,rnd,train,108,6,5,30,444
j.rnd.6x5.train.109,j,rnd,train,109,6,5,30,451
j.rnd.6x5.train.110,j,rnd,train,110,6,5,30,615
j.rnd.6x5.train.111,j,rnd,train,111,6,5,30,555
j.rnd.6x5.train.112,j,rnd,train,112,6,5,30,520
j.rnd.6x5.train.113,j,rnd,train,113,6,5,30,519
j.rnd.6x5.train.114,j,rnd,train,114,6,5,30,472
j.rnd.6x5.train.115,j,rnd,train,115,6,5,30,458
j.rnd.6x5.train.116,j,rnd,train,116,6,5,30,513
j.rnd.6x5.train.117,j,rnd,train,117,6,5,30,453
