Name,CDR,Makespan,BestFoundMakespan
j.rndn.10x10.train.1,phi.SPT.E1,1087,916
j.rndn.10x10.train.2,phi.SPT.E1,970,785
j.rndn.10x10.train.3,phi.SPT.E1,1049,877
j.rndn.10x10.train.4,phi.SPT.E1,1008,871
j.rndn.10x10.train.5,phi.SPT.E1,1238,813
j.rndn.10x10.train.6,phi.SPT.E1,1154,815
j.rndn.10x10.train.7,phi.SPT.E1,1114,917
j.rndn.10x10.train.8,phi.SPT.E1,1053,905
j.rndn.10x10.train.9,phi.SPT.E1,955,801
j.rndn.10x10.train.10,phi.SPT.E1,954,802
j.rndn.10x10.train.11,phi.SPT.E1,1122,885
j.rndn.10x10.train.12,phi.SPT.E1,1232,812
j.rndn.10x10.train.13,phi.SPT.E1,1068,866
j.rndn.10x10.train.14,phi.SPT.E1,913,842
j.rndn.10x10.train.15,phi.SPT.E1,1018,865
j.rndn.10x10.train.16,phi.SPT.E1,1019,862
j.rndn.10x10.train.17,phi.SPT.E1,1119,803
j.rndn.10x10.train.18,phi.SPT.E1,1066,893
j.rndn.10x10.train.19,phi.SPT.E1,1035,878
j.rndn.10x10.train.20,phi.SPT.E1,1250,913
j.rndn.10x10.train.21,phi.SPT.E1,1093,914
j.rndn.10x10.train.22,phi.SPT.E1,1043,916
j.rndn.10x10.train.23,phi.SPT.E1,1124,901
j.rndn.10x10.train.24,phi.SPT.E1,1124,920
j.rndn.10x10.train.25,phi.SPT.E1,1053,864
j.rndn.10x10.train.26,phi.SPT.E1,1131,881
j.rndn.10x10.train.27,phi.SPT.E1,991,849
j.rndn.10x10.train.28,phi.SPT.E1,1152,932
j.rndn.10x10.train.29,phi.SPT.E1,1090,847
j.rndn.10x10.train.30,phi.SPT.E1,1115,865
j.rndn.10x10.train.31,phi.SPT.E1,1062,820
j.rndn.10x10.train.32,phi.SPT.E1,1013,905
j.rndn.10x10.train.33,phi.SPT.E1,1119,854
j.rndn.10x10.train.34,phi.SPT.E1,1149,814
j.rndn.10x10.train.35,phi.SPT.E1,1103,833
j.rndn.10x10.train.36,phi.SPT.E1,1001,802
j.rndn.10x10.train.37,phi.SPT.E1,1142,872
