Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
f.rnd.6x5.train.1,f,rnd,train,1,6,5,30,576
f.rnd.6x5.train.2,f,rnd,train,2,6,5,30,510
f.rnd.6x5.train.3,f,rnd,train,3,6,5,30,581
f.rnd.6x5.train.4,f,rnd,train,4,6,5,30,650
f.rnd.6x5.train.5,f,rnd,train,5,6,5,30,682
f.rnd.6x5.train.6,f,rnd,train,6,6,5,30,715
f.rnd.6x5.train.7,f,rnd,train,7,6,5,30,549
f.rnd.6x5.train.8,f,rnd,train,8,6,5,30,594
f.rnd.6x5.train.9,f,rnd,train,9,6,5,30,672
f.rnd.6x5.train.10,f,rnd,train,10,6,5,30,627
f.rnd.6x5.train.11,f,rnd,train,11,6,5,30,590
f.rnd.6x5.train.12,f,rnd,train,12,6,5,30,672
f.rnd.6x5.train.13,f,rnd,train,13,6,5,30,657
f.rnd.6x5.train.14,f,rnd,train,14,6,5,30,577
f.rnd.6x5.train.15,f,rnd,train,15,6,5,30,629
f.rnd.6x5.train.16,f,rnd,train,16,6,5,30,634
f.rnd.6x5.train.17,f,rnd,train,17,6,5,30,743
f.rnd.6x5.train.18,f,rnd,train,18,6,5,30,626
f.rnd.6x5.train.19,f,rnd,train,19,6,5,30,684
f.rnd.6x5.train.20,f,rnd,train,20,6,5,30,607
f.rnd.6x5.train.21,f,rnd,train,21,6,5,30,522
f.rnd.6x5.train.22,f,rnd,train,22,6,5,30,613
f.rnd.6x5.train.23,f,rnd,train,23,6,5,30,676
f.rnd.6x5.train.24,f,rnd,train,24,6,5,30,551
f.rnd.6x5.train.25,f,rnd,train,25,6,5,30,603
f.rnd.6x5.train.26,f,rnd,train,26,6,5,30,637
f.rnd.6x5.train.27,f,rnd,train,27,6,5,30,588
f.rnd.6x5.train.28,f,rnd,train,28,6,5,30,517
f.rnd.6x5.train.29,f,rnd,train,29,6,5,30,634
f.rnd.6x5.train.30,f,rnd,train,30,6,5,30,608
f.rnd.6x5.train.31,f,rnd,train,31,6,5,30,653
f.rnd.6x5.train.32,f,rnd,train,32,6,5,30,727
f.rnd.6x5.train.33,f,rnd,train,33,6,5,30,615
f.rnd.6x5.train.34,f,rnd,train,34,6,5,30,610
f.rnd.6x5.train.35,f,rnd,train,35,6,5,30,718
f.rnd.6x5.train.36,f,rnd,train,36,6,5,30,544
f.rnd.6x5.train.37,f,rnd,train,37,6,5,30,570
f.rnd.6x5.train.38,f,rnd,train,38,6,5,30,711
f.rnd.6x5.train.39,f,rnd,train,39,6,5,30,603
f.rnd.6x5.train.40,f,rnd,train,40,6,5,30,583
f.rnd.6x5.train.41,f,rnd,train,41,6,5,30,582
f.rnd.6x5.train.42,f,rnd,train,42,6,5,30,532
f.rnd.6x5.train.43,f,rnd,train,43,6,5,30,485
f.rnd.6x5.train.44,f,rnd,train,44,6,5,30,651
f.rnd.6x5.train.45,f,rnd,train,45,6,5,30,615
f.rnd.6x5.train.46,f,rnd,train,46,6,5,30,740
f.rnd.6x5.train.47,f,rnd,train,47,6,5,30,770
f.rnd.6x5.train.48,f,rnd,train,48,6,5,30,648
f.rnd.6x5.train.49,f,rnd,train,49,6,5,30,564
f.rnd.6x5.train.50,f,rnd,train,50,6,5,30,611
