Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24,Step.25,Step.26,Step.27,Step.28,Step.29,Step.30
Weight,16,1,phi.proc,NA,-0.0536809662523336,0.00804096107133327,0.100368058142188,-0.0211400504182765,0.019068980090452,0.0370945788587992,-0.0376220668443271,-0.0271878587230071,0.0475976207574207,0.00632035072370481,-0.0304939258342292,-0.0542106782777864,-0.0831080056863672,0.0413134807016355,0.0269129574395853,0.0307423447205508,-0.0499847086955778,0.0423462446914237,-0.0125109695497943,-0.0360322880948965,-0.0576231545062447,0.00602478048299673,-0.0997458226363491,0.00961350882910152,0.0187210212689835,-0.00470908635206836,-0.072269745860501,0.0266670942677917,-0.0720189926028139,-0.0528874785446573
Weight,16,1,phi.startTime,NA,0.00542894646264635,-0.0436216689080334,-0.0396945279482773,-0.0283772699010121,0.0207593049634191,-0.0524395802402429,0.0115505962494234,-0.0636762673989474,0.0358142061595111,0.00568029857796605,-0.0399407234286618,-0.0519903052309956,0.0162082477292231,-0.0918529360573389,-0.0900999931475871,-0.0251148427111831,-0.0570633197933136,0.019256998859018,-0.0560968054947668,-0.069426018936396,-0.0815185290132737,-0.0701261171074558,-0.0783971028278596,-0.0825490077035918,-0.016587589733936,0.00891026000163723,-0.0300648069721524,-0.00756585705705826,-0.0138048816955714,-0.00613789691327958
Weight,16,1,phi.endTime,NA,-0.0189446323583234,-0.0475386553098223,-0.00865918528180341,-0.0321769672095081,-0.0448662482670541,-0.0226553547033855,-0.00486187566127196,-0.0209168310814006,0.0314938687038427,-0.0966754065298305,0.0192235461036812,-0.0141416900358131,-0.058372321365466,0.0121134826270237,-0.00875976125057376,-0.0400965891283655,-0.0338080728696132,-0.0111481166237855,-0.028615346332737,-0.0140183484903169,0.0135332190252347,-0.0382580486249674,0.0518271271288459,0.0742356301021758,-0.0210647740843124,-0.0136876183651827,-0.00461329302761515,-0.0017806418813074,-0.0365398678123926,-0.0610941609407517
Weight,16,1,phi.jobOps,NA,0.0121322746021441,0.0150255687375116,0.0705989977901726,-0.0522322122669303,0.0496696455640184,-0.0415658900592851,0.0459605928780007,0.0361945212491711,-0.0197407265355416,0.0882296836702467,-0.0317168648881534,0.00840267073379993,0.000256945855302762,-0.0916989070458439,-0.0111351242671756,0.0470270270393304,-0.0188185925878955,0.0490081989115269,0.0188275658209066,0.0806512750418237,0.00607107673250103,0.0449131384445232,-0.023465760020451,0.00181677474626548,0.0280472748824148,-0.0304623387040111,0.0200827424054536,0.0444041846459873,0.0403082425284601,0.0199306507340026
Weight,16,1,phi.arrival,NA,0.0338265028359153,-0.00248981281091462,0.00359643996291868,0.013174822989696,-0.0852222200006885,-0.0420450081808675,-0.00511087586013538,-0.0429042691750588,-0.0787479660441113,-0.0287094994388439,-0.0703395050394553,-0.0137242367599081,-0.105437650617215,0.0742204173727307,-0.0173762497672255,-0.0578249173559423,0.000966169451105968,-0.0528633007616894,0.0299260720109544,-0.00606438746581145,-0.0114369109038542,-0.050649022622024,-0.0360983531736502,-0.0251791534926659,-0.0320690823982957,-0.0322609027404238,-0.0166599169561861,-0.024950599142994,-0.0296213696921942,-0.0304573031745567
Weight,16,1,phi.wait,NA,-0.0196330871466669,-0.0516253390121,-0.0138737254751829,0.0376695028875125,0.00752516700039353,0.04183749524901,-0.0325034451523898,0.0542597476602853,0.00587743720630843,0.0101082178539073,-0.0914600581545327,0.0439319751908462,-0.0508522098249771,-0.0279363434642747,0.018853370912799,-0.0528173096962417,-0.0345835522787078,-0.000703784667486975,-0.029558986346898,0.00783382680273348,0.00763661145142289,-0.0166438012779937,-0.040547686039836,-0.0333017430425121,-0.0099720183773388,-0.0180464101226929,-0.00974178669560403,-0.017514598391543,0.00512543812955565,0.0664897327619383
Weight,16,1,phi.mac,NA,-0.0607025666698129,-0.0371346603631276,0.0678133237198398,0.0703524372547706,0.00237239112833903,0.0676816862080565,-0.019596528500743,0.0661142607811665,-0.0433785515548146,0.000831124781685377,-0.0196083991731665,-0.0380351951827743,0.00659537040319014,-0.0228505061227611,-0.00597116462491561,0.033250903445245,0.0164004624944318,0.0697923588001292,-0.0634370265054757,0.00901926418876048,0.00701376988369924,0.0350040600593776,-0.055809916870248,-0.00256069917321726,-0.0275533074423202,-0.068107006146943,-0.00416777067931515,-0.0506335669339146,0.00620616263770694,0.0203731741429481
Weight,16,1,phi.macOps,NA,0.0039950547155201,-0.0554872260991742,-0.0669967958902911,-0.0189363497250664,0.104636993334068,-0.038006870292996,0.100424415730247,0.0135481573333934,-0.0177987089943682,-0.0307679205267991,-0.0236703173261755,0.0156442332930038,0.02022691258906,0.0723218898871965,-0.00640542132606359,0.027253129326729,0.018545450371511,0.0320586810019114,0.00555582225387291,-0.0757566056944342,-0.0135396448550357,-0.0049710981211853,0.000461121242008471,-0.0120804454466111,0.0309519776743668,-0.0290021624168636,-0.0561858980181114,-0.0173124668947265,0.0247962848410002,-0.0343567730233385
Weight,16,1,phi.macFree,NA,-0.0358657576531842,-0.00928924601500059,-0.00334667855840447,-0.000720310487525112,-0.000196501009460325,-0.0272636279629211,-0.020942157324595,-0.00092332616532707,-0.0378244004555352,-0.067426082315063,-0.00831378009100877,-0.128645136279607,-0.0204275075527728,-0.0477604542283862,-0.0129745866601558,-0.0946506499950463,-0.00209364526440362,0.0271678550889925,-0.12604239181292,-0.0150791531623813,0.0554450446996775,0.0666055044377472,-0.0704937843798836,0.0181423970418015,-0.0273414794960127,-0.0264370284390657,-0.0209278565250663,-0.0343925305478913,-0.0226317804953689,0.0120138797259724
Weight,16,1,phi.makespan,NA,-0.0654456211020375,-0.0246851772873682,-0.0990545449838938,-0.0411739158848231,0.0186922908778571,-0.0654568923767908,-0.00502670919798882,-0.0649701582229533,-0.0423951700138635,0.0481946162735617,-0.0376099592370547,-0.0650163197604044,0.0208896303036121,-0.0018361415057041,0.0527072289667995,-0.0480625598866129,-0.0714903410099025,-0.0115968843166553,-0.056286015076593,0.00391065579133969,0.0113989049333949,-0.00780613731989609,-0.0135660827579824,-0.0483868495594104,0.0153721636116412,0.00483995069943515,0.00845365528642011,-0.0254784227998303,-0.0102992706154721,0.0156288516880597
