Name,Shop,Distribution,Set,PID,NumJobs,NumMachines,Dimension,Makespan
j.rnd.10x10.train.1,j,rnd,train,1,10,10,100,1188
j.rnd.10x10.train.2,j,rnd,train,2,10,10,100,879
j.rnd.10x10.train.3,j,rnd,train,3,10,10,100,1043
j.rnd.10x10.train.4,j,rnd,train,4,10,10,100,986
j.rnd.10x10.train.5,j,rnd,train,5,10,10,100,1015
j.rnd.10x10.train.6,j,rnd,train,6,10,10,100,989
j.rnd.10x10.train.7,j,rnd,train,7,10,10,100,1158
j.rnd.10x10.train.8,j,rnd,train,8,10,10,100,914
j.rnd.10x10.train.9,j,rnd,train,9,10,10,100,883
j.rnd.10x10.train.10,j,rnd,train,10,10,10,100,999
j.rnd.10x10.train.11,j,rnd,train,11,10,10,100,1107
j.rnd.10x10.train.12,j,rnd,train,12,10,10,100,909
j.rnd.10x10.train.13,j,rnd,train,13,10,10,100,1066
j.rnd.10x10.train.14,j,rnd,train,14,10,10,100,1035
j.rnd.10x10.train.15,j,rnd,train,15,10,10,100,1071
j.rnd.10x10.train.16,j,rnd,train,16,10,10,100,1288
j.rnd.10x10.train.17,j,rnd,train,17,10,10,100,1047
j.rnd.10x10.train.18,j,rnd,train,18,10,10,100,1007
j.rnd.10x10.train.19,j,rnd,train,19,10,10,100,1152
j.rnd.10x10.train.20,j,rnd,train,20,10,10,100,1003
j.rnd.10x10.train.21,j,rnd,train,21,10,10,100,1101
j.rnd.10x10.train.22,j,rnd,train,22,10,10,100,1020
j.rnd.10x10.train.23,j,rnd,train,23,10,10,100,1204
j.rnd.10x10.train.24,j,rnd,train,24,10,10,100,991
j.rnd.10x10.train.25,j,rnd,train,25,10,10,100,1092
j.rnd.10x10.train.26,j,rnd,train,26,10,10,100,889
j.rnd.10x10.train.27,j,rnd,train,27,10,10,100,999
j.rnd.10x10.train.28,j,rnd,train,28,10,10,100,976
j.rnd.10x10.train.29,j,rnd,train,29,10,10,100,901
j.rnd.10x10.train.30,j,rnd,train,30,10,10,100,1051
j.rnd.10x10.train.31,j,rnd,train,31,10,10,100,924
j.rnd.10x10.train.32,j,rnd,train,32,10,10,100,1009
j.rnd.10x10.train.33,j,rnd,train,33,10,10,100,1108
j.rnd.10x10.train.34,j,rnd,train,34,10,10,100,901
j.rnd.10x10.train.35,j,rnd,train,35,10,10,100,1078
j.rnd.10x10.train.36,j,rnd,train,36,10,10,100,1073
j.rnd.10x10.train.37,j,rnd,train,37,10,10,100,1061
j.rnd.10x10.train.38,j,rnd,train,38,10,10,100,1186
j.rnd.10x10.train.39,j,rnd,train,39,10,10,100,917
j.rnd.10x10.train.40,j,rnd,train,40,10,10,100,1000
j.rnd.10x10.train.41,j,rnd,train,41,10,10,100,1072
