Name,Optimum,Solved
j.rnd_p1mdoubled.6x5.train.334,612,opt
j.rnd_p1mdoubled.6x5.train.335,776,opt
j.rnd_p1mdoubled.6x5.train.336,422,opt
j.rnd_p1mdoubled.6x5.train.337,809,opt
j.rnd_p1mdoubled.6x5.train.338,835,opt
j.rnd_p1mdoubled.6x5.train.339,634,opt
j.rnd_p1mdoubled.6x5.train.340,854,opt
j.rnd_p1mdoubled.6x5.train.341,896,opt
j.rnd_p1mdoubled.6x5.train.342,596,opt
j.rnd_p1mdoubled.6x5.train.343,798,opt
j.rnd_p1mdoubled.6x5.train.344,640,opt
j.rnd_p1mdoubled.6x5.train.345,650,opt
j.rnd_p1mdoubled.6x5.train.346,522,opt
j.rnd_p1mdoubled.6x5.train.347,820,opt
j.rnd_p1mdoubled.6x5.train.348,626,opt
j.rnd_p1mdoubled.6x5.train.349,477,opt
j.rnd_p1mdoubled.6x5.train.350,638,opt
j.rnd_p1mdoubled.6x5.train.351,576,opt
j.rnd_p1mdoubled.6x5.train.352,425,opt
j.rnd_p1mdoubled.6x5.train.353,852,opt
j.rnd_p1mdoubled.6x5.train.354,759,opt
j.rnd_p1mdoubled.6x5.train.355,557,opt
j.rnd_p1mdoubled.6x5.train.356,868,opt
j.rnd_p1mdoubled.6x5.train.357,496,opt
j.rnd_p1mdoubled.6x5.train.358,512,opt
j.rnd_p1mdoubled.6x5.train.359,686,opt
j.rnd_p1mdoubled.6x5.train.360,690,opt
j.rnd_p1mdoubled.6x5.train.361,498,opt
j.rnd_p1mdoubled.6x5.train.362,700,opt
j.rnd_p1mdoubled.6x5.train.363,533,opt
j.rnd_p1mdoubled.6x5.train.364,529,opt
j.rnd_p1mdoubled.6x5.train.365,735,opt
j.rnd_p1mdoubled.6x5.train.366,724,opt
j.rnd_p1mdoubled.6x5.train.367,480,opt
j.rnd_p1mdoubled.6x5.train.368,534,opt
j.rnd_p1mdoubled.6x5.train.369,740,opt
j.rnd_p1mdoubled.6x5.train.370,691,opt
j.rnd_p1mdoubled.6x5.train.371,748,opt
j.rnd_p1mdoubled.6x5.train.372,777,opt
j.rnd_p1mdoubled.6x5.train.373,637,opt
j.rnd_p1mdoubled.6x5.train.374,771,opt
j.rnd_p1mdoubled.6x5.train.375,608,opt
j.rnd_p1mdoubled.6x5.train.376,501,opt
j.rnd_p1mdoubled.6x5.train.377,615,opt
j.rnd_p1mdoubled.6x5.train.378,588,opt
j.rnd_p1mdoubled.6x5.train.379,621,opt
j.rnd_p1mdoubled.6x5.train.380,412,opt
j.rnd_p1mdoubled.6x5.train.381,606,opt
j.rnd_p1mdoubled.6x5.train.382,494,opt
j.rnd_p1mdoubled.6x5.train.383,512,opt
j.rnd_p1mdoubled.6x5.train.384,902,opt
j.rnd_p1mdoubled.6x5.train.385,824,opt
j.rnd_p1mdoubled.6x5.train.386,551,opt
j.rnd_p1mdoubled.6x5.train.387,832,opt
j.rnd_p1mdoubled.6x5.train.388,489,opt
j.rnd_p1mdoubled.6x5.train.389,646,opt
j.rnd_p1mdoubled.6x5.train.390,899,opt
j.rnd_p1mdoubled.6x5.train.391,674,opt
j.rnd_p1mdoubled.6x5.train.392,540,opt
j.rnd_p1mdoubled.6x5.train.393,534,opt
j.rnd_p1mdoubled.6x5.train.394,495,opt
j.rnd_p1mdoubled.6x5.train.395,713,opt
j.rnd_p1mdoubled.6x5.train.396,576,opt
j.rnd_p1mdoubled.6x5.train.397,697,opt
j.rnd_p1mdoubled.6x5.train.398,655,opt
j.rnd_p1mdoubled.6x5.train.399,714,opt
j.rnd_p1mdoubled.6x5.train.400,902,opt
j.rnd_p1mdoubled.6x5.train.401,510,opt
j.rnd_p1mdoubled.6x5.train.402,772,opt
j.rnd_p1mdoubled.6x5.train.403,720,opt
j.rnd_p1mdoubled.6x5.train.404,528,opt
j.rnd_p1mdoubled.6x5.train.405,437,opt
j.rnd_p1mdoubled.6x5.train.406,830,opt
j.rnd_p1mdoubled.6x5.train.407,544,opt
j.rnd_p1mdoubled.6x5.train.408,683,opt
j.rnd_p1mdoubled.6x5.train.409,652,opt
j.rnd_p1mdoubled.6x5.train.410,631,opt
j.rnd_p1mdoubled.6x5.train.411,509,opt
j.rnd_p1mdoubled.6x5.train.412,766,opt
j.rnd_p1mdoubled.6x5.train.413,581,opt
j.rnd_p1mdoubled.6x5.train.414,626,opt
j.rnd_p1mdoubled.6x5.train.415,798,opt
j.rnd_p1mdoubled.6x5.train.416,879,opt
j.rnd_p1mdoubled.6x5.train.417,514,opt
j.rnd_p1mdoubled.6x5.train.418,1067,opt
j.rnd_p1mdoubled.6x5.train.419,639,opt
j.rnd_p1mdoubled.6x5.train.420,608,opt
j.rnd_p1mdoubled.6x5.train.421,628,opt
j.rnd_p1mdoubled.6x5.train.422,658,opt
j.rnd_p1mdoubled.6x5.train.423,460,opt
j.rnd_p1mdoubled.6x5.train.424,832,opt
j.rnd_p1mdoubled.6x5.train.425,638,opt
j.rnd_p1mdoubled.6x5.train.426,740,opt
j.rnd_p1mdoubled.6x5.train.427,504,opt
j.rnd_p1mdoubled.6x5.train.428,494,opt
j.rnd_p1mdoubled.6x5.train.429,462,opt
j.rnd_p1mdoubled.6x5.train.430,695,opt
j.rnd_p1mdoubled.6x5.train.431,933,opt
j.rnd_p1mdoubled.6x5.train.432,527,opt
j.rnd_p1mdoubled.6x5.train.433,525,opt
j.rnd_p1mdoubled.6x5.train.434,782,opt
j.rnd_p1mdoubled.6x5.train.435,536,opt
j.rnd_p1mdoubled.6x5.train.436,498,opt
j.rnd_p1mdoubled.6x5.train.437,904,opt
j.rnd_p1mdoubled.6x5.train.438,581,opt
j.rnd_p1mdoubled.6x5.train.439,515,opt
j.rnd_p1mdoubled.6x5.train.440,597,opt
j.rnd_p1mdoubled.6x5.train.441,593,opt
j.rnd_p1mdoubled.6x5.train.442,596,opt
j.rnd_p1mdoubled.6x5.train.443,807,opt
j.rnd_p1mdoubled.6x5.train.444,548,opt
j.rnd_p1mdoubled.6x5.train.445,744,opt
j.rnd_p1mdoubled.6x5.train.446,550,opt
j.rnd_p1mdoubled.6x5.train.447,756,opt
j.rnd_p1mdoubled.6x5.train.448,628,opt
j.rnd_p1mdoubled.6x5.train.449,766,opt
j.rnd_p1mdoubled.6x5.train.450,770,opt
j.rnd_p1mdoubled.6x5.train.451,578,opt
j.rnd_p1mdoubled.6x5.train.452,615,opt
j.rnd_p1mdoubled.6x5.train.453,469,opt
j.rnd_p1mdoubled.6x5.train.454,680,opt
j.rnd_p1mdoubled.6x5.train.455,672,opt
j.rnd_p1mdoubled.6x5.train.456,679,opt
j.rnd_p1mdoubled.6x5.train.457,541,opt
j.rnd_p1mdoubled.6x5.train.458,533,opt
j.rnd_p1mdoubled.6x5.train.459,604,opt
j.rnd_p1mdoubled.6x5.train.460,905,opt
j.rnd_p1mdoubled.6x5.train.461,479,opt
j.rnd_p1mdoubled.6x5.train.462,900,opt
j.rnd_p1mdoubled.6x5.train.463,694,opt
j.rnd_p1mdoubled.6x5.train.464,490,opt
j.rnd_p1mdoubled.6x5.train.465,671,opt
j.rnd_p1mdoubled.6x5.train.466,694,opt
j.rnd_p1mdoubled.6x5.train.467,516,opt
j.rnd_p1mdoubled.6x5.train.468,874,opt
j.rnd_p1mdoubled.6x5.train.469,479,opt
j.rnd_p1mdoubled.6x5.train.470,563,opt
j.rnd_p1mdoubled.6x5.train.471,882,opt
j.rnd_p1mdoubled.6x5.train.472,686,opt
j.rnd_p1mdoubled.6x5.train.473,578,opt
j.rnd_p1mdoubled.6x5.train.474,568,opt
j.rnd_p1mdoubled.6x5.train.475,518,opt
j.rnd_p1mdoubled.6x5.train.476,708,opt
j.rnd_p1mdoubled.6x5.train.477,716,opt
j.rnd_p1mdoubled.6x5.train.478,738,opt
j.rnd_p1mdoubled.6x5.train.479,613,opt
j.rnd_p1mdoubled.6x5.train.480,591,opt
j.rnd_p1mdoubled.6x5.train.481,738,opt
j.rnd_p1mdoubled.6x5.train.482,444,opt
j.rnd_p1mdoubled.6x5.train.483,746,opt
j.rnd_p1mdoubled.6x5.train.484,771,opt
j.rnd_p1mdoubled.6x5.train.485,562,opt
j.rnd_p1mdoubled.6x5.train.486,550,opt
j.rnd_p1mdoubled.6x5.train.487,570,opt
j.rnd_p1mdoubled.6x5.train.488,511,opt
j.rnd_p1mdoubled.6x5.train.489,639,opt
j.rnd_p1mdoubled.6x5.train.490,675,opt
j.rnd_p1mdoubled.6x5.train.491,788,opt
j.rnd_p1mdoubled.6x5.train.492,501,opt
j.rnd_p1mdoubled.6x5.train.493,800,opt
j.rnd_p1mdoubled.6x5.train.494,610,opt
j.rnd_p1mdoubled.6x5.train.495,648,opt
j.rnd_p1mdoubled.6x5.train.496,879,opt
j.rnd_p1mdoubled.6x5.train.497,824,opt
j.rnd_p1mdoubled.6x5.train.498,501,opt
j.rnd_p1mdoubled.6x5.train.499,678,opt
j.rnd_p1mdoubled.6x5.train.500,569,opt
j.rnd_p1mdoubled.6x5.train.501,707,opt
j.rnd_p1mdoubled.6x5.train.502,648,opt
j.rnd_p1mdoubled.6x5.train.503,654,opt
j.rnd_p1mdoubled.6x5.train.504,531,opt
j.rnd_p1mdoubled.6x5.train.505,428,opt
j.rnd_p1mdoubled.6x5.train.506,673,opt
j.rnd_p1mdoubled.6x5.train.507,676,opt
j.rnd_p1mdoubled.6x5.train.508,682,opt
j.rnd_p1mdoubled.6x5.train.509,762,opt
j.rnd_p1mdoubled.6x5.train.510,749,opt
j.rnd_p1mdoubled.6x5.train.511,500,opt
j.rnd_p1mdoubled.6x5.train.512,723,opt
j.rnd_p1mdoubled.6x5.train.513,634,opt
j.rnd_p1mdoubled.6x5.train.514,542,opt
j.rnd_p1mdoubled.6x5.train.515,718,opt
j.rnd_p1mdoubled.6x5.train.516,572,opt
j.rnd_p1mdoubled.6x5.train.517,462,opt
