Name,Optimum,Solved
f.mxc.6x5.train.1,825,opt
f.mxc.6x5.train.2,396,opt
f.mxc.6x5.train.3,299,opt
f.mxc.6x5.train.4,539,opt
f.mxc.6x5.train.5,598,opt
f.mxc.6x5.train.6,650,opt
f.mxc.6x5.train.7,732,opt
f.mxc.6x5.train.8,679,opt
f.mxc.6x5.train.9,413,opt
f.mxc.6x5.train.10,397,opt
f.mxc.6x5.train.11,572,opt
f.mxc.6x5.train.12,497,opt
f.mxc.6x5.train.13,689,opt
f.mxc.6x5.train.14,705,opt
f.mxc.6x5.train.15,838,opt
f.mxc.6x5.train.16,599,opt
f.mxc.6x5.train.17,431,opt
f.mxc.6x5.train.18,483,opt
f.mxc.6x5.train.19,554,opt
f.mxc.6x5.train.20,607,opt
f.mxc.6x5.train.21,624,opt
f.mxc.6x5.train.22,711,opt
f.mxc.6x5.train.23,667,opt
f.mxc.6x5.train.24,855,opt
f.mxc.6x5.train.25,206,opt
f.mxc.6x5.train.26,465,opt
f.mxc.6x5.train.27,432,opt
f.mxc.6x5.train.28,606,opt
f.mxc.6x5.train.29,657,opt
f.mxc.6x5.train.30,748,opt
f.mxc.6x5.train.31,833,opt
f.mxc.6x5.train.32,386,opt
f.mxc.6x5.train.33,448,opt
f.mxc.6x5.train.34,552,opt
f.mxc.6x5.train.35,595,opt
f.mxc.6x5.train.36,633,opt
f.mxc.6x5.train.37,626,opt
f.mxc.6x5.train.38,751,opt
f.mxc.6x5.train.39,728,opt
f.mxc.6x5.train.40,186,opt
f.mxc.6x5.train.41,397,opt
f.mxc.6x5.train.42,487,opt
f.mxc.6x5.train.43,540,opt
f.mxc.6x5.train.44,621,opt
f.mxc.6x5.train.45,683,opt
f.mxc.6x5.train.46,820,opt
f.mxc.6x5.train.47,387,opt
f.mxc.6x5.train.48,371,opt
f.mxc.6x5.train.49,492,opt
f.mxc.6x5.train.50,583,opt
f.mxc.6x5.train.51,591,opt
f.mxc.6x5.train.52,744,opt
f.mxc.6x5.train.53,664,opt
f.mxc.6x5.train.54,870,opt
f.mxc.6x5.train.55,449,opt
f.mxc.6x5.train.56,492,opt
f.mxc.6x5.train.57,517,opt
f.mxc.6x5.train.58,573,opt
f.mxc.6x5.train.59,602,opt
f.mxc.6x5.train.60,678,opt
f.mxc.6x5.train.61,767,opt
f.mxc.6x5.train.62,846,opt
f.mxc.6x5.train.63,351,opt
f.mxc.6x5.train.64,485,opt
f.mxc.6x5.train.65,500,opt
f.mxc.6x5.train.66,575,opt
f.mxc.6x5.train.67,632,opt
f.mxc.6x5.train.68,733,opt
f.mxc.6x5.train.69,741,opt
f.mxc.6x5.train.70,362,opt
f.mxc.6x5.train.71,391,opt
f.mxc.6x5.train.72,473,opt
f.mxc.6x5.train.73,519,opt
f.mxc.6x5.train.74,594,opt
f.mxc.6x5.train.75,689,opt
f.mxc.6x5.train.76,748,opt
f.mxc.6x5.train.77,824,opt
f.mxc.6x5.train.78,409,opt
f.mxc.6x5.train.79,524,opt
f.mxc.6x5.train.80,385,opt
f.mxc.6x5.train.81,544,opt
f.mxc.6x5.train.82,520,opt
f.mxc.6x5.train.83,712,opt
f.mxc.6x5.train.84,807,opt
f.mxc.6x5.train.85,262,opt
f.mxc.6x5.train.86,320,opt
f.mxc.6x5.train.87,484,opt
f.mxc.6x5.train.88,546,opt
f.mxc.6x5.train.89,477,opt
f.mxc.6x5.train.90,616,opt
f.mxc.6x5.train.91,733,opt
f.mxc.6x5.train.92,870,opt
f.mxc.6x5.train.93,405,opt
f.mxc.6x5.train.94,468,opt
f.mxc.6x5.train.95,511,opt
f.mxc.6x5.train.96,564,opt
f.mxc.6x5.train.97,637,opt
f.mxc.6x5.train.98,661,opt
f.mxc.6x5.train.99,811,opt
f.mxc.6x5.train.100,875,opt
f.mxc.6x5.train.101,323,opt
f.mxc.6x5.train.102,454,opt
f.mxc.6x5.train.103,568,opt
f.mxc.6x5.train.104,513,opt
f.mxc.6x5.train.105,695,opt
f.mxc.6x5.train.106,687,opt
f.mxc.6x5.train.107,842,opt
f.mxc.6x5.train.108,281,opt
f.mxc.6x5.train.109,467,opt
f.mxc.6x5.train.110,394,opt
f.mxc.6x5.train.111,553,opt
f.mxc.6x5.train.112,569,opt
f.mxc.6x5.train.113,595,opt
f.mxc.6x5.train.114,670,opt
f.mxc.6x5.train.115,767,opt
f.mxc.6x5.train.116,481,opt
f.mxc.6x5.train.117,400,opt
f.mxc.6x5.train.118,545,opt
f.mxc.6x5.train.119,555,opt
f.mxc.6x5.train.120,735,opt
f.mxc.6x5.train.121,723,opt
f.mxc.6x5.train.122,757,opt
f.mxc.6x5.train.123,181,opt
f.mxc.6x5.train.124,466,opt
f.mxc.6x5.train.125,463,opt
f.mxc.6x5.train.126,547,opt
f.mxc.6x5.train.127,615,opt
f.mxc.6x5.train.128,664,opt
f.mxc.6x5.train.129,772,opt
f.mxc.6x5.train.130,638,opt
f.mxc.6x5.train.131,352,opt
f.mxc.6x5.train.132,409,opt
f.mxc.6x5.train.133,506,opt
f.mxc.6x5.train.134,575,opt
f.mxc.6x5.train.135,598,opt
f.mxc.6x5.train.136,694,opt
f.mxc.6x5.train.137,803,opt
f.mxc.6x5.train.138,810,opt
f.mxc.6x5.train.139,397,opt
f.mxc.6x5.train.140,536,opt
f.mxc.6x5.train.141,601,opt
f.mxc.6x5.train.142,664,opt
f.mxc.6x5.train.143,611,opt
f.mxc.6x5.train.144,728,opt
f.mxc.6x5.train.145,699,opt
f.mxc.6x5.train.146,318,opt
f.mxc.6x5.train.147,342,opt
f.mxc.6x5.train.148,565,opt
f.mxc.6x5.train.149,464,opt
f.mxc.6x5.train.150,587,opt
f.mxc.6x5.train.151,711,opt
f.mxc.6x5.train.152,833,opt
f.mxc.6x5.train.153,822,opt
f.mxc.6x5.train.154,396,opt
f.mxc.6x5.train.155,440,opt
f.mxc.6x5.train.156,534,opt
f.mxc.6x5.train.157,661,opt
f.mxc.6x5.train.158,572,opt
f.mxc.6x5.train.159,693,opt
f.mxc.6x5.train.160,731,opt
f.mxc.6x5.train.161,401,opt
f.mxc.6x5.train.162,369,opt
f.mxc.6x5.train.163,500,opt
f.mxc.6x5.train.164,536,opt
f.mxc.6x5.train.165,598,opt
f.mxc.6x5.train.166,712,opt
f.mxc.6x5.train.167,689,opt
f.mxc.6x5.train.168,746,opt
f.mxc.6x5.train.169,387,opt
f.mxc.6x5.train.170,438,opt
f.mxc.6x5.train.171,491,opt
f.mxc.6x5.train.172,482,opt
f.mxc.6x5.train.173,595,opt
f.mxc.6x5.train.174,663,opt
f.mxc.6x5.train.175,736,opt
f.mxc.6x5.train.176,738,opt
f.mxc.6x5.train.177,417,opt
f.mxc.6x5.train.178,441,opt
f.mxc.6x5.train.179,534,opt
f.mxc.6x5.train.180,642,opt
f.mxc.6x5.train.181,687,opt
f.mxc.6x5.train.182,742,opt
f.mxc.6x5.train.183,833,opt
f.mxc.6x5.train.184,402,opt
f.mxc.6x5.train.185,491,opt
f.mxc.6x5.train.186,479,opt
f.mxc.6x5.train.187,456,opt
f.mxc.6x5.train.188,612,opt
f.mxc.6x5.train.189,743,opt
f.mxc.6x5.train.190,737,opt
f.mxc.6x5.train.191,722,opt
f.mxc.6x5.train.192,337,opt
f.mxc.6x5.train.193,493,opt
f.mxc.6x5.train.194,469,opt
f.mxc.6x5.train.195,527,opt
f.mxc.6x5.train.196,563,opt
f.mxc.6x5.train.197,777,opt
f.mxc.6x5.train.198,828,opt
f.mxc.6x5.train.199,331,opt
f.mxc.6x5.train.200,345,opt
f.mxc.6x5.train.201,528,opt
f.mxc.6x5.train.202,575,opt
f.mxc.6x5.train.203,590,opt
f.mxc.6x5.train.204,659,opt
f.mxc.6x5.train.205,727,opt
f.mxc.6x5.train.206,867,opt
f.mxc.6x5.train.207,344,opt
f.mxc.6x5.train.208,305,opt
f.mxc.6x5.train.209,365,opt
f.mxc.6x5.train.210,519,opt
f.mxc.6x5.train.211,598,opt
f.mxc.6x5.train.212,707,opt
f.mxc.6x5.train.213,591,opt
f.mxc.6x5.train.214,861,opt
f.mxc.6x5.train.215,337,opt
f.mxc.6x5.train.216,510,opt
f.mxc.6x5.train.217,376,opt
f.mxc.6x5.train.218,580,opt
f.mxc.6x5.train.219,597,opt
f.mxc.6x5.train.220,680,opt
f.mxc.6x5.train.221,808,opt
f.mxc.6x5.train.222,344,opt
f.mxc.6x5.train.223,402,opt
f.mxc.6x5.train.224,475,opt
f.mxc.6x5.train.225,617,opt
f.mxc.6x5.train.226,623,opt
f.mxc.6x5.train.227,754,opt
f.mxc.6x5.train.228,607,opt
f.mxc.6x5.train.229,813,opt
f.mxc.6x5.train.230,415,opt
f.mxc.6x5.train.231,454,opt
f.mxc.6x5.train.232,372,opt
f.mxc.6x5.train.233,610,opt
f.mxc.6x5.train.234,658,opt
f.mxc.6x5.train.235,610,opt
f.mxc.6x5.train.236,801,opt
f.mxc.6x5.train.237,202,opt
f.mxc.6x5.train.238,481,opt
f.mxc.6x5.train.239,487,opt
f.mxc.6x5.train.240,527,opt
f.mxc.6x5.train.241,504,opt
f.mxc.6x5.train.242,762,opt
f.mxc.6x5.train.243,731,opt
f.mxc.6x5.train.244,798,opt
f.mxc.6x5.train.245,304,opt
f.mxc.6x5.train.246,449,opt
f.mxc.6x5.train.247,513,opt
f.mxc.6x5.train.248,657,opt
f.mxc.6x5.train.249,622,opt
f.mxc.6x5.train.250,488,opt
f.mxc.6x5.train.251,776,opt
f.mxc.6x5.train.252,759,opt
f.mxc.6x5.train.253,444,opt
f.mxc.6x5.train.254,243,opt
f.mxc.6x5.train.255,536,opt
f.mxc.6x5.train.256,509,opt
f.mxc.6x5.train.257,681,opt
f.mxc.6x5.train.258,550,opt
f.mxc.6x5.train.259,807,opt
f.mxc.6x5.train.260,424,opt
f.mxc.6x5.train.261,465,opt
f.mxc.6x5.train.262,537,opt
f.mxc.6x5.train.263,591,opt
f.mxc.6x5.train.264,624,opt
f.mxc.6x5.train.265,620,opt
f.mxc.6x5.train.266,747,opt
f.mxc.6x5.train.267,791,opt
f.mxc.6x5.train.268,411,opt
f.mxc.6x5.train.269,425,opt
f.mxc.6x5.train.270,582,opt
f.mxc.6x5.train.271,572,opt
f.mxc.6x5.train.272,596,opt
f.mxc.6x5.train.273,709,opt
f.mxc.6x5.train.274,758,opt
f.mxc.6x5.train.275,379,opt
f.mxc.6x5.train.276,396,opt
f.mxc.6x5.train.277,443,opt
f.mxc.6x5.train.278,533,opt
f.mxc.6x5.train.279,669,opt
f.mxc.6x5.train.280,665,opt
f.mxc.6x5.train.281,655,opt
f.mxc.6x5.train.282,652,opt
f.mxc.6x5.train.283,423,opt
f.mxc.6x5.train.284,495,opt
f.mxc.6x5.train.285,565,opt
f.mxc.6x5.train.286,565,opt
f.mxc.6x5.train.287,699,opt
f.mxc.6x5.train.288,745,opt
f.mxc.6x5.train.289,827,opt
f.mxc.6x5.train.290,830,opt
f.mxc.6x5.train.291,434,opt
f.mxc.6x5.train.292,416,opt
f.mxc.6x5.train.293,522,opt
f.mxc.6x5.train.294,611,opt
f.mxc.6x5.train.295,377,opt
f.mxc.6x5.train.296,694,opt
f.mxc.6x5.train.297,798,opt
f.mxc.6x5.train.298,341,opt
f.mxc.6x5.train.299,360,opt
f.mxc.6x5.train.300,465,opt
f.mxc.6x5.train.301,529,opt
f.mxc.6x5.train.302,583,opt
f.mxc.6x5.train.303,697,opt
f.mxc.6x5.train.304,740,opt
f.mxc.6x5.train.305,761,opt
f.mxc.6x5.train.306,398,opt
f.mxc.6x5.train.307,436,opt
f.mxc.6x5.train.308,545,opt
f.mxc.6x5.train.309,573,opt
f.mxc.6x5.train.310,663,opt
f.mxc.6x5.train.311,718,opt
f.mxc.6x5.train.312,871,opt
f.mxc.6x5.train.313,254,opt
f.mxc.6x5.train.314,331,opt
f.mxc.6x5.train.315,401,opt
f.mxc.6x5.train.316,555,opt
f.mxc.6x5.train.317,648,opt
f.mxc.6x5.train.318,565,opt
f.mxc.6x5.train.319,682,opt
f.mxc.6x5.train.320,828,opt
f.mxc.6x5.train.321,450,opt
f.mxc.6x5.train.322,301,opt
f.mxc.6x5.train.323,520,opt
f.mxc.6x5.train.324,599,opt
f.mxc.6x5.train.325,635,opt
f.mxc.6x5.train.326,735,opt
f.mxc.6x5.train.327,695,opt
f.mxc.6x5.train.328,863,opt
f.mxc.6x5.train.329,392,opt
f.mxc.6x5.train.330,469,opt
f.mxc.6x5.train.331,480,opt
f.mxc.6x5.train.332,641,opt
f.mxc.6x5.train.333,693,opt
f.mxc.6x5.train.334,755,opt
f.mxc.6x5.train.335,766,opt
f.mxc.6x5.train.336,331,opt
f.mxc.6x5.train.337,360,opt
f.mxc.6x5.train.338,509,opt
f.mxc.6x5.train.339,504,opt
f.mxc.6x5.train.340,477,opt
f.mxc.6x5.train.341,632,opt
f.mxc.6x5.train.342,645,opt
f.mxc.6x5.train.343,742,opt
f.mxc.6x5.train.344,348,opt
f.mxc.6x5.train.345,485,opt
f.mxc.6x5.train.346,423,opt
f.mxc.6x5.train.347,610,opt
f.mxc.6x5.train.348,598,opt
f.mxc.6x5.train.349,719,opt
f.mxc.6x5.train.350,712,opt
f.mxc.6x5.train.351,860,opt
f.mxc.6x5.train.352,379,opt
f.mxc.6x5.train.353,578,opt
f.mxc.6x5.train.354,529,opt
f.mxc.6x5.train.355,677,opt
f.mxc.6x5.train.356,494,opt
f.mxc.6x5.train.357,708,opt
f.mxc.6x5.train.358,856,opt
f.mxc.6x5.train.359,186,opt
f.mxc.6x5.train.360,408,opt
f.mxc.6x5.train.361,486,opt
f.mxc.6x5.train.362,597,opt
f.mxc.6x5.train.363,438,opt
f.mxc.6x5.train.364,661,opt
f.mxc.6x5.train.365,770,opt
f.mxc.6x5.train.366,856,opt
f.mxc.6x5.train.367,408,opt
f.mxc.6x5.train.368,466,opt
f.mxc.6x5.train.369,588,opt
f.mxc.6x5.train.370,661,opt
f.mxc.6x5.train.371,708,opt
f.mxc.6x5.train.372,652,opt
f.mxc.6x5.train.373,859,opt
f.mxc.6x5.train.374,367,opt
f.mxc.6x5.train.375,464,opt
f.mxc.6x5.train.376,506,opt
f.mxc.6x5.train.377,570,opt
f.mxc.6x5.train.378,516,opt
f.mxc.6x5.train.379,659,opt
f.mxc.6x5.train.380,673,opt
f.mxc.6x5.train.381,751,opt
f.mxc.6x5.train.382,387,opt
f.mxc.6x5.train.383,459,opt
f.mxc.6x5.train.384,508,opt
f.mxc.6x5.train.385,606,opt
f.mxc.6x5.train.386,629,opt
f.mxc.6x5.train.387,581,opt
f.mxc.6x5.train.388,732,opt
f.mxc.6x5.train.389,775,opt
f.mxc.6x5.train.390,489,opt
f.mxc.6x5.train.391,405,opt
f.mxc.6x5.train.392,513,opt
f.mxc.6x5.train.393,637,opt
f.mxc.6x5.train.394,724,opt
f.mxc.6x5.train.395,753,opt
f.mxc.6x5.train.396,819,opt
f.mxc.6x5.train.397,398,opt
f.mxc.6x5.train.398,454,opt
f.mxc.6x5.train.399,519,opt
f.mxc.6x5.train.400,569,opt
f.mxc.6x5.train.401,536,opt
f.mxc.6x5.train.402,673,opt
f.mxc.6x5.train.403,766,opt
f.mxc.6x5.train.404,624,opt
f.mxc.6x5.train.405,304,opt
f.mxc.6x5.train.406,523,opt
f.mxc.6x5.train.407,509,opt
f.mxc.6x5.train.408,622,opt
f.mxc.6x5.train.409,599,opt
f.mxc.6x5.train.410,752,opt
f.mxc.6x5.train.411,793,opt
f.mxc.6x5.train.412,355,opt
f.mxc.6x5.train.413,386,opt
f.mxc.6x5.train.414,519,opt
f.mxc.6x5.train.415,579,opt
f.mxc.6x5.train.416,629,opt
f.mxc.6x5.train.417,733,opt
f.mxc.6x5.train.418,809,opt
f.mxc.6x5.train.419,810,opt
f.mxc.6x5.train.420,291,opt
f.mxc.6x5.train.421,407,opt
f.mxc.6x5.train.422,570,opt
f.mxc.6x5.train.423,525,opt
f.mxc.6x5.train.424,590,opt
f.mxc.6x5.train.425,658,opt
f.mxc.6x5.train.426,765,opt
f.mxc.6x5.train.427,788,opt
f.mxc.6x5.train.428,396,opt
f.mxc.6x5.train.429,367,opt
f.mxc.6x5.train.430,602,opt
f.mxc.6x5.train.431,657,opt
f.mxc.6x5.train.432,649,opt
f.mxc.6x5.train.433,664,opt
f.mxc.6x5.train.434,771,opt
f.mxc.6x5.train.435,397,opt
f.mxc.6x5.train.436,404,opt
f.mxc.6x5.train.437,466,opt
f.mxc.6x5.train.438,552,opt
f.mxc.6x5.train.439,676,opt
f.mxc.6x5.train.440,763,opt
f.mxc.6x5.train.441,672,opt
f.mxc.6x5.train.442,666,opt
f.mxc.6x5.train.443,463,opt
f.mxc.6x5.train.444,426,opt
f.mxc.6x5.train.445,534,opt
f.mxc.6x5.train.446,427,opt
f.mxc.6x5.train.447,645,opt
f.mxc.6x5.train.448,673,opt
f.mxc.6x5.train.449,801,opt
f.mxc.6x5.train.450,226,opt
f.mxc.6x5.train.451,416,opt
f.mxc.6x5.train.452,435,opt
f.mxc.6x5.train.453,511,opt
f.mxc.6x5.train.454,697,opt
f.mxc.6x5.train.455,704,opt
f.mxc.6x5.train.456,806,opt
f.mxc.6x5.train.457,796,opt
f.mxc.6x5.train.458,439,opt
f.mxc.6x5.train.459,470,opt
f.mxc.6x5.train.460,578,opt
f.mxc.6x5.train.461,600,opt
f.mxc.6x5.train.462,562,opt
f.mxc.6x5.train.463,737,opt
f.mxc.6x5.train.464,690,opt
f.mxc.6x5.train.465,705,opt
f.mxc.6x5.train.466,292,opt
f.mxc.6x5.train.467,547,opt
f.mxc.6x5.train.468,454,opt
f.mxc.6x5.train.469,588,opt
f.mxc.6x5.train.470,522,opt
f.mxc.6x5.train.471,714,opt
f.mxc.6x5.train.472,812,opt
f.mxc.6x5.train.473,376,opt
f.mxc.6x5.train.474,311,opt
f.mxc.6x5.train.475,519,opt
f.mxc.6x5.train.476,572,opt
f.mxc.6x5.train.477,669,opt
f.mxc.6x5.train.478,720,opt
f.mxc.6x5.train.479,710,opt
f.mxc.6x5.train.480,893,opt
f.mxc.6x5.train.481,408,opt
f.mxc.6x5.train.482,494,opt
f.mxc.6x5.train.483,320,opt
f.mxc.6x5.train.484,596,opt
f.mxc.6x5.train.485,612,opt
f.mxc.6x5.train.486,668,opt
f.mxc.6x5.train.487,562,opt
f.mxc.6x5.train.488,375,opt
f.mxc.6x5.train.489,340,opt
f.mxc.6x5.train.490,513,opt
f.mxc.6x5.train.491,520,opt
f.mxc.6x5.train.492,671,opt
f.mxc.6x5.train.493,695,opt
f.mxc.6x5.train.494,667,opt
f.mxc.6x5.train.495,857,opt
f.mxc.6x5.train.496,351,opt
f.mxc.6x5.train.497,417,opt
f.mxc.6x5.train.498,448,opt
f.mxc.6x5.train.499,584,opt
f.mxc.6x5.train.500,618,opt
f.mxc.6x5.train.501,737,opt
f.mxc.6x5.train.502,837,opt
f.mxc.6x5.train.503,874,opt
f.mxc.6x5.train.504,467,opt
f.mxc.6x5.train.505,458,opt
f.mxc.6x5.train.506,486,opt
f.mxc.6x5.train.507,602,opt
f.mxc.6x5.train.508,720,opt
f.mxc.6x5.train.509,624,opt
f.mxc.6x5.train.510,724,opt
f.mxc.6x5.train.511,198,opt
f.mxc.6x5.train.512,469,opt
f.mxc.6x5.train.513,497,opt
f.mxc.6x5.train.514,513,opt
f.mxc.6x5.train.515,628,opt
f.mxc.6x5.train.516,661,opt
f.mxc.6x5.train.517,797,opt
f.mxc.6x5.train.518,793,opt
f.mxc.6x5.train.519,365,opt
f.mxc.6x5.train.520,460,opt
f.mxc.6x5.train.521,565,opt
f.mxc.6x5.train.522,662,opt
f.mxc.6x5.train.523,646,opt
f.mxc.6x5.train.524,660,opt
f.mxc.6x5.train.525,855,opt
f.mxc.6x5.train.526,365,opt
f.mxc.6x5.train.527,428,opt
f.mxc.6x5.train.528,435,opt
f.mxc.6x5.train.529,527,opt
f.mxc.6x5.train.530,596,opt
f.mxc.6x5.train.531,668,opt
f.mxc.6x5.train.532,667,opt
f.mxc.6x5.train.533,798,opt
f.mxc.6x5.train.534,329,opt
f.mxc.6x5.train.535,446,opt
f.mxc.6x5.train.536,521,opt
f.mxc.6x5.train.537,607,opt
f.mxc.6x5.train.538,592,opt
f.mxc.6x5.train.539,727,opt
f.mxc.6x5.train.540,777,opt
f.mxc.6x5.train.541,848,opt
f.mxc.6x5.train.542,400,opt
f.mxc.6x5.train.543,482,opt
f.mxc.6x5.train.544,544,opt
f.mxc.6x5.train.545,675,opt
f.mxc.6x5.train.546,688,opt
f.mxc.6x5.train.547,633,opt
f.mxc.6x5.train.548,740,opt
f.mxc.6x5.train.549,403,opt
f.mxc.6x5.train.550,470,opt
f.mxc.6x5.train.551,357,opt
f.mxc.6x5.train.552,583,opt
f.mxc.6x5.train.553,652,opt
f.mxc.6x5.train.554,713,opt
f.mxc.6x5.train.555,650,opt
f.mxc.6x5.train.556,760,opt
f.mxc.6x5.train.557,288,opt
f.mxc.6x5.train.558,457,opt
f.mxc.6x5.train.559,565,opt
f.mxc.6x5.train.560,501,opt
f.mxc.6x5.train.561,608,opt
f.mxc.6x5.train.562,711,opt
f.mxc.6x5.train.563,866,opt
f.mxc.6x5.train.564,292,opt
f.mxc.6x5.train.565,433,opt
f.mxc.6x5.train.566,519,opt
f.mxc.6x5.train.567,644,opt
f.mxc.6x5.train.568,609,opt
f.mxc.6x5.train.569,556,opt
f.mxc.6x5.train.570,700,opt
f.mxc.6x5.train.571,724,opt
f.mxc.6x5.train.572,354,opt
f.mxc.6x5.train.573,290,opt
f.mxc.6x5.train.574,498,opt
f.mxc.6x5.train.575,493,opt
f.mxc.6x5.train.576,676,opt
f.mxc.6x5.train.577,702,opt
f.mxc.6x5.train.578,813,opt
f.mxc.6x5.train.579,755,opt
f.mxc.6x5.train.580,435,opt
f.mxc.6x5.train.581,425,opt
f.mxc.6x5.train.582,576,opt
f.mxc.6x5.train.583,539,opt
f.mxc.6x5.train.584,723,opt
f.mxc.6x5.train.585,686,opt
f.mxc.6x5.train.586,847,opt
f.mxc.6x5.train.587,429,opt
f.mxc.6x5.train.588,424,opt
f.mxc.6x5.train.589,479,opt
f.mxc.6x5.train.590,546,opt
f.mxc.6x5.train.591,684,opt
f.mxc.6x5.train.592,524,opt
f.mxc.6x5.train.593,718,opt
f.mxc.6x5.train.594,828,opt
f.mxc.6x5.train.595,422,opt
f.mxc.6x5.train.596,298,opt
f.mxc.6x5.train.597,514,opt
f.mxc.6x5.train.598,603,opt
f.mxc.6x5.train.599,718,opt
f.mxc.6x5.train.600,772,opt
f.mxc.6x5.train.601,637,opt
f.mxc.6x5.train.602,335,opt
f.mxc.6x5.train.603,368,opt
f.mxc.6x5.train.604,516,opt
