Name,Optimum,Solved
j.rndn.6x5.train.1,461,opt
j.rndn.6x5.train.2,413,opt
j.rndn.6x5.train.3,383,opt
j.rndn.6x5.train.4,400,opt
j.rndn.6x5.train.5,403,opt
j.rndn.6x5.train.6,365,opt
j.rndn.6x5.train.7,442,opt
j.rndn.6x5.train.8,400,opt
j.rndn.6x5.train.9,354,opt
j.rndn.6x5.train.10,360,opt
j.rndn.6x5.train.11,407,opt
j.rndn.6x5.train.12,399,opt
j.rndn.6x5.train.13,417,opt
j.rndn.6x5.train.14,402,opt
j.rndn.6x5.train.15,437,opt
j.rndn.6x5.train.16,407,opt
j.rndn.6x5.train.17,424,opt
j.rndn.6x5.train.18,407,opt
j.rndn.6x5.train.19,415,opt
j.rndn.6x5.train.20,396,opt
j.rndn.6x5.train.21,436,opt
j.rndn.6x5.train.22,454,opt
j.rndn.6x5.train.23,413,opt
j.rndn.6x5.train.24,409,opt
j.rndn.6x5.train.25,408,opt
j.rndn.6x5.train.26,405,opt
j.rndn.6x5.train.27,366,opt
j.rndn.6x5.train.28,356,opt
j.rndn.6x5.train.29,458,opt
j.rndn.6x5.train.30,414,opt
j.rndn.6x5.train.31,361,opt
j.rndn.6x5.train.32,458,opt
j.rndn.6x5.train.33,400,opt
j.rndn.6x5.train.34,414,opt
j.rndn.6x5.train.35,412,opt
j.rndn.6x5.train.36,404,opt
j.rndn.6x5.train.37,400,opt
j.rndn.6x5.train.38,418,opt
j.rndn.6x5.train.39,449,opt
j.rndn.6x5.train.40,359,opt
j.rndn.6x5.train.41,404,opt
j.rndn.6x5.train.42,443,opt
j.rndn.6x5.train.43,393,opt
j.rndn.6x5.train.44,407,opt
j.rndn.6x5.train.45,449,opt
j.rndn.6x5.train.46,457,opt
j.rndn.6x5.train.47,456,opt
j.rndn.6x5.train.48,445,opt
j.rndn.6x5.train.49,399,opt
j.rndn.6x5.train.50,408,opt
j.rndn.6x5.train.51,415,opt
j.rndn.6x5.train.52,417,opt
j.rndn.6x5.train.53,409,opt
j.rndn.6x5.train.54,455,opt
j.rndn.6x5.train.55,410,opt
j.rndn.6x5.train.56,407,opt
j.rndn.6x5.train.57,403,opt
j.rndn.6x5.train.58,411,opt
j.rndn.6x5.train.59,355,opt
j.rndn.6x5.train.60,456,opt
j.rndn.6x5.train.61,399,opt
j.rndn.6x5.train.62,385,opt
j.rndn.6x5.train.63,458,opt
j.rndn.6x5.train.64,408,opt
j.rndn.6x5.train.65,409,opt
j.rndn.6x5.train.66,366,opt
j.rndn.6x5.train.67,354,opt
j.rndn.6x5.train.68,401,opt
j.rndn.6x5.train.69,388,opt
j.rndn.6x5.train.70,454,opt
