Name,Optimum,Solved
j.rnd_p1mdoubled.8x8.train.1,799,opt
j.rnd_p1mdoubled.8x8.train.2,773,opt
j.rnd_p1mdoubled.8x8.train.3,655,opt
j.rnd_p1mdoubled.8x8.train.4,1072,opt
j.rnd_p1mdoubled.8x8.train.5,779,opt
j.rnd_p1mdoubled.8x8.train.6,853,opt
j.rnd_p1mdoubled.8x8.train.7,781,opt
j.rnd_p1mdoubled.8x8.train.8,714,opt
j.rnd_p1mdoubled.8x8.train.9,798,opt
j.rnd_p1mdoubled.8x8.train.10,844,opt
j.rnd_p1mdoubled.8x8.train.11,894,opt
j.rnd_p1mdoubled.8x8.train.12,886,opt
j.rnd_p1mdoubled.8x8.train.13,814,opt
j.rnd_p1mdoubled.8x8.train.14,885,opt
j.rnd_p1mdoubled.8x8.train.15,797,opt
j.rnd_p1mdoubled.8x8.train.16,848,opt
j.rnd_p1mdoubled.8x8.train.17,1329,opt
j.rnd_p1mdoubled.8x8.train.18,856,opt
j.rnd_p1mdoubled.8x8.train.19,1046,opt
j.rnd_p1mdoubled.8x8.train.20,728,opt
j.rnd_p1mdoubled.8x8.train.21,913,opt
j.rnd_p1mdoubled.8x8.train.22,796,opt
j.rnd_p1mdoubled.8x8.train.23,1021,opt
j.rnd_p1mdoubled.8x8.train.24,780,opt
j.rnd_p1mdoubled.8x8.train.25,916,opt
j.rnd_p1mdoubled.8x8.train.26,776,opt
j.rnd_p1mdoubled.8x8.train.27,752,opt
j.rnd_p1mdoubled.8x8.train.28,786,opt
j.rnd_p1mdoubled.8x8.train.29,969,opt
j.rnd_p1mdoubled.8x8.train.30,966,opt
j.rnd_p1mdoubled.8x8.train.31,786,opt
j.rnd_p1mdoubled.8x8.train.32,1001,opt
j.rnd_p1mdoubled.8x8.train.33,908,opt
j.rnd_p1mdoubled.8x8.train.34,975,opt
j.rnd_p1mdoubled.8x8.train.35,1250,opt
j.rnd_p1mdoubled.8x8.train.36,926,opt
j.rnd_p1mdoubled.8x8.train.37,909,opt
j.rnd_p1mdoubled.8x8.train.38,948,opt
j.rnd_p1mdoubled.8x8.train.39,755,opt
j.rnd_p1mdoubled.8x8.train.40,703,opt
j.rnd_p1mdoubled.8x8.train.41,854,opt
j.rnd_p1mdoubled.8x8.train.42,841,opt
j.rnd_p1mdoubled.8x8.train.43,666,opt
j.rnd_p1mdoubled.8x8.train.44,660,opt
j.rnd_p1mdoubled.8x8.train.45,730,opt
j.rnd_p1mdoubled.8x8.train.46,847,opt
j.rnd_p1mdoubled.8x8.train.47,873,opt
j.rnd_p1mdoubled.8x8.train.48,1019,opt
j.rnd_p1mdoubled.8x8.train.49,768,opt
j.rnd_p1mdoubled.8x8.train.50,817,opt
j.rnd_p1mdoubled.8x8.train.51,1245,opt
j.rnd_p1mdoubled.8x8.train.52,1038,opt
j.rnd_p1mdoubled.8x8.train.53,969,opt
j.rnd_p1mdoubled.8x8.train.54,924,opt
j.rnd_p1mdoubled.8x8.train.55,1001,opt
j.rnd_p1mdoubled.8x8.train.56,912,opt
j.rnd_p1mdoubled.8x8.train.57,739,opt
j.rnd_p1mdoubled.8x8.train.58,1061,opt
j.rnd_p1mdoubled.8x8.train.59,793,opt
j.rnd_p1mdoubled.8x8.train.60,781,opt
j.rnd_p1mdoubled.8x8.train.61,663,opt
j.rnd_p1mdoubled.8x8.train.62,884,opt
j.rnd_p1mdoubled.8x8.train.63,882,opt
j.rnd_p1mdoubled.8x8.train.64,1174,opt
j.rnd_p1mdoubled.8x8.train.65,772,opt
j.rnd_p1mdoubled.8x8.train.66,836,opt
j.rnd_p1mdoubled.8x8.train.67,703,opt
j.rnd_p1mdoubled.8x8.train.68,831,opt
j.rnd_p1mdoubled.8x8.train.69,1004,opt
j.rnd_p1mdoubled.8x8.train.70,792,opt
j.rnd_p1mdoubled.8x8.train.71,780,opt
j.rnd_p1mdoubled.8x8.train.72,970,opt
j.rnd_p1mdoubled.8x8.train.73,893,opt
j.rnd_p1mdoubled.8x8.train.74,757,opt
j.rnd_p1mdoubled.8x8.train.75,1119,opt
j.rnd_p1mdoubled.8x8.train.76,710,opt
j.rnd_p1mdoubled.8x8.train.77,844,opt
j.rnd_p1mdoubled.8x8.train.78,806,opt
j.rnd_p1mdoubled.8x8.train.79,1073,opt
j.rnd_p1mdoubled.8x8.train.80,684,opt
j.rnd_p1mdoubled.8x8.train.81,1090,opt
j.rnd_p1mdoubled.8x8.train.82,1087,opt
j.rnd_p1mdoubled.8x8.train.83,962,opt
j.rnd_p1mdoubled.8x8.train.84,898,opt
j.rnd_p1mdoubled.8x8.train.85,1077,opt
j.rnd_p1mdoubled.8x8.train.86,797,opt
j.rnd_p1mdoubled.8x8.train.87,1238,opt
j.rnd_p1mdoubled.8x8.train.88,874,opt
j.rnd_p1mdoubled.8x8.train.89,830,opt
j.rnd_p1mdoubled.8x8.train.90,851,opt
j.rnd_p1mdoubled.8x8.train.91,753,opt
j.rnd_p1mdoubled.8x8.train.92,747,opt
j.rnd_p1mdoubled.8x8.train.93,833,opt
j.rnd_p1mdoubled.8x8.train.94,1040,opt
j.rnd_p1mdoubled.8x8.train.95,735,opt
j.rnd_p1mdoubled.8x8.train.96,777,opt
j.rnd_p1mdoubled.8x8.train.97,815,opt
j.rnd_p1mdoubled.8x8.train.98,748,opt
j.rnd_p1mdoubled.8x8.train.99,795,opt
j.rnd_p1mdoubled.8x8.train.100,1054,opt
j.rnd_p1mdoubled.8x8.train.101,638,opt
j.rnd_p1mdoubled.8x8.train.102,991,opt
j.rnd_p1mdoubled.8x8.train.103,740,opt
j.rnd_p1mdoubled.8x8.train.104,749,opt
j.rnd_p1mdoubled.8x8.train.105,888,opt
j.rnd_p1mdoubled.8x8.train.106,1084,opt
j.rnd_p1mdoubled.8x8.train.107,858,opt
j.rnd_p1mdoubled.8x8.train.108,1103,opt
j.rnd_p1mdoubled.8x8.train.109,896,opt
j.rnd_p1mdoubled.8x8.train.110,903,opt
j.rnd_p1mdoubled.8x8.train.111,1234,opt
j.rnd_p1mdoubled.8x8.train.112,1026,opt
j.rnd_p1mdoubled.8x8.train.113,904,opt
j.rnd_p1mdoubled.8x8.train.114,868,opt
j.rnd_p1mdoubled.8x8.train.115,836,opt
j.rnd_p1mdoubled.8x8.train.116,845,opt
j.rnd_p1mdoubled.8x8.train.117,836,opt
j.rnd_p1mdoubled.8x8.train.118,647,opt
j.rnd_p1mdoubled.8x8.train.119,882,opt
j.rnd_p1mdoubled.8x8.train.120,671,opt
j.rnd_p1mdoubled.8x8.train.121,836,opt
j.rnd_p1mdoubled.8x8.train.122,695,opt
j.rnd_p1mdoubled.8x8.train.123,858,opt
j.rnd_p1mdoubled.8x8.train.124,985,opt
j.rnd_p1mdoubled.8x8.train.125,788,opt
j.rnd_p1mdoubled.8x8.train.126,783,opt
j.rnd_p1mdoubled.8x8.train.127,781,opt
j.rnd_p1mdoubled.8x8.train.128,965,opt
j.rnd_p1mdoubled.8x8.train.129,886,opt
j.rnd_p1mdoubled.8x8.train.130,930,opt
j.rnd_p1mdoubled.8x8.train.131,878,opt
j.rnd_p1mdoubled.8x8.train.132,694,opt
