Name,Optimum,Solved
j.rnd_p1mdoubled.10x10.train.1,1006,opt
j.rnd_p1mdoubled.10x10.train.2,832,opt
j.rnd_p1mdoubled.10x10.train.3,788,opt
j.rnd_p1mdoubled.10x10.train.4,1038,opt
j.rnd_p1mdoubled.10x10.train.5,987,opt
j.rnd_p1mdoubled.10x10.train.6,1094,opt
j.rnd_p1mdoubled.10x10.train.7,983,opt
j.rnd_p1mdoubled.10x10.train.8,1042,opt
j.rnd_p1mdoubled.10x10.train.9,878,opt
j.rnd_p1mdoubled.10x10.train.10,1088,opt
j.rnd_p1mdoubled.10x10.train.11,1369,opt
j.rnd_p1mdoubled.10x10.train.12,911,opt
j.rnd_p1mdoubled.10x10.train.13,1043,opt
j.rnd_p1mdoubled.10x10.train.14,1138,opt
j.rnd_p1mdoubled.10x10.train.15,978,opt
j.rnd_p1mdoubled.10x10.train.16,1109,opt
j.rnd_p1mdoubled.10x10.train.17,1170,opt
j.rnd_p1mdoubled.10x10.train.18,1161,opt
j.rnd_p1mdoubled.10x10.train.19,1232,opt
j.rnd_p1mdoubled.10x10.train.20,977,opt
j.rnd_p1mdoubled.10x10.train.21,988,opt
j.rnd_p1mdoubled.10x10.train.22,890,opt
j.rnd_p1mdoubled.10x10.train.23,1238,opt
j.rnd_p1mdoubled.10x10.train.24,1170,opt
j.rnd_p1mdoubled.10x10.train.25,1105,opt
j.rnd_p1mdoubled.10x10.train.26,1153,opt
j.rnd_p1mdoubled.10x10.train.27,1002,opt
j.rnd_p1mdoubled.10x10.train.28,1106,opt
j.rnd_p1mdoubled.10x10.train.29,1206,opt
j.rnd_p1mdoubled.10x10.train.30,1195,opt
j.rnd_p1mdoubled.10x10.train.31,950,opt
j.rnd_p1mdoubled.10x10.train.32,1185,opt
j.rnd_p1mdoubled.10x10.train.33,980,opt
j.rnd_p1mdoubled.10x10.train.34,1144,opt
j.rnd_p1mdoubled.10x10.train.35,1224,opt
j.rnd_p1mdoubled.10x10.train.36,1182,opt
j.rnd_p1mdoubled.10x10.train.37,1319,opt
j.rnd_p1mdoubled.10x10.train.38,936,opt
j.rnd_p1mdoubled.10x10.train.39,1079,opt
j.rnd_p1mdoubled.10x10.train.40,1140,opt
j.rnd_p1mdoubled.10x10.train.41,1044,opt
j.rnd_p1mdoubled.10x10.train.42,946,opt
j.rnd_p1mdoubled.10x10.train.43,808,opt
j.rnd_p1mdoubled.10x10.train.44,872,opt
j.rnd_p1mdoubled.10x10.train.45,858,opt
j.rnd_p1mdoubled.10x10.train.46,1011,opt
j.rnd_p1mdoubled.10x10.train.47,1064,opt
j.rnd_p1mdoubled.10x10.train.48,996,opt
j.rnd_p1mdoubled.10x10.train.49,1157,opt
j.rnd_p1mdoubled.10x10.train.50,1169,opt
j.rnd_p1mdoubled.10x10.train.51,1280,opt
j.rnd_p1mdoubled.10x10.train.52,1376,opt
j.rnd_p1mdoubled.10x10.train.53,1311,opt
j.rnd_p1mdoubled.10x10.train.54,1535,opt
j.rnd_p1mdoubled.10x10.train.55,1301,opt
j.rnd_p1mdoubled.10x10.train.56,1245,opt
j.rnd_p1mdoubled.10x10.train.57,980,opt
j.rnd_p1mdoubled.10x10.train.58,1245,opt
j.rnd_p1mdoubled.10x10.train.59,1028,opt
j.rnd_p1mdoubled.10x10.train.60,1033,opt
j.rnd_p1mdoubled.10x10.train.61,873,opt
j.rnd_p1mdoubled.10x10.train.62,881,opt
j.rnd_p1mdoubled.10x10.train.63,1207,opt
j.rnd_p1mdoubled.10x10.train.64,1275,opt
j.rnd_p1mdoubled.10x10.train.65,989,opt
j.rnd_p1mdoubled.10x10.train.66,1379,opt
j.rnd_p1mdoubled.10x10.train.67,963,opt
j.rnd_p1mdoubled.10x10.train.68,1045,opt
j.rnd_p1mdoubled.10x10.train.69,1121,opt
j.rnd_p1mdoubled.10x10.train.70,1119,opt
j.rnd_p1mdoubled.10x10.train.71,1141,opt
j.rnd_p1mdoubled.10x10.train.72,1004,opt
j.rnd_p1mdoubled.10x10.train.73,1062,opt
j.rnd_p1mdoubled.10x10.train.74,819,opt
j.rnd_p1mdoubled.10x10.train.75,1199,opt
j.rnd_p1mdoubled.10x10.train.76,889,opt
j.rnd_p1mdoubled.10x10.train.77,955,opt
j.rnd_p1mdoubled.10x10.train.78,1065,opt
j.rnd_p1mdoubled.10x10.train.79,1052,opt
j.rnd_p1mdoubled.10x10.train.80,805,opt
j.rnd_p1mdoubled.10x10.train.81,1158,opt
j.rnd_p1mdoubled.10x10.train.82,937,opt
j.rnd_p1mdoubled.10x10.train.83,1182,opt
j.rnd_p1mdoubled.10x10.train.84,1111,opt
j.rnd_p1mdoubled.10x10.train.85,1177,opt
j.rnd_p1mdoubled.10x10.train.86,921,opt
j.rnd_p1mdoubled.10x10.train.87,1427,opt
j.rnd_p1mdoubled.10x10.train.88,977,opt
j.rnd_p1mdoubled.10x10.train.89,1055,opt
j.rnd_p1mdoubled.10x10.train.90,990,opt
j.rnd_p1mdoubled.10x10.train.91,989,opt
j.rnd_p1mdoubled.10x10.train.92,968,opt
j.rnd_p1mdoubled.10x10.train.93,884,opt
j.rnd_p1mdoubled.10x10.train.94,1217,opt
j.rnd_p1mdoubled.10x10.train.95,875,opt
j.rnd_p1mdoubled.10x10.train.96,935,opt
j.rnd_p1mdoubled.10x10.train.97,904,opt
j.rnd_p1mdoubled.10x10.train.98,779,opt
j.rnd_p1mdoubled.10x10.train.99,1120,opt
j.rnd_p1mdoubled.10x10.train.100,1304,opt
j.rnd_p1mdoubled.10x10.train.101,902,opt
j.rnd_p1mdoubled.10x10.train.102,1308,opt
j.rnd_p1mdoubled.10x10.train.103,853,opt
j.rnd_p1mdoubled.10x10.train.104,999,opt
j.rnd_p1mdoubled.10x10.train.105,1081,opt
j.rnd_p1mdoubled.10x10.train.106,1247,opt
j.rnd_p1mdoubled.10x10.train.107,1111,opt
j.rnd_p1mdoubled.10x10.train.108,1107,opt
j.rnd_p1mdoubled.10x10.train.109,1141,opt
j.rnd_p1mdoubled.10x10.train.110,1070,opt
j.rnd_p1mdoubled.10x10.train.111,1299,opt
j.rnd_p1mdoubled.10x10.train.112,1253,opt
j.rnd_p1mdoubled.10x10.train.113,1179,opt
j.rnd_p1mdoubled.10x10.train.114,1181,opt
j.rnd_p1mdoubled.10x10.train.115,1163,opt
j.rnd_p1mdoubled.10x10.train.116,998,opt
j.rnd_p1mdoubled.10x10.train.117,995,opt
j.rnd_p1mdoubled.10x10.train.118,811,opt
j.rnd_p1mdoubled.10x10.train.119,914,opt
j.rnd_p1mdoubled.10x10.train.120,891,opt
j.rnd_p1mdoubled.10x10.train.121,898,opt
j.rnd_p1mdoubled.10x10.train.122,815,opt
j.rnd_p1mdoubled.10x10.train.123,1169,opt
j.rnd_p1mdoubled.10x10.train.124,937,opt
j.rnd_p1mdoubled.10x10.train.125,898,opt
j.rnd_p1mdoubled.10x10.train.126,1065,opt
j.rnd_p1mdoubled.10x10.train.127,971,opt
j.rnd_p1mdoubled.10x10.train.128,1253,opt
j.rnd_p1mdoubled.10x10.train.129,1049,opt
j.rnd_p1mdoubled.10x10.train.130,1202,opt
j.rnd_p1mdoubled.10x10.train.131,1306,opt
j.rnd_p1mdoubled.10x10.train.132,888,opt
j.rnd_p1mdoubled.10x10.train.133,988,opt
j.rnd_p1mdoubled.10x10.train.134,1034,opt
j.rnd_p1mdoubled.10x10.train.135,941,opt
j.rnd_p1mdoubled.10x10.train.136,1167,opt
j.rnd_p1mdoubled.10x10.train.137,999,opt
j.rnd_p1mdoubled.10x10.train.138,1129,opt
j.rnd_p1mdoubled.10x10.train.139,1229,opt
j.rnd_p1mdoubled.10x10.train.140,1375,opt
j.rnd_p1mdoubled.10x10.train.141,1156,opt
j.rnd_p1mdoubled.10x10.train.142,1040,opt
j.rnd_p1mdoubled.10x10.train.143,1369,opt
j.rnd_p1mdoubled.10x10.train.144,1048,opt
j.rnd_p1mdoubled.10x10.train.145,1146,opt
j.rnd_p1mdoubled.10x10.train.146,1250,opt
j.rnd_p1mdoubled.10x10.train.147,1111,opt
j.rnd_p1mdoubled.10x10.train.148,1056,opt
j.rnd_p1mdoubled.10x10.train.149,972,opt
j.rnd_p1mdoubled.10x10.train.150,1025,opt
j.rnd_p1mdoubled.10x10.train.151,843,opt
j.rnd_p1mdoubled.10x10.train.152,1208,opt
j.rnd_p1mdoubled.10x10.train.153,925,opt
j.rnd_p1mdoubled.10x10.train.154,1131,opt
j.rnd_p1mdoubled.10x10.train.155,994,opt
j.rnd_p1mdoubled.10x10.train.156,969,opt
j.rnd_p1mdoubled.10x10.train.157,1277,opt
j.rnd_p1mdoubled.10x10.train.158,1090,opt
j.rnd_p1mdoubled.10x10.train.159,991,opt
j.rnd_p1mdoubled.10x10.train.160,1316,opt
j.rnd_p1mdoubled.10x10.train.161,1026,opt
j.rnd_p1mdoubled.10x10.train.162,1147,opt
j.rnd_p1mdoubled.10x10.train.163,906,opt
j.rnd_p1mdoubled.10x10.train.164,1408,opt
j.rnd_p1mdoubled.10x10.train.165,1190,opt
j.rnd_p1mdoubled.10x10.train.166,1335,opt
j.rnd_p1mdoubled.10x10.train.167,1329,opt
j.rnd_p1mdoubled.10x10.train.168,1255,opt
j.rnd_p1mdoubled.10x10.train.169,1066,opt
j.rnd_p1mdoubled.10x10.train.170,1130,opt
j.rnd_p1mdoubled.10x10.train.171,1059,opt
j.rnd_p1mdoubled.10x10.train.172,1293,opt
j.rnd_p1mdoubled.10x10.train.173,1230,opt
j.rnd_p1mdoubled.10x10.train.174,1019,opt
j.rnd_p1mdoubled.10x10.train.175,1241,opt
j.rnd_p1mdoubled.10x10.train.176,978,opt
j.rnd_p1mdoubled.10x10.train.177,923,opt
j.rnd_p1mdoubled.10x10.train.178,1026,opt
j.rnd_p1mdoubled.10x10.train.179,1211,opt
j.rnd_p1mdoubled.10x10.train.180,856,opt
j.rnd_p1mdoubled.10x10.train.181,1133,opt
j.rnd_p1mdoubled.10x10.train.182,1027,opt
j.rnd_p1mdoubled.10x10.train.183,1258,opt
j.rnd_p1mdoubled.10x10.train.184,1040,opt
j.rnd_p1mdoubled.10x10.train.185,1266,opt
j.rnd_p1mdoubled.10x10.train.186,1172,opt
j.rnd_p1mdoubled.10x10.train.187,1350,opt
j.rnd_p1mdoubled.10x10.train.188,1176,opt
j.rnd_p1mdoubled.10x10.train.189,1125,opt
j.rnd_p1mdoubled.10x10.train.190,1180,opt
j.rnd_p1mdoubled.10x10.train.191,1251,opt
j.rnd_p1mdoubled.10x10.train.192,839,opt
j.rnd_p1mdoubled.10x10.train.193,1090,opt
j.rnd_p1mdoubled.10x10.train.194,1042,opt
j.rnd_p1mdoubled.10x10.train.195,916,opt
j.rnd_p1mdoubled.10x10.train.196,1000,opt
j.rnd_p1mdoubled.10x10.train.197,1063,opt
j.rnd_p1mdoubled.10x10.train.198,1208,opt
j.rnd_p1mdoubled.10x10.train.199,910,opt
j.rnd_p1mdoubled.10x10.train.200,1359,opt
j.rnd_p1mdoubled.10x10.train.201,912,opt
j.rnd_p1mdoubled.10x10.train.202,1082,opt
j.rnd_p1mdoubled.10x10.train.203,1005,opt
j.rnd_p1mdoubled.10x10.train.204,1334,opt
j.rnd_p1mdoubled.10x10.train.205,1083,opt
j.rnd_p1mdoubled.10x10.train.206,1228,opt
j.rnd_p1mdoubled.10x10.train.207,937,opt
j.rnd_p1mdoubled.10x10.train.208,780,opt
j.rnd_p1mdoubled.10x10.train.209,825,opt
j.rnd_p1mdoubled.10x10.train.210,871,opt
j.rnd_p1mdoubled.10x10.train.211,919,opt
j.rnd_p1mdoubled.10x10.train.212,1120,opt
j.rnd_p1mdoubled.10x10.train.213,836,opt
j.rnd_p1mdoubled.10x10.train.214,945,opt
j.rnd_p1mdoubled.10x10.train.215,813,opt
j.rnd_p1mdoubled.10x10.train.216,1004,opt
j.rnd_p1mdoubled.10x10.train.217,1236,opt
j.rnd_p1mdoubled.10x10.train.218,1064,opt
j.rnd_p1mdoubled.10x10.train.219,1201,opt
j.rnd_p1mdoubled.10x10.train.220,1219,opt
j.rnd_p1mdoubled.10x10.train.221,1172,opt
j.rnd_p1mdoubled.10x10.train.222,895,opt
j.rnd_p1mdoubled.10x10.train.223,978,opt
j.rnd_p1mdoubled.10x10.train.224,1084,opt
j.rnd_p1mdoubled.10x10.train.225,1093,opt
j.rnd_p1mdoubled.10x10.train.226,817,opt
j.rnd_p1mdoubled.10x10.train.227,817,opt
j.rnd_p1mdoubled.10x10.train.228,896,opt
j.rnd_p1mdoubled.10x10.train.229,1059,opt
j.rnd_p1mdoubled.10x10.train.230,1098,opt
j.rnd_p1mdoubled.10x10.train.231,1017,opt
j.rnd_p1mdoubled.10x10.train.232,914,opt
j.rnd_p1mdoubled.10x10.train.233,1309,opt
j.rnd_p1mdoubled.10x10.train.234,1097,opt
j.rnd_p1mdoubled.10x10.train.235,1081,opt
j.rnd_p1mdoubled.10x10.train.236,1168,opt
j.rnd_p1mdoubled.10x10.train.237,1003,opt
j.rnd_p1mdoubled.10x10.train.238,944,opt
j.rnd_p1mdoubled.10x10.train.239,1019,opt
j.rnd_p1mdoubled.10x10.train.240,1053,opt
j.rnd_p1mdoubled.10x10.train.241,1264,opt
j.rnd_p1mdoubled.10x10.train.242,1055,opt
j.rnd_p1mdoubled.10x10.train.243,1261,opt
j.rnd_p1mdoubled.10x10.train.244,886,opt
j.rnd_p1mdoubled.10x10.train.245,1087,opt
j.rnd_p1mdoubled.10x10.train.246,1048,opt
j.rnd_p1mdoubled.10x10.train.247,850,opt
j.rnd_p1mdoubled.10x10.train.248,1196,opt
j.rnd_p1mdoubled.10x10.train.249,885,opt
j.rnd_p1mdoubled.10x10.train.250,1100,opt
j.rnd_p1mdoubled.10x10.train.251,1058,opt
j.rnd_p1mdoubled.10x10.train.252,1000,opt
j.rnd_p1mdoubled.10x10.train.253,1068,opt
j.rnd_p1mdoubled.10x10.train.254,1164,opt
j.rnd_p1mdoubled.10x10.train.255,1225,opt
j.rnd_p1mdoubled.10x10.train.256,1027,opt
j.rnd_p1mdoubled.10x10.train.257,1134,opt
j.rnd_p1mdoubled.10x10.train.258,1425,opt
j.rnd_p1mdoubled.10x10.train.259,1084,opt
j.rnd_p1mdoubled.10x10.train.260,1422,opt
j.rnd_p1mdoubled.10x10.train.261,1207,opt
j.rnd_p1mdoubled.10x10.train.262,1256,opt
j.rnd_p1mdoubled.10x10.train.263,876,opt
j.rnd_p1mdoubled.10x10.train.264,1337,opt
j.rnd_p1mdoubled.10x10.train.265,974,opt
j.rnd_p1mdoubled.10x10.train.266,1103,opt
j.rnd_p1mdoubled.10x10.train.267,924,opt
j.rnd_p1mdoubled.10x10.train.268,920,opt
j.rnd_p1mdoubled.10x10.train.269,858,opt
j.rnd_p1mdoubled.10x10.train.270,1228,opt
j.rnd_p1mdoubled.10x10.train.271,992,opt
j.rnd_p1mdoubled.10x10.train.272,1034,opt
j.rnd_p1mdoubled.10x10.train.273,948,opt
j.rnd_p1mdoubled.10x10.train.274,1033,opt
j.rnd_p1mdoubled.10x10.train.275,900,opt
j.rnd_p1mdoubled.10x10.train.276,1190,opt
