Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
j.rnd,1,1,dbl1st,TRUE,50.61861,240,51.02285,60,52.00452,200
j.rnd,1,10,dbl1st,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,11,dbl1st,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,12,dbl1st,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,13,dbl1st,TRUE,49.90729,240,53.66235,60,50.70673,200
j.rnd,1,14,dbl1st,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,15,dbl1st,TRUE,45.35285,240,45.05016,60,47.75441,200
j.rnd,1,16,dbl1st,TRUE,21.85383,240,22.89454,60,21.98758,200
j.rnd,1,2,dbl1st,TRUE,30.33286,240,30.34654,60,30.36452,200
j.rnd,1,3,dbl1st,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,4,dbl1st,TRUE,21.48496,240,21.08996,60,22.1712,200
j.rnd,1,5,dbl1st,TRUE,53.59787,240,55.27942,60,55.10891,200
j.rnd,1,6,dbl1st,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,1,7,dbl1st,TRUE,59.20477,240,58.93109,60,58.26187,200
j.rnd,1,8,dbl1st,TRUE,45.6085,240,45.5111,60,45.03943,200
j.rnd,1,9,dbl1st,TRUE,44.67777,240,44.01535,60,43.94366,200
j.rnd,16,1,dbl1st,TRUE,33.30011,240,31.5773,60,34.02513,200
j.rnd,2,1,dbl1st,TRUE,44.76,240,42.10157,60,44.4031,200
j.rnd,2,10,dbl1st,TRUE,44.21798,240,44.5904,60,45.37824,200
j.rnd,2,11,dbl1st,TRUE,40.80147,240,38.41481,60,41.35395,200
j.rnd,2,12,dbl1st,TRUE,31.47696,240,29.38361,60,31.37144,200
j.rnd,2,13,dbl1st,TRUE,25.14375,240,25.08993,60,27.38663,200
j.rnd,2,14,dbl1st,TRUE,25.29721,240,24.87254,60,25.23698,200
j.rnd,2,15,dbl1st,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,2,16,dbl1st,TRUE,60.53834,240,60.94275,60,59.28465,200
j.rnd,2,2,dbl1st,TRUE,45.30846,240,42.0256,60,44.61897,200
j.rnd,2,3,dbl1st,TRUE,44.61481,240,42.23225,60,44.39545,200
j.rnd,2,4,dbl1st,TRUE,35.20384,240,35.06765,60,35.31093,200
j.rnd,2,5,dbl1st,TRUE,15.94504,240,16.68918,60,16.15048,200
j.rnd,2,6,dbl1st,TRUE,23.7782,240,23.37318,60,22.44868,200
j.rnd,2,7,dbl1st,TRUE,56.75229,240,55.39927,60,56.21743,200
j.rnd,2,8,dbl1st,TRUE,44.4775,240,45.68775,60,46.58159,200
j.rnd,2,9,dbl1st,TRUE,50.53755,240,49.56367,60,51.85007,200
j.rnd,2,100,dbl1st,TRUE,45.23893,240,45.33879,60,47.71861,200
j.rnd,2,101,dbl1st,TRUE,33.8797,240,32.88931,60,32.19885,200
j.rnd,2,102,dbl1st,TRUE,37.23222,240,34.70213,60,36.79089,200
j.rnd,2,103,dbl1st,TRUE,50.11476,240,51.79446,60,53.42498,200
j.rnd,2,104,dbl1st,TRUE,47.91244,240,52.66643,60,49.66839,200
j.rnd,2,105,dbl1st,TRUE,50.15485,240,51.97739,60,53.31595,200
j.rnd,2,106,dbl1st,TRUE,28.71981,240,26.85111,60,28.27563,200
j.rnd,2,107,dbl1st,TRUE,16.96899,240,16.99398,60,16.60715,200
j.rnd,2,108,dbl1st,TRUE,14.51039,240,14.16842,60,15.13561,200
j.rnd,2,109,dbl1st,TRUE,20.89659,240,20.36946,60,20.71871,200
j.rnd,2,110,dbl1st,TRUE,41.84338,240,40.93234,60,42.78322,200
j.rnd,2,111,dbl1st,TRUE,43.15832,240,43.6379,60,42.30057,200
j.rnd,2,112,dbl1st,TRUE,42.30915,240,43.81663,60,43.86546,200
j.rnd,2,113,dbl1st,TRUE,21.86358,240,22.72468,60,22.07821,200
j.rnd,2,114,dbl1st,TRUE,29.95754,240,29.57003,60,30.11238,200
j.rnd,2,115,dbl1st,TRUE,14.42006,240,14.4057,60,15.19632,200
j.rnd,2,116,dbl1st,TRUE,14.92343,240,15.06251,60,15.42652,200
j.rnd,2,117,dbl1st,TRUE,26.17134,240,25.89712,60,26.24732,200
j.rnd,2,118,dbl1st,TRUE,24.52042,240,24.14037,60,24.50173,200
j.rnd,2,119,dbl1st,TRUE,26.27631,240,25.69593,60,26.31241,200
