Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
j.rnd,1,1,equal,TRUE,50.61861,240,51.02285,60,52.00452,200
j.rnd,1,10,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,11,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,12,equal,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,13,equal,TRUE,24.63096,240,25.62513,60,24.85108,200
j.rnd,1,14,equal,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,15,equal,TRUE,45.35285,240,45.05016,60,47.75441,200
j.rnd,1,16,equal,TRUE,21.85383,240,22.89454,60,21.98758,200
j.rnd,1,2,equal,TRUE,30.33286,240,30.34654,60,30.36452,200
j.rnd,1,3,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,4,equal,TRUE,21.48496,240,21.08996,60,22.1712,200
j.rnd,1,5,equal,TRUE,53.59787,240,55.27942,60,55.10891,200
j.rnd,1,6,equal,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,1,7,equal,TRUE,59.20477,240,58.93109,60,58.26187,200
j.rnd,1,8,equal,TRUE,45.6085,240,45.5111,60,45.03943,200
j.rnd,1,9,equal,TRUE,44.67777,240,44.01535,60,43.94366,200
j.rnd,16,1,equal,TRUE,31.83207,240,29.86365,60,31.99772,200
j.rnd,2,1,equal,TRUE,43.66892,240,41.50151,60,44.17272,200
j.rnd,2,10,equal,TRUE,40.30858,240,38.65079,60,40.17749,200
j.rnd,2,11,equal,TRUE,40.24302,240,37.17376,60,41.24972,200
j.rnd,2,12,equal,TRUE,31.65649,240,29.55808,60,31.40993,200
j.rnd,2,13,equal,TRUE,25.12843,240,25.02522,60,27.35132,200
j.rnd,2,14,equal,TRUE,23.17016,240,24.00575,60,23.42675,200
j.rnd,2,15,equal,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,2,16,equal,TRUE,60.01554,240,59.73322,60,58.81559,200
j.rnd,2,2,equal,TRUE,43.6288,240,41.29479,60,44.14981,200
j.rnd,2,3,equal,TRUE,43.40498,240,41.11801,60,43.29372,200
j.rnd,2,4,equal,TRUE,31.99553,240,32.17448,60,31.92115,200
j.rnd,2,5,equal,TRUE,16.41783,240,16.9554,60,16.47711,200
j.rnd,2,6,equal,TRUE,20.18717,240,19.76062,60,19.47207,200
j.rnd,2,7,equal,TRUE,55.259,240,53.77787,60,54.30103,200
j.rnd,2,8,equal,TRUE,43.31894,240,46.27282,60,42.84479,200
j.rnd,2,9,equal,TRUE,50.40178,240,50.75721,60,51.21534,200
j.rnd,2,100,equal,TRUE,44.95864,240,44.95873,60,47.33529,200
j.rnd,2,101,equal,TRUE,32.8276,240,32.60829,60,33.12136,200
j.rnd,2,102,equal,TRUE,38.85068,240,39.64261,60,41.18335,200
j.rnd,2,103,equal,TRUE,49.38725,240,52.75843,60,52.11904,200
j.rnd,2,104,equal,TRUE,49.64641,240,51.47972,60,51.79185,200
j.rnd,2,105,equal,TRUE,49.36881,240,52.56397,60,51.73122,200
j.rnd,2,106,equal,TRUE,27.11688,240,26.99136,60,27.15762,200
j.rnd,2,107,equal,TRUE,17.33948,240,17.5007,60,17.30741,200
j.rnd,2,108,equal,TRUE,13.63719,240,12.99582,60,14.33534,200
j.rnd,2,109,equal,TRUE,20.39272,240,20.31528,60,20.48433,200
j.rnd,2,110,equal,TRUE,38.19244,240,38.89827,60,37.70955,200
j.rnd,2,111,equal,TRUE,21.93511,240,21.01581,60,21.64851,200
j.rnd,2,112,equal,TRUE,39.27866,240,39.15822,60,39.60715,200
j.rnd,2,113,equal,TRUE,21.85383,240,22.88814,60,21.9613,200
j.rnd,2,114,equal,TRUE,21.93141,240,22.70222,60,22.57997,200
j.rnd,2,115,equal,TRUE,13.51652,240,13.00767,60,14.21852,200
j.rnd,2,116,equal,TRUE,14.68636,240,15.07785,60,15.23832,200
j.rnd,2,117,equal,TRUE,24.33336,240,24.40521,60,24.40231,200
j.rnd,2,118,equal,TRUE,46.04949,240,46.92807,60,46.57876,200
j.rnd,2,119,equal,TRUE,24.28468,240,24.34063,60,24.26077,200
j.rnd,2,120,equal,TRUE,23.90655,240,25.46472,60,24.01737,200
j.rnd,2,17,equal,TRUE,43.45598,240,47.3817,60,43.51865,200
j.rnd,2,18,equal,TRUE,45.28207,240,45.49327,60,43.89364,200
j.rnd,2,19,equal,TRUE,41.71167,240,39.72109,60,43.22532,200
j.rnd,2,20,equal,TRUE,43.68863,240,47.3817,60,43.84201,200
j.rnd,2,21,equal,TRUE,51.39662,240,50.57228,60,51.25798,200
j.rnd,2,22,equal,TRUE,50.278,240,50.48451,60,52.47238,200
j.rnd,2,23,equal,TRUE,30.33286,240,30.34654,60,30.39433,200
j.rnd,2,24,equal,TRUE,34.27388,240,32.99411,60,32.90398,200
j.rnd,2,25,equal,TRUE,21.48496,240,21.08996,60,22.1712,200
j.rnd,2,26,equal,TRUE,52.33291,240,55.35805,60,54.31603,200
j.rnd,2,27,equal,TRUE,43.0155,240,43.55828,60,42.30727,200
j.rnd,2,28,equal,TRUE,59.43329,240,57.35739,60,58.07453,200
j.rnd,2,29,equal,TRUE,47.80359,240,48.55655,60,48.09189,200
j.rnd,2,30,equal,TRUE,30.17627,240,28.04548,60,29.39537,200
j.rnd,2,31,equal,TRUE,33.72848,240,32.87447,60,32.56821,200
j.rnd,2,32,equal,TRUE,23.19227,240,22.61137,60,22.71719,200
j.rnd,2,33,equal,TRUE,52.96124,240,52.69606,60,54.61601,200
j.rnd,2,34,equal,TRUE,38.76584,240,39.64352,60,39.76116,200
j.rnd,2,35,equal,TRUE,56.79566,240,54.9905,60,57.73128,200
j.rnd,2,36,equal,TRUE,44.89019,240,45.06057,60,45.22468,200
j.rnd,2,37,equal,TRUE,43.78441,240,41.75871,60,43.99334,200
j.rnd,2,38,equal,TRUE,43.76985,240,41.38044,60,43.59568,200
j.rnd,2,39,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,2,40,equal,TRUE,19.83475,240,19.14596,60,19.48514,200
j.rnd,2,41,equal,TRUE,51.53879,240,48.74834,60,51.49967,200
j.rnd,2,42,equal,TRUE,25.04654,240,24.58277,60,27.62025,200
j.rnd,2,43,equal,TRUE,45.56024,240,45.19989,60,44.70472,200
j.rnd,2,44,equal,TRUE,34.27388,240,32.99411,60,32.90398,200
j.rnd,2,45,equal,TRUE,33.74448,240,33.01801,60,32.51356,200
j.rnd,2,46,equal,TRUE,48.16426,240,46.37082,60,47.92614,200
j.rnd,2,47,equal,TRUE,37.2495,240,36.23491,60,36.76913,200
j.rnd,2,48,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,2,49,equal,TRUE,19.76259,240,19.52996,60,19.4467,200
j.rnd,2,50,equal,TRUE,54.79049,240,58.77918,60,56.04085,200
j.rnd,2,51,equal,TRUE,29.76244,240,26.96746,60,29.29921,200
j.rnd,2,52,equal,TRUE,52.28867,240,52.52188,60,51.70278,200
j.rnd,2,53,equal,TRUE,34.03696,240,33.13655,60,33.12603,200
j.rnd,2,54,equal,TRUE,35.18997,240,36.5714,60,33.59087,200
j.rnd,2,55,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,2,56,equal,TRUE,51.41059,240,53.30803,60,51.60936,200
j.rnd,2,57,equal,TRUE,30.58925,240,31.08844,60,30.5629,200
j.rnd,2,58,equal,TRUE,37.36608,240,36.82757,60,36.74881,200
j.rnd,2,59,equal,TRUE,25.86206,240,26.28628,60,26.89291,200
j.rnd,2,60,equal,TRUE,52.42021,240,50.90338,60,52.52699,200
j.rnd,2,61,equal,TRUE,42.343,240,42.79392,60,43.09916,200
j.rnd,2,62,equal,TRUE,55.78866,240,56.86789,60,56.40395,200
j.rnd,2,63,equal,TRUE,49.48126,240,50.90522,60,52.08603,200
j.rnd,2,64,equal,TRUE,46.13923,240,47.29645,60,47.81006,200
j.rnd,2,65,equal,TRUE,37.30375,240,37.46988,60,36.98985,200
j.rnd,2,66,equal,TRUE,36.90469,240,35.75171,60,37.3049,200
j.rnd,2,67,equal,TRUE,49.24429,240,47.3195,60,51.61527,200
j.rnd,2,68,equal,TRUE,30.28312,240,30.35716,60,30.36984,200
j.rnd,2,69,equal,TRUE,50.23876,240,52.66636,60,49.88966,200
j.rnd,2,70,equal,TRUE,26.0753,240,26.89919,60,26.58459,200
j.rnd,2,71,equal,TRUE,50.88471,240,49.73845,60,50.8124,200
j.rnd,2,72,equal,TRUE,40.29049,240,38.58484,60,40.16185,200
j.rnd,2,73,equal,TRUE,54.45151,240,57.06993,60,55.25018,200
j.rnd,2,74,equal,TRUE,25.68676,240,25.82163,60,25.34269,200
j.rnd,2,75,equal,TRUE,44.21662,240,44.33153,60,44.25128,200
j.rnd,2,76,equal,TRUE,34.68808,240,33.77799,60,33.14395,200
j.rnd,2,77,equal,TRUE,23.36567,240,24.46746,60,23.48166,200
j.rnd,2,78,equal,TRUE,47.04609,240,44.52784,60,44.60449,200
j.rnd,2,79,equal,TRUE,50.43822,240,50.06712,60,52.64721,200
j.rnd,2,80,equal,TRUE,30.57022,240,31.08844,60,30.57258,200
j.rnd,2,81,equal,TRUE,37.30265,240,37.27235,60,36.98331,200
j.rnd,2,82,equal,TRUE,25.68908,240,26.15115,60,26.93772,200
j.rnd,2,83,equal,TRUE,52.42021,240,50.90338,60,52.52699,200
j.rnd,2,84,equal,TRUE,42.68193,240,43.21876,60,42.90332,200
j.rnd,2,85,equal,TRUE,55.68285,240,56.86945,60,55.93649,200
j.rnd,2,86,equal,TRUE,49.43227,240,49.96502,60,51.49576,200
j.rnd,2,87,equal,TRUE,45.80301,240,47.34368,60,48.51181,200
j.rnd,2,88,equal,TRUE,37.31542,240,37.41856,60,36.97873,200
j.rnd,2,89,equal,TRUE,36.38132,240,35.61595,60,37.21461,200
j.rnd,2,90,equal,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,2,91,equal,TRUE,47.14463,240,44.15611,60,44.60947,200
j.rnd,2,92,equal,TRUE,49.37132,240,52.57591,60,48.96332,200
j.rnd,2,93,equal,TRUE,30.26695,240,29.43727,60,28.2484,200
j.rnd,2,94,equal,TRUE,32.95165,240,32.48642,60,33.09467,200
j.rnd,2,95,equal,TRUE,25.74934,240,25.62065,60,25.80025,200
j.rnd,2,96,equal,TRUE,53.16638,240,59.53847,60,55.54491,200
j.rnd,2,97,equal,TRUE,40.07499,240,40.15211,60,39.00052,200
j.rnd,2,98,equal,TRUE,53.14835,240,56.19875,60,55.77996,200
j.rnd,2,99,equal,TRUE,46.11103,240,44.61418,60,47.79864,200
j.rnd,3,1,equal,TRUE,43.71033,240,41.29479,60,43.88468,200
j.rnd,3,10,equal,TRUE,38.75708,240,37.40322,60,37.80123,200
j.rnd,3,11,equal,TRUE,32.92461,240,32.04703,60,34.28121,200
j.rnd,3,12,equal,TRUE,32.93296,240,31.90189,60,34.15765,200
j.rnd,3,13,equal,TRUE,32.67841,240,32.1389,60,34.34606,200
j.rnd,3,14,equal,TRUE,30.73885,240,30.44826,60,29.89318,200
j.rnd,3,15,equal,TRUE,18.56343,240,19.76531,60,18.92892,200
j.rnd,3,16,equal,TRUE,19.30728,240,18.7635,60,18.60993,200
j.rnd,3,2,equal,TRUE,27.9145,240,27.74908,60,27.51397,200
j.rnd,3,3,equal,TRUE,28.9755,240,28.05874,60,28.23131,200
j.rnd,3,4,equal,TRUE,28.31292,240,27.73681,60,27.87678,200
j.rnd,3,5,equal,TRUE,52.81199,240,47.90736,60,50.9629,200
j.rnd,3,6,equal,TRUE,52.50323,240,46.0638,60,51.14586,200
j.rnd,3,7,equal,TRUE,52.31938,240,46.05529,60,51.03696,200
j.rnd,3,8,equal,TRUE,38.9606,240,37.03332,60,38.44387,200
j.rnd,3,9,equal,TRUE,32.39491,240,30.14282,60,32.90689,200
j.rnd,3,100,equal,TRUE,51.77052,240,48.2354,60,52.53336,200
j.rnd,3,101,equal,TRUE,52.09224,240,50.45485,60,52.69446,200
j.rnd,3,102,equal,TRUE,45.36578,240,45.24652,60,44.08784,200
j.rnd,3,103,equal,TRUE,32.4633,240,29.8597,60,32.16221,200
j.rnd,3,104,equal,TRUE,52.87134,240,50.35444,60,52.7231,200
j.rnd,3,105,equal,TRUE,31.11141,240,31.63143,60,32.09922,200
j.rnd,3,106,equal,TRUE,43.45593,240,41.57848,60,43.61264,200
j.rnd,3,107,equal,TRUE,43.84469,240,41.39902,60,43.4952,200
j.rnd,3,108,equal,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,3,109,equal,TRUE,20.20285,240,19.7925,60,19.56596,200
j.rnd,3,110,equal,TRUE,50.9085,240,48.46136,60,51.3888,200
j.rnd,3,111,equal,TRUE,25.30566,240,24.67233,60,27.73299,200
j.rnd,3,112,equal,TRUE,40.4951,240,42.24451,60,40.12252,200
j.rnd,3,113,equal,TRUE,42.42246,240,39.95791,60,42.71498,200
j.rnd,3,114,equal,TRUE,41.0436,240,40.30704,60,41.47175,200
j.rnd,3,115,equal,TRUE,33.74448,240,33.01801,60,32.51356,200
j.rnd,3,116,equal,TRUE,21.53535,240,20.79592,60,20.82636,200
j.rnd,3,117,equal,TRUE,52.56734,240,53.48528,60,54.65215,200
j.rnd,3,118,equal,TRUE,25.13571,240,25.14875,60,26.78687,200
j.rnd,3,119,equal,TRUE,46.82947,240,47.75984,60,47.63323,200
j.rnd,3,120,equal,TRUE,33.6962,240,32.84641,60,33.03896,200
j.rnd,3,17,equal,TRUE,35.64074,240,32.53303,60,35.09704,200
j.rnd,3,18,equal,TRUE,38.36822,240,37.07731,60,38.68711,200
j.rnd,3,19,equal,TRUE,34.90742,240,36.80992,60,35.17844,200
j.rnd,3,20,equal,TRUE,36.84808,240,35.24341,60,36.79348,200
j.rnd,3,21,equal,TRUE,52.47905,240,46.77954,60,51.22557,200
j.rnd,3,22,equal,TRUE,52.8321,240,47.51328,60,51.21199,200
j.rnd,3,23,equal,TRUE,52.24047,240,46.82349,60,50.7476,200
j.rnd,3,24,equal,TRUE,45.78914,240,45.66367,60,44.49464,200
j.rnd,3,25,equal,TRUE,32.94948,240,30.02914,60,33.20818,200
j.rnd,3,26,equal,TRUE,32.07164,240,29.33292,60,31.71877,200
j.rnd,3,27,equal,TRUE,52.02898,240,45.89968,60,51.47308,200
j.rnd,3,28,equal,TRUE,43.36472,240,46.00002,60,42.14505,200
j.rnd,3,29,equal,TRUE,51.86899,240,46.77555,60,51.39392,200
j.rnd,3,30,equal,TRUE,32.44793,240,30.1956,60,33.16966,200
j.rnd,3,31,equal,TRUE,46.54794,240,45.43609,60,47.03259,200
j.rnd,3,32,equal,TRUE,38.2157,240,36.99979,60,38.81317,200
j.rnd,3,33,equal,TRUE,30.20438,240,30.65467,60,31.01086,200
j.rnd,3,34,equal,TRUE,40.14674,240,39.59682,60,40.11792,200
j.rnd,3,35,equal,TRUE,38.55332,240,38.1545,60,38.35299,200
j.rnd,3,36,equal,TRUE,43.73129,240,41.62763,60,43.85678,200
j.rnd,3,37,equal,TRUE,43.90854,240,41.69683,60,44.03107,200
j.rnd,3,38,equal,TRUE,43.7154,240,41.62763,60,43.85678,200
j.rnd,3,39,equal,TRUE,32.33205,240,31.3739,60,31.90872,200
j.rnd,3,40,equal,TRUE,16.41783,240,16.9554,60,16.47711,200
j.rnd,3,41,equal,TRUE,20.18717,240,19.76062,60,19.47207,200
j.rnd,3,42,equal,TRUE,55.51306,240,55.23402,60,55.2845,200
j.rnd,3,43,equal,TRUE,43.29215,240,46.65102,60,42.59655,200
j.rnd,3,44,equal,TRUE,41.98926,240,44.50987,60,41.78279,200
j.rnd,3,45,equal,TRUE,39.96672,240,39.71389,60,40.09966,200
j.rnd,3,46,equal,TRUE,41.27468,240,38.22127,60,40.58449,200
j.rnd,3,47,equal,TRUE,31.75059,240,29.87739,60,31.47734,200
j.rnd,3,48,equal,TRUE,25.14065,240,24.46535,60,27.26266,200
j.rnd,3,49,equal,TRUE,23.12591,240,24.07433,60,23.44945,200
j.rnd,3,50,equal,TRUE,43.83982,240,43.85131,60,42.96575,200
j.rnd,3,51,equal,TRUE,60.33951,240,62.04868,60,59.3466,200
j.rnd,3,52,equal,TRUE,44.18086,240,48.22142,60,43.85974,200
j.rnd,3,53,equal,TRUE,40.4951,240,42.24451,60,40.21941,200
j.rnd,3,54,equal,TRUE,41.72721,240,39.11383,60,43.12794,200
j.rnd,3,55,equal,TRUE,43.57207,240,46.20678,60,42.02782,200
j.rnd,3,56,equal,TRUE,50.97028,240,50.28817,60,50.74332,200
j.rnd,3,57,equal,TRUE,42.64585,240,39.94894,60,42.55844,200
j.rnd,3,58,equal,TRUE,42.53616,240,40.01304,60,42.55698,200
j.rnd,3,59,equal,TRUE,42.50573,240,40.01304,60,42.57557,200
j.rnd,3,60,equal,TRUE,33.94702,240,32.55181,60,33.46528,200
j.rnd,3,61,equal,TRUE,16.26864,240,16.37184,60,16.43051,200
j.rnd,3,62,equal,TRUE,21.59241,240,20.79397,60,20.72186,200
j.rnd,3,63,equal,TRUE,53.75393,240,56.03626,60,56.20299,200
j.rnd,3,64,equal,TRUE,43.83708,240,43.78642,60,44.36515,200
j.rnd,3,65,equal,TRUE,50.46844,240,50.02008,60,52.70601,200
j.rnd,3,66,equal,TRUE,42.85758,240,42.32266,60,42.50376,200
j.rnd,3,67,equal,TRUE,39.86183,240,38.88074,60,39.51166,200
j.rnd,3,68,equal,TRUE,31.26882,240,28.97787,60,30.58607,200
j.rnd,3,69,equal,TRUE,25.30844,240,25.20356,60,26.77502,200
j.rnd,3,70,equal,TRUE,23.37436,240,24.38117,60,23.81318,200
j.rnd,3,71,equal,TRUE,42.38926,240,41.37562,60,41.54048,200
j.rnd,3,72,equal,TRUE,59.74172,240,60.81133,60,57.87866,200
j.rnd,3,73,equal,TRUE,44.32627,240,44.46453,60,44.24502,200
j.rnd,3,74,equal,TRUE,45.50683,240,47.92743,60,46.11336,200
j.rnd,3,75,equal,TRUE,42.45693,240,39.78228,60,44.0266,200
j.rnd,3,76,equal,TRUE,44.15683,240,44.16367,60,44.18774,200
j.rnd,3,77,equal,TRUE,51.80339,240,52.49887,60,50.52924,200
j.rnd,3,78,equal,TRUE,48.2399,240,48.73232,60,47.9883,200
j.rnd,3,79,equal,TRUE,30.3079,240,28.07034,60,29.13435,200
j.rnd,3,80,equal,TRUE,33.72115,240,33.08779,60,32.7686,200
j.rnd,3,81,equal,TRUE,22.35182,240,21.9779,60,22.73569,200
j.rnd,3,82,equal,TRUE,52.20504,240,53.28141,60,54.86586,200
j.rnd,3,83,equal,TRUE,38.44397,240,39.31913,60,38.92186,200
j.rnd,3,84,equal,TRUE,55.14177,240,55.34423,60,56.09787,200
j.rnd,3,85,equal,TRUE,44.29708,240,41.99531,60,43.70023,200
j.rnd,3,86,equal,TRUE,43.56188,240,41.11183,60,43.97686,200
j.rnd,3,87,equal,TRUE,43.63514,240,41.13883,60,43.96548,200
j.rnd,3,88,equal,TRUE,27.89031,240,27.68669,60,26.96896,200
j.rnd,3,89,equal,TRUE,27.87942,240,28.24487,60,27.11618,200
j.rnd,3,90,equal,TRUE,19.86304,240,19.14596,60,19.47412,200
j.rnd,3,91,equal,TRUE,52.27613,240,48.96948,60,51.87979,200
j.rnd,3,92,equal,TRUE,52.19412,240,49.64855,60,52.74448,200
j.rnd,3,93,equal,TRUE,50.96492,240,48.89941,60,50.50017,200
j.rnd,3,94,equal,TRUE,38.85231,240,36.96322,60,37.00737,200
j.rnd,3,95,equal,TRUE,32.8965,240,31.92671,60,34.00427,200
j.rnd,3,96,equal,TRUE,32.59208,240,31.04419,60,33.85893,200
j.rnd,3,97,equal,TRUE,25.123,240,25.05157,60,27.37531,200
j.rnd,3,98,equal,TRUE,19.56591,240,18.59955,60,19.06622,200
j.rnd,3,99,equal,TRUE,35.33577,240,36.45383,60,35.61926,200
j.rnd,3,121,equal,TRUE,43.92768,240,39.76387,60,42.89295,200
j.rnd,3,122,equal,TRUE,44.27816,240,39.7305,60,43.57023,200
j.rnd,3,123,equal,TRUE,44.15785,240,39.91675,60,43.28588,200
j.rnd,3,124,equal,TRUE,29.4846,240,30.19546,60,30.87557,200
j.rnd,3,125,equal,TRUE,26.61079,240,26.34845,60,26.29837,200
j.rnd,3,126,equal,TRUE,20.02822,240,19.21027,60,19.57506,200
j.rnd,3,127,equal,TRUE,57.80249,240,55.09925,60,57.02422,200
j.rnd,3,128,equal,TRUE,54.95611,240,56.48361,60,56.88027,200
j.rnd,3,129,equal,TRUE,47.51081,240,44.73685,60,48.34999,200
j.rnd,3,130,equal,TRUE,42.72953,240,43.44875,60,43.05685,200
j.rnd,3,131,equal,TRUE,37.1712,240,35.0362,60,38.0717,200
j.rnd,3,132,equal,TRUE,34.18891,240,32.11468,60,35.73704,200
j.rnd,3,133,equal,TRUE,25.77303,240,25.80238,60,27.14981,200
j.rnd,3,134,equal,TRUE,20.30921,240,19.44486,60,20.1576,200
