Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
j.rndn,1,1,bcs,TRUE,52.13855,240,51.89348,60,52.56241,200
j.rndn,1,10,bcs,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,11,bcs,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,12,bcs,TRUE,26.3742,240,28.72478,60,26.98574,200
j.rndn,1,13,bcs,TRUE,24.73326,240,27.86641,60,24.7682,200
j.rndn,1,14,bcs,TRUE,26.3742,240,28.72478,60,26.98574,200
j.rndn,1,15,bcs,TRUE,46.40271,240,48.21771,60,47.58957,200
j.rndn,1,16,bcs,TRUE,19.73849,240,19.36917,60,19.59873,200
j.rndn,1,2,bcs,TRUE,29.7587,240,30.08459,60,28.56507,200
j.rndn,1,3,bcs,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,4,bcs,TRUE,18.81359,240,18.92908,60,18.01215,200
j.rndn,1,5,bcs,TRUE,19.68087,240,19.9049,60,19.53546,200
j.rndn,1,6,bcs,TRUE,50.98764,240,55.10834,60,50.91532,200
j.rndn,1,7,bcs,TRUE,49.79568,240,51.80341,60,49.2975,200
j.rndn,1,8,bcs,TRUE,45.09761,240,49.05544,60,47.02589,200
j.rndn,1,9,bcs,TRUE,45.22647,240,47.28867,60,45.39239,200
j.rndn,16,1,bcs,TRUE,50.84104,240,50.02848,60,50.82826,200
j.rndn,2,1,bcs,TRUE,24.62843,240,26.144,60,23.80554,200
j.rndn,2,10,bcs,TRUE,19.08453,240,20.09268,60,19.0996,200
j.rndn,2,11,bcs,TRUE,49.48602,240,51.91878,60,48.70549,200
j.rndn,2,12,bcs,TRUE,33.15074,240,34.55309,60,32.77637,200
j.rndn,2,13,bcs,TRUE,29.8684,240,30.95181,60,28.65378,200
j.rndn,2,14,bcs,TRUE,18.8411,240,18.7936,60,18.29333,200
j.rndn,2,15,bcs,TRUE,23.82737,240,24.77821,60,24.01038,200
j.rndn,2,16,bcs,TRUE,45.20239,240,44.3599,60,44.81611,200
j.rndn,2,2,bcs,TRUE,24.99983,240,25.82214,60,24.06897,200
j.rndn,2,3,bcs,TRUE,24.99983,240,25.82214,60,24.06897,200
j.rndn,2,4,bcs,TRUE,21.01986,240,21.57489,60,21.16634,200
j.rndn,2,5,bcs,TRUE,14.01506,240,14.11853,60,14.04239,200
j.rndn,2,6,bcs,TRUE,14.26859,240,14.61814,60,13.75501,200
j.rndn,2,7,bcs,TRUE,20.2902,240,19.78677,60,20.20208,200
j.rndn,2,8,bcs,TRUE,19.68087,240,19.9049,60,19.53546,200
j.rndn,2,9,bcs,TRUE,22.0347,240,23.39514,60,22.23582,200
j.rndn,2,100,bcs,TRUE,46.40271,240,48.21771,60,47.58957,200
j.rndn,2,101,bcs,TRUE,25.41354,240,27.04013,60,25.26501,200
j.rndn,2,102,bcs,TRUE,37.68756,240,38.68854,60,37.94701,200
j.rndn,2,103,bcs,TRUE,32.25925,240,32.51295,60,32.58091,200
j.rndn,2,104,bcs,TRUE,29.02494,240,29.58807,60,28.07033,200
j.rndn,2,105,bcs,TRUE,32.24901,240,33.24445,60,32.83574,200
j.rndn,2,106,bcs,TRUE,19.5079,240,19.08298,60,19.33514,200
j.rndn,2,107,bcs,TRUE,13.77799,240,13.68843,60,14.38893,200
j.rndn,2,108,bcs,TRUE,13.68473,240,13.85847,60,13.96456,200
j.rndn,2,109,bcs,TRUE,19.72979,240,19.36917,60,19.59873,200
j.rndn,2,110,bcs,TRUE,50.98764,240,55.10834,60,50.91532,200
j.rndn,2,111,bcs,TRUE,19.57693,240,18.98913,60,19.42247,200
j.rndn,2,112,bcs,TRUE,21.26751,240,21.55098,60,21.35958,200
j.rndn,2,113,bcs,TRUE,32.2903,240,33.75625,60,33.09755,200
j.rndn,2,114,bcs,TRUE,19.93313,240,19.03704,60,20.06511,200
j.rndn,2,115,bcs,TRUE,13.64977,240,13.85847,60,13.90849,200
j.rndn,2,116,bcs,TRUE,14.746,240,15.58469,60,14.92916,200
j.rndn,2,117,bcs,TRUE,17.04029,240,16.75018,60,17.09856,200
j.rndn,2,118,bcs,TRUE,15.72867,240,15.44173,60,15.99753,200
j.rndn,2,119,bcs,TRUE,16.86692,240,16.59906,60,16.981,200
j.rndn,2,120,bcs,TRUE,19.98394,240,18.92985,60,20.09802,200
j.rndn,2,17,bcs,TRUE,19.68087,240,19.9049,60,19.53546,200
j.rndn,2,18,bcs,TRUE,22.60027,240,23.68382,60,22.39415,200
j.rndn,2,19,bcs,TRUE,22.4237,240,22.99186,60,21.90709,200
