Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
j.rndn,1,1,opt,TRUE,52.13855,240,51.89348,60,52.56241,200
j.rndn,1,10,opt,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,11,opt,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,12,opt,TRUE,26.3742,240,28.72478,60,26.98574,200
j.rndn,1,13,opt,TRUE,24.73326,240,27.86641,60,24.7682,200
j.rndn,1,14,opt,TRUE,26.3742,240,28.72478,60,26.98574,200
j.rndn,1,15,opt,TRUE,46.40271,240,48.21771,60,47.58957,200
j.rndn,1,16,opt,TRUE,19.73849,240,19.36917,60,19.59873,200
j.rndn,1,2,opt,TRUE,29.7587,240,30.08459,60,28.56507,200
j.rndn,1,3,opt,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,1,4,opt,TRUE,18.81359,240,18.92908,60,18.01215,200
j.rndn,1,5,opt,TRUE,19.68087,240,19.9049,60,19.53546,200
j.rndn,1,6,opt,TRUE,50.98764,240,55.10834,60,50.91532,200
j.rndn,1,7,opt,TRUE,60.25256,240,59.6267,60,58.52558,200
j.rndn,1,8,opt,TRUE,47.35565,240,44.39405,60,46.65793,200
j.rndn,1,9,opt,TRUE,45.22647,240,47.28867,60,45.39239,200
j.rndn,16,1,opt,TRUE,41.60775,240,42.06902,60,40.99788,200
j.rndn,2,1,opt,TRUE,25.7895,240,26.88225,60,24.9933,200
j.rndn,2,10,opt,TRUE,25.22897,240,25.47916,60,24.83563,200
j.rndn,2,11,opt,TRUE,50.06158,240,50.56933,60,49.26215,200
j.rndn,2,12,opt,TRUE,32.85617,240,33.21396,60,32.0955,200
j.rndn,2,13,opt,TRUE,29.97652,240,30.89291,60,28.58175,200
j.rndn,2,14,opt,TRUE,18.8411,240,18.7936,60,18.2731,200
j.rndn,2,15,opt,TRUE,27.4923,240,29.55905,60,27.17511,200
j.rndn,2,16,opt,TRUE,61.49307,240,62.81902,60,61.19254,200
j.rndn,2,2,opt,TRUE,26.46048,240,25.27583,60,26.39055,200
j.rndn,2,3,opt,TRUE,55.70295,240,57.08747,60,52.54319,200
j.rndn,2,4,opt,TRUE,21.01986,240,21.57489,60,21.16634,200
j.rndn,2,5,opt,TRUE,13.60916,240,13.54038,60,13.44383,200
j.rndn,2,6,opt,TRUE,13.48112,240,14.11092,60,13.25669,200
j.rndn,2,7,opt,TRUE,26.34278,240,25.38295,60,25.63028,200
j.rndn,2,8,opt,TRUE,29.81994,240,30.74611,60,30.72877,200
j.rndn,2,9,opt,TRUE,29.96454,240,29.59842,60,29.83339,200
j.rndn,2,100,opt,TRUE,46.40271,240,48.21771,60,47.58957,200
j.rndn,2,101,opt,TRUE,26.1906,240,26.63406,60,25.72607,200
j.rndn,2,102,opt,TRUE,29.09812,240,29.9932,60,29.09563,200
j.rndn,2,103,opt,TRUE,31.34359,240,31.73483,60,32.39306,200
j.rndn,2,104,opt,TRUE,29.73627,240,29.65999,60,28.71494,200
j.rndn,2,105,opt,TRUE,32.24064,240,33.04198,60,32.81018,200
j.rndn,2,106,opt,TRUE,21.1626,240,20.44151,60,20.53622,200
j.rndn,2,107,opt,TRUE,13.17693,240,13.12988,60,13.82832,200
j.rndn,2,108,opt,TRUE,13.1419,240,13.2123,60,13.43738,200
j.rndn,2,109,opt,TRUE,19.72979,240,19.36917,60,19.59873,200
j.rndn,2,110,opt,TRUE,24.37021,240,24.55371,60,24.15129,200
j.rndn,2,111,opt,TRUE,19.71485,240,18.98609,60,19.24164,200
j.rndn,2,112,opt,TRUE,30.46998,240,30.06736,60,30.10433,200
j.rndn,2,113,opt,TRUE,33.32747,240,35.97207,60,34.49596,200
j.rndn,2,114,opt,TRUE,30.25143,240,29.13981,60,30.65593,200
j.rndn,2,115,opt,TRUE,13.13612,240,13.06954,60,13.38903,200
j.rndn,2,116,opt,TRUE,13.6727,240,13.60418,60,13.71307,200
j.rndn,2,117,opt,TRUE,20.80842,240,20.30617,60,20.84162,200
j.rndn,2,118,opt,TRUE,16.0764,240,15.70361,60,16.30408,200
j.rndn,2,119,opt,TRUE,20.4579,240,19.88505,60,20.42407,200
j.rndn,2,120,opt,TRUE,19.73849,240,19.36917,60,19.59873,200
j.rndn,2,17,opt,TRUE,29.83561,240,30.74611,60,30.76351,200
j.rndn,2,18,opt,TRUE,30.24036,240,30.84633,60,29.9437,200
j.rndn,2,19,opt,TRUE,30.18256,240,29.73943,60,29.54734,200
j.rndn,2,20,opt,TRUE,29.79691,240,30.85657,60,30.41244,200
