Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
f.rnd,1,1,dbl2nd,TRUE,32.64459,214,32.82294,54,34.69587,177
f.rnd,1,10,dbl2nd,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,11,dbl2nd,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,12,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,13,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,14,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,15,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,16,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,1,2,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,3,dbl2nd,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,4,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,5,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,6,dbl2nd,TRUE,25.10457,214,25.24631,54,23.90889,177
f.rnd,1,7,dbl2nd,TRUE,24.36447,214,25.50008,54,24.41112,177
f.rnd,1,8,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,9,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,16,1,dbl2nd,TRUE,19.71646,214,19.13078,54,18.07255,177
f.rnd,2,1,dbl2nd,TRUE,31.54422,214,30.72162,54,32.6598,177
f.rnd,2,10,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,11,dbl2nd,TRUE,29.9684,214,30.38913,54,30.34412,177
f.rnd,2,12,dbl2nd,TRUE,25.0812,214,25.26908,54,23.99094,177
f.rnd,2,13,dbl2nd,TRUE,17.51697,214,16.46456,54,17.84371,177
f.rnd,2,14,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,15,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,16,dbl2nd,TRUE,24.55747,214,25.46935,54,23.98522,177
f.rnd,2,2,dbl2nd,TRUE,31.41936,214,30.7387,54,32.63519,177
f.rnd,2,3,dbl2nd,TRUE,31.72979,214,30.79839,54,32.73725,177
f.rnd,2,4,dbl2nd,TRUE,22.17775,214,20.9967,54,22.16212,177
f.rnd,2,5,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,6,dbl2nd,TRUE,18.11591,214,18.0137,54,18.1859,177
f.rnd,2,7,dbl2nd,TRUE,23.24418,214,22.51074,54,23.18092,177
f.rnd,2,8,dbl2nd,TRUE,27.75577,214,27.76522,54,26.75515,177
f.rnd,2,9,dbl2nd,TRUE,26.71335,214,27.63365,54,26.72212,177
f.rnd,2,100,dbl2nd,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,101,dbl2nd,TRUE,18.41771,214,18.99581,54,18.44644,177
f.rnd,2,102,dbl2nd,TRUE,18.43825,214,18.21412,54,18.74765,177
f.rnd,2,103,dbl2nd,TRUE,25.19412,214,25.94628,54,24.89868,177
f.rnd,2,104,dbl2nd,TRUE,26.03792,214,27.81885,54,26.42259,177
f.rnd,2,105,dbl2nd,TRUE,25.42143,214,26.51131,54,24.94085,177
f.rnd,2,106,dbl2nd,TRUE,26.14698,214,25.86477,54,25.48861,177
f.rnd,2,107,dbl2nd,TRUE,25.91035,214,25.66924,54,24.79985,177
f.rnd,2,108,dbl2nd,TRUE,23.88465,214,24.43978,54,23.52238,177
f.rnd,2,109,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,110,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,111,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,112,dbl2nd,TRUE,25.23478,214,25.22373,54,24.00277,177
f.rnd,2,113,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,114,dbl2nd,TRUE,25.22165,214,25.29656,54,23.97709,177
