Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
j.rnd,1,1,wcs,TRUE,50.61861,240,51.02285,60,52.00452,200
j.rnd,1,10,wcs,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,11,wcs,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,12,wcs,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,13,wcs,TRUE,24.63096,240,25.62513,60,24.85108,200
j.rnd,1,14,wcs,TRUE,51.39279,240,51.24584,60,52.32547,200
j.rnd,1,15,wcs,TRUE,45.35285,240,45.05016,60,47.75441,200
j.rnd,1,16,wcs,TRUE,21.85383,240,22.89454,60,21.98758,200
j.rnd,1,2,wcs,TRUE,30.33286,240,30.34654,60,30.36452,200
j.rnd,1,3,wcs,TRUE,34.34713,240,32.99411,60,32.9227,200
j.rnd,1,4,wcs,TRUE,21.48496,240,21.08996,60,22.1712,200
j.rnd,1,5,wcs,TRUE,53.59787,240,55.27942,60,55.10891,200
j.rnd,1,6,wcs,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,1,7,wcs,TRUE,59.20477,240,58.93109,60,58.26187,200
j.rnd,1,8,wcs,TRUE,45.6085,240,45.5111,60,45.03943,200
j.rnd,1,9,wcs,TRUE,44.67777,240,44.01535,60,43.94366,200
j.rnd,16,1,wcs,TRUE,29.86134,240,29.15511,60,30.93876,200
j.rnd,2,1,wcs,TRUE,40.11838,240,37.47112,60,40.74601,200
j.rnd,2,10,wcs,TRUE,35.56034,240,36.13183,60,35.29037,200
j.rnd,2,11,wcs,TRUE,40.14985,240,37.59599,60,40.97057,200
j.rnd,2,12,wcs,TRUE,31.47696,240,29.38361,60,31.32203,200
j.rnd,2,13,wcs,TRUE,25.52888,240,24.62922,60,27.63451,200
j.rnd,2,14,wcs,TRUE,22.19546,240,22.59115,60,23.11163,200
j.rnd,2,15,wcs,TRUE,43.02205,240,43.69357,60,42.21849,200
j.rnd,2,16,wcs,TRUE,60.1249,240,60.55622,60,59.34775,200
j.rnd,2,2,wcs,TRUE,40.70655,240,38.34967,60,41.23163,200
j.rnd,2,3,wcs,TRUE,40.4231,240,37.80758,60,41.21021,200
j.rnd,2,4,wcs,TRUE,29.6137,240,30.73163,60,30.02616,200
j.rnd,2,5,wcs,TRUE,16.70568,240,17.09383,60,16.8108,200
j.rnd,2,6,wcs,TRUE,18.2201,240,17.45264,60,19.12549,200
j.rnd,2,7,wcs,TRUE,58.93089,240,57.78014,60,58.66973,200
j.rnd,2,8,wcs,TRUE,41.54769,240,42.11582,60,39.76711,200
j.rnd,2,9,wcs,TRUE,48.59143,240,47.15998,60,48.87507,200
j.rnd,2,100,wcs,TRUE,44.95864,240,44.95873,60,47.33529,200
j.rnd,2,101,wcs,TRUE,32.49394,240,32.16135,60,32.95049,200
j.rnd,2,102,wcs,TRUE,40.3181,240,42.43219,60,42.58794,200
j.rnd,2,103,wcs,TRUE,49.07852,240,53.13859,60,51.38584,200
j.rnd,2,104,wcs,TRUE,51.0912,240,53.79341,60,51.70276,200
j.rnd,2,105,wcs,TRUE,48.99488,240,51.88975,60,51.60696,200
j.rnd,2,106,wcs,TRUE,26.81094,240,25.03226,60,26.10727,200
j.rnd,2,107,wcs,TRUE,17.72273,240,17.80455,60,17.53503,200
j.rnd,2,108,wcs,TRUE,13.13976,240,12.93461,60,13.89971,200
j.rnd,2,109,wcs,TRUE,20.57001,240,20.35102,60,20.38022,200
j.rnd,2,110,wcs,TRUE,32.06429,240,31.90936,60,31.92524,200
j.rnd,2,111,wcs,TRUE,21.79012,240,21.54567,60,21.66143,200
j.rnd,2,112,wcs,TRUE,34.95794,240,34.06522,60,34.1286,200
j.rnd,2,113,wcs,TRUE,34.12206,240,33.51122,60,33.48091,200
j.rnd,2,114,wcs,TRUE,21.96945,240,22.66449,60,22.47739,200
j.rnd,2,115,wcs,TRUE,13.06642,240,13.08641,60,13.92729,200
j.rnd,2,116,wcs,TRUE,14.03899,240,14.16557,60,15.28107,200
j.rnd,2,117,wcs,TRUE,23.88506,240,23.85963,60,23.48903,200
j.rnd,2,118,wcs,TRUE,21.59283,240,22.52623,60,21.57225,200
j.rnd,2,119,wcs,TRUE,23.7191,240,24.18753,60,23.2487,200
j.rnd,2,120,wcs,TRUE,23.0838,240,24.7235,60,23.35379,200
j.rnd,2,17,wcs,TRUE,41.95044,240,42.73298,60,39.68604,200
j.rnd,2,18,wcs,TRUE,45.03869,240,43.62368,60,43.42797,200
j.rnd,2,19,wcs,TRUE,37.31263,240,36.36671,60,38.9407,200
j.rnd,2,20,wcs,TRUE,40.68214,240,41.29655,60,39.04134,200
j.rnd,2,21,wcs,TRUE,50.46113,240,50.34852,60,50.92858,200
j.rnd,2,22,wcs,TRUE,45.56747,240,44.67739,60,47.29764,200
j.rnd,2,23,wcs,TRUE,30.33286,240,30.34654,60,30.36452,200
j.rnd,2,24,wcs,TRUE,37.17794,240,37.22277,60,37.32776,200
