Problem,NrFeat,Model,Prob,TimeIndependent,Training.Rho,NTrain,Validation.Rho,NValidation,Test.Rho,NTest
f.rnd,1,1,wcs,TRUE,32.64459,214,32.82294,54,34.69587,177
f.rnd,1,10,wcs,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,11,wcs,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,12,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,13,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,14,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,15,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,16,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,1,2,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,3,wcs,TRUE,18.56947,214,19.19492,54,18.4966,177
f.rnd,1,4,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,5,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,6,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,1,7,wcs,TRUE,24.36447,214,25.50008,54,24.41112,177
f.rnd,1,8,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,1,9,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,16,1,wcs,TRUE,22.45582,214,21.27203,54,21.58817,177
f.rnd,2,1,wcs,TRUE,33.15182,214,31.884,54,33.43897,177
f.rnd,2,10,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,11,wcs,TRUE,29.73904,214,29.83598,54,30.3594,177
f.rnd,2,12,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,13,wcs,TRUE,17.33793,214,16.36686,54,17.76936,177
f.rnd,2,14,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,15,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,16,wcs,TRUE,24.02237,214,24.41674,54,23.84503,177
f.rnd,2,2,wcs,TRUE,33.23555,214,31.69129,54,33.46019,177
f.rnd,2,3,wcs,TRUE,33.28996,214,31.884,54,33.49362,177
f.rnd,2,4,wcs,TRUE,21.0006,214,20.82047,54,21.05838,177
f.rnd,2,5,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,6,wcs,TRUE,17.77393,214,17.60321,54,17.84556,177
f.rnd,2,7,wcs,TRUE,22.48934,214,22.7554,54,22.33101,177
f.rnd,2,8,wcs,TRUE,28.5198,214,28.77553,54,27.5741,177
f.rnd,2,9,wcs,TRUE,27.95645,214,27.64752,54,27.40996,177
f.rnd,2,100,wcs,TRUE,24.30226,214,25.04862,54,23.95524,177
f.rnd,2,101,wcs,TRUE,18.33061,214,18.11049,54,18.09993,177
f.rnd,2,102,wcs,TRUE,18.22874,214,18.54163,54,18.81994,177
f.rnd,2,103,wcs,TRUE,27.80297,214,28.95834,54,27.18556,177
f.rnd,2,104,wcs,TRUE,25.52317,214,26.38818,54,25.87672,177
f.rnd,2,105,wcs,TRUE,27.88815,214,28.88031,54,27.17781,177
f.rnd,2,106,wcs,TRUE,26.11075,214,25.556,54,25.08521,177
f.rnd,2,107,wcs,TRUE,26.41606,214,26.44422,54,25.38632,177
f.rnd,2,108,wcs,TRUE,24.0436,214,24.14306,54,23.61891,177
f.rnd,2,109,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,110,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,111,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,112,wcs,TRUE,25.20881,214,25.22373,54,23.97023,177
f.rnd,2,113,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,114,wcs,TRUE,25.22165,214,25.29656,54,23.97709,177
f.rnd,2,115,wcs,TRUE,24.00182,214,24.14038,54,23.67781,177
