Type,NrFeat,Model,Feature,mean,Step.1,Step.2,Step.3,Step.4,Step.5,Step.6,Step.7,Step.8,Step.9,Step.10,Step.11,Step.12,Step.13,Step.14,Step.15,Step.16,Step.17,Step.18,Step.19,Step.20,Step.21,Step.22,Step.23,Step.24
Weight,16,1,phi.proc,NA,-0.01802654,-0.01484799,-0.005845645,-0.02269407,-0.02878467,-0.01837902,-0.02459366,-0.02072428,-0.02012098,-0.0257187,-0.01538523,-0.01577293,-0.01033857,-0.01287546,-0.02023155,-0.01201107,-0.01253198,-0.008641388,-0.003467377,-0.01512397,-0.007892146,-0.001740627,-0.0004617482,-0.0002130896
Weight,16,1,phi.startTime,NA,0,0,-0.01347587,0.005004529,0.01571259,0,0.01359807,0.01079037,0.007808341,0.01734746,0,0.002949521,-0.0002852473,0.003996054,0.01134718,0,-0.002184222,-0.0004058432,-0.007634214,0.00980418,0,-0.005060764,-0.004186053,-0.00340704
Weight,16,1,phi.endTime,NA,-0.01802654,-0.01484799,-0.01932152,-0.01768954,-0.01307208,-0.01837902,-0.01099559,-0.009933907,-0.01231264,-0.00837124,-0.01538523,-0.01282341,-0.01062382,-0.008879409,-0.008884375,-0.01201107,-0.0147162,-0.009047231,-0.01110159,-0.00531979,-0.007892146,-0.006801391,-0.004647802,-0.00362013
Weight,16,1,phi.jobOps,NA,0,0.01060943,0.01681891,0.01349441,0.001125251,0,0.00223695,0.01214002,0.007291026,0.0007037461,0,0.00230143,0.008930144,0.001873524,0.0003059511,0,0.008700835,0.01121439,0.00235923,0.0002212121,0,-7.938087e-05,-7.077585e-05,-5.294609e-05
Weight,16,1,phi.arrivalTime,NA,0,0.00930087,0.01575801,0.01885426,0.02061389,0,0.02284689,0.02567007,0.0253219,0.02459205,0,0.008030437,0.01100923,0.01672616,0.01865877,0,0.004347709,0.008848708,0.01240242,0.01747019,0,-0.01470449,-0.01009204,-0.006804347
Weight,16,1,phi.totproc,NA,0.00222584,0.004829002,0.008644182,0.01175391,0.01267626,0.002643221,0.009815202,0.002719185,0.04085086,0.01281289,0.003378329,0.01146077,0.01820709,0.01599279,0.01174252,0.004952542,0.01974909,0.01048176,0.01371836,0.01361741,0.008051621,0.002962389,0.001071636,0.0005780674
Weight,16,1,phi.wait,NA,0,-0.00930087,-0.02923389,-0.01384973,-0.004901299,0,-0.009248827,-0.0148797,-0.01751356,-0.007244591,0,-0.005080915,-0.01129448,-0.0127301,-0.007311593,0,-0.006531931,-0.009254551,-0.02003664,-0.007666009,0,0.009643727,0.005905988,0.003397307
Weight,16,1,phi.mac,NA,0,0.01060943,0.01681891,0.01349441,0.001125251,0,0.00223695,0.01214002,0.007291026,0.0007037461,0,0.00230143,0.008930144,0.001873524,0.0003059511,0,0.008700835,0.01121439,0.00235923,0.0002212121,0,-7.938087e-05,-7.077585e-05,-5.294609e-05
Weight,16,1,phi.macOps,NA,0,-0.01060943,-0.008409457,-0.004498138,-0.0002813128,0,-0.00223695,-0.006070009,-0.002430342,-0.0001759365,0,-0.00230143,-0.004465072,-0.000624508,-7.648778e-05,0,-0.008700835,-0.005607197,-0.0007864101,-5.530303e-05,0,7.938087e-05,3.538793e-05,1.76487e-05
Weight,16,1,phi.macfree,NA,-0.01802654,-0.01484799,-0.01932152,-0.01768954,-0.01307208,-0.01837902,-0.01099559,-0.009933907,-0.01231264,-0.00837124,-0.01538523,-0.01282341,-0.01062382,-0.008879409,-0.008884375,-0.01201107,-0.0147162,-0.009047231,-0.01110159,-0.00531979,-0.007892146,-0.006801391,-0.004647802,-0.00362013
Weight,16,1,phi.makespan,NA,-0.01802654,-0.01484799,-0.01386,0.009090462,-0.0007030836,-0.0004214838,-0.01644154,-0.02445204,-0.001610384,-0.009117235,-4.684439e-06,-0.009843839,-0.01123835,-0.02720118,0.00378011,-6.436683e-05,-0.01672844,-0.02045763,-0.01552538,0.003223448,0,-1.115981e-05,-0.000198581,-0.0009207089
Weight,16,1,phi.slotReduced,NA,0,-0.00930087,-0.01575801,-0.01885426,-0.02061389,0,0.009369792,0.005291129,0.01368669,-0.001958327,0,0.001608392,0.007131303,0.00855611,-0.001612142,0,0.0004138812,-0.0005178327,0.01063796,-0.001009204,0,0.0001930351,0.0003141728,0.000395456
Weight,16,1,phi.slots,NA,0,0.00930087,0.01575801,0.01885426,0.02061389,0,-0.002127766,-0.001354774,-0.02109338,0.01884956,0,0.00109466,0.002324938,0.002190014,0.01276182,0,0.00329784,-0.003264289,0.0004927468,0.01044545,0,-0.004220348,-0.004578296,-0.003850471
Weight,16,1,phi.slotsTotal,NA,0,0.00930087,0.01575801,0.01885426,0.02061389,0,-0.009369792,-0.005291129,-0.01368669,0.001958327,0,-0.001608392,-0.007131303,-0.00855611,0.001612142,0,-0.0004138812,0.0005178327,-0.01063796,0.001009204,0,-0.0001930351,-0.0003141728,-0.000395456
Weight,16,1,phi.wrmMac,NA,0,0.003923425,0.008263387,0.004021222,0.01216595,0,-0.0007357764,0.0003570234,0.002775277,0.009021356,0,-0.0009363382,-0.004289039,-0.001615858,0.003653618,0,-0.006952037,-0.002353087,-0.00576632,0.002296531,0,-0.006593631,-0.002437199,-0.001231525
Weight,16,1,phi.wrmJob,NA,0.00222584,-0.004471868,-0.007113832,-0.007100348,-0.007937632,0.002643221,-0.005789667,0.0007654141,-0.03668685,-0.006977325,0.003378329,-0.005675921,-0.01146279,-0.009342356,-0.0007344965,0.004952542,-0.01061445,-0.001188101,-0.004954297,0.003340713,0.008051621,0.006709706,0.00454344,0.003444327
Training.Accuracy,16,1,NA,83.19,84.49,84.54,84.59,85.54,85.98,80.81,81.91,81.33,82.91,83.82,76.37,80.27,78.19,80.08,83.23,72.53,79.24,75.23,78.81,85.75,71.03,100,100,100
Validation.Accuracy,16,1,NA,84,84.5,86.18,84.97,87.11,87.11,81.64,84.46,82.43,83.24,84.36,76.24,77.06,77.83,79.88,83.64,72.64,80.36,80.14,84.17,83.02,66.04,100,100,100
